	AMON	BQIm	CPHL	DEPH	DOXY_BTL	DOXY_CTD	LATIT_DD	LONGI_DD	MNDEP	MXDEP	MYEAR	NTRA	NTRI	NTRZ	PHOS	Q_AMON	Q_BQIm	Q_CPHL	Q_DOXY_BTL	Q_DOXY_CTD	Q_NTRA	Q_NTRI	Q_NTRZ	Q_PHOS	Q_SALT_BTL	Q_SALT_CTD	Q_SECCHI	Q_TEMP_BTL	Q_TEMP_CTD	SALT_BTL	SALT_CTD	SDATE	SEA_AREA_CODE	SEA_AREA_NAME	SEA_BASIN	SECCHI	SERNO	SHARKID_MD5	SHIPC	STATN	STIME	TEMP_BTL	TEMP_CTD	WATER_DISTRICT	WATER_TYPE_AREA	WLTYP
6776	2.19		0.3	1	7.31		58.43500	11.43333			2016	7.21	0.37	7.58	0.61																26.98	2016-01-13	582230-112255	Åbyfjorden	Skagerrak	5	0022		77SN	ULEBERGET	13:30	2.51	2.53	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM
6777	2.10		0.4	8	6.97		58.43500	11.43333			2016	6.80	0.34	7.14	0.64																	2016-01-13	582230-112255	Åbyfjorden	Skagerrak	5	0022		77SN	ULEBERGET	13:30	3.63		Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM
6778	2.64		0.3	1	7.81		58.23000	11.48000			2016	8.88	0.31	9.19	0.56																23.36	2016-01-13	581365-112910	Snäckedjupet	Skagerrak		0026		77SN	VÄLLARNA	17:10	1.00	1.20	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
6779	2.42		0.3	6	7.06		58.23000	11.48000			2016	7.18	0.34	7.52	0.59																	2016-01-13	581365-112910	Snäckedjupet	Skagerrak		0026		77SN	VÄLLARNA	17:10	3.55		Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
6780	1.27		0.8	0	7.48		58.38767	11.62667			2016	7.17	0.21	7.38	0.53																26.880	2016-01-12	581700-113000	Gullmarn centralbassäng	Skagerrak	6.5	11		77SN	BJÖRKHOLMEN	11:20	3.26	3.07	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
6781	1.08		0.4	2	7.48		58.38767	11.62667			2016	6.49	0.20	6.69	0.54																27.110	2016-01-12	581700-113000	Gullmarn centralbassäng	Skagerrak	6.5	11		77SN	BJÖRKHOLMEN	11:20	2.99	3.25	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
6782	1.20		0.2	5	7.45		58.38767	11.62667			2016	6.55	0.21	6.76	0.54																27.300	2016-01-12	581700-113000	Gullmarn centralbassäng	Skagerrak	6.5	11		77SN	BJÖRKHOLMEN	11:20	3.52	3.53	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
6783	1.30		0.2	10	7.27		58.38767	11.62667			2016	6.69	0.21	6.90	0.54																27.500	2016-01-12	581700-113000	Gullmarn centralbassäng	Skagerrak	6.5	11		77SN	BJÖRKHOLMEN	11:20	3.87	3.90	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
6784	1.25		0.2	15	7.02		58.38767	11.62667			2016	6.77	0.19	6.96	0.54			<													28.150	2016-01-12	581700-113000	Gullmarn centralbassäng	Skagerrak	6.5	11		77SN	BJÖRKHOLMEN	11:20	5.15	5.19	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
6785	0.75		0.2	20	6.67		58.38767	11.62667			2016	6.93	0.12	7.05	0.56			<													29.030	2016-01-12	581700-113000	Gullmarn centralbassäng	Skagerrak	6.5	11		77SN	BJÖRKHOLMEN	11:20	6.74	6.84	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
6786	0.20		0.2	30	5.89		58.38767	11.62667			2016	7.17	0.02	7.17	0.62	<		<				<									31.000	2016-01-12	581700-113000	Gullmarn centralbassäng	Skagerrak	6.5	11		77SN	BJÖRKHOLMEN	11:20	8.39	8.53	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
6787	0.20			40	4.79		58.38767	11.62667			2016	7.42	0.02	7.42	0.88	<						<									33.120	2016-01-12	581700-113000	Gullmarn centralbassäng	Skagerrak	6.5	11		77SN	BJÖRKHOLMEN	11:20	9.98	10.00	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
6788	0.20			50	4.63		58.38767	11.62667			2016	7.72	0.02	7.72	0.90	<						<									33.530	2016-01-12	581700-113000	Gullmarn centralbassäng	Skagerrak	6.5	11		77SN	BJÖRKHOLMEN	11:20	9.94	9.96	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
6789	0.20			60	2.87		58.38767	11.62667			2016	11.23	0.02	11.23	1.53	<						<									34.050	2016-01-12	581700-113000	Gullmarn centralbassäng	Skagerrak	6.5	11		77SN	BJÖRKHOLMEN	11:20	9.45	9.44	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
6790	0.47			69	1.46		58.38767	11.62667			2016	13.21	0.07	13.28	2.31																34.240	2016-01-12	581700-113000	Gullmarn centralbassäng	Skagerrak	6.5	11		77SN	BJÖRKHOLMEN	11:20	8.43	8.46	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
6791	0.87		0.7	0	7.95	7.9	57.19167	11.66667			2016	4.98	0.73	5.71	0.72															20.588	20.69	2016-01-12			N Kattegatt		0029		34AR	FLADEN	04:10	3.22	3.18			4 - Utsjövatten
6792	0.81		1.0	5	7.90	7.8	57.19167	11.66667			2016	5.04	0.62	5.66	0.70															21.632	21.58	2016-01-12			N Kattegatt		0029		34AR	FLADEN	04:10		3.21			4 - Utsjövatten
6793	0.20		0.4	10	7.78	7.7	57.19167	11.66667			2016	5.03	0.39	5.42	0.58	<														23.401	23.36	2016-01-12			N Kattegatt		0029		34AR	FLADEN	04:10	3.29	3.01			4 - Utsjövatten
6794	0.20		0.8	15	7.62	7.6	57.19167	11.66667			2016	4.95	0.32	5.27	0.56	<														24.610	24.26	2016-01-12			N Kattegatt		0029		34AR	FLADEN	04:10		3.46			4 - Utsjövatten
6795	0.20		0.6	20	7.49	7.3	57.19167	11.66667			2016	4.94	0.26	5.20	0.57	<														25.517	25.48	2016-01-12			N Kattegatt		0029		34AR	FLADEN	04:10	4.16	4.25			4 - Utsjövatten
6796	0.20		0.2	25	6.40	6.5	57.19167	11.66667			2016	6.29	0.04	6.33	0.57	<		<												32.519	32.41	2016-01-12			N Kattegatt		0029		34AR	FLADEN	04:10		7.70			4 - Utsjövatten
6797	0.20		0.2	30	6.34	6.3	57.19167	11.66667			2016	6.03	0.06	6.09	0.55	<		<												33.502	33.40	2016-01-12			N Kattegatt		0029		34AR	FLADEN	04:10	8.20	8.14			4 - Utsjövatten
6798	0.20		0.2	40	6.17	6.1	57.19167	11.66667			2016	5.66	0.05	5.71	0.59	<		<												34.268	34.20	2016-01-12			N Kattegatt		0029		34AR	FLADEN	04:10		8.52			4 - Utsjövatten
6799	0.20			50	6.14	6.0	57.19167	11.66667			2016	5.80	0.05	5.85	0.60	<														34.448	34.43	2016-01-12			N Kattegatt		0029		34AR	FLADEN	04:10	8.60	8.61			4 - Utsjövatten
6800	0.20			60	6.09	6.0	57.19167	11.66667			2016	5.82	0.07	5.89	0.61	<									B						34.52	2016-01-12			N Kattegatt		0029		34AR	FLADEN	04:10		8.65			4 - Utsjövatten
6801	0.20			67	6.09		57.19167	11.66667			2016	6.06	0.09	6.15	0.66	<														34.571		2016-01-12			N Kattegatt		0029		34AR	FLADEN	04:10	8.69				4 - Utsjövatten
6802	1.58		0.2	1	7.10		58.46667	11.57667			2016	8.38	0.16	8.54	0.57			<													27.24	2016-01-12	582630-113515	Färlevfjorden	Skagerrak	4	0012		77SN	FÄRLEVFJORDEN	12:45	4.49	4.95	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
6803	0.74		0.2	7	4.73		58.46667	11.57667			2016	7.85	0.11	7.96	0.61			<														2016-01-12	582630-113515	Färlevfjorden	Skagerrak	4	0012		77SN	FÄRLEVFJORDEN	12:45	6.47		Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
6804	0.82		0.8	0	7.75	7.7	57.53333	11.32500			2016	5.17	0.53	5.70	0.70															22.881	22.63	2016-01-12			N Kattegatt		0028		34AR	GF6	01:25	3.61	3.53			4 - Utsjövatten
6805	0.35		0.8	5	7.60	7.6	57.53333	11.32500			2016	5.10	0.36	5.46	0.65															24.334	23.91	2016-01-12			N Kattegatt		0028		34AR	GF6	01:25		3.84			4 - Utsjövatten
6806	0.48		0.6	10	7.52	7.4	57.53333	11.32500			2016	5.01	0.29	5.30	0.62															25.394	25.32	2016-01-12			N Kattegatt		0028		34AR	GF6	01:25	4.23	4.39			4 - Utsjövatten
6807	0.38		0.6	15	7.51	7.5	57.53333	11.32500			2016	5.04	0.25	5.29	0.58															26.167	26.22	2016-01-12			N Kattegatt		0028		34AR	GF6	01:25		3.46			4 - Utsjövatten
6808	0.20		0.3	20	7.29	7.4	57.53333	11.32500			2016	5.50	0.19	5.69	0.55	<														27.863	27.60	2016-01-12			N Kattegatt		0028		34AR	GF6	01:25	4.15	4.18			4 - Utsjövatten
6809	0.20		0.4	25	7.23	7.1	57.53333	11.32500			2016	5.39	0.18	5.57	0.54	<														29.003	29.02	2016-01-12			N Kattegatt		0028		34AR	GF6	01:25		4.45			4 - Utsjövatten
6810	0.20		0.3	30	6.82	6.6	57.53333	11.32500			2016	6.10	0.24	6.34	0.53	<														31.384	31.33	2016-01-12			N Kattegatt		0028		34AR	GF6	01:25	6.27	6.38			4 - Utsjövatten
6811	0.20		0.2	40	6.17	6.1	57.53333	11.32500			2016	5.46	0.10	5.56	0.57	<		<												34.291	34.23	2016-01-12			N Kattegatt		0028		34AR	GF6	01:25		8.41			4 - Utsjövatten
6812	0.20			43	6.18		57.53333	11.32500			2016	5.60	0.10	5.70	0.61	<														34.406		2016-01-12			N Kattegatt		0028		34AR	GF6	01:25	8.47				4 - Utsjövatten
6813	3.10		0.2	0	7.81		58.31250	11.77333			2016	10.88	0.22	11.10	0.58			<													21.790	2016-01-12	581740-114820	Havstensfjorden	Skagerrak		9		77SN	HAVSTENSFJORD	08:40	2.11	2.11	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
6814	3.04		0.2	2	7.71		58.31250	11.77333			2016	10.76	0.22	10.98	0.56			<													21.790	2016-01-12	581740-114820	Havstensfjorden	Skagerrak		9		77SN	HAVSTENSFJORD	08:40	2.16	2.11	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
6815	2.24		0.2	5	6.49		58.31250	11.77333			2016	10.13	0.26	10.39	0.63			<													23.980	2016-01-12	581740-114820	Havstensfjorden	Skagerrak		9		77SN	HAVSTENSFJORD	08:40	6.12	6.23	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
6816	1.58		0.2	10	5.76		58.31250	11.77333			2016	10.09	0.23	10.32	0.77			<													26.230	2016-01-12	581740-114820	Havstensfjorden	Skagerrak		9		77SN	HAVSTENSFJORD	08:40	7.38	7.33	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
6817	0.90		0.2	15	5.19		58.31250	11.77333			2016	10.01	0.17	10.18	0.86			<													27.430	2016-01-12	581740-114820	Havstensfjorden	Skagerrak		9		77SN	HAVSTENSFJORD	08:40	8.02	7.94	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
6818	0.20		0.2	20	2.95		58.31250	11.77333			2016	10.74	0.02	10.74	1.26	<		<				<									28.880	2016-01-12	581740-114820	Havstensfjorden	Skagerrak		9		77SN	HAVSTENSFJORD	08:40	10.03	10.08	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
6819	0.20		0.2	30	1.02		58.31250	11.77333			2016	11.59	0.02	11.61	2.13	<		<													31.650	2016-01-12	581740-114820	Havstensfjorden	Skagerrak		9		77SN	HAVSTENSFJORD	08:40	9.89	9.89	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
6820	4.41			39	0.12		58.31250	11.77333			2016	4.42	0.26	4.68	5.14																	2016-01-12	581740-114820	Havstensfjorden	Skagerrak		9		77SN	HAVSTENSFJORD	08:40	8.48		Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
6821	3.32		0.2	0	8.15		58.23000	11.58000			2016	10.46	0.25	10.71	0.54																20.540	2016-01-12	581260-113220	Koljö fjord	Skagerrak	4.0	10		77SN	KOLJÖFJORD	09:50	0.54	0.52	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
6822	3.34		0.2	2	8.21		58.23000	11.58000			2016	10.45	0.25	10.70	0.55																20.570	2016-01-12	581260-113220	Koljö fjord	Skagerrak	4.0	10		77SN	KOLJÖFJORD	09:50	0.57	0.55	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
6823	3.14		0.2	5	7.87		58.23000	11.58000			2016	9.81	0.25	10.06	0.58			<													21.700	2016-01-12	581260-113220	Koljö fjord	Skagerrak	4.0	10		77SN	KOLJÖFJORD	09:50	1.39	1.47	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
6824	2.17		0.2	10	6.27		58.23000	11.58000			2016	7.76	0.30	8.06	0.70			<													23.840	2016-01-12	581260-113220	Koljö fjord	Skagerrak	4.0	10		77SN	KOLJÖFJORD	09:50	3.03	7.25	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
6825	2.70		0.2	15	5.78		58.23000	11.58000			2016	7.03	0.28	7.31	0.90			<													24.510	2016-01-12	581260-113220	Koljö fjord	Skagerrak	4.0	10		77SN	KOLJÖFJORD	09:50	7.75	7.74	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
6826	4.09		0.2	20	4.67		58.23000	11.58000			2016	6.34	0.27	6.61	1.20			<													25.120	2016-01-12	581260-113220	Koljö fjord	Skagerrak	4.0	10		77SN	KOLJÖFJORD	09:50	8.09	8.09	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
6827	16.17		0.3	30			58.23000	11.58000			2016	0.10		0.10	4.81						<	B	<								26.770	2016-01-12	581260-113220	Koljö fjord	Skagerrak	4.0	10		77SN	KOLJÖFJORD	09:50	7.99	8.00	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
6828	16.66			39			58.23000	11.58000			2016	0.10		0.10	5.07						<	B	<									2016-01-12	581260-113220	Koljö fjord	Skagerrak	4.0	10		77SN	KOLJÖFJORD	09:50	7.90		Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
6829	0.20		1.4	0	8.00	8.0	56.95833	11.75833			2016	4.86	0.54	5.40	0.59	<														20.956	20.74	2016-01-12					0030		34AR	L:A MIDDELGRUND	06:20	2.75	2.66			4 - Utsjövatten
6830	0.92		1.1	5	7.92	7.9	56.95833	11.75833			2016	4.96	0.50	5.46	0.78															21.869	21.50	2016-01-12					0030		34AR	L:A MIDDELGRUND	06:20		2.85			4 - Utsjövatten
6831	0.97		1.1	10	7.85	7.8	56.95833	11.75833			2016	5.02	0.44	5.46	0.64															22.526	22.42	2016-01-12					0030		34AR	L:A MIDDELGRUND	06:20	3.12	3.06			4 - Utsjövatten
6832	0.61		0.8	15	7.81	7.8	56.95833	11.75833			2016	4.92	0.41	5.33	0.69															23.144	22.99	2016-01-12					0030		34AR	L:A MIDDELGRUND	06:20		3.02			4 - Utsjövatten
6833	0.20		0.5	20	7.38	7.5	56.95833	11.75833			2016	5.21	0.26	5.47	0.61	<														25.772	23.74	2016-01-12					0030		34AR	L:A MIDDELGRUND	06:20	3.97	3.44			4 - Utsjövatten
6834	0.20		0.2	25	6.61	6.5	56.95833	11.75833			2016	5.85	0.06	5.91	0.61	<														31.395	31.11	2016-01-12					0030		34AR	L:A MIDDELGRUND	06:20		7.05			4 - Utsjövatten
6835	0.20		0.3	30	6.47	6.5	56.95833	11.75833			2016	6.03	0.07	6.10	0.62	<														32.038	31.55	2016-01-12					0030		34AR	L:A MIDDELGRUND	06:20	7.53	7.33			4 - Utsjövatten
6836	0.20		0.2	40	6.34	6.3	56.95833	11.75833			2016	6.35	0.06	6.41	0.60	<		<												33.035	32.86	2016-01-12					0030		34AR	L:A MIDDELGRUND	06:20		8.03			4 - Utsjövatten
6837	0.20			50	6.22	6.1	56.95833	11.75833			2016	5.99	0.06	6.05	0.60	<														33.880	33.54	2016-01-12					0030		34AR	L:A MIDDELGRUND	06:20	8.38	8.31			4 - Utsjövatten
6838	0.20			60	6.20	6.1	56.95833	11.75833			2016	5.74	0.07	5.81	0.59	<														34.042	34.10	2016-01-12					0030		34AR	L:A MIDDELGRUND	06:20		8.49			4 - Utsjövatten
6839	0.20			63	6.16		56.95833	11.75833			2016	5.76	0.10	5.86	0.63	<														34.204		2016-01-12					0030		34AR	L:A MIDDELGRUND	06:20	8.54				4 - Utsjövatten
6840	0.97		0.9	0	7.94	7.9	56.94000	12.21167			2016	5.05	0.55	5.60	0.61															20.259	20.23	2016-01-12	570714-115613	Del av n Kattegatts utsjövatten	N Kattegatt		0031		34AR	N14 FALKENBERG	08:45	3.18	3.14			3 - Havsområde  mellan 1 NM och 12 NM
6841	0.24		1.0	5	7.72	7.8	56.94000	12.21167			2016	4.99	0.46	5.45	0.64															22.115	21.88	2016-01-12	570714-115613	Del av n Kattegatts utsjövatten	N Kattegatt		0031		34AR	N14 FALKENBERG	08:45		3.47			3 - Havsområde  mellan 1 NM och 12 NM
6842	0.29		0.8	10	7.55	7.5	56.94000	12.21167			2016	5.00	0.38	5.38	0.65													B		23.569	23.15	2016-01-12	570714-115613	Del av n Kattegatts utsjövatten	N Kattegatt		0031		34AR	N14 FALKENBERG	08:45		4.12			3 - Havsområde  mellan 1 NM och 12 NM
6843	0.26		0.5	15	7.45	7.4	56.94000	12.21167			2016	5.03	0.30	5.33	0.63															24.499	24.30	2016-01-12	570714-115613	Del av n Kattegatts utsjövatten	N Kattegatt		0031		34AR	N14 FALKENBERG	08:45		4.46			3 - Havsområde  mellan 1 NM och 12 NM
6844	0.20		0.3	20	6.46	6.7	56.94000	12.21167			2016	6.45	0.09	6.54	0.64	<														30.251	28.41	2016-01-12	570714-115613	Del av n Kattegatts utsjövatten	N Kattegatt		0031		34AR	N14 FALKENBERG	08:45	6.70	6.03			3 - Havsområde  mellan 1 NM och 12 NM
6845	0.20		0.2	25	6.12	5.9	56.94000	12.21167			2016	6.72	0.06	6.78	0.67	<														32.596	32.28	2016-01-12	570714-115613	Del av n Kattegatts utsjövatten	N Kattegatt		0031		34AR	N14 FALKENBERG	08:45		8.09			3 - Havsområde  mellan 1 NM och 12 NM
6846	0.20			30	6.09		56.94000	12.21167			2016	6.64	0.08	6.72	0.68	<														33.239		2016-01-12	570714-115613	Del av n Kattegatts utsjövatten	N Kattegatt		0031		34AR	N14 FALKENBERG	08:45	8.41				3 - Havsområde  mellan 1 NM och 12 NM
6847	1.09		1.7	0	7.62		58.25833	11.43333			2016	5.64	0.24	5.88	0.63															26.051	26.09	2016-01-12	581700-113000	Gullmarn centralbassäng	Skagerrak		0013		77SN	SLÄGGÖ	14:10	2.90	2.92	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
6848	1.07		1.1	5	7.63		58.25833	11.43333			2016	5.57	0.24	5.81	0.62															26.113	26.12	2016-01-12	581700-113000	Gullmarn centralbassäng	Skagerrak		0013		77SN	SLÄGGÖ	14:10	2.91	2.98	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
6849	1.02		0.5	10	7.50		58.25833	11.43333			2016	6.06	0.20	6.26	0.56															26.980	26.96	2016-01-12	581700-113000	Gullmarn centralbassäng	Skagerrak		0013		77SN	SLÄGGÖ	14:10	3.06	3.05	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
6850	1.32		0.2	15	7.13		58.25833	11.43333			2016	6.46	0.23	6.69	0.54															28.044	28.01	2016-01-12	581700-113000	Gullmarn centralbassäng	Skagerrak		0013		77SN	SLÄGGÖ	14:10	4.37	4.41	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
6851	1.05		0.2	20	6.89		58.25833	11.43333			2016	6.42	0.20	6.62	0.55			<												29.306	29.27	2016-01-12	581700-113000	Gullmarn centralbassäng	Skagerrak		0013		77SN	SLÄGGÖ	14:10	6.30	6.15	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
6852	0.35		0.2	30	6.46		58.25833	11.43333			2016	7.05	0.14	7.19	0.57			<												30.444	30.40	2016-01-12	581700-113000	Gullmarn centralbassäng	Skagerrak		0013		77SN	SLÄGGÖ	14:10	7.29	7.30	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
6853	0.20		0.2	40	5.38		58.25833	11.43333			2016	6.97	0.02	6.97	0.70	<		<				<								32.845	32.85	2016-01-12	581700-113000	Gullmarn centralbassäng	Skagerrak		0013		77SN	SLÄGGÖ	14:10	9.55	9.60	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
6854	0.20		0.2	50	5.37		58.25833	11.43333			2016	7.21	0.02	7.21	0.77	<		<				<								33.296	33.28	2016-01-12	581700-113000	Gullmarn centralbassäng	Skagerrak		0013		77SN	SLÄGGÖ	14:10	9.47	9.46	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
6855	0.58			78	4.44		58.25833	11.43333			2016	8.66	0.35	9.01	1.29															33.771		2016-01-12	581700-113000	Gullmarn centralbassäng	Skagerrak		0013		77SN	SLÄGGÖ	14:10	8.58		Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
6856	1.04		0.8	0	7.62		58.34333	11.40333			2016	5.72	0.24	5.96	0.60																26.470	2016-01-12	582000-112350	Yttre Brofjorden			14		77SN	STRETUDDEN	14:40	2.89	2.90	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	
6857	0.99		0.9	2	7.58		58.34333	11.40333			2016	5.87	0.22	6.09	0.58																26.560	2016-01-12	582000-112350	Yttre Brofjorden			14		77SN	STRETUDDEN	14:40	2.79	2.91	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	
6858	0.99		0.7	5	7.66		58.34333	11.40333			2016	5.91	0.21	6.12	0.55																26.940	2016-01-12	582000-112350	Yttre Brofjorden			14		77SN	STRETUDDEN	14:40	2.81	2.83	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	
6859	1.42		0.2	10	7.56		58.34333	11.40333			2016	6.33	0.25	6.58	0.54																27.380	2016-01-12	582000-112350	Yttre Brofjorden			14		77SN	STRETUDDEN	14:40	2.78	2.79	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	
6860	1.51		0.2	15	7.46		58.34333	11.40333			2016	6.47	0.28	6.75	0.54																27.640	2016-01-12	582000-112350	Yttre Brofjorden			14		77SN	STRETUDDEN	14:40	3.06	3.05	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	
6861	1.65		0.2	20	6.89		58.34333	11.40333			2016	6.74	0.26	7.00	0.59			<													28.470	2016-01-12	582000-112350	Yttre Brofjorden			14		77SN	STRETUDDEN	14:40	7.29	3.82	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	
6862	0.74		0.2	30	6.12		58.34333	11.40333			2016	7.19	0.20	7.39	0.67																31.390	2016-01-12	582000-112350	Yttre Brofjorden			14		77SN	STRETUDDEN	14:40	7.61	7.61	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	
6863	0.69			40	5.72		58.34333	11.40333			2016	7.62	0.18	7.80	0.81																32.650	2016-01-12	582000-112350	Yttre Brofjorden			14		77SN	STRETUDDEN	14:40	8.28	8.29	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	
6864	0.82			45	5.69		58.34333	11.40333			2016	7.61	0.21	7.82	0.83																	2016-01-12	582000-112350	Yttre Brofjorden			14		77SN	STRETUDDEN	14:40	8.30		Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	
6865	2.44		0.2	0	7.02		58.33333	11.88333			2016	10.79	0.36	11.15	0.62			<													22.810	2016-01-11	582000-115270	Byfjorden	Skagerrak		8		77SN	BYFJORDEN	15:55		4.60	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
6866	2.23		0.2	2	6.80		58.33333	11.88333			2016	10.44	0.34	10.78	0.63			<													23.390	2016-01-11	582000-115270	Byfjorden	Skagerrak		8		77SN	BYFJORDEN	15:55		5.06	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
6867	2.02		0.2	5	6.19		58.33333	11.88333			2016	9.62	0.36	9.98	0.65			<													24.460	2016-01-11	582000-115270	Byfjorden	Skagerrak		8		77SN	BYFJORDEN	15:55		6.72	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
6868	0.95		0.2	8	5.47		58.33333	11.88333			2016	9.57	0.31	9.88	0.71			<													25.310	2016-01-11	582000-115270	Byfjorden	Skagerrak		8		77SN	BYFJORDEN	15:55		7.71	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
6869	0.20		0.2	15	4.20		58.33333	11.88333			2016	9.96	0.26	10.22	0.75	<		<													27.740	2016-01-11	582000-115270	Byfjorden	Skagerrak		8		77SN	BYFJORDEN	15:55		9.67	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
6870	5.67		0.2	20	0.13		58.33333	11.88333			2016	0.19	0.32	0.51	3.70			<													30.270	2016-01-11	582000-115270	Byfjorden	Skagerrak		8		77SN	BYFJORDEN	15:55		8.85	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
6871	29.28		0.2	30			58.33333	11.88333			2016	0.10			7.94			<			<	B	B								30.840	2016-01-11	582000-115270	Byfjorden	Skagerrak		8		77SN	BYFJORDEN	15:55		7.56	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
6872	55.43			40			58.33333	11.88333			2016	0.10			11.38						<	B	B								30.940	2016-01-11	582000-115270	Byfjorden	Skagerrak		8		77SN	BYFJORDEN	15:55		7.51	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
6873	66.68			44			58.33333	11.88333			2016	0.10			12.14						<	B	B									2016-01-11	582000-115270	Byfjorden	Skagerrak		8		77SN	BYFJORDEN	15:55			Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
6874	1.36		0.9	0	7.96		57.66750	11.68667			2016	10.04	0.29	10.33	0.54																20.580	2016-01-11	574000-114230	Dana fjord	N Kattegatt	4.0	4		77SN	DANAFJORD	10:30		2.68	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM
