YEAR	local_EQR	NTOT	SALT	DATE_count	VISS_EU_CD	WATER_TYPE_AREA	DIN	global_EQR	STATUS	index_column
2016	0.4311529144587434	44.03333333333333	5.3	1	SE582705-163350	13 - Östergötlands inre kustvatten	19.87	0.17246116578349735	BAD	(3, 'SE582705-163350')
2013	0.9008586101210461	20.116666666666667	6.25	2	SE582050-165820	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	5.366666666666666	0.7771465253026151	GOOD	(0, 'SE582050-165820')
2014	0.8199351957837009	21.299999999999997	6.449999999999999	2	SE582050-165820	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	4.796666666666667	0.5881590538631776	MODERATE	(1, 'SE582050-165820')
2015	0.6926100004771518	24.644999999999996	7.699999999999999	2	SE582050-165820	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	5.365	0.438364706443708	MODERATE	(2, 'SE582050-165820')
2016	0.8121297937113778	21.025	6.75	2	SE582050-165820	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	3.439166666666667	0.5789762278957387	MODERATE	(3, 'SE582050-165820')
2013	1.110690968957237	17.699999999999996	28.50125	4	SE582147-111771	01n - Västkustens inre kustvatten	6.886875000000001	1.0	HIGH	(0, 'SE582147-111771')
2014	1.1741574281698386	18.691666666666666	24.03	3	SE582147-111771	01n - Västkustens inre kustvatten	4.4075	1.0	HIGH	(1, 'SE582147-111771')
2015	1.3716746380558906	13.89375	30.085	4	SE582147-111771	01n - Västkustens inre kustvatten	6.047499999999999	1.0	HIGH	(2, 'SE582147-111771')
2016	1.1736868249151657	17.18125	28.29	4	SE582147-111771	01n - Västkustens inre kustvatten	5.134375000000001	1.0	HIGH	(3, 'SE582147-111771')
2017	1.2228903685357335	15.9875	28.18375	4	SE582147-111771	01n - Västkustens inre kustvatten	4.504375	1.0	HIGH	(4, 'SE582147-111771')
2013	0.8996780561122246	24.949999999999996	21.51275	1	SE580688-114860	02 - Västkustens fjordar	11.625	0.8327967601870411	HIGH	(0, 'SE580688-114860')
2014	0.8652264344262295	24.400000000000002	23.6325	1	SE580688-114860	02 - Västkustens fjordar	11.922500000000001	0.7671698542805099	GOOD	(1, 'SE580688-114860')
2015	0.9033856691253953	23.724999999999998	23.1225	1	SE580688-114860	02 - Västkustens fjordar	13.7325	0.8389761152089922	HIGH	(2, 'SE580688-114860')
2016	0.8429365384615385	26.0	22.355	1	SE580688-114860	02 - Västkustens fjordar	12.2925	0.7176367521367522	GOOD	(3, 'SE580688-114860')
2017	0.8725163329820863	23.725	24.285	1	SE580688-114860	02 - Västkustens fjordar	9.85	0.7833696288490807	GOOD	(4, 'SE580688-114860')
2013	0.9232018755997442	24.24375	22.05875	4	SE575500-113750	01n - Västkustens inre kustvatten	10.935625	0.8720031259995737	HIGH	(0, 'SE575500-113750')
2014	1.036955493919073	22.733333333333334	20.018333333333334	3	SE575500-113750	01n - Västkustens inre kustvatten	7.91	1.0	HIGH	(1, 'SE575500-113750')
2015	1.020768448006216	20.708333333333332	24.320625	4	SE575500-113750	01n - Västkustens inre kustvatten	10.221041666666666	1.0	HIGH	(2, 'SE575500-113750')
2016	0.9709276214032068	22.185714285714287	24.666785714285716	7	SE575500-113750	01n - Västkustens inre kustvatten	8.714642857142856	0.9515460356720113	HIGH	(3, 'SE575500-113750')
2017	1.0348092927245187	20.54583333333333	23.789583333333336	6	SE575500-113750	01n - Västkustens inre kustvatten	6.677083333333333	1.0	HIGH	(4, 'SE575500-113750')
2015	0.8653840417598808	22.349999999999998	1.6466666666666665	1	SE625900-174360	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	9.356666666666667	0.6884601043997021	GOOD	(0, 'SE625900-174360')
2015	0.9554272245138479	18.855555555555558	4.962222222222222	1	SE630383-183500	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	4.928888888888889	0.9009493878085508	HIGH	(0, 'SE630383-183500')
2013	0.925862658011616	19.513333333333332	4.833333333333333	1	SE633043-193300	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	7.663333333333334	0.8352503511369246	HIGH	(0, 'SE633043-193300')
2013	0.821256038647343	20.7	7.13	1	SE552170-130626	07 - Skånes kustvatten	6.743333333333333	0.57794828076158	MODERATE	(0, 'SE552170-130626')
2014	0.6759363824581215	25.35	8.360000000000001	2	SE552170-130626	07 - Skånes kustvatten	6.775	0.40698397936249586	MODERATE	(1, 'SE552170-130626')
2015	0.7023726487264872	24.483333333333334	8.765	2	SE552170-130626	07 - Skånes kustvatten	7.473333333333333	0.4380854690899849	MODERATE	(2, 'SE552170-130626')
2013	0.6644951140065147	25.583333333333332	18.290000000000003	1	SE562000-123800	05 - Södra Hallands och norra Öresunds kustvatten	10.273333333333333	0.4681188925081434	MODERATE	(0, 'SE562000-123800')
2014	0.5348715259570005	31.783333333333335	15.371666666666668	1	SE562000-123800	05 - Södra Hallands och norra Öresunds kustvatten	15.940000000000003	0.3165239177300006	POOR	(1, 'SE562000-123800')
2015	0.40630975143403447	41.839999999999996	23.21	1	SE562000-123800	05 - Södra Hallands och norra Öresunds kustvatten	15.828	0.18898127973676024	BAD	(2, 'SE562000-123800')
2017	0.750551876379691	22.65	19.65	1	SE562000-123800	05 - Södra Hallands och norra Öresunds kustvatten	5.535	0.5756898454746138	MODERATE	(3, 'SE562000-123800')
2013	0.5258358662613981	32.900000000000006	5.7	1	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	10.454999999999998	0.21863043089576248	POOR	(0, 'SE591400-183200')
2014	0.4186756179515337	42.944444444444436	5.097222222222221	3	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	15.666611111111111	0.16418651684373872	BAD	(1, 'SE591400-183200')
2015	0.46931036027508705	37.712222222222216	5.32	3	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	12.670222222222222	0.18404327853924984	BAD	(2, 'SE591400-183200')
2013	0.5312180143295803	32.56666666666667	5.7	1	SE592040-184000	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	6.25	0.22496236979950618	POOR	(0, 'SE592040-184000')
2014	0.41041148814799516	43.452777777777776	5.291666666666666	3	SE592040-184000	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	17.7675	0.16094568162666478	BAD	(1, 'SE592040-184000')
2015	0.47877019805806004	37.84166666666667	4.916666666666667	3	SE592040-184000	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	12.597499999999998	0.18775301884629805	BAD	(2, 'SE592040-184000')
2013	0.91007371007371	20.35	3.7	1	SE622126-172430	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	6.640000000000001	0.8001638001637998	HIGH	(0, 'SE622126-172430')
2013	0.8459242250287028	21.775	3.95	1	SE622339-172190	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	8.25	0.6398105625717571	GOOD	(0, 'SE622339-172190')
2013	0.3838383838383838	49.5	2.0	1	SE656620-222480	22 - Norra Bottenviken. Inre kustvatten	18.5	0.15052485640720936	BAD	(0, 'SE656620-222480')
2013	0.31666666666666665	60.0	2.0	1	SE656300-222750	22 - Norra Bottenviken. Inre kustvatten	33.0	0.12418300653594772	BAD	(0, 'SE656300-222750')
2013	0.6551724137931034	29.0	2.0	1	SE655120-220380	22 - Norra Bottenviken. Inre kustvatten	8.8	0.37079107505070985	POOR	(0, 'SE655120-220380')
2013	0.5428571428571428	35.0	2.0	1	SE655180-218660	22 - Norra Bottenviken. Inre kustvatten	9.64	0.23865546218487388	POOR	(0, 'SE655180-218660')
2013	0.7333333333333334	27.0	2.0	1	SE636150-199220	20 - Norra Kvarkens inre kustvatten	13.8	0.47916666666666674	MODERATE	(0, 'SE636150-199220')
2013	0.7245283018867924	26.5	3.0	1	SE635040-204196	20 - Norra Kvarkens inre kustvatten	8.2	0.46816037735849053	MODERATE	(0, 'SE635040-204196')
2013	0.61125	32.0	2.4	1	SE637070-204260	20 - Norra Kvarkens inre kustvatten	18.3	0.3308823529411764	POOR	(0, 'SE637070-204260')
2013	0.6046153846153846	32.5	2.25	1	SE636910-204040	20 - Norra Kvarkens inre kustvatten	21.4	0.323076923076923	POOR	(0, 'SE636910-204040')
2013	0.831670265780731	30.1	17.4075	1	SE582000-115270	02 - Västkustens fjordar	15.565000000000001	0.6926005906238466	GOOD	(0, 'SE582000-115270')
2014	0.7580785886126704	31.174999999999997	19.63	1	SE582000-115270	02 - Västkustens fjordar	15.2525	0.5663985143291268	MODERATE	(1, 'SE582000-115270')
2015	0.7327913110938712	32.225	19.66	1	SE582000-115270	02 - Västkustens fjordar	19.62	0.5397803274672328	MODERATE	(2, 'SE582000-115270')
2016	0.635164410058027	38.775	18.05	1	SE582000-115270	02 - Västkustens fjordar	20.905	0.43701516848213373	MODERATE	(3, 'SE582000-115270')
2017	0.7612941176470587	25.925	25.815	1	SE582000-115270	02 - Västkustens fjordar	12.6175	0.569783281733746	MODERATE	(4, 'SE582000-115270')
2013	0.767559902200489	30.675	19.77	1	SE581740-114820	02 - Västkustens fjordar	15.035	0.5763788444215674	MODERATE	(0, 'SE581740-114820')
2014	0.8575259067357515	28.949999999999996	17.7375	1	SE581740-114820	02 - Västkustens fjordar	14.16	0.7500575705238921	GOOD	(1, 'SE581740-114820')
2015	0.9090668080593849	23.575	23.125	1	SE581740-114820	02 - Västkustens fjordar	14.1625	0.8484446800989749	HIGH	(2, 'SE581740-114820')
2016	0.6917968079629312	29.134999999999998	25.15	1	SE581740-114820	02 - Västkustens fjordar	14.095	0.49662821890834863	MODERATE	(3, 'SE581740-114820')
2017	0.6681137242268042	31.04	24.225	1	SE581740-114820	02 - Västkustens fjordar	20.310000000000002	0.4716986570808465	MODERATE	(4, 'SE581740-114820')
2013	0.9595484477892757	17.716666666666665	20.441000000000003	1	SE563330-124600	05 - Södra Hallands och norra Öresunds kustvatten	6.933333333333334	0.9264517232532287	HIGH	(0, 'SE563330-124600')
2014	0.8900523560209423	19.1	18.233666666666664	1	SE563330-124600	05 - Södra Hallands och norra Öresunds kustvatten	5.755	0.8000951927653498	HIGH	(1, 'SE563330-124600')
2015	0.7589285714285716	22.399999999999995	23.03333333333333	1	SE563330-124600	05 - Södra Hallands och norra Öresunds kustvatten	8.81	0.5861607142857146	MODERATE	(2, 'SE563330-124600')
2013	0.6129032258064516	31.0	2.0	1	SE654860-219880	22 - Norra Bottenviken. Inre kustvatten	8.6	0.3210626185958254	POOR	(0, 'SE654860-219880')
2013	0.9793875878220142	21.349999999999998	23.9525	1	SE575340-113000	03 - Västkustens yttre kustvatten. Skagerrak	9.5725	0.965645979703357	HIGH	(0, 'SE575340-113000')
2014	1.0303493723849373	23.9	18.055	1	SE575340-113000	03 - Västkustens yttre kustvatten. Skagerrak	10.067499999999999	1.0	HIGH	(1, 'SE575340-113000')
2015	1.0898134863701576	17.425	28.905	1	SE575340-113000	03 - Västkustens yttre kustvatten. Skagerrak	10.252500000000001	1.0	HIGH	(2, 'SE575340-113000')
2016	0.8212841831425598	24.025000000000002	25.823249999999998	1	SE575340-113000	03 - Västkustens yttre kustvatten. Skagerrak	11.4975	0.6695204069834662	GOOD	(3, 'SE575340-113000')
2017	0.978405221339387	22.025	22.9375	1	SE575340-113000	03 - Västkustens yttre kustvatten. Skagerrak	7.455	0.9640087022323117	HIGH	(4, 'SE575340-113000')
2013	1.0914473482376423	18.54375	27.354374999999997	4	SE582000-112350	01n - Västkustens inre kustvatten	7.0625	1.0	HIGH	(0, 'SE582000-112350')
2014	1.1178983723073412	20.15833333333333	22.98333333333333	3	SE582000-112350	01n - Västkustens inre kustvatten	6.1875	1.0	HIGH	(1, 'SE582000-112350')
2015	1.3264863244378575	14.587499999999999	29.34875	4	SE582000-112350	01n - Västkustens inre kustvatten	6.32	1.0	HIGH	(2, 'SE582000-112350')
2016	1.12416618616495	17.875	27.959375	4	SE582000-112350	01n - Västkustens inre kustvatten	5.470625	1.0	HIGH	(3, 'SE582000-112350')
2017	1.1940836939198072	16.2	28.780625	4	SE582000-112350	01n - Västkustens inre kustvatten	5.126875	1.0	HIGH	(4, 'SE582000-112350')
2013	0.8338361085126287	26.724999999999998	21.771	1	SE581260-113220	02 - Västkustens fjordar	12.6725	0.6974135744725081	GOOD	(0, 'SE581260-113220')
2014	0.8489451697127938	28.725	18.435	1	SE581260-113220	02 - Västkustens fjordar	13.875	0.7309892660284305	GOOD	(1, 'SE581260-113220')
2015	0.8989278996865203	23.925	23.005000000000003	1	SE581260-113220	02 - Västkustens fjordar	14.475	0.8315464994775339	HIGH	(2, 'SE581260-113220')
2016	0.7821064981949458	27.7	22.755	1	SE581260-113220	02 - Västkustens fjordar	12.9625	0.591691050731522	MODERATE	(3, 'SE581260-113220')
2017	0.7467350427350428	26.325000000000003	25.939999999999998	1	SE581260-113220	02 - Västkustens fjordar	12.9725	0.5544579397210977	MODERATE	(4, 'SE581260-113220')
2013	0.8202575892084356	20.918750000000003	23.289187499999997	4	SE574000-114230	01s - Västkustens inre kustvatten	8.153125	0.6672390871298568	GOOD	(0, 'SE574000-114230')
2014	0.7875773114805268	22.458333333333332	20.294999999999998	3	SE574000-114230	01s - Västkustens inre kustvatten	7.526666666666667	0.5974498015584493	MODERATE	(1, 'SE574000-114230')
2015	0.9601669511058664	17.75	25.893125	4	SE574000-114230	01s - Västkustens inre kustvatten	7.74875	0.9336115851764439	HIGH	(2, 'SE574000-114230')
2016	0.878002952780227	20.956249999999997	24.269687500000003	4	SE574000-114230	01s - Västkustens inre kustvatten	7.7134374999999995	0.7955621172893933	GOOD	(3, 'SE574000-114230')
2017	0.891942306270479	19.46875	22.841250000000002	4	SE574000-114230	01s - Västkustens inre kustvatten	4.2143749999999995	0.8199038437841317	HIGH	(4, 'SE574000-114230')
2013	1.294037478705281	14.674999999999999	31.412000000000003	1	SE585100-110600	03 - Västkustens yttre kustvatten. Skagerrak	5.9399999999999995	1.0	HIGH	(0, 'SE585100-110600')
2014	1.0835948644793152	17.525	29.520249999999997	1	SE585100-110600	03 - Västkustens yttre kustvatten. Skagerrak	6.815	1.0	HIGH	(1, 'SE585100-110600')
2015	1.5191999999999999	12.5	33.8125	1	SE585100-110600	03 - Västkustens yttre kustvatten. Skagerrak	8.255	1.0	HIGH	(2, 'SE585100-110600')
2016	0.9021377672209027	21.049999999999997	27.75675	1	SE585100-110600	03 - Västkustens yttre kustvatten. Skagerrak	9.115	0.8368962787015045	HIGH	(3, 'SE585100-110600')
2017	1.0774468085106381	17.625	27.515	1	SE585100-110600	03 - Västkustens yttre kustvatten. Skagerrak	6.0425	1.0	HIGH	(4, 'SE585100-110600')
2013	0.7692307692307693	22.099999999999998	23.345	1	SE572540-114801	04 - Västkustens yttre kustvatten. Kattegatt	8.985	0.5781376518218624	MODERATE	(0, 'SE572540-114801')
2014	0.8740359897172235	19.450000000000003	23.479999999999997	1	SE572540-114801	04 - Västkustens yttre kustvatten. Kattegatt	6.3825	0.7867466438160522	GOOD	(1, 'SE572540-114801')
2015	1.096774193548387	15.5	29.947499999999998	1	SE572540-114801	04 - Västkustens yttre kustvatten. Kattegatt	8.45	1.0	HIGH	(2, 'SE572540-114801')
2016	0.6551059730250481	25.95	22.945	1	SE572540-114801	04 - Västkustens yttre kustvatten. Kattegatt	11.2075	0.45800628739478755	MODERATE	(3, 'SE572540-114801')
2017	0.8130760749724367	22.675	17.79	1	SE572540-114801	04 - Västkustens yttre kustvatten. Kattegatt	5.2125	0.6512801666054149	GOOD	(4, 'SE572540-114801')
2013	0.9845559845559846	17.266666666666666	23.667333333333332	1	SE555545-124332	06 - Öresunds kustvatten	6.7700000000000005	0.971919971919972	HIGH	(0, 'SE555545-124332')
2014	0.7981220657276995	21.3	21.273333333333333	1	SE555545-124332	06 - Öresunds kustvatten	7.866666666666667	0.6468701095461658	GOOD	(1, 'SE555545-124332')
2015	0.8069620253164557	21.066666666666666	20.159666666666666	1	SE555545-124332	06 - Öresunds kustvatten	6.746666666666666	0.6616033755274261	GOOD	(2, 'SE555545-124332')
2016	0.8018867924528301	21.200000000000003	9.295333333333334	1	SE555545-124332	06 - Öresunds kustvatten	4.72	0.6531446540880501	GOOD	(3, 'SE555545-124332')
2017	0.7223796033994335	23.53333333333333	10.57	1	SE555545-124332	06 - Öresunds kustvatten	4.753333333333334	0.5404745042492919	MODERATE	(4, 'SE555545-124332')
2013	0.9323725981620719	20.0	7.099999999999999	3	SE561005-150250	08 - Blekinge skärgård och Kalmarsund. Inre kustvatten	4.885000000000001	0.8497168848046042	HIGH	(0, 'SE561005-150250')
2014	0.8721812323648287	21.0	7.25	3	SE561005-150250	08 - Blekinge skärgård och Kalmarsund. Inre kustvatten	6.114999999999999	0.6919463781852249	GOOD	(1, 'SE561005-150250')
2015	0.7729307007355789	22.166666666666668	7.95	3	SE561005-150250	08 - Blekinge skärgård och Kalmarsund. Inre kustvatten	5.460000000000001	0.5210949420418576	MODERATE	(2, 'SE561005-150250')
2016	0.8231089692883713	20.69	7.771666666666666	3	SE561005-150250	08 - Blekinge skärgård och Kalmarsund. Inre kustvatten	4.7316666666666665	0.5801281991627898	MODERATE	(3, 'SE561005-150250')
2015	0.8644233128834358	24.45	23.595	1	SE580610-113615	01n - Västkustens inre kustvatten	9.275	0.7653851397409683	GOOD	(0, 'SE580610-113615')
2016	0.8067275020703052	25.863333333333333	24.248333333333335	3	SE580610-113615	01n - Västkustens inre kustvatten	11.698333333333332	0.6371722268229003	GOOD	(1, 'SE580610-113615')
2017	0.75401747595835	25.869999999999997	26.807499999999997	2	SE580610-113615	01n - Västkustens inre kustvatten	10.6875	0.5621236589035263	MODERATE	(2, 'SE580610-113615')
2015	1.0565052631578946	19.0	25.28	1	SE580325-113500	01n - Västkustens inre kustvatten	7.105	1.0	HIGH	(0, 'SE580325-113500')
2016	0.9406308504698986	22.179999999999996	25.785	3	SE580325-113500	01n - Västkustens inre kustvatten	10.015	0.901051417449831	HIGH	(1, 'SE580325-113500')
2017	0.8242815650813797	23.8975	26.369999999999997	2	SE580325-113500	01n - Västkustens inre kustvatten	11.2425	0.6761812557363993	GOOD	(2, 'SE580325-113500')
2015	0.9363857142857144	21.0	25.93	1	SE580500-114725	02 - Västkustens fjordar	7.34	0.8939761904761907	HIGH	(0, 'SE580500-114725')
2016	0.8225404411764706	27.2	21.63	1	SE580500-114725	02 - Västkustens fjordar	12.48	0.672312091503268	GOOD	(1, 'SE580500-114725')
2017	0.896772464962902	24.259999999999998	22.61	1	SE580500-114725	02 - Västkustens fjordar	9.18	0.8279541082715033	HIGH	(2, 'SE580500-114725')
2015	1.1270029673590503	16.85	27.64	1	SE581120-112680	02 - Västkustens fjordar	4.9	1.0	HIGH	(0, 'SE581120-112680')
2016	0.9365155131264917	20.95	26.0	1	SE581120-112680	02 - Västkustens fjordar	9.120000000000001	0.8941925218774862	HIGH	(1, 'SE581120-112680')
2017	0.7929018789144049	23.950000000000003	30.270000000000003	1	SE581120-112680	02 - Västkustens fjordar	8.825	0.6064486198097886	GOOD	(2, 'SE581120-112680')
2015	1.0809895287958113	19.1	24.37	1	SE581365-112910	02 - Västkustens fjordar	5.5600000000000005	1.0	HIGH	(0, 'SE581365-112910')
2016	0.8321647677475897	22.82	27.105	1	SE581365-112910	02 - Västkustens fjordar	13.085	0.6936994838835326	GOOD	(1, 'SE581365-112910')
2017	0.8162475822050289	23.265	28.46	1	SE581365-112910	02 - Västkustens fjordar	11.98	0.6583279604556197	GOOD	(2, 'SE581365-112910')
