BIOV_CONC_ALL	DEPH_count	POSITION	REFERENCE_VALUE	SALT	SDATE	STATUS	VISS_EU_CD	WATER_TYPE_AREA	YEAR	global_EQR	index_column	local_EQR	new_index
0.793710058	0	63.23_18.71	0.21		2015-08-10	MODERATE	SE631346-184241	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2015	0.42340975521747587	4	0.26458024297834964	4_SE631346-184241
0.519856461	0	63.23_18.76	0.21		2015-08-10	MODERATE	SE631346-184241	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2015	0.5561501532576756	5	0.40395766092055935	5_SE631346-184241
0.984315976	0	63.22_18.70	0.21		2016-07-04	POOR	SE631346-184241	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2016	0.3666826571958434	6	0.2133461257566747	6_SE631346-184241
0.574036908	0	63.24_18.68	0.21		2016-07-04	MODERATE	SE631346-184241	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2016	0.5198382245584012	7	0.3658301357863213	7_SE631346-184241
0.202926592	0	63.22_18.75	0.21		2016-07-25	HIGH	SE631346-184241	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2016	1.0	8	1.0	8_SE631346-184241
0.5343509965	0	63.23_18.70	0.21		2016-07-25	MODERATE	SE631346-184241	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2016	0.5457143897577228	9	0.39300010924560896	9_SE631346-184241
0.595675064	0	63.23_18.68	0.21		2016-08-22	MODERATE	SE631346-184241	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2016	0.5071820922440743	10	0.352541196856278	10_SE631346-184241
0.233457691	0	63.23_18.73	0.21		2016-08-22	HIGH	SE631346-184241	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2016	0.9408944648360037	11	0.8995205902212062	11_SE631346-184241
0.3534603566	0	63.27_18.88	0.21		2015-07-08	GOOD	SE631646-185280	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2015	0.7372628899468818	0	0.594126034444226	0_SE631646-185280
0.4966144086	0	63.29_18.85	0.21		2015-07-08	MODERATE	SE631646-185280	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2015	0.5741555091423154	1	0.4228632845994312	1_SE631646-185280
0.7037157178	0	63.27_18.87	0.21		2015-07-28	MODERATE	SE631646-185280	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2015	0.4556342455966183	2	0.2984159578764492	2_SE631646-185280
0.6989785712	0	63.28_18.86	0.21		2015-07-28	MODERATE	SE631646-185280	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2015	0.45756037609411626	3	0.30043839489882207	3_SE631646-185280
0.251794992	0	63.26_18.87	0.21		2015-08-10	HIGH	SE631646-185280	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2015	0.9023598951810579	4	0.8340118218077983	4_SE631646-185280
0.2864763985	0	63.28_18.86	0.21		2015-08-10	HIGH	SE631646-185280	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2015	0.8429674590987086	5	0.7330446804678047	5_SE631646-185280
0.853964888	0	63.27_18.87	0.21		2016-07-04	MODERATE	SE631646-185280	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2016	0.40563023804322973	6	0.24591174994539117	6_SE631646-185280
1.290390672	0	63.28_18.86	0.21		2016-07-04	POOR	SE631646-185280	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2016	0.3034267650068692	7	0.16274141200549533	7_SE631646-185280
0.5219814964	0	63.28_18.86	0.21		2016-07-25	MODERATE	SE631646-185280	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2016	0.5545839157834178	8	0.40231311157258864	8_SE631646-185280
0.613920278	0	63.28_18.87	0.21		2016-07-25	MODERATE	SE631646-185280	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2016	0.49720376923039417	9	0.34206395769191383	9_SE631646-185280
0.618450803	0	63.27_18.87	0.21		2016-08-22	MODERATE	SE631646-185280	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2016	0.4948172694945031	10	0.33955813296922827	10_SE631646-185280
0.470966745	0	63.28_18.86	0.21		2016-08-22	MODERATE	SE631646-185280	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2016	0.5960870045839739	11	0.4458913548131726	11_SE631646-185280
0.40163271238	0	58.61_16.77			2013-06-17	BAD	SE583730-164501	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2013		0		0_SE583730-164501
0.478593963	0	58.61_16.77			2013-07-09	BAD	SE583730-164501	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2013		1		1_SE583730-164501
0.8188545219	0	58.61_16.77			2013-08-12	BAD	SE583730-164501	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2013		2		2_SE583730-164501
0.5416185775	0	58.60_16.84			2014-06-18	BAD	SE583730-164501	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014		3		3_SE583730-164501
1.216172374	0	58.60_16.84			2014-07-16	BAD	SE583730-164501	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014		4		4_SE583730-164501
0.4281289146	0	58.60_16.84			2014-08-12	BAD	SE583730-164501	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014		5		5_SE583730-164501
1.2487574625	0	58.45_16.56			2013-06-18	BAD	SE582705-163350	13 - Östergötlands inre kustvatten	2013		0		0_SE582705-163350
1.9920925787	0	58.45_16.56			2013-07-11	BAD	SE582705-163350	13 - Östergötlands inre kustvatten	2013		1		1_SE582705-163350
0.7638094512	0	58.45_16.56			2013-08-13	BAD	SE582705-163350	13 - Östergötlands inre kustvatten	2013		2		2_SE582705-163350
0.1979815062	0	58.45_16.56			2014-06-17	BAD	SE582705-163350	13 - Östergötlands inre kustvatten	2014		3		3_SE582705-163350
1.7653288169	0	58.45_16.56			2014-07-15	BAD	SE582705-163350	13 - Östergötlands inre kustvatten	2014		4		4_SE582705-163350
1.35071369	0	58.45_16.56			2014-08-13	BAD	SE582705-163350	13 - Östergötlands inre kustvatten	2014		5		5_SE582705-163350
0.32433753961	0	58.37_16.95			2013-06-18	BAD	SE582050-165820	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2013		0		0_SE582050-165820
0.65283986594	0	58.37_16.95			2013-07-10	BAD	SE582050-165820	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2013		1		1_SE582050-165820
0.2960924672	0	58.37_16.95			2013-08-13	BAD	SE582050-165820	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2013		2		2_SE582050-165820
0.484357312	0	58.37_16.95			2014-06-14	BAD	SE582050-165820	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2014		3		3_SE582050-165820
0.6944811282	0	58.37_16.95			2014-07-16	BAD	SE582050-165820	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2014		4		4_SE582050-165820
0.17453761	0	58.37_16.95			2014-08-13	BAD	SE582050-165820	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2014		5		5_SE582050-165820
0.6039906015	0	58.35_11.24	0.8		2015-06-09	HIGH	SE582147-111771	01n - Västkustens inre kustvatten	2015	1.0	0	1.0	0_SE582147-111771
0.2972760646	0	58.35_11.24	0.8		2015-07-08	HIGH	SE582147-111771	01n - Västkustens inre kustvatten	2015	1.0	1	1.0	1_SE582147-111771
0.980692089	0	58.35_11.24	0.8		2015-08-05	HIGH	SE582147-111771	01n - Västkustens inre kustvatten	2015	0.8883335980803482	2	0.8157504368325745	2_SE582147-111771
0.731788995	0	58.35_11.24	0.8		2016-06-07	HIGH	SE582147-111771	01n - Västkustens inre kustvatten	2016	1.0	3	1.0	3_SE582147-111771
1.034188845	0	58.35_11.24	0.8		2016-07-05	HIGH	SE582147-111771	01n - Västkustens inre kustvatten	2016	0.8627594621431705	4	0.7735531125362313	4_SE582147-111771
0.3282483598	0	58.35_11.24	0.8		2016-08-02	HIGH	SE582147-111771	01n - Västkustens inre kustvatten	2016	1.0	5	1.0	5_SE582147-111771
4.624014708	0	58.35_11.24	0.8		2017-06-07	POOR	SE582147-111771	01n - Västkustens inre kustvatten	2017	0.2661689697136731	6	0.1730098303138875	6_SE582147-111771
0.3316276249	0	58.35_11.24	0.8		2017-07-04	HIGH	SE582147-111771	01n - Västkustens inre kustvatten	2017	1.0	7	1.0	7_SE582147-111771
0.2033926515	0	58.35_11.24	0.8		2017-08-02	HIGH	SE582147-111771	01n - Västkustens inre kustvatten	2017	1.0	8	1.0	8_SE582147-111771
0.80316236	0	58.11_11.81	1.35		2013-06-03	HIGH	SE580688-114860	02 - Västkustens fjordar	2013	1.0	0	1.0	0_SE580688-114860
0.461404542	0	58.11_11.81	1.35		2013-07-02	HIGH	SE580688-114860	02 - Västkustens fjordar	2013	1.0	1	1.0	1_SE580688-114860
6.491638787	0	58.11_11.81	1.35		2013-08-07	POOR	SE580688-114860	02 - Västkustens fjordar	2013	0.2583997151022772	2	0.20795981481648018	2_SE580688-114860
0.905820475	0	58.11_11.81	1.35		2015-06-10	HIGH	SE580688-114860	02 - Västkustens fjordar	2015	1.0	3	1.0	3_SE580688-114860
0.345664166	0	58.11_11.81	1.35		2015-07-07	HIGH	SE580688-114860	02 - Västkustens fjordar	2015	1.0	4	1.0	4_SE580688-114860
2.014486337	0	58.11_11.81	1.35		2015-08-04	GOOD	SE580688-114860	02 - Västkustens fjordar	2015	0.7914313212708144	5	0.6701460194614366	5_SE580688-114860
0.574497342	0	58.11_11.81	1.35		2016-06-06	HIGH	SE580688-114860	02 - Västkustens fjordar	2016	1.0	6	1.0	6_SE580688-114860
1.28327006	0	58.11_11.81	1.35		2016-07-04	HIGH	SE580688-114860	02 - Västkustens fjordar	2016	1.0	7	1.0	7_SE580688-114860
1.297665646	0	58.11_11.81	1.35		2016-08-01	HIGH	SE580688-114860	02 - Västkustens fjordar	2016	1.0	8	1.0	8_SE580688-114860
5.95455068895	0	58.11_11.81	1.35		2017-06-06	POOR	SE580688-114860	02 - Västkustens fjordar	2017	0.28725747377488997	9	0.22671735795367848	9_SE580688-114860
0.966606975	0	58.11_11.81	1.35		2017-07-03	HIGH	SE580688-114860	02 - Västkustens fjordar	2017	1.0	10	1.0	10_SE580688-114860
0.2354615183	0	58.11_11.81	1.35		2017-08-01	HIGH	SE580688-114860	02 - Västkustens fjordar	2017	1.0	11	1.0	11_SE580688-114860
0.560569016	0	57.90_11.67	0.8		2015-06-09	HIGH	SE575500-113750	01n - Västkustens inre kustvatten	2015	1.0	0	1.0	0_SE575500-113750
0.2452422071	0	57.90_11.67	0.8		2015-07-07	HIGH	SE575500-113750	01n - Västkustens inre kustvatten	2015	1.0	1	1.0	1_SE575500-113750
1.3490212913	0	57.90_11.67	0.8		2015-08-04	GOOD	SE575500-113750	01n - Västkustens inre kustvatten	2015	0.6973633543659105	2	0.5930225157744329	2_SE575500-113750
0.256299258	0	57.90_11.67	0.8		2016-06-06	HIGH	SE575500-113750	01n - Västkustens inre kustvatten	2016	1.0	3	1.0	3_SE575500-113750
1.840358128	0	57.90_11.67	0.8		2016-07-04	MODERATE	SE575500-113750	01n - Västkustens inre kustvatten	2016	0.5343830779574308	4	0.43469800134466	4_SE575500-113750
4.0683289957	0	57.90_11.67	0.8		2016-08-01	POOR	SE575500-113750	01n - Västkustens inre kustvatten	2016	0.3025245087282976	5	0.19664093067339344	5_SE575500-113750
15.922859413	0	57.90_11.67	0.8		2017-06-06	BAD	SE575500-113750	01n - Västkustens inre kustvatten	2017	0.07729574185427941	6	0.050242232205281616	6_SE575500-113750
0.3159596659	0	57.90_11.67	0.8		2017-07-03	HIGH	SE575500-113750	01n - Västkustens inre kustvatten	2017	1.0	7	1.0	7_SE575500-113750
0.342053288	0	57.90_11.67	0.8		2017-08-01	HIGH	SE575500-113750	01n - Västkustens inre kustvatten	2017	1.0	8	1.0	8_SE575500-113750
0.235663682	0	62.98_17.70	0.21		2015-07-09	HIGH	SE625900-174360	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2015	0.9359414085306035	0	0.8911003945020259	0_SE625900-174360
0.2590152994	0	62.99_17.70	0.21		2015-07-09	HIGH	SE625900-174360	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2015	0.8886840695294329	1	0.8107629182000358	1_SE625900-174360
0.2823488974	0	62.99_17.72	0.21		2015-07-30	HIGH	SE625900-174360	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2015	0.8492709717194863	2	0.7437606519231266	2_SE625900-174360
0.2315837656	0	63.00_17.69	0.21		2015-07-30	HIGH	SE625900-174360	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2015	0.9451760676186088	3	0.9067993149516349	3_SE625900-174360
0.4310941224	0	63.00_17.70	0.21		2015-08-12	GOOD	SE625900-174360	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2015	0.635364379429279	4	0.4871325984007431	4_SE625900-174360
0.4629082511	0	63.07_18.55	0.21		2015-07-09	GOOD	SE630383-183500	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2015	0.6034796301961433	0	0.4536536117059504	0_SE630383-183500
0.391510814	0	63.08_18.63	0.21		2015-07-09	GOOD	SE630383-183500	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2015	0.682270144249086	1	0.5363836514615404	1_SE630383-183500
0.3831932616	0	63.09_18.56	0.21		2015-07-09	GOOD	SE630383-183500	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2015	0.6933584173890985	2	0.5480263382585535	2_SE630383-183500
0.5562019865	0	63.08_18.60	0.21		2015-07-29	MODERATE	SE630383-183500	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2015	0.5310101710171231	3	0.37756067956797923	3_SE630383-183500
0.706561675	0	63.10_18.59	0.21		2015-07-29	MODERATE	SE630383-183500	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2015	0.4544894945956821	4	0.2972139693254662	4_SE630383-183500
0.54444691	0	63.12_18.58	0.21		2015-07-29	MODERATE	SE630383-183500	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2015	0.5387738466547638	5	0.385712538987502	5_SE630383-183500
0.349729456	0	63.07_18.57	0.21		2015-08-11	GOOD	SE630383-183500	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2015	0.743299189041061	6	0.600464148493114	6_SE630383-183500
0.3102063053	0	63.10_18.60	0.21		2015-08-11	HIGH	SE630383-183500	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2015	0.8099816655448614	7	0.6769688314262644	7_SE630383-183500
0.277636913	0	63.11_18.58	0.21		2015-08-11	HIGH	SE630383-183500	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2015	0.8566962188786306	8	0.7563835720936719	8_SE630383-183500
0.3090468405	0	63.40_20.20	0.15		2014-06-22	GOOD	SE633550-200700	21 - Norra Kvarkens yttre kustvatten	2014	0.7170703536119793	0	0.4853633182507815	0_SE633550-200700
0.397526923	0	63.40_20.20	0.15		2014-07-09	MODERATE	SE633550-200700	21 - Norra Kvarkens yttre kustvatten	2014	0.5970365927754897	1	0.3773329334979407	1_SE633550-200700
0.3177358618	0	63.40_20.20	0.15		2014-08-25	GOOD	SE633550-200700	21 - Norra Kvarkens yttre kustvatten	2014	0.702322491498433	2	0.47209024234858965	2_SE633550-200700
252.59715644	0	59.24_18.53			2013-06-18	BAD	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2013		0		0_SE591400-183200
465.41539405	0	59.24_18.53			2013-07-10	BAD	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2013		1		1_SE591400-183200
499.312224849	0	59.24_18.53			2013-07-29	BAD	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2013		2		2_SE591400-183200
2226.84451203	0	59.24_18.53			2013-08-13	BAD	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2013		3		3_SE591400-183200
912.085153116	0	59.24_18.53			2013-08-26	BAD	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2013		4		4_SE591400-183200
0.63331881357	0	59.24_18.53			2014-06-16	BAD	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014		5		5_SE591400-183200
1.222305124	0	59.24_18.53			2014-07-14	BAD	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014		6		6_SE591400-183200
0.6923834094	0	59.24_18.53			2014-07-28	BAD	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014		7		7_SE591400-183200
1.125953583	0	59.24_18.53			2014-08-11	BAD	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014		8		8_SE591400-183200
4.234269527	0	59.24_18.53			2014-08-25	BAD	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014		9		9_SE591400-183200
3.217213871	0	59.24_18.53			2015-06-01	BAD	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015		10		10_SE591400-183200
0.920550951	0	59.24_18.53			2015-06-22	BAD	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015		11		11_SE591400-183200
0.4262701171	0	59.24_18.53			2015-07-06	BAD	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015		12		12_SE591400-183200
0.589281972	0	59.24_18.53			2015-07-20	BAD	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015		13		13_SE591400-183200
0.627999461	0	59.24_18.53			2015-08-02	BAD	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015		14		14_SE591400-183200
0.912514038	0	59.24_18.53			2015-08-16	BAD	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015		15		15_SE591400-183200
0.769179914	0	59.24_18.53			2015-08-30	BAD	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015		16		16_SE591400-183200
780.756866172	0	59.33_18.71			2013-06-17	BAD	SE592040-184000	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2013		0		0_SE592040-184000
1368.44132352	0	59.33_18.71			2013-07-08	BAD	SE592040-184000	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2013		1		1_SE592040-184000
1414.68317946	0	59.33_18.71			2013-07-29	BAD	SE592040-184000	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2013		2		2_SE592040-184000
6295.7815602	0	59.33_18.71			2013-08-13	BAD	SE592040-184000	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2013		3		3_SE592040-184000
5470.27641916	0	59.33_18.71			2013-08-26	BAD	SE592040-184000	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2013		4		4_SE592040-184000
2.493055092	0	59.33_18.71			2014-06-16	BAD	SE592040-184000	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014		5		5_SE592040-184000
9.8776842271	0	59.33_18.71			2014-07-14	BAD	SE592040-184000	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014		6		6_SE592040-184000
11.504730204	0	59.33_18.71			2014-07-28	BAD	SE592040-184000	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014		7		7_SE592040-184000
8.511058475	0	59.33_18.71			2014-08-11	BAD	SE592040-184000	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014		8		8_SE592040-184000
8.188041843	0	59.33_18.71			2014-08-25	BAD	SE592040-184000	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014		9		9_SE592040-184000
1.831335247	0	59.33_18.71			2015-06-01	BAD	SE592040-184000	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015		10		10_SE592040-184000
1.329726853	0	59.33_18.71			2015-06-22	BAD	SE592040-184000	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015		11		11_SE592040-184000
0.656047254	0	59.33_18.71			2015-07-06	BAD	SE592040-184000	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015		12		12_SE592040-184000
0.908757147	0	59.33_18.71			2015-07-20	BAD	SE592040-184000	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015		13		13_SE592040-184000
3.803609871	0	59.33_18.71			2015-08-02	BAD	SE592040-184000	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015		14		14_SE592040-184000
3.00323507	0	59.33_18.71			2015-08-16	BAD	SE592040-184000	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015		15		15_SE592040-184000
4.588811186	0	59.33_18.71			2015-08-30	BAD	SE592040-184000	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015		16		16_SE592040-184000
0.7831322645	0	60.11_18.58	0.21		2013-08-12	MODERATE	SE600740-183460	16 - Södra Bottenhavet. Inre kustvatten	2013	0.4268132734337843	0	0.26815393710547347	0_SE600740-183460
0.6239527192	0	60.11_18.58	0.21		2014-08-11	MODERATE	SE600740-183460	16 - Södra Bottenhavet. Inre kustvatten	2014	0.491965679202426	1	0.3365639631625473	1_SE600740-183460
0.3832102188	0	60.11_18.58	0.21		2015-08-10	GOOD	SE600740-183460	16 - Södra Bottenhavet. Inre kustvatten	2015	0.6933353217920875	2	0.5480020878816919	2_SE600740-183460
0.7723074091	0	60.11_18.58	0.21		2016-08-13	MODERATE	SE600740-183460	16 - Södra Bottenhavet. Inre kustvatten	2016	0.43039280981787786	3	0.27191245030877176	3_SE600740-183460
0.5728864323	0	60.18_18.48	0.21		2014-07-12	MODERATE	SE601070-182870	16 - Södra Bottenhavet. Inre kustvatten	2014	0.520537903965997	0	0.36656479916429674	0_SE601070-182870
0.4144869129	0	60.18_18.48	0.21		2014-08-11	GOOD	SE601070-182870	16 - Södra Bottenhavet. Inre kustvatten	2014	0.6539528533188718	1	0.5066504959848154	1_SE601070-182870
0.2173925813	0	60.18_18.48	0.21		2015-07-12	HIGH	SE601070-182870	16 - Södra Bottenhavet. Inre kustvatten	2015	0.9799966622168532	2	0.9659943257686503	2_SE601070-182870
0.3533154022	0	60.18_18.48	0.21		2015-08-10	GOOD	SE601070-182870	16 - Södra Bottenhavet. Inre kustvatten	2015	0.7374950342961785	3	0.5943697860109874	3_SE601070-182870
0.1618992421	0	60.18_18.48	0.21		2016-07-16	HIGH	SE601070-182870	16 - Södra Bottenhavet. Inre kustvatten	2016	1.0	4	1.0	4_SE601070-182870
0.3803133592	0	60.18_18.48	0.21		2016-08-13	GOOD	SE601070-182870	16 - Södra Bottenhavet. Inre kustvatten	2016	0.6973107029968805	5	0.5521762381467246	5_SE601070-182870
1.899902071	0	65.66_22.25	0.16		2013-07-11	POOR	SE656620-222480	22 - Norra Bottenviken. Inre kustvatten	2013	0.20526858360374933	0	0.08421486688299946	0_SE656620-222480
0.93970359	0	65.66_22.25	0.16		2013-07-30	POOR	SE656620-222480	22 - Norra Bottenviken. Inre kustvatten	2013	0.3128330700535049	1	0.17026645604280388	1_SE656620-222480
1.021077294	0	65.67_22.24	0.16		2013-08-20	POOR	SE656620-222480	22 - Norra Bottenviken. Inre kustvatten	2013	0.2958715575943461	2	0.15669724607547683	2_SE656620-222480
2.859392574	0	65.63_22.27	0.16		2013-07-11	BAD	SE656300-222750	22 - Norra Bottenviken. Inre kustvatten	2013	0.1398898506057322	0	0.05595594024229287	0_SE656300-222750
3.470177458	0	65.63_22.28	0.16		2013-07-30	BAD	SE656300-222750	22 - Norra Bottenviken. Inre kustvatten	2013	0.11526788034365705	1	0.04610715213746282	1_SE656300-222750
2.363170345	0	65.63_22.27	0.16		2013-08-20	BAD	SE656300-222750	22 - Norra Bottenviken. Inre kustvatten	2013	0.16926414164189252	2	0.06770565665675701	2_SE656300-222750
0.52875250737	0	65.52_22.11	0.16		2013-07-11	MODERATE	SE655120-220380	22 - Norra Bottenviken. Inre kustvatten	2013	0.465893724070674	0	0.30259903786714026	0_SE655120-220380
0.713676028	0	65.50_22.05	0.16		2013-07-30	POOR	SE655120-220380	22 - Norra Bottenviken. Inre kustvatten	2013	0.38023920119676496	1	0.2241913609574119	1_SE655120-220380
1.054414937	0	65.52_21.94	0.16		2013-08-20	POOR	SE655120-220380	22 - Norra Bottenviken. Inre kustvatten	2013	0.2896786483023808	2	0.15174291864190464	2_SE655120-220380
0.286780414	0	65.51_21.87	0.16		2013-07-11	GOOD	SE655180-218660	22 - Norra Bottenviken. Inre kustvatten	2013	0.7218268160490805	0	0.5579181568515346	0_SE655180-218660
0.3434154787	0	65.52_21.86	0.16		2013-07-30	GOOD	SE655180-218660	22 - Norra Bottenviken. Inre kustvatten	2013	0.6341980429616718	1	0.4659079451097555	1_SE655180-218660
0.371203752	0	65.52_21.88	0.16		2013-08-20	GOOD	SE655180-218660	22 - Norra Bottenviken. Inre kustvatten	2013	0.6009810723906178	2	0.43103012601014873	2_SE655180-218660
1.0609424947	0	63.62_19.92	0.16		2013-07-09	POOR	SE636150-199220	20 - Norra Kvarkens inre kustvatten	2013	0.28851163093109355	0	0.1508093047448748	0_SE636150-199220
0.759771479	0	63.61_19.92	0.16		2013-07-25	POOR	SE636150-199220	20 - Norra Kvarkens inre kustvatten	2013	0.3632370463066567	1	0.21058963704532532	1_SE636150-199220
0.4310000091	0	63.62_19.92	0.16		2013-08-15	MODERATE	SE636150-199220	20 - Norra Kvarkens inre kustvatten	2013	0.538136516355623	2	0.37122969053784177	2_SE636150-199220
0.190370199	0	63.85_20.69	0.16		2013-07-12	HIGH	SE635040-204196	20 - Norra Kvarkens inre kustvatten	2013	0.9113709348080381	0	0.8404676826544685	0_SE635040-204196
0.666994447	0	63.83_20.70	0.16		2013-07-31	POOR	SE635040-204196	20 - Norra Kvarkens inre kustvatten	2013	0.39985257133632485	1	0.23988205706905982	1_SE635040-204196
0.3156646003	0	63.85_20.69	0.16		2013-08-14	GOOD	SE635040-204196	20 - Norra Kvarkens inre kustvatten	2013	0.6732067603156124	2	0.5068670983313931	2_SE635040-204196
17.971570073	0	63.71_20.43	0.16		2013-07-09	BAD	SE637070-204260	20 - Norra Kvarkens inre kustvatten	2013	0.022257376421493037	0	0.008902950568597214	0_SE637070-204260
1.855867815	0	63.71_20.43	0.16		2013-07-24	POOR	SE637070-204260	20 - Norra Kvarkens inre kustvatten	2013	0.20776629584472858	1	0.08621303667578285	1_SE637070-204260
1.55266691	0	63.71_20.43	0.16		2013-08-13	POOR	SE637070-204260	20 - Norra Kvarkens inre kustvatten	2013	0.22881062815977707	2	0.10304850252782163	2_SE637070-204260
1.32184118575	0	63.69_20.40	0.16		2013-07-09	POOR	SE636910-204040	20 - Norra Kvarkens inre kustvatten	2013	0.25130410684436494	0	0.12104328547549192	0_SE636910-204040
1.397331712	0	63.69_20.40	0.16		2013-07-24	POOR	SE636910-204040	20 - Norra Kvarkens inre kustvatten	2013	0.24312993706679722	1	0.11450394965343777	1_SE636910-204040
0.5034233857	0	63.69_20.40	0.16		2013-08-13	MODERATE	SE636910-204040	20 - Norra Kvarkens inre kustvatten	2013	0.4819199286219371	2	0.3178239321908402	2_SE636910-204040
0.2907648933	0	60.36_18.27	0.21		2013-08-12	HIGH	SE602120-181610	16 - Södra Bottenhavet. Inre kustvatten	2013	0.8366076446660698	0	0.7222329959323187	0_SE602120-181610
0.2079753868	0	60.36_18.27	0.21		2014-08-11	HIGH	SE602120-181610	16 - Södra Bottenhavet. Inre kustvatten	2014	1.0	1	1.0	1_SE602120-181610
0.2060044072	0	60.36_18.27	0.21		2015-08-10	HIGH	SE602120-181610	16 - Södra Bottenhavet. Inre kustvatten	2015	1.0	2	1.0	2_SE602120-181610
0.0955874852	0	60.36_18.27	0.21		2016-08-13	HIGH	SE602120-181610	16 - Södra Bottenhavet. Inre kustvatten	2016	1.0	3	1.0	3_SE602120-181610
