YEAR	local_EQR	PTOT	SALT	DATE_count	VISS_EU_CD	WATER_TYPE_AREA	PHOS	global_EQR	STATUS	index_column
2015	0.509791897891232	0.4807142857142857	2.0	2	SE654500-232000	22 - Norra Bottenviken. Inre kustvatten	0.07033333333333333	0.43617445262839283	MODERATE	(2, 'SE654500-232000')
2013	1.0350508833922263	0.3144444444444444	0.8980000000000001	1	SE652400-223501	23 - Norra Bottenviken. Yttre kustvatten	0.03777777777777777	1.0	HIGH	(0, 'SE652400-223501')
2013	1.0586677083333333	0.32	0.7376666666666667	1	SE653900-223280	22 - Norra Bottenviken. Inre kustvatten	0.049999999999999996	1.0	HIGH	(0, 'SE653900-223280')
2013	0.9443928488507082	0.42916666666666664	25.63416666666667	3	SE582000-112350	01n - Västkustens inre kustvatten	0.051666666666666666	0.9345798221773038	HIGH	(0, 'SE582000-112350')
2014	0.6378429824484576	0.6325	25.609583333333333	3	SE582000-112350	01n - Västkustens inre kustvatten	0.030833333333333334	0.531279030903293	MODERATE	(1, 'SE582000-112350')
2015	0.7534249113216244	0.5925	24.400833333333335	3	SE582000-112350	01n - Västkustens inre kustvatten	0.04833333333333334	0.6723748522027073	GOOD	(2, 'SE582000-112350')
2016	0.6871153734563505	0.5825000000000001	21.834166666666665	3	SE582000-112350	01n - Västkustens inre kustvatten	0.0325	0.5782051175774767	MODERATE	(3, 'SE582000-112350')
2017	0.6313712980379648	0.6358333333333334	26.108333333333334	3	SE582000-112350	01n - Västkustens inre kustvatten	0.0575	0.5251155219409189	MODERATE	(4, 'SE582000-112350')
2013	0.8931156230286313	0.44833333333333325	22.6675	3	SE581260-113220	02 - Västkustens fjordar	0.05833333333333334	0.874253674151331	HIGH	(0, 'SE581260-113220')
2014	0.5289374730788484	0.7741666666666666	23.06833333333333	3	SE581260-113220	02 - Västkustens fjordar	0.13999999999999999	0.42755949817033184	MODERATE	(1, 'SE581260-113220')
2015	0.8372748705059675	0.5091666666666668	22.644166666666667	3	SE581260-113220	02 - Västkustens fjordar	0.0575	0.8085586711834912	HIGH	(2, 'SE581260-113220')
2016	0.7017700817668704	0.5741666666666667	22.78583333333333	3	SE581260-113220	02 - Västkustens fjordar	0.0325	0.5921619826351148	MODERATE	(3, 'SE581260-113220')
2017	0.6427359623407712	0.625	23.698333333333334	3	SE581260-113220	02 - Västkustens fjordar	0.04583333333333334	0.5359390117531155	MODERATE	(4, 'SE581260-113220')
2013	0.9097846034965711	0.44416666666666665	20.2525	3	SE574000-114230	01s - Västkustens inre kustvatten	0.05833333333333334	0.8938642394077307	HIGH	(0, 'SE574000-114230')
2014	0.7008922041831213	0.5766666666666668	19.82016666666667	3	SE574000-114230	01s - Västkustens inre kustvatten	0.043333333333333335	0.5913259087458298	MODERATE	(1, 'SE574000-114230')
2015	0.7682988440575587	0.5433333333333333	21.15883333333333	3	SE574000-114230	01s - Västkustens inre kustvatten	0.036666666666666674	0.6971647400959311	GOOD	(2, 'SE574000-114230')
2016	0.7479109787374866	0.5375	20.084999999999997	3	SE574000-114230	01s - Västkustens inre kustvatten	0.041666666666666664	0.6631849645624777	GOOD	(3, 'SE574000-114230')
2017	0.6167117909616658	0.6533333333333333	22.4575	3	SE574000-114230	01s - Västkustens inre kustvatten	0.06	0.511154086630158	MODERATE	(4, 'SE574000-114230')
2013	0.7590088377972798	0.5308333333333334	24.52591666666667	3	SE585100-110600	03 - Västkustens yttre kustvatten. Skagerrak	0.059166666666666666	0.6816813963287998	GOOD	(0, 'SE585100-110600')
2014	0.6042376282712956	0.6974999999999999	25.14316666666667	3	SE585100-110600	03 - Västkustens yttre kustvatten. Skagerrak	0.04666666666666666	0.4992739316869482	MODERATE	(1, 'SE585100-110600')
2015	0.8543730691381699	0.50125	27.67125	2	SE585100-110600	03 - Västkustens yttre kustvatten. Skagerrak	0.05875	0.8286741989860823	HIGH	(2, 'SE585100-110600')
2016	0.7560840132689802	0.5349999999999999	23.901750000000003	3	SE585100-110600	03 - Västkustens yttre kustvatten. Skagerrak	0.030833333333333334	0.6768066887816337	GOOD	(3, 'SE585100-110600')
2017	0.5877949322030079	0.6925	26.269833333333334	3	SE585100-110600	03 - Västkustens yttre kustvatten. Skagerrak	0.05000000000000001	0.4836142211457219	MODERATE	(4, 'SE585100-110600')
2013	0.867518080678599	0.4633333333333334	20.568333333333335	3	SE572540-114801	04 - Västkustens yttre kustvatten. Kattegatt	0.05666666666666667	0.8441389184454107	HIGH	(0, 'SE572540-114801')
2014	0.6797385620915032	0.595	21.541666666666668	3	SE572540-114801	04 - Västkustens yttre kustvatten. Kattegatt	0.04416666666666667	0.5711795829442888	MODERATE	(1, 'SE572540-114801')
2015	0.6936226740287512	0.634375	20.37525	4	SE572540-114801	04 - Västkustens yttre kustvatten. Kattegatt	0.05	0.5844025466940488	MODERATE	(2, 'SE572540-114801')
2016	0.6453294781182692	0.6241666666666666	19.18166666666667	3	SE572540-114801	04 - Västkustens yttre kustvatten. Kattegatt	0.047499999999999994	0.5384090267793041	MODERATE	(3, 'SE572540-114801')
2017	0.5470411709843864	0.7391666666666667	22.61425	3	SE572540-114801	04 - Västkustens yttre kustvatten. Kattegatt	0.05555555555555556	0.4448011152232252	MODERATE	(4, 'SE572540-114801')
2013	0.6122083282533727	0.5599999999999999	16.920777777777776	3	SE555545-124332	06 - Öresunds kustvatten	0.22777777777777777	0.5068650745270217	MODERATE	(0, 'SE555545-124332')
2014	0.37433958823585467	0.8244444444444444	13.519777777777776	3	SE555545-124332	06 - Öresunds kustvatten	0.25	0.2521642214539467	POOR	(1, 'SE555545-124332')
2015	0.38299666666666665	0.8	13.299666666666667	2	SE555545-124332	06 - Öresunds kustvatten	0.195	0.2623490196078431	POOR	(2, 'SE555545-124332')
2016	0.2974193869193869	0.9588888888888888	10.599444444444446	3	SE555545-124332	06 - Öresunds kustvatten	0.2188888888888889	0.18025417389053752	BAD	(3, 'SE555545-124332')
2017	0.3266898954703833	0.9566666666666667	14.066666666666668	1	SE555545-124332	06 - Öresunds kustvatten	0.17	0.19799387604265653	BAD	(4, 'SE555545-124332')
2013	0.4653366262214109	0.6825	6.35	2	SE561005-150250	08 - Blekinge skärgård och Kalmarsund. Inre kustvatten	0.20500000000000002	0.3239254426134246	POOR	(0, 'SE561005-150250')
2014	0.3288722826086957	0.94	7.225	2	SE561005-150250	08 - Blekinge skärgård och Kalmarsund. Inre kustvatten	0.3225	0.18270682367149763	BAD	(1, 'SE561005-150250')
2015	0.3414312675027396	0.9075	7.65	2	SE561005-150250	08 - Blekinge skärgård och Kalmarsund. Inre kustvatten	0.4975	0.18968403750152202	BAD	(2, 'SE561005-150250')
2016	0.39322859387274167	0.8099999999999999	7.88	2	SE561005-150250	08 - Blekinge skärgård och Kalmarsund. Inre kustvatten	0.4025	0.2390924633796961	POOR	(3, 'SE561005-150250')
2017	0.18730265260466605	1.6933333333333334	7.433333333333334	3	SE561005-150250	08 - Blekinge skärgård och Kalmarsund. Inre kustvatten		0.10405702922481448	BAD	(4, 'SE561005-150250')
2016	2.484737484737485	0.25	21.879999999999995	3	SE580610-113615	01n - Västkustens inre kustvatten	0.045000000000000005	1.0	HIGH	(0, 'SE580610-113615')
2017	0.9431799410324823	0.5	23.703333333333333	3	SE580610-113615	01n - Västkustens inre kustvatten	0.08666666666666667	0.9331528718029204	HIGH	(1, 'SE580610-113615')
2016	2.4814814814814814	0.23	21.215	3	SE580325-113500	01n - Västkustens inre kustvatten	0.043333333333333335	1.0	HIGH	(0, 'SE580325-113500')
2017	0.8348483861479759	0.5233333333333333	24.146666666666665	3	SE580325-113500	01n - Västkustens inre kustvatten	0.12166666666666666	0.805703983703501	HIGH	(1, 'SE580325-113500')
2013	0.7139265962795375	0.57	21.526666666666667	3	SE580500-114725	02 - Västkustens fjordar	0.08666666666666667	0.6065443271325625	GOOD	(0, 'SE580500-114725')
2016	2.6835352815395583	0.205	20.51666666666667	3	SE580500-114725	02 - Västkustens fjordar	0.04	1.0	HIGH	(1, 'SE580500-114725')
2017	1.113253741747301	0.41500000000000004	23.401666666666667	3	SE580500-114725	02 - Västkustens fjordar	0.03333333333333333	1.0	HIGH	(2, 'SE580500-114725')
2016	2.085278555866791	0.25333333333333335	21.276666666666667	3	SE581120-112680	02 - Västkustens fjordar	0.04	1.0	HIGH	(0, 'SE581120-112680')
2017	1.0865625602467708	0.39666666666666667	24.25	3	SE581120-112680	02 - Västkustens fjordar	0.09499999999999999	1.0	HIGH	(1, 'SE581120-112680')
2016	2.2942268058869306	0.25	22.35166666666667	3	SE581365-112910	02 - Västkustens fjordar	0.04	1.0	HIGH	(0, 'SE581365-112910')
2017	1.2240325431814794	0.3516666666666666	24.37	3	SE581365-112910	02 - Västkustens fjordar	0.041666666666666664	1.0	HIGH	(1, 'SE581365-112910')
2016	0.7044364508393286	0.5875	25.145	2	SE584750-111185	01n - Västkustens inre kustvatten	0.09	0.5947013817517416	MODERATE	(0, 'SE584750-111185')
2017	1.2100585433918767	0.42500000000000004	25.423333333333336	3	SE584750-111185	01n - Västkustens inre kustvatten	0.06833333333333334	1.0	HIGH	(1, 'SE584750-111185')
2016	1.3594771241830066	0.325	24.215	2	SE584890-110950	01n - Västkustens inre kustvatten	0.02	1.0	HIGH	(0, 'SE584890-110950')
2017	0.4964280199539283	0.8116666666666665	25.600000000000005	3	SE584890-110950	01n - Västkustens inre kustvatten	0.11166666666666668	0.39579767053403336	POOR	(1, 'SE584890-110950')
2016	8.253164556962025	0.40750000000000003	21.31	2	SE582630-113515	02 - Västkustens fjordar	0.05	1.0	HIGH	(0, 'SE582630-113515')
2017	0.6311458960465584	0.6916666666666668	24.883333333333336	3	SE582630-113515	02 - Västkustens fjordar	0.24833333333333332	0.5249008533776747	MODERATE	(1, 'SE582630-113515')
2016	0.7035330261136713	0.5725	25.56	2	SE584450-111445	01n - Västkustens inre kustvatten	0.025	0.5938409772511156	MODERATE	(0, 'SE584450-111445')
2017	1.0358504958047292	0.4666666666666666	25.463333333333335	3	SE584450-111445	01n - Västkustens inre kustvatten	0.07333333333333333	1.0	HIGH	(1, 'SE584450-111445')
2016	0.7767722473604827	0.515	25.229999999999997	2	SE584670-111300	01n - Västkustens inre kustvatten	0.04	0.7112870789341379	GOOD	(0, 'SE584670-111300')
2017	0.9253525971792226	0.4916666666666667	25.69666666666667	3	SE584670-111300	01n - Västkustens inre kustvatten	0.3283333333333333	0.9121795260932031	HIGH	(1, 'SE584670-111300')
2016	3.2323232323232323	0.245	21.423333333333336	3	SE582150-112530	02 - Västkustens fjordar	0.04	1.0	HIGH	(0, 'SE582150-112530')
2017	1.2160995684030913	0.5933333333333334	25.024999999999995	3	SE582150-112530	02 - Västkustens fjordar	0.07166666666666667	1.0	HIGH	(1, 'SE582150-112530')
2016	1.9668381932532877	0.21500000000000002	22.37375	2	SE585600-110880	01n - Västkustens inre kustvatten	0.02	1.0	HIGH	(0, 'SE585600-110880')
2017	1.5302044955528267	0.39833333333333326	25.285	3	SE585600-110880	01n - Västkustens inre kustvatten	0.06583333333333334	1.0	HIGH	(1, 'SE585600-110880')
2016	0.6662105366044376	2.1300000000000003	24.89	2	SE585200-111140	01n - Västkustens inre kustvatten	1.5724999999999998	0.5582957491470835	MODERATE	(0, 'SE585200-111140')
2017	0.2978493849952463	1.968333333333333	25.833333333333332	3	SE585200-111140	01n - Västkustens inre kustvatten	0.8194444444444443	0.18051477878499778	BAD	(1, 'SE585200-111140')
2016	4.024495023181922	0.3383333333333333	22.112777777777776	3	SE583710-111535	01n - Västkustens inre kustvatten	0.04	1.0	HIGH	(0, 'SE583710-111535')
2017	1.692189000137156	0.43855555555555553	25.473222222222223	3	SE583710-111535	01n - Västkustens inre kustvatten	0.04011111111111111	1.0	HIGH	(1, 'SE583710-111535')
2016	3.105863011966298	0.345	22.388333333333332	3	SE582665-111706	01n - Västkustens inre kustvatten	0.04	1.0	HIGH	(0, 'SE582665-111706')
2017	1.4711231556760012	0.4166666666666667	27.216666666666665	3	SE582665-111706	01n - Västkustens inre kustvatten	0.09500000000000001	1.0	HIGH	(1, 'SE582665-111706')
2016	4.550264550264551	0.25666666666666665	22.286666666666665	3	SE582850-111760	01n - Västkustens inre kustvatten	0.04	1.0	HIGH	(0, 'SE582850-111760')
2017	1.424842163940464	0.45166666666666666	26.165000000000003	3	SE582850-111760	01n - Västkustens inre kustvatten	0.028333333333333335	1.0	HIGH	(1, 'SE582850-111760')
2016	7.1535087719298245	0.1466666666666667	22.411666666666665	3	SE584030-111400	01n - Västkustens inre kustvatten	0.04	1.0	HIGH	(0, 'SE584030-111400')
2017	2.5327394357973407	0.39166666666666666	25.215000000000003	3	SE584030-111400	01n - Västkustens inre kustvatten	0.023333333333333334	1.0	HIGH	(1, 'SE584030-111400')
2016	4.068998677725689	0.26833333333333337	21.243333333333332	3	SE581853-112736	01n - Västkustens inre kustvatten	0.04	1.0	HIGH	(0, 'SE581853-112736')
2017	1.4603702519276551	0.5033333333333333	24.938333333333333	3	SE581853-112736	01n - Västkustens inre kustvatten	0.05000000000000001	1.0	HIGH	(1, 'SE581853-112736')
2016	3.230318537471725	0.3333333333333333	22.676666666666666	3	SE582230-112255	01n - Västkustens inre kustvatten	0.04	1.0	HIGH	(0, 'SE582230-112255')
2017	1.129305477131564	0.5	29.0	2	SE582230-112255	01n - Västkustens inre kustvatten	0.22000000000000003	1.0	HIGH	(1, 'SE582230-112255')
2016	1.2005108556832695	0.35250000000000004	18.67	2	SE573500-115150	01s - Västkustens inre kustvatten	0.02	1.0	HIGH	(0, 'SE573500-115150')
2017	1.632014841317167	0.33666666666666667	21.709999999999997	3	SE573500-115150	01s - Västkustens inre kustvatten	0.10333333333333335	1.0	HIGH	(1, 'SE573500-115150')
2013	0.9716363035288631	0.4122222222222222	20.117777777777775	3	SE570000-120701	04 - Västkustens yttre kustvatten. Kattegatt	0.06611111111111112	0.9666309453280743	HIGH	(0, 'SE570000-120701')
2014	0.6477253354199933	0.6383333333333332	20.924944444444446	3	SE570000-120701	04 - Västkustens yttre kustvatten. Kattegatt	0.04444444444444443	0.540690795638089	MODERATE	(1, 'SE570000-120701')
2015	0.650814555797921	0.6204166666666666	19.764916666666668	4	SE570000-120701	04 - Västkustens yttre kustvatten. Kattegatt	0.05583333333333333	0.5436329102837344	MODERATE	(2, 'SE570000-120701')
2013	0.35070618552713223	0.9483333333333333	10.256666666666666	3	SE554040-125750	06 - Öresunds kustvatten	0.30833333333333335	0.2243602182672144	POOR	(0, 'SE554040-125750')
2014	0.3307406868686869	0.9325	11.355833333333335	3	SE554040-125750	06 - Öresunds kustvatten	0.15	0.20087139631610224	POOR	(1, 'SE554040-125750')
2015	0.2999036730567414	0.9183333333333333	8.911666666666667	3	SE554040-125750	06 - Öresunds kustvatten	0.2708333333333333	0.18175980185257057	BAD	(2, 'SE554040-125750')
2013	0.46572354631507773	0.6866666666666666	5.016666666666667	3	SE575150-162700	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	0.08	0.31747060701675306	POOR	(0, 'SE575150-162700')
2014	0.46626000435335885	0.66	5.783333333333334	3	SE575150-162700	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	0.07166666666666667	0.3180666715037321	POOR	(1, 'SE575150-162700')
2015	0.38860500103716084	0.7866666666666667	6.051666666666667	3	SE575150-162700	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	0.10999999999999999	0.2317833344857343	POOR	(2, 'SE575150-162700')
2016	0.3898465269982298	0.7799999999999999	6.233333333333333	3	SE575150-162700	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	0.10816666666666667	0.23316280777581092	POOR	(3, 'SE575150-162700')
2013	0.16619880003653734	2.7433333333333336	6.2	3	SE575370-164220	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	1.8716666666666668	0.0923326666869652	BAD	(0, 'SE575370-164220')
2014	0.1327148761348008	3.111666666666667	6.766666666666667	3	SE575370-164220	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2.1999999999999997	0.07373048674155601	BAD	(1, 'SE575370-164220')
2015	0.24223405820502011	1.27	6.82	3	SE575370-164220	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	0.5545	0.13457447678056675	BAD	(2, 'SE575370-164220')
2016	0.17361435350994792	1.8483333333333334	6.75	3	SE575370-164220	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	0.8693333333333334	0.09645241861663774	BAD	(3, 'SE575370-164220')
2013	0.5125969479932895	0.7799999999999999	3.633333333333333	3	SE573940-163560	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	0.09666666666666668	0.3695521644369883	POOR	(0, 'SE573940-163560')
2014	0.6080352980352981	0.59	3.5666666666666664	3	SE573940-163560	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	0.10666666666666667	0.4680352980352981	MODERATE	(1, 'SE573940-163560')
2015	0.5661254661558109	0.6233333333333334	3.3166666666666664	3	SE573940-163560	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	0.06999999999999999	0.42612546615581093	MODERATE	(2, 'SE573940-163560')
2016	0.3869777128637888	0.7833333333333333	6.0	3	SE573940-163560	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	0.076	0.2299752365153209	POOR	(3, 'SE573940-163560')
2013	0.5899689786817687	0.5583333333333333	6.491666666666667	6	SE565400-163600	09 - Blekinge skärgård och Kalmarsund. Yttre kustvatten	0.2075	0.4571133130302559	MODERATE	(0, 'SE565400-163600')
2014	0.4151204538031525	0.755	6.933333333333333	6	SE565400-163600	09 - Blekinge skärgård och Kalmarsund. Yttre kustvatten	0.32250000000000006	0.2648475927095912	POOR	(1, 'SE565400-163600')
2015	0.3737336018675297	0.8383333333333333	7.234166666666667	6	SE565400-163600	09 - Blekinge skärgård och Kalmarsund. Yttre kustvatten	0.4603333333333333	0.216157178667682	POOR	(2, 'SE565400-163600')
2016	0.3865906227394247	0.9183333333333333	7.119999999999999	5	SE565400-163600	09 - Blekinge skärgård och Kalmarsund. Yttre kustvatten	0.26126666666666665	0.23128308557579377	POOR	(3, 'SE565400-163600')
2013	0.3368679459578077	0.9866666666666667	6.316666666666667	3	SE570080-163430	08 - Blekinge skärgård och Kalmarsund. Inre kustvatten	0.2966666666666667	0.18714885886544874	BAD	(0, 'SE570080-163430')
2014	0.14966569401784408	2.828333333333333	6.866666666666667	3	SE570080-163430	08 - Blekinge skärgård och Kalmarsund. Inre kustvatten	1.3416666666666666	0.08314760778769116	BAD	(1, 'SE570080-163430')
2015	0.2369651166522256	1.4749999999999999	7.083333333333333	3	SE570080-163430	08 - Blekinge skärgård och Kalmarsund. Inre kustvatten	0.39749999999999996	0.13164728702901424	BAD	(2, 'SE570080-163430')
2016	0.27217928026621396	1.2	6.916666666666667	3	SE570080-163430	08 - Blekinge skärgård och Kalmarsund. Inre kustvatten	0.3078333333333333	0.15121071125900776	BAD	(3, 'SE570080-163430')
2013	0.4990438260401963	0.6416666666666666	6.383333333333333	3	SE565800-163000	08 - Blekinge skärgård och Kalmarsund. Inre kustvatten	0.2316666666666667	0.36358097181199567	POOR	(0, 'SE565800-163000')
2014	0.28706452944413874	1.22	6.8999999999999995	3	SE565800-163000	08 - Blekinge skärgård och Kalmarsund. Inre kustvatten	0.4883333333333333	0.15948029413563264	BAD	(1, 'SE565800-163000')
2015	0.3182002379703693	1.02	7.136666666666667	3	SE565800-163000	08 - Blekinge skärgård och Kalmarsund. Inre kustvatten	0.4211666666666667	0.1767779099835385	BAD	(2, 'SE565800-163000')
2016	0.31551136724119705	0.9816666666666668	6.983333333333333	3	SE565800-163000	08 - Blekinge skärgård och Kalmarsund. Inre kustvatten	0.4703333333333333	0.17528409291177616	BAD	(3, 'SE565800-163000')
2013	0.5841439072256914	0.5609999999999999	6.349999999999999	3	SE570340-163710	08 - Blekinge skärgård och Kalmarsund. Inre kustvatten	0.22233333333333336	0.45156562592922994	MODERATE	(0, 'SE570340-163710')
2014	0.32733703395902153	1.032	6.793333333333334	3	SE570340-163710	08 - Blekinge skärgård och Kalmarsund. Inre kustvatten	0.534	0.18185390775501198	BAD	(1, 'SE570340-163710')
2015	0.39796631680022826	0.7922222222222222	7.092222222222222	3	SE570340-163710	08 - Blekinge skärgård och Kalmarsund. Inre kustvatten	0.4412222222222222	0.2446662550590921	POOR	(2, 'SE570340-163710')
2016	0.36979783403737265	0.8522222222222222	6.866666666666667	3	SE570340-163710	08 - Blekinge skärgård och Kalmarsund. Inre kustvatten	0.4373333333333333	0.21152686357337963	POOR	(3, 'SE570340-163710')
2013	0.6329919499105545	0.5333333333333333	5.566666666666666	3	SE570500-163750	08 - Blekinge skärgård och Kalmarsund. Inre kustvatten	0.13	0.49808757134338527	MODERATE	(0, 'SE570500-163750')
2014	0.3770107383403228	0.9133333333333334	6.6000000000000005	3	SE570500-163750	08 - Blekinge skärgård och Kalmarsund. Inre kustvatten	0.34	0.22001263334155624	POOR	(1, 'SE570500-163750')
2015	0.4004876142376143	0.79	6.656666666666666	3	SE570500-163750	08 - Blekinge skärgård och Kalmarsund. Inre kustvatten	0.373	0.2476324873383698	POOR	(2, 'SE570500-163750')
2016	0.3632630024296691	0.8766666666666666	6.866666666666667	3	SE570500-163750	08 - Blekinge skärgård och Kalmarsund. Inre kustvatten	0.4303333333333333	0.203838826387846	POOR	(3, 'SE570500-163750')
2013	0.5428205128205129	0.59	4.966666666666666	3	SE573500-163500	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	0.08	0.4028205128205129	MODERATE	(0, 'SE573500-163500')
2014	0.47338953733964745	0.69	5.566666666666666	3	SE573500-163500	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	0.043333333333333335	0.3259883748218305	POOR	(1, 'SE573500-163500')
2015	0.28389057711887195	1.1433333333333333	5.833333333333333	3	SE573500-163500	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	0.11766666666666666	0.15771698728826222	BAD	(2, 'SE573500-163500')
2016	0.34019649946627634	0.8766666666666666	6.666666666666667	3	SE573500-163500	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	0.13866666666666666	0.18899805525904242	BAD	(3, 'SE573500-163500')
2013	0.29831191256901357	1.245	6.416666666666667	3	SE563825-161810	08 - Blekinge skärgård och Kalmarsund. Inre kustvatten	0.69	0.16572884031611868	BAD	(0, 'SE563825-161810')
2014	0.21528528831790464	1.5700000000000003	7.05	3	SE563825-161810	08 - Blekinge skärgård och Kalmarsund. Inre kustvatten	0.9416666666666668	0.11960293795439148	BAD	(1, 'SE563825-161810')
2015	0.3053450849793294	1.125	7.323333333333333	3	SE563825-161810	08 - Blekinge skärgård och Kalmarsund. Inre kustvatten	0.5085000000000001	0.16963615832184967	BAD	(2, 'SE563825-161810')
2016	0.26529725562750545	1.1849999999999998	7.233333333333333	3	SE563825-161810	08 - Blekinge skärgård och Kalmarsund. Inre kustvatten	0.46866666666666673	0.14738736423750304	BAD	(3, 'SE563825-161810')
2013	0.4095782008904556	0.7716666666666666	6.5	3	SE564250-162500	08 - Blekinge skärgård och Kalmarsund. Inre kustvatten	0.13166666666666668	0.2583272951652419	POOR	(0, 'SE564250-162500')
2014	0.28604109505517955	1.215	6.983333333333333	3	SE564250-162500	08 - Blekinge skärgård och Kalmarsund. Inre kustvatten	0.2683333333333333	0.15891171947509977	BAD	(1, 'SE564250-162500')
2015	0.2414114834638473	1.3499999999999999	7.38	3	SE564250-162500	08 - Blekinge skärgård och Kalmarsund. Inre kustvatten	0.296	0.1341174908132485	BAD	(2, 'SE564250-162500')
2016	0.3294915120467232	0.9466666666666667	7.216666666666668	3	SE564250-162500	08 - Blekinge skärgård och Kalmarsund. Inre kustvatten	0.14633333333333334	0.18305084002595737	BAD	(3, 'SE564250-162500')
2013	0.3239968494022937	1.1058333333333334	2.5141666666666667	5	SE659024-162417	24 - Stockholms inre skärgård och Hallsfjärden	0.23583333333333334	0.17999824966794095	BAD	(0, 'SE659024-162417')
2014	0.30269879153528667	1.2231730769230766	2.4436217948717953	4	SE659024-162417	24 - Stockholms inre skärgård och Hallsfjärden	0.32559294871794875	0.16816599529738152	BAD	(1, 'SE659024-162417')
2015	0.3118220351197387	1.2373232323232324	2.7746060606060605	6	SE659024-162417	24 - Stockholms inre skärgård och Hallsfjärden	0.40657828282828284	0.17323446395541042	BAD	(2, 'SE659024-162417')
2016	0.2503667329594973	1.4460909090909089	2.855151515151515	5	SE659024-162417	24 - Stockholms inre skärgård och Hallsfjärden	0.27399999999999997	0.13909262942194295	BAD	(3, 'SE659024-162417')
2013	0.41703281360772443	0.84	6.5	3	SE572205-163500	08 - Blekinge skärgård och Kalmarsund. Inre kustvatten	0.32	0.26709742777379347	POOR	(0, 'SE572205-163500')
2014	0.24812863100900814	1.665	6.783333333333334	3	SE572205-163500	08 - Blekinge skärgård och Kalmarsund. Inre kustvatten	0.91	0.137849239449449	BAD	(1, 'SE572205-163500')
2015	0.29932570112153073	1.055	6.995	3	SE572205-163500	08 - Blekinge skärgård och Kalmarsund. Inre kustvatten	0.4418333333333333	0.1662920561786282	BAD	(2, 'SE572205-163500')
2016	0.3127716687297915	0.9966666666666667	6.900000000000001	3	SE572205-163500	08 - Blekinge skärgård och Kalmarsund. Inre kustvatten	0.43650000000000005	0.17376203818321753	BAD	(3, 'SE572205-163500')
2013	0.5819120456032146	0.5850000000000001	6.433333333333334	3	SE571552-162848	08 - Blekinge skärgård och Kalmarsund. Inre kustvatten	0.17	0.449440043431633	MODERATE	(0, 'SE571552-162848')
2014	0.3726394642363988	0.9366666666666666	6.733333333333333	3	SE571552-162848	08 - Blekinge skärgård och Kalmarsund. Inre kustvatten	0.38166666666666665	0.2148699579251751	POOR	(1, 'SE571552-162848')
2015	0.3281315642704084	0.9533333333333333	7.006666666666667	3	SE571552-162848	08 - Blekinge skärgård och Kalmarsund. Inre kustvatten	0.41483333333333333	0.18229531348356023	BAD	(2, 'SE571552-162848')
2016	0.34311171925029016	0.9116666666666666	6.8500000000000005	3	SE571552-162848	08 - Blekinge skärgård och Kalmarsund. Inre kustvatten	0.3868333333333333	0.19061762180571676	BAD	(3, 'SE571552-162848')
2013	0.6150680637910321	0.52	6.5	3	SE572500-164500	08 - Blekinge skärgård och Kalmarsund. Inre kustvatten	0.20666666666666667	0.48101720361050676	MODERATE	(0, 'SE572500-164500')
2014	0.4424698817982618	0.7174999999999999	6.7	3	SE572500-164500	08 - Blekinge skärgård och Kalmarsund. Inre kustvatten	0.3175	0.29702339035089625	POOR	(1, 'SE572500-164500')
2015	0.39499858745572564	0.7941666666666668	6.982499999999999	3	SE572500-164500	08 - Blekinge skärgård och Kalmarsund. Inre kustvatten	0.454	0.24117480877144193	POOR	(2, 'SE572500-164500')
2016	0.37739764419440663	0.8333333333333334	6.741666666666667	3	SE572500-164500	08 - Blekinge skärgård och Kalmarsund. Inre kustvatten	0.4050833333333334	0.22046781669930193	POOR	(3, 'SE572500-164500')
2013	0.697200099261004	0.4883333333333333	3.8000000000000003	3	SE583718-161687	13 - Östergötlands inre kustvatten	0.18166666666666664	0.557200099261004	MODERATE	(0, 'SE583718-161687')
2014	0.44994413759931	0.775	3.466666666666667	3	SE583718-161687	13 - Östergötlands inre kustvatten	0.4283333333333333	0.2999379306659	POOR	(1, 'SE583718-161687')
2015	0.4645220172939471	0.7266666666666667	4.033333333333333	3	SE583718-161687	13 - Östergötlands inre kustvatten	0.49500000000000005	0.31613557477105236	POOR	(2, 'SE583718-161687')
2016	0.4448126575633677	0.8011666666666667	5.1	3	SE583718-161687	13 - Östergötlands inre kustvatten	0.5248333333333334	0.29423628618151965	POOR	(3, 'SE583718-161687')
