AMON	DATE_count	DIN	NTOT	NTRA	NTRI	NTRZ	SALT	STATUS	VISS_EU_CD	WATER_TYPE_AREA	YEAR	global_EQR	index_column	local_EQR	max	min	number_of_dates
0.09777777777777778	3.0	5.506666666666667	22.673333333333332			5.402222222222222	6.490777777777779	MODERATE	SE584340-174401	14 - Östergötlands yttre kustvatten	2013.0	0.42759323519690184	(0, 'SE584340-174401')	0.47035255871659204			
0.04888888888888889	3.0	5.115833333333334	22.064444444444447			5.044444444444444	6.702777777777778	MODERATE	SE584340-174401	14 - Östergötlands yttre kustvatten	2014.0	0.44453982015041626	(1, 'SE584340-174401')	0.48899380216545785			
0.07444444444444444	3.0	5.391666666666667	22.054444444444446			5.303333333333334	6.917222222222222	MODERATE	SE584340-174401	14 - Östergötlands yttre kustvatten	2015.0	0.4243432367780557	(2, 'SE584340-174401')	0.4667775604558612			
0.11666666666666668	3.0	5.230833333333334	22.616666666666664			5.084444444444444	6.903333333333333	MODERATE	SE584340-174401	14 - Östergötlands yttre kustvatten	2016.0	0.4445120805294417	(3, 'SE584340-174401')	0.48896328858238586			
1.3557142857142854	1.0	9.25	22.528571428571432	7.218571428571429	0.2857142857142857	7.5042857142857144	21.646142857142856	HIGH	SE581700-113000	02 - Västkustens fjordar	2013.0	0.9487612979150579	(0, 'SE581700-113000')	0.9487612979150579			
1.4100000000000001	1.0	14.297999999999998	29.449999999999996	11.572500000000002	0.245	11.817499999999999	20.387500000000003	MODERATE	SE581700-113000	02 - Västkustens fjordar	2014.0	0.5994909332519487	(1, 'SE581700-113000')	0.6594400265771436			
1.2475	1.0	14.422	26.150000000000006	10.795	0.14		19.1325	GOOD	SE581700-113000	02 - Västkustens fjordar	2015.0	0.6555595716861142	(2, 'SE581700-113000')	0.69889170018028			
1.3399999999999999	1.0	16.169999999999998	32.05	13.4625	0.2375	13.7	17.6665	GOOD	SE581700-113000	02 - Västkustens fjordar	2016.0	0.6147863256471421	(3, 'SE581700-113000')	0.6703504279529995			
0.9575	1.0	10.594	24.950000000000003	8.085	0.26	8.345	23.935000000000002	GOOD	SE581700-113000	02 - Västkustens fjordar	2017.0	0.6805285741255157	(4, 'SE581700-113000')	0.716370001887861			
0.9924999999999999	5.0	5.704	26.360000000000003	4.324666666666667	0.5786666666666668	4.903333333333333	6.934066666666666	MODERATE	SE561400-161201	09 - Blekinge skärgård och Kalmarsund. Yttre kustvatten	2013.0	0.5463017653591736	(0, 'SE561400-161201')	0.610931941895091			
0.5111111111111112	3.0	4.767500000000001	25.833333333333332	3.8177777777777777	0.4488888888888889	4.266666666666667	7.281333333333333	MODERATE	SE561400-161201	09 - Blekinge skärgård och Kalmarsund. Yttre kustvatten	2014.0	0.47591181914261405	(1, 'SE561400-161201')	0.5335030010568754			
