DEPH	MONTH	POSITION	REFERENCE_VALUE	SALT	SDATE	SECCHI	STATN	STATUS	VISS_EU_CD	WATER_TYPE_AREA	YEAR	global_EQR	index_column	local_EQR	new_index
6.0	7	59.25_18.52	8.491048969970983	4.6	2014-07-28	7.1	BJÖRNÖFJÄRDEN B2	HIGH	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.8072643078901647	21881	0.8361746617066399	21881_SE591400-183200
7.0	7	59.25_18.52	8.491048969970983	4.6	2014-07-28	7.1	BJÖRNÖFJÄRDEN B2	HIGH	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.8072643078901647	21882	0.8361746617066399	21882_SE591400-183200
8.0	7	59.25_18.52	8.491048969970983	4.6	2014-07-28	7.1	BJÖRNÖFJÄRDEN B2	HIGH	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.8072643078901647	21883	0.8361746617066399	21883_SE591400-183200
9.0	7	59.25_18.52	8.491048969970983	4.6	2014-07-28	7.1	BJÖRNÖFJÄRDEN B2	HIGH	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.8072643078901647	21884	0.8361746617066399	21884_SE591400-183200
10.0	7	59.25_18.52	8.491048969970983	4.6	2014-07-28	7.1	BJÖRNÖFJÄRDEN B2	HIGH	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.8072643078901647	21885	0.8361746617066399	21885_SE591400-183200
11.0	7	59.25_18.52	8.491048969970983	4.6	2014-07-28	7.1	BJÖRNÖFJÄRDEN B2	HIGH	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.8072643078901647	21886	0.8361746617066399	21886_SE591400-183200
12.0	7	59.25_18.52	8.491048969970983	4.6	2014-07-28	7.1	BJÖRNÖFJÄRDEN B2	HIGH	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.8072643078901647	21887	0.8361746617066399	21887_SE591400-183200
0.5	7	59.23_18.54	8.606114460373071	4.7	2014-07-28	3.8	BJÖRNÖFJÄRDEN B3	MODERATE	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.4276976884668943	21888	0.4415465327003415	21888_SE591400-183200
1.0	7	59.23_18.54	8.606114460373071	4.7	2014-07-28	3.8	BJÖRNÖFJÄRDEN B3	MODERATE	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.4276976884668943	21889	0.4415465327003415	21889_SE591400-183200
2.0	7	59.23_18.54	8.606114460373071	4.7	2014-07-28	3.8	BJÖRNÖFJÄRDEN B3	MODERATE	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.4276976884668943	21890	0.4415465327003415	21890_SE591400-183200
3.0	7	59.23_18.54	8.723678599963746	4.8	2014-07-28	3.8	BJÖRNÖFJÄRDEN B3	MODERATE	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.42373070461473994	21891	0.4355960569221099	21891_SE591400-183200
4.0	7	59.23_18.54	8.491048969970983	4.6	2014-07-28	3.8	BJÖRNÖFJÄRDEN B3	MODERATE	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.43168673375448186	21892	0.44753010063172277	21892_SE591400-183200
5.0	7	59.23_18.54	8.491048969970983	4.6	2014-07-28	3.8	BJÖRNÖFJÄRDEN B3	MODERATE	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.43168673375448186	21893	0.44753010063172277	21893_SE591400-183200
6.0	7	59.23_18.54	8.491048969970983	4.6	2014-07-28	3.8	BJÖRNÖFJÄRDEN B3	MODERATE	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.43168673375448186	21894	0.44753010063172277	21894_SE591400-183200
7.0	7	59.23_18.54	8.491048969970983	4.6	2014-07-28	3.8	BJÖRNÖFJÄRDEN B3	MODERATE	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.43168673375448186	21895	0.44753010063172277	21895_SE591400-183200
8.0	7	59.23_18.54	8.491048969970983	4.6	2014-07-28	3.8	BJÖRNÖFJÄRDEN B3	MODERATE	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.43168673375448186	21896	0.44753010063172277	21896_SE591400-183200
0.5	7	59.24_18.53	8.966605658916253	5.0	2014-07-14	8.1	BJÖRNÖFJÄRDEN B1	HIGH	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.8862963190201827	22491	0.9033518711671552	22491_SE591400-183200
1.0	7	59.24_18.53	8.966605658916253	5.0	2014-07-14	8.1	BJÖRNÖFJÄRDEN B1	HIGH	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.8862963190201827	22492	0.9033518711671552	22492_SE591400-183200
2.0	7	59.24_18.53	8.966605658916253	5.0	2014-07-14	8.1	BJÖRNÖFJÄRDEN B1	HIGH	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.8862963190201827	22493	0.9033518711671552	22493_SE591400-183200
3.0	7	59.24_18.53	8.966605658916253	5.0	2014-07-14	8.1	BJÖRNÖFJÄRDEN B1	HIGH	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.8862963190201827	22494	0.9033518711671552	22494_SE591400-183200
4.0	7	59.24_18.53	8.966605658916253	5.0	2014-07-14	8.1	BJÖRNÖFJÄRDEN B1	HIGH	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.8862963190201827	22495	0.9033518711671552	22495_SE591400-183200
5.0	7	59.24_18.53	8.966605658916253	5.0	2014-07-14	8.1	BJÖRNÖFJÄRDEN B1	HIGH	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.8862963190201827	22496	0.9033518711671552	22496_SE591400-183200
6.0	7	59.24_18.53	8.966605658916253	5.0	2014-07-14	8.1	BJÖRNÖFJÄRDEN B1	HIGH	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.8862963190201827	22497	0.9033518711671552	22497_SE591400-183200
7.0	7	59.24_18.53	8.966605658916253	5.0	2014-07-14	8.1	BJÖRNÖFJÄRDEN B1	HIGH	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.8862963190201827	22498	0.9033518711671552	22498_SE591400-183200
8.0	7	59.24_18.53	9.0921273367719	5.1	2014-07-14	8.1	BJÖRNÖFJÄRDEN B1	HIGH	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.8716242537897888	22499	0.8908806157213204	22499_SE591400-183200
9.0	7	59.24_18.53	9.220465459415847	5.2	2014-07-14	8.1	BJÖRNÖFJÄRDEN B1	HIGH	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.8570359962912542	22500	0.878480596847566	22500_SE591400-183200
10.0	7	59.24_18.53	9.351707389068416	5.3	2014-07-14	8.1	BJÖRNÖFJÄRDEN B1	HIGH	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.8425317573519077	22501	0.8661519937491214	22501_SE591400-183200
11.0	7	59.24_18.53	9.62326964792953	5.5	2014-07-14	8.1	BJÖRNÖFJÄRDEN B1	HIGH	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.813776189974455	22502	0.8417097614782867	22502_SE591400-183200
12.0	7	59.24_18.53	9.62326964792953	5.5	2014-07-14	8.1	BJÖRNÖFJÄRDEN B1	HIGH	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.813776189974455	22503	0.8417097614782867	22503_SE591400-183200
13.0	7	59.24_18.53	9.62326964792953	5.5	2014-07-14	8.1	BJÖRNÖFJÄRDEN B1	HIGH	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.813776189974455	22504	0.8417097614782867	22504_SE591400-183200
14.0	7	59.24_18.53	9.62326964792953	5.5	2014-07-14	8.1	BJÖRNÖFJÄRDEN B1	HIGH	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.813776189974455	22505	0.8417097614782867	22505_SE591400-183200
15.0	7	59.24_18.53	9.62326964792953	5.5	2014-07-14	8.1	BJÖRNÖFJÄRDEN B1	HIGH	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.813776189974455	22506	0.8417097614782867	22506_SE591400-183200
16.0	7	59.24_18.53	9.62326964792953	5.5	2014-07-14	8.1	BJÖRNÖFJÄRDEN B1	HIGH	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.813776189974455	22507	0.8417097614782867	22507_SE591400-183200
17.0	7	59.24_18.53	9.76378274740157	5.6	2014-07-14	8.1	BJÖRNÖFJÄRDEN B1	GOOD	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.7993792317138951	22508	0.8295965006140318	22508_SE591400-183200
18.0	7	59.24_18.53	9.76378274740157	5.6	2014-07-14	8.1	BJÖRNÖFJÄRDEN B1	GOOD	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.7993792317138951	22509	0.8295965006140318	22509_SE591400-183200
19.0	7	59.24_18.53	9.76378274740157	5.6	2014-07-14	8.1	BJÖRNÖFJÄRDEN B1	GOOD	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.7993792317138951	22510	0.8295965006140318	22510_SE591400-183200
20.0	7	59.24_18.53	9.76378274740157	5.6	2014-07-14	8.1	BJÖRNÖFJÄRDEN B1	GOOD	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.7993792317138951	22511	0.8295965006140318	22511_SE591400-183200
21.0	7	59.24_18.53	9.76378274740157	5.6	2014-07-14	8.1	BJÖRNÖFJÄRDEN B1	GOOD	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.7993792317138951	22512	0.8295965006140318	22512_SE591400-183200
22.0	7	59.24_18.53	9.76378274740157	5.6	2014-07-14	8.1	BJÖRNÖFJÄRDEN B1	GOOD	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.7993792317138951	22513	0.8295965006140318	22513_SE591400-183200
23.0	7	59.24_18.53	9.76378274740157	5.6	2014-07-14	8.1	BJÖRNÖFJÄRDEN B1	GOOD	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.7993792317138951	22514	0.8295965006140318	22514_SE591400-183200
0.5	7	59.25_18.52	8.966605658916253	5.0	2014-07-14	7.9	BJÖRNÖFJÄRDEN B2	HIGH	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.8600551608163438	22515	0.8810468866938922	22515_SE591400-183200
1.0	7	59.25_18.52	8.966605658916253	5.0	2014-07-14	7.9	BJÖRNÖFJÄRDEN B2	HIGH	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.8600551608163438	22516	0.8810468866938922	22516_SE591400-183200
2.0	7	59.25_18.52	8.966605658916253	5.0	2014-07-14	7.9	BJÖRNÖFJÄRDEN B2	HIGH	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.8600551608163438	22517	0.8810468866938922	22517_SE591400-183200
3.0	7	59.25_18.52	8.966605658916253	5.0	2014-07-14	7.9	BJÖRNÖFJÄRDEN B2	HIGH	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.8600551608163438	22518	0.8810468866938922	22518_SE591400-183200
4.0	7	59.25_18.52	8.966605658916253	5.0	2014-07-14	7.9	BJÖRNÖFJÄRDEN B2	HIGH	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.8600551608163438	22519	0.8810468866938922	22519_SE591400-183200
5.0	7	59.25_18.52	8.843816376108212	4.9	2014-07-14	7.9	BJÖRNÖFJÄRDEN B2	HIGH	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.8744464878097392	22520	0.8932795146382783	22520_SE591400-183200
6.0	7	59.25_18.52	8.843816376108212	4.9	2014-07-14	7.9	BJÖRNÖFJÄRDEN B2	HIGH	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.8744464878097392	22521	0.8932795146382783	22521_SE591400-183200
7.0	7	59.25_18.52	8.843816376108212	4.9	2014-07-14	7.9	BJÖRNÖFJÄRDEN B2	HIGH	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.8744464878097392	22522	0.8932795146382783	22522_SE591400-183200
8.0	7	59.25_18.52	8.723678599963746	4.8	2014-07-14	7.9	BJÖRNÖFJÄRDEN B2	HIGH	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.8889191485091854	22523	0.9055812762328075	22523_SE591400-183200
9.0	7	59.25_18.52	8.843816376108212	4.9	2014-07-14	7.9	BJÖRNÖFJÄRDEN B2	HIGH	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.8744464878097392	22524	0.8932795146382783	22524_SE591400-183200
10.0	7	59.25_18.52	8.843816376108212	4.9	2014-07-14	7.9	BJÖRNÖFJÄRDEN B2	HIGH	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.8744464878097392	22525	0.8932795146382783	22525_SE591400-183200
11.0	7	59.25_18.52	8.843816376108212	4.9	2014-07-14	7.9	BJÖRNÖFJÄRDEN B2	HIGH	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.8744464878097392	22526	0.8932795146382783	22526_SE591400-183200
12.0	7	59.25_18.52	8.843816376108212	4.9	2014-07-14	7.9	BJÖRNÖFJÄRDEN B2	HIGH	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.8744464878097392	22527	0.8932795146382783	22527_SE591400-183200
0.5	7	59.23_18.54	9.0921273367719	5.1	2014-07-14	3.5	BJÖRNÖFJÄRDEN B3	POOR	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.3849484142005705	22528	0.3849484142005705	22528_SE591400-183200
1.0	7	59.23_18.54	9.0921273367719	5.1	2014-07-14	3.5	BJÖRNÖFJÄRDEN B3	POOR	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.3849484142005705	22529	0.3849484142005705	22529_SE591400-183200
2.0	7	59.23_18.54	9.0921273367719	5.1	2014-07-14	3.5	BJÖRNÖFJÄRDEN B3	POOR	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.3849484142005705	22530	0.3849484142005705	22530_SE591400-183200
3.0	7	59.23_18.54	9.0921273367719	5.1	2014-07-14	3.5	BJÖRNÖFJÄRDEN B3	POOR	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.3849484142005705	22531	0.3849484142005705	22531_SE591400-183200
4.0	7	59.23_18.54	8.966605658916253	5.0	2014-07-14	3.5	BJÖRNÖFJÄRDEN B3	POOR	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.39033722828210415	22532	0.39033722828210415	22532_SE591400-183200
5.0	7	59.23_18.54	8.966605658916253	5.0	2014-07-14	3.5	BJÖRNÖFJÄRDEN B3	POOR	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.39033722828210415	22533	0.39033722828210415	22533_SE591400-183200
6.0	7	59.23_18.54	8.843816376108212	4.9	2014-07-14	3.5	BJÖRNÖFJÄRDEN B3	POOR	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.39575674699164226	22534	0.39575674699164226	22534_SE591400-183200
7.0	7	59.23_18.54	8.843816376108212	4.9	2014-07-14	3.5	BJÖRNÖFJÄRDEN B3	POOR	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.39575674699164226	22535	0.39575674699164226	22535_SE591400-183200
8.0	7	59.23_18.54	8.843816376108212	4.9	2014-07-14	3.5	BJÖRNÖFJÄRDEN B3	POOR	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.39575674699164226	22536	0.39575674699164226	22536_SE591400-183200
0.0	7	59.24_18.53	8.831684588748624	4.89	2014-07-07	4.6	S98C	MODERATE	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.48056795611113656	22812	0.5208519341667048	22812_SE591400-183200
17.0	7	59.24_18.53	9.707188562864957	5.56	2014-07-07	4.6	S98C	MODERATE	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.449250413423676	22813	0.47387562013551393	22813_SE591400-183200
0.5	6	59.24_18.53	8.378409895705332	4.5	2014-06-16	6.1	BJÖRNÖFJÄRDEN B1	GOOD	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.6431719651475934	23387	0.7280617773459357	23387_SE591400-183200
1.0	6	59.24_18.53	8.491048969970983	4.6	2014-06-16	6.1	BJÖRNÖFJÄRDEN B1	GOOD	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.6283132039892748	23388	0.7184035825930286	23388_SE591400-183200
2.0	6	59.24_18.53	8.491048969970983	4.6	2014-06-16	6.1	BJÖRNÖFJÄRDEN B1	GOOD	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.6283132039892748	23389	0.7184035825930286	23389_SE591400-183200
3.0	6	59.24_18.53	8.491048969970983	4.6	2014-06-16	6.1	BJÖRNÖFJÄRDEN B1	GOOD	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.6283132039892748	23390	0.7184035825930286	23390_SE591400-183200
4.0	6	59.24_18.53	8.378409895705332	4.5	2014-06-16	6.1	BJÖRNÖFJÄRDEN B1	GOOD	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.6431719651475934	23391	0.7280617773459357	23391_SE591400-183200
5.0	6	59.24_18.53	8.491048969970983	4.6	2014-06-16	6.1	BJÖRNÖFJÄRDEN B1	GOOD	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.6283132039892748	23392	0.7184035825930286	23392_SE591400-183200
6.0	6	59.24_18.53	8.491048969970983	4.6	2014-06-16	6.1	BJÖRNÖFJÄRDEN B1	GOOD	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.6283132039892748	23393	0.7184035825930286	23393_SE591400-183200
7.0	6	59.24_18.53	8.606114460373071	4.7	2014-06-16	6.1	BJÖRNÖFJÄRDEN B1	GOOD	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.6135359714461874	23394	0.7087983814400218	23394_SE591400-183200
8.0	6	59.24_18.53	8.723678599963746	4.8	2014-06-16	6.1	BJÖRNÖFJÄRDEN B1	MODERATE	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.5994975346008545	23395	0.6992463019012817	23395_SE591400-183200
9.0	6	59.24_18.53	8.966605658916253	5.0	2014-06-16	6.1	BJÖRNÖFJÄRDEN B1	MODERATE	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.5868680176230163	23396	0.6803020264345243	23396_SE591400-183200
10.0	6	59.24_18.53	9.0921273367719	5.1	2014-06-16	6.1	BJÖRNÖFJÄRDEN B1	MODERATE	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.580606728880663	23397	0.6709100933209944	23397_SE591400-183200
11.0	6	59.24_18.53	9.220465459415847	5.2	2014-06-16	6.1	BJÖRNÖFJÄRDEN B1	MODERATE	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.5743812050016588	23398	0.661571807502488	23398_SE591400-183200
12.0	6	59.24_18.53	9.220465459415847	5.2	2014-06-16	6.1	BJÖRNÖFJÄRDEN B1	MODERATE	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.5743812050016588	23399	0.661571807502488	23399_SE591400-183200
13.0	6	59.24_18.53	9.220465459415847	5.2	2014-06-16	6.1	BJÖRNÖFJÄRDEN B1	MODERATE	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.5743812050016588	23400	0.661571807502488	23400_SE591400-183200
14.0	6	59.24_18.53	9.220465459415847	5.2	2014-06-16	6.1	BJÖRNÖFJÄRDEN B1	MODERATE	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.5743812050016588	23401	0.661571807502488	23401_SE591400-183200
15.0	6	59.24_18.53	9.220465459415847	5.2	2014-06-16	6.1	BJÖRNÖFJÄRDEN B1	MODERATE	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.5743812050016588	23402	0.661571807502488	23402_SE591400-183200
16.0	6	59.24_18.53	9.220465459415847	5.2	2014-06-16	6.1	BJÖRNÖFJÄRDEN B1	MODERATE	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.5743812050016588	23403	0.661571807502488	23403_SE591400-183200
17.0	6	59.24_18.53	9.220465459415847	5.2	2014-06-16	6.1	BJÖRNÖFJÄRDEN B1	MODERATE	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.5743812050016588	23404	0.661571807502488	23404_SE591400-183200
18.0	6	59.24_18.53	9.220465459415847	5.2	2014-06-16	6.1	BJÖRNÖFJÄRDEN B1	MODERATE	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.5743812050016588	23405	0.661571807502488	23405_SE591400-183200
19.0	6	59.24_18.53	9.351707389068416	5.3	2014-06-16	6.1	BJÖRNÖFJÄRDEN B1	MODERATE	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.5681915359563492	23406	0.6522873039345236	23406_SE591400-183200
20.0	6	59.24_18.53	9.351707389068416	5.3	2014-06-16	6.1	BJÖRNÖFJÄRDEN B1	MODERATE	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.5681915359563492	23407	0.6522873039345236	23407_SE591400-183200
21.0	6	59.24_18.53	9.351707389068416	5.3	2014-06-16	6.1	BJÖRNÖFJÄRDEN B1	MODERATE	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.5681915359563492	23408	0.6522873039345236	23408_SE591400-183200
22.0	6	59.24_18.53	9.351707389068416	5.3	2014-06-16	6.1	BJÖRNÖFJÄRDEN B1	MODERATE	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.5681915359563492	23409	0.6522873039345236	23409_SE591400-183200
23.0	6	59.24_18.53	9.351707389068416	5.3	2014-06-16	6.1	BJÖRNÖFJÄRDEN B1	MODERATE	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.5681915359563492	23410	0.6522873039345236	23410_SE591400-183200
0.5	6	59.25_18.52	8.378409895705332	4.5	2014-06-16	5.0	BJÖRNÖFJÄRDEN B2	MODERATE	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.5311812990961399	23411	0.5967719486442097	23411_SE591400-183200
1.0	6	59.25_18.52	8.378409895705332	4.5	2014-06-16	5.0	BJÖRNÖFJÄRDEN B2	MODERATE	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.5311812990961399	23412	0.5967719486442097	23412_SE591400-183200
2.0	6	59.25_18.52	8.378409895705332	4.5	2014-06-16	5.0	BJÖRNÖFJÄRDEN B2	MODERATE	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.5311812990961399	23413	0.5967719486442097	23413_SE591400-183200
3.0	6	59.25_18.52	8.378409895705332	4.5	2014-06-16	5.0	BJÖRNÖFJÄRDEN B2	MODERATE	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.5311812990961399	23414	0.5967719486442097	23414_SE591400-183200
4.0	6	59.25_18.52	8.378409895705332	4.5	2014-06-16	5.0	BJÖRNÖFJÄRDEN B2	MODERATE	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.5311812990961399	23415	0.5967719486442097	23415_SE591400-183200
5.0	6	59.25_18.52	8.378409895705332	4.5	2014-06-16	5.0	BJÖRNÖFJÄRDEN B2	MODERATE	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.5311812990961399	23416	0.5967719486442097	23416_SE591400-183200
6.0	6	59.25_18.52	8.378409895705332	4.5	2014-06-16	5.0	BJÖRNÖFJÄRDEN B2	MODERATE	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.5311812990961399	23417	0.5967719486442097	23417_SE591400-183200
7.0	6	59.25_18.52	8.378409895705332	4.5	2014-06-16	5.0	BJÖRNÖFJÄRDEN B2	MODERATE	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.5311812990961399	23418	0.5967719486442097	23418_SE591400-183200
8.0	6	59.25_18.52	8.491048969970983	4.6	2014-06-16	5.0	BJÖRNÖFJÄRDEN B2	MODERATE	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.5259035970453709	23419	0.5888553955680563	23419_SE591400-183200
9.0	6	59.25_18.52	8.491048969970983	4.6	2014-06-16	5.0	BJÖRNÖFJÄRDEN B2	MODERATE	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.5259035970453709	23420	0.5888553955680563	23420_SE591400-183200
10.0	6	59.25_18.52	8.491048969970983	4.6	2014-06-16	5.0	BJÖRNÖFJÄRDEN B2	MODERATE	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.5259035970453709	23421	0.5888553955680563	23421_SE591400-183200
11.0	6	59.25_18.52	8.491048969970983	4.6	2014-06-16	5.0	BJÖRNÖFJÄRDEN B2	MODERATE	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.5259035970453709	23422	0.5888553955680563	23422_SE591400-183200
12.0	6	59.25_18.52	8.491048969970983	4.6	2014-06-16	5.0	BJÖRNÖFJÄRDEN B2	MODERATE	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.5259035970453709	23423	0.5888553955680563	23423_SE591400-183200
0.5	6	59.23_18.54	8.491048969970983	4.6	2014-06-16	2.8	BJÖRNÖFJÄRDEN B3	POOR	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.3297590215181115	23424	0.3297590215181115	23424_SE591400-183200
1.0	6	59.23_18.54	8.491048969970983	4.6	2014-06-16	2.8	BJÖRNÖFJÄRDEN B3	POOR	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.3297590215181115	23425	0.3297590215181115	23425_SE591400-183200
2.0	6	59.23_18.54	8.491048969970983	4.6	2014-06-16	2.8	BJÖRNÖFJÄRDEN B3	POOR	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.3297590215181115	23426	0.3297590215181115	23426_SE591400-183200
