DEPH	MONTH	POSITION	REFERENCE_VALUE	SALT	SDATE	SECCHI	STATN	STATUS	VISS_EU_CD	WATER_TYPE_AREA	YEAR	global_EQR	index_column	local_EQR	new_index
	8	58.80_17.63	10.0		2016-08-31		B1	BAD	SE584340-174401	14 - Östergötlands yttre kustvatten	2016		46		46_SE584340-174401
	8	58.80_17.63	10.0		2016-08-16		B1	BAD	SE584340-174401	14 - Östergötlands yttre kustvatten	2016		67		67_SE584340-174401
	8	58.80_17.63	10.0		2016-08-03		B1	BAD	SE584340-174401	14 - Östergötlands yttre kustvatten	2016		75		75_SE584340-174401
	7	58.80_17.63	10.0		2016-07-19		B1	BAD	SE584340-174401	14 - Östergötlands yttre kustvatten	2016		95		95_SE584340-174401
	7	58.80_17.63	10.0		2016-07-11		B1	BAD	SE584340-174401	14 - Östergötlands yttre kustvatten	2016		100		100_SE584340-174401
	6	58.80_17.63	10.0		2016-06-21		B1	BAD	SE584340-174401	14 - Östergötlands yttre kustvatten	2016		121		121_SE584340-174401
	6	58.80_17.63	10.0		2016-06-09		B1	BAD	SE584340-174401	14 - Östergötlands yttre kustvatten	2016		135		135_SE584340-174401
	8	58.80_17.63	10.0		2015-08-26		B1	BAD	SE584340-174401	14 - Östergötlands yttre kustvatten	2015		249		249_SE584340-174401
	8	58.80_17.63	10.0		2015-08-11		B1	BAD	SE584340-174401	14 - Östergötlands yttre kustvatten	2015		259		259_SE584340-174401
	7	58.80_17.63	10.0		2015-07-30		B1	BAD	SE584340-174401	14 - Östergötlands yttre kustvatten	2015		301		301_SE584340-174401
	7	58.80_17.63	10.0		2015-07-14		B1	BAD	SE584340-174401	14 - Östergötlands yttre kustvatten	2015		334		334_SE584340-174401
	7	58.80_17.63	10.0		2015-07-01		B1	BAD	SE584340-174401	14 - Östergötlands yttre kustvatten	2015		371		371_SE584340-174401
	6	58.80_17.63	10.0		2015-06-16		B1	BAD	SE584340-174401	14 - Östergötlands yttre kustvatten	2015		374		374_SE584340-174401
	6	58.80_17.63	10.0		2015-06-04		B1	BAD	SE584340-174401	14 - Östergötlands yttre kustvatten	2015		386		386_SE584340-174401
	8	58.80_17.63	10.0		2014-08-26		B1	BAD	SE584340-174401	14 - Östergötlands yttre kustvatten	2014		550		550_SE584340-174401
	8	58.80_17.63	10.0		2014-08-12		B1	BAD	SE584340-174401	14 - Östergötlands yttre kustvatten	2014		568		568_SE584340-174401
	7	58.80_17.63	10.0		2014-07-31		B1	BAD	SE584340-174401	14 - Östergötlands yttre kustvatten	2014		583		583_SE584340-174401
	7	58.80_17.63	10.0		2014-07-17		B1	BAD	SE584340-174401	14 - Östergötlands yttre kustvatten	2014		600		600_SE584340-174401
	7	58.80_17.63	10.0		2014-07-03		B1	BAD	SE584340-174401	14 - Östergötlands yttre kustvatten	2014		621		621_SE584340-174401
	6	58.80_17.63	10.0		2014-06-16		B1	BAD	SE584340-174401	14 - Östergötlands yttre kustvatten	2014		636		636_SE584340-174401
	6	58.80_17.63	10.0		2014-06-03		B1	BAD	SE584340-174401	14 - Östergötlands yttre kustvatten	2014		653		653_SE584340-174401
	8	58.80_17.63	10.0		2013-08-27		B1	BAD	SE584340-174401	14 - Östergötlands yttre kustvatten	2013		913		913_SE584340-174401
	8	58.80_17.63	10.0		2013-08-13		B1	BAD	SE584340-174401	14 - Östergötlands yttre kustvatten	2013		941		941_SE584340-174401
	7	58.80_17.63	10.0		2013-07-30		B1	BAD	SE584340-174401	14 - Östergötlands yttre kustvatten	2013		970		970_SE584340-174401
	7	58.80_17.63	10.0		2013-07-16		B1	BAD	SE584340-174401	14 - Östergötlands yttre kustvatten	2013		996		996_SE584340-174401
	7	58.80_17.63	10.0		2013-07-03		B1	BAD	SE584340-174401	14 - Östergötlands yttre kustvatten	2013		1021		1021_SE584340-174401
	6	58.80_17.63	10.0		2013-06-17		B1	BAD	SE584340-174401	14 - Östergötlands yttre kustvatten	2013		1042		1042_SE584340-174401
	6	58.80_17.63	10.0		2013-06-03		B1	BAD	SE584340-174401	14 - Östergötlands yttre kustvatten	2013		1068		1068_SE584340-174401
0.0	8	58.80_17.63	10.0	6.41	2016-08-31	6.1	B1	MODERATE	SE584340-174401	14 - Östergötlands yttre kustvatten	2016	0.54	7896	0.61	7896_SE584340-174401
5.0	8	58.80_17.63	10.0	6.41	2016-08-31	6.1	B1	MODERATE	SE584340-174401	14 - Östergötlands yttre kustvatten	2016	0.54	7897	0.61	7897_SE584340-174401
10.0	8	58.80_17.63	10.0	6.41	2016-08-31	6.1	B1	MODERATE	SE584340-174401	14 - Östergötlands yttre kustvatten	2016	0.54	7898	0.61	7898_SE584340-174401
15.0	8	58.80_17.63	10.0	6.43	2016-08-31	6.1	B1	MODERATE	SE584340-174401	14 - Östergötlands yttre kustvatten	2016	0.54	7899	0.61	7899_SE584340-174401
20.0	8	58.80_17.63	10.0	6.44	2016-08-31	6.1	B1	MODERATE	SE584340-174401	14 - Östergötlands yttre kustvatten	2016	0.54	7900	0.61	7900_SE584340-174401
25.0	8	58.80_17.63	10.0	6.5	2016-08-31	6.1	B1	MODERATE	SE584340-174401	14 - Östergötlands yttre kustvatten	2016	0.54	7901	0.61	7901_SE584340-174401
30.0	8	58.80_17.63	10.0	6.64	2016-08-31	6.1	B1	MODERATE	SE584340-174401	14 - Östergötlands yttre kustvatten	2016	0.54	7902	0.61	7902_SE584340-174401
35.0	8	58.80_17.63	10.0	7.12	2016-08-31	6.1	B1	MODERATE	SE584340-174401	14 - Östergötlands yttre kustvatten	2016	0.54	7903	0.61	7903_SE584340-174401
40.0	8	58.80_17.63	10.0	7.29	2016-08-31	6.1	B1	MODERATE	SE584340-174401	14 - Östergötlands yttre kustvatten	2016	0.54	7904	0.61	7904_SE584340-174401
0.0	8	58.80_17.63	10.0	6.66	2016-08-16	10.0	B1	HIGH	SE584340-174401	14 - Östergötlands yttre kustvatten	2016	1.0	8004	1.0	8004_SE584340-174401
5.0	8	58.80_17.63	10.0	6.65	2016-08-16	10.0	B1	HIGH	SE584340-174401	14 - Östergötlands yttre kustvatten	2016	1.0	8005	1.0	8005_SE584340-174401
10.0	8	58.80_17.63	10.0	6.66	2016-08-16	10.0	B1	HIGH	SE584340-174401	14 - Östergötlands yttre kustvatten	2016	1.0	8006	1.0	8006_SE584340-174401
15.0	8	58.80_17.63	10.0	7.02	2016-08-16	10.0	B1	HIGH	SE584340-174401	14 - Östergötlands yttre kustvatten	2016	1.0	8007	1.0	8007_SE584340-174401
20.0	8	58.80_17.63	10.0	7.17	2016-08-16	10.0	B1	HIGH	SE584340-174401	14 - Östergötlands yttre kustvatten	2016	1.0	8008	1.0	8008_SE584340-174401
25.0	8	58.80_17.63	10.0	7.28	2016-08-16	10.0	B1	HIGH	SE584340-174401	14 - Östergötlands yttre kustvatten	2016	1.0	8009	1.0	8009_SE584340-174401
30.0	8	58.80_17.63	10.0	7.4	2016-08-16	10.0	B1	HIGH	SE584340-174401	14 - Östergötlands yttre kustvatten	2016	1.0	8010	1.0	8010_SE584340-174401
35.0	8	58.80_17.63	10.0	7.46	2016-08-16	10.0	B1	HIGH	SE584340-174401	14 - Östergötlands yttre kustvatten	2016	1.0	8011	1.0	8011_SE584340-174401
40.0	8	58.80_17.63	10.0	7.47	2016-08-16	10.0	B1	HIGH	SE584340-174401	14 - Östergötlands yttre kustvatten	2016	1.0	8012	1.0	8012_SE584340-174401
0.0	8	58.80_17.63	10.0	6.15	2016-08-03	5.5	B1	MODERATE	SE584340-174401	14 - Östergötlands yttre kustvatten	2016	0.5000000000000001	8230	0.55	8230_SE584340-174401
5.0	8	58.80_17.63	10.0	6.15	2016-08-03	5.5	B1	MODERATE	SE584340-174401	14 - Östergötlands yttre kustvatten	2016	0.5000000000000001	8231	0.55	8231_SE584340-174401
10.0	8	58.80_17.63	10.0	6.38	2016-08-03	5.5	B1	MODERATE	SE584340-174401	14 - Östergötlands yttre kustvatten	2016	0.5000000000000001	8232	0.55	8232_SE584340-174401
15.0	8	58.80_17.63	10.0	6.45	2016-08-03	5.5	B1	MODERATE	SE584340-174401	14 - Östergötlands yttre kustvatten	2016	0.5000000000000001	8233	0.55	8233_SE584340-174401
20.0	8	58.80_17.63	10.0	6.56	2016-08-03	5.5	B1	MODERATE	SE584340-174401	14 - Östergötlands yttre kustvatten	2016	0.5000000000000001	8234	0.55	8234_SE584340-174401
25.0	8	58.80_17.63	10.0	6.83	2016-08-03	5.5	B1	MODERATE	SE584340-174401	14 - Östergötlands yttre kustvatten	2016	0.5000000000000001	8235	0.55	8235_SE584340-174401
30.0	8	58.80_17.63	10.0	6.92	2016-08-03	5.5	B1	MODERATE	SE584340-174401	14 - Östergötlands yttre kustvatten	2016	0.5000000000000001	8236	0.55	8236_SE584340-174401
35.0	8	58.80_17.63	10.0	6.97	2016-08-03	5.5	B1	MODERATE	SE584340-174401	14 - Östergötlands yttre kustvatten	2016	0.5000000000000001	8237	0.55	8237_SE584340-174401
40.0	8	58.80_17.63	10.0	7.15	2016-08-03	5.5	B1	MODERATE	SE584340-174401	14 - Östergötlands yttre kustvatten	2016	0.5000000000000001	8238	0.55	8238_SE584340-174401
0.0	7	58.80_17.63	10.0	6.03	2016-07-19	7.8	B1	GOOD	SE584340-174401	14 - Östergötlands yttre kustvatten	2016	0.7230769230769232	8536	0.78	8536_SE584340-174401
5.0	7	58.80_17.63	10.0	6.04	2016-07-19	7.8	B1	GOOD	SE584340-174401	14 - Östergötlands yttre kustvatten	2016	0.7230769230769232	8537	0.78	8537_SE584340-174401
10.0	7	58.80_17.63	10.0	6.32	2016-07-19	7.8	B1	GOOD	SE584340-174401	14 - Östergötlands yttre kustvatten	2016	0.7230769230769232	8538	0.78	8538_SE584340-174401
15.0	7	58.80_17.63	10.0	6.62	2016-07-19	7.8	B1	GOOD	SE584340-174401	14 - Östergötlands yttre kustvatten	2016	0.7230769230769232	8539	0.78	8539_SE584340-174401
20.0	7	58.80_17.63	10.0	6.82	2016-07-19	7.8	B1	GOOD	SE584340-174401	14 - Östergötlands yttre kustvatten	2016	0.7230769230769232	8540	0.78	8540_SE584340-174401
25.0	7	58.80_17.63	10.0	6.92	2016-07-19	7.8	B1	GOOD	SE584340-174401	14 - Östergötlands yttre kustvatten	2016	0.7230769230769232	8541	0.78	8541_SE584340-174401
30.0	7	58.80_17.63	10.0	7.04	2016-07-19	7.8	B1	GOOD	SE584340-174401	14 - Östergötlands yttre kustvatten	2016	0.7230769230769232	8542	0.78	8542_SE584340-174401
35.0	7	58.80_17.63	10.0	7.16	2016-07-19	7.8	B1	GOOD	SE584340-174401	14 - Östergötlands yttre kustvatten	2016	0.7230769230769232	8543	0.78	8543_SE584340-174401
40.0	7	58.80_17.63	10.0	7.16	2016-07-19	7.8	B1	GOOD	SE584340-174401	14 - Östergötlands yttre kustvatten	2016	0.7230769230769232	8544	0.78	8544_SE584340-174401
0.0	7	58.80_17.63	10.0	5.93	2016-07-11	7.3	B1	GOOD	SE584340-174401	14 - Östergötlands yttre kustvatten	2016	0.6461538461538462	8712	0.73	8712_SE584340-174401
5.0	7	58.80_17.63	10.0	5.93	2016-07-11	7.3	B1	GOOD	SE584340-174401	14 - Östergötlands yttre kustvatten	2016	0.6461538461538462	8713	0.73	8713_SE584340-174401
10.0	7	58.80_17.63	10.0	6.04	2016-07-11	7.3	B1	GOOD	SE584340-174401	14 - Östergötlands yttre kustvatten	2016	0.6461538461538462	8714	0.73	8714_SE584340-174401
15.0	7	58.80_17.63	10.0	6.21	2016-07-11	7.3	B1	GOOD	SE584340-174401	14 - Östergötlands yttre kustvatten	2016	0.6461538461538462	8715	0.73	8715_SE584340-174401
20.0	7	58.80_17.63	10.0	6.34	2016-07-11	7.3	B1	GOOD	SE584340-174401	14 - Östergötlands yttre kustvatten	2016	0.6461538461538462	8716	0.73	8716_SE584340-174401
25.0	7	58.80_17.63	10.0	6.48	2016-07-11	7.3	B1	GOOD	SE584340-174401	14 - Östergötlands yttre kustvatten	2016	0.6461538461538462	8717	0.73	8717_SE584340-174401
30.0	7	58.80_17.63	10.0	6.86	2016-07-11	7.3	B1	GOOD	SE584340-174401	14 - Östergötlands yttre kustvatten	2016	0.6461538461538462	8718	0.73	8718_SE584340-174401
35.0	7	58.80_17.63	10.0	7.07	2016-07-11	7.3	B1	GOOD	SE584340-174401	14 - Östergötlands yttre kustvatten	2016	0.6461538461538462	8719	0.73	8719_SE584340-174401
40.0	7	58.80_17.63	10.0	7.1	2016-07-11	7.3	B1	GOOD	SE584340-174401	14 - Östergötlands yttre kustvatten	2016	0.6461538461538462	8720	0.73	8720_SE584340-174401
0.0	6	58.80_17.63	10.0	5.82	2016-06-21	4.3	B1	MODERATE	SE584340-174401	14 - Östergötlands yttre kustvatten	2016	0.42	9012	0.43	9012_SE584340-174401
5.0	6	58.80_17.63	10.0	5.82	2016-06-21	4.3	B1	MODERATE	SE584340-174401	14 - Östergötlands yttre kustvatten	2016	0.42	9013	0.43	9013_SE584340-174401
10.0	6	58.80_17.63	10.0	5.8	2016-06-21	4.3	B1	MODERATE	SE584340-174401	14 - Östergötlands yttre kustvatten	2016	0.42	9014	0.43	9014_SE584340-174401
15.0	6	58.80_17.63	10.0	5.74	2016-06-21	4.3	B1	MODERATE	SE584340-174401	14 - Östergötlands yttre kustvatten	2016	0.42	9015	0.43	9015_SE584340-174401
20.0	6	58.80_17.63	10.0	5.85	2016-06-21	4.3	B1	MODERATE	SE584340-174401	14 - Östergötlands yttre kustvatten	2016	0.42	9016	0.43	9016_SE584340-174401
25.0	6	58.80_17.63	10.0	5.94	2016-06-21	4.3	B1	MODERATE	SE584340-174401	14 - Östergötlands yttre kustvatten	2016	0.42	9017	0.43	9017_SE584340-174401
30.0	6	58.80_17.63	10.0	5.99	2016-06-21	4.3	B1	MODERATE	SE584340-174401	14 - Östergötlands yttre kustvatten	2016	0.42	9018	0.43	9018_SE584340-174401
35.0	6	58.80_17.63	10.0	6.12	2016-06-21	4.3	B1	MODERATE	SE584340-174401	14 - Östergötlands yttre kustvatten	2016	0.42	9019	0.43	9019_SE584340-174401
40.0	6	58.80_17.63	10.0	6.31	2016-06-21	4.3	B1	MODERATE	SE584340-174401	14 - Östergötlands yttre kustvatten	2016	0.42	9020	0.43	9020_SE584340-174401
0.0	6	58.80_17.63	10.0	5.87	2016-06-09	3.6	B1	POOR	SE584340-174401	14 - Östergötlands yttre kustvatten	2016	0.36	9176	0.36	9176_SE584340-174401
5.0	6	58.80_17.63	10.0	5.84	2016-06-09	3.6	B1	POOR	SE584340-174401	14 - Östergötlands yttre kustvatten	2016	0.36	9177	0.36	9177_SE584340-174401
10.0	6	58.80_17.63	10.0	5.83	2016-06-09	3.6	B1	POOR	SE584340-174401	14 - Östergötlands yttre kustvatten	2016	0.36	9178	0.36	9178_SE584340-174401
15.0	6	58.80_17.63	10.0	5.83	2016-06-09	3.6	B1	POOR	SE584340-174401	14 - Östergötlands yttre kustvatten	2016	0.36	9179	0.36	9179_SE584340-174401
20.0	6	58.80_17.63	10.0	5.91	2016-06-09	3.6	B1	POOR	SE584340-174401	14 - Östergötlands yttre kustvatten	2016	0.36	9180	0.36	9180_SE584340-174401
25.0	6	58.80_17.63	10.0	5.99	2016-06-09	3.6	B1	POOR	SE584340-174401	14 - Östergötlands yttre kustvatten	2016	0.36	9181	0.36	9181_SE584340-174401
30.0	6	58.80_17.63	10.0	6.11	2016-06-09	3.6	B1	POOR	SE584340-174401	14 - Östergötlands yttre kustvatten	2016	0.36	9182	0.36	9182_SE584340-174401
35.0	6	58.80_17.63	10.0	6.15	2016-06-09	3.6	B1	POOR	SE584340-174401	14 - Östergötlands yttre kustvatten	2016	0.36	9183	0.36	9183_SE584340-174401
40.0	6	58.80_17.63	10.0	6.4	2016-06-09	3.6	B1	POOR	SE584340-174401	14 - Östergötlands yttre kustvatten	2016	0.36	9184	0.36	9184_SE584340-174401
0.0	8	58.80_17.62	10.0	5.789	2015-08-26	6.0	B1	MODERATE	SE584340-174401	14 - Östergötlands yttre kustvatten	2015	0.5333333333333333	12826	0.6	12826_SE584340-174401
5.0	8	58.80_17.62	10.0	5.798	2015-08-26	6.0	B1	MODERATE	SE584340-174401	14 - Östergötlands yttre kustvatten	2015	0.5333333333333333	12827	0.6	12827_SE584340-174401
10.0	8	58.80_17.62	10.0	5.802	2015-08-26	6.0	B1	MODERATE	SE584340-174401	14 - Östergötlands yttre kustvatten	2015	0.5333333333333333	12828	0.6	12828_SE584340-174401
15.0	8	58.80_17.62	10.0	5.81	2015-08-26	6.0	B1	MODERATE	SE584340-174401	14 - Östergötlands yttre kustvatten	2015	0.5333333333333333	12829	0.6	12829_SE584340-174401
20.0	8	58.80_17.62	10.0	5.838	2015-08-26	6.0	B1	MODERATE	SE584340-174401	14 - Östergötlands yttre kustvatten	2015	0.5333333333333333	12830	0.6	12830_SE584340-174401
25.0	8	58.80_17.62	10.0	6.01	2015-08-26	6.0	B1	MODERATE	SE584340-174401	14 - Östergötlands yttre kustvatten	2015	0.5333333333333333	12831	0.6	12831_SE584340-174401
30.0	8	58.80_17.62	10.0	6.185	2015-08-26	6.0	B1	MODERATE	SE584340-174401	14 - Östergötlands yttre kustvatten	2015	0.5333333333333333	12832	0.6	12832_SE584340-174401
35.0	8	58.80_17.62	10.0	6.455	2015-08-26	6.0	B1	MODERATE	SE584340-174401	14 - Östergötlands yttre kustvatten	2015	0.5333333333333333	12833	0.6	12833_SE584340-174401
40.0	8	58.80_17.62	10.0	6.746	2015-08-26	6.0	B1	MODERATE	SE584340-174401	14 - Östergötlands yttre kustvatten	2015	0.5333333333333333	12834	0.6	12834_SE584340-174401
0.0	8	58.80_17.62	10.0	6.153	2015-08-11	5.3	B1	MODERATE	SE584340-174401	14 - Östergötlands yttre kustvatten	2015	0.4866666666666667	13454	0.53	13454_SE584340-174401
5.0	8	58.80_17.62	10.0	6.159	2015-08-11	5.3	B1	MODERATE	SE584340-174401	14 - Östergötlands yttre kustvatten	2015	0.4866666666666667	13455	0.53	13455_SE584340-174401
10.0	8	58.80_17.62	10.0	5.934	2015-08-11	5.3	B1	MODERATE	SE584340-174401	14 - Östergötlands yttre kustvatten	2015	0.4866666666666667	13456	0.53	13456_SE584340-174401
15.0	8	58.80_17.62	10.0	6.003	2015-08-11	5.3	B1	MODERATE	SE584340-174401	14 - Östergötlands yttre kustvatten	2015	0.4866666666666667	13457	0.53	13457_SE584340-174401
20.0	8	58.80_17.62	10.0	6.167	2015-08-11	5.3	B1	MODERATE	SE584340-174401	14 - Östergötlands yttre kustvatten	2015	0.4866666666666667	13458	0.53	13458_SE584340-174401
25.0	8	58.80_17.62	10.0	6.375	2015-08-11	5.3	B1	MODERATE	SE584340-174401	14 - Östergötlands yttre kustvatten	2015	0.4866666666666667	13459	0.53	13459_SE584340-174401
30.0	8	58.80_17.62	10.0	6.551	2015-08-11	5.3	B1	MODERATE	SE584340-174401	14 - Östergötlands yttre kustvatten	2015	0.4866666666666667	13460	0.53	13460_SE584340-174401
35.0	8	58.80_17.62	10.0	6.703	2015-08-11	5.3	B1	MODERATE	SE584340-174401	14 - Östergötlands yttre kustvatten	2015	0.4866666666666667	13461	0.53	13461_SE584340-174401
40.0	8	58.80_17.62	10.0	6.776	2015-08-11	5.3	B1	MODERATE	SE584340-174401	14 - Östergötlands yttre kustvatten	2015	0.4866666666666667	13462	0.53	13462_SE584340-174401
0.0	7	58.80_17.62	10.0	6.224	2015-07-30	7.1	B1	GOOD	SE584340-174401	14 - Östergötlands yttre kustvatten	2015	0.6153846153846154	13939	0.71	13939_SE584340-174401
5.0	7	58.80_17.62	10.0	6.21	2015-07-30	7.1	B1	GOOD	SE584340-174401	14 - Östergötlands yttre kustvatten	2015	0.6153846153846154	13940	0.71	13940_SE584340-174401
10.0	7	58.80_17.62	10.0	6.214	2015-07-30	7.1	B1	GOOD	SE584340-174401	14 - Östergötlands yttre kustvatten	2015	0.6153846153846154	13941	0.71	13941_SE584340-174401
15.0	7	58.80_17.62	10.0	6.333	2015-07-30	7.1	B1	GOOD	SE584340-174401	14 - Östergötlands yttre kustvatten	2015	0.6153846153846154	13942	0.71	13942_SE584340-174401
20.0	7	58.80_17.62	10.0	6.455	2015-07-30	7.1	B1	GOOD	SE584340-174401	14 - Östergötlands yttre kustvatten	2015	0.6153846153846154	13943	0.71	13943_SE584340-174401
25.0	7	58.80_17.62	10.0	6.506	2015-07-30	7.1	B1	GOOD	SE584340-174401	14 - Östergötlands yttre kustvatten	2015	0.6153846153846154	13944	0.71	13944_SE584340-174401
30.0	7	58.80_17.62	10.0	6.626	2015-07-30	7.1	B1	GOOD	SE584340-174401	14 - Östergötlands yttre kustvatten	2015	0.6153846153846154	13945	0.71	13945_SE584340-174401
35.0	7	58.80_17.62	10.0	6.712	2015-07-30	7.1	B1	GOOD	SE584340-174401	14 - Östergötlands yttre kustvatten	2015	0.6153846153846154	13946	0.71	13946_SE584340-174401
40.0	7	58.80_17.62	10.0	6.758	2015-07-30	7.1	B1	GOOD	SE584340-174401	14 - Östergötlands yttre kustvatten	2015	0.6153846153846154	13947	0.71	13947_SE584340-174401
0.0	7	58.80_17.62	10.0	6.274	2015-07-14	5.55	B1	MODERATE	SE584340-174401	14 - Östergötlands yttre kustvatten	2015	0.5033333333333333	14342	0.5549999999999999	14342_SE584340-174401
5.0	7	58.80_17.62	10.0	6.27	2015-07-14	5.55	B1	MODERATE	SE584340-174401	14 - Östergötlands yttre kustvatten	2015	0.5033333333333333	14343	0.5549999999999999	14343_SE584340-174401
10.0	7	58.80_17.62	10.0	6.286	2015-07-14	5.55	B1	MODERATE	SE584340-174401	14 - Östergötlands yttre kustvatten	2015	0.5033333333333333	14344	0.5549999999999999	14344_SE584340-174401
15.0	7	58.80_17.62	10.0	6.423	2015-07-14	5.55	B1	MODERATE	SE584340-174401	14 - Östergötlands yttre kustvatten	2015	0.5033333333333333	14345	0.5549999999999999	14345_SE584340-174401
20.0	7	58.80_17.62	10.0	6.459	2015-07-14	5.55	B1	MODERATE	SE584340-174401	14 - Östergötlands yttre kustvatten	2015	0.5033333333333333	14346	0.5549999999999999	14346_SE584340-174401
25.0	7	58.80_17.62	10.0	6.574	2015-07-14	5.55	B1	MODERATE	SE584340-174401	14 - Östergötlands yttre kustvatten	2015	0.5033333333333333	14347	0.5549999999999999	14347_SE584340-174401
30.0	7	58.80_17.62	10.0	6.668	2015-07-14	5.55	B1	MODERATE	SE584340-174401	14 - Östergötlands yttre kustvatten	2015	0.5033333333333333	14348	0.5549999999999999	14348_SE584340-174401
35.0	7	58.80_17.62	10.0	6.756	2015-07-14	5.55	B1	MODERATE	SE584340-174401	14 - Östergötlands yttre kustvatten	2015	0.5033333333333333	14349	0.5549999999999999	14349_SE584340-174401
40.0	7	58.80_17.62	10.0	6.844	2015-07-14	5.55	B1	MODERATE	SE584340-174401	14 - Östergötlands yttre kustvatten	2015	0.5033333333333333	14350	0.5549999999999999	14350_SE584340-174401
0.0	7	58.80_17.62	10.0	6.203	2015-07-01	7.65	B1	GOOD	SE584340-174401	14 - Östergötlands yttre kustvatten	2015	0.7000000000000001	14989	0.765	14989_SE584340-174401
5.0	7	58.80_17.62	10.0	6.21	2015-07-01	7.65	B1	GOOD	SE584340-174401	14 - Östergötlands yttre kustvatten	2015	0.7000000000000001	14990	0.765	14990_SE584340-174401
10.0	7	58.80_17.62	10.0	6.188	2015-07-01	7.65	B1	GOOD	SE584340-174401	14 - Östergötlands yttre kustvatten	2015	0.7000000000000001	14991	0.765	14991_SE584340-174401
15.0	7	58.80_17.62	10.0	6.287	2015-07-01	7.65	B1	GOOD	SE584340-174401	14 - Östergötlands yttre kustvatten	2015	0.7000000000000001	14992	0.765	14992_SE584340-174401
20.0	7	58.80_17.62	10.0	6.415	2015-07-01	7.65	B1	GOOD	SE584340-174401	14 - Östergötlands yttre kustvatten	2015	0.7000000000000001	14993	0.765	14993_SE584340-174401
25.0	7	58.80_17.62	10.0	6.623	2015-07-01	7.65	B1	GOOD	SE584340-174401	14 - Östergötlands yttre kustvatten	2015	0.7000000000000001	14994	0.765	14994_SE584340-174401
30.0	7	58.80_17.62	10.0	6.723	2015-07-01	7.65	B1	GOOD	SE584340-174401	14 - Östergötlands yttre kustvatten	2015	0.7000000000000001	14995	0.765	14995_SE584340-174401
35.0	7	58.80_17.62	10.0	6.911	2015-07-01	7.65	B1	GOOD	SE584340-174401	14 - Östergötlands yttre kustvatten	2015	0.7000000000000001	14996	0.765	14996_SE584340-174401
40.0	7	58.80_17.62	10.0	6.97	2015-07-01	7.65	B1	GOOD	SE584340-174401	14 - Östergötlands yttre kustvatten	2015	0.7000000000000001	14997	0.765	14997_SE584340-174401
0.0	6	58.80_17.62	10.0	6.578	2015-06-16	9.55	B1	HIGH	SE584340-174401	14 - Östergötlands yttre kustvatten	2015	0.947058823529412	15161	0.9550000000000001	15161_SE584340-174401
5.0	6	58.80_17.62	10.0	6.578	2015-06-16	9.55	B1	HIGH	SE584340-174401	14 - Östergötlands yttre kustvatten	2015	0.947058823529412	15162	0.9550000000000001	15162_SE584340-174401
10.0	6	58.80_17.62	10.0	6.575	2015-06-16	9.55	B1	HIGH	SE584340-174401	14 - Östergötlands yttre kustvatten	2015	0.947058823529412	15163	0.9550000000000001	15163_SE584340-174401
15.0	6	58.80_17.62	10.0	6.818	2015-06-16	9.55	B1	HIGH	SE584340-174401	14 - Östergötlands yttre kustvatten	2015	0.947058823529412	15164	0.9550000000000001	15164_SE584340-174401
20.0	6	58.80_17.62	10.0	6.878	2015-06-16	9.55	B1	HIGH	SE584340-174401	14 - Östergötlands yttre kustvatten	2015	0.947058823529412	15165	0.9550000000000001	15165_SE584340-174401
25.0	6	58.80_17.62	10.0	6.98	2015-06-16	9.55	B1	HIGH	SE584340-174401	14 - Östergötlands yttre kustvatten	2015	0.947058823529412	15166	0.9550000000000001	15166_SE584340-174401
30.0	6	58.80_17.62	10.0	7.001	2015-06-16	9.55	B1	HIGH	SE584340-174401	14 - Östergötlands yttre kustvatten	2015	0.947058823529412	15167	0.9550000000000001	15167_SE584340-174401
35.0	6	58.80_17.62	10.0	7.007	2015-06-16	9.55	B1	HIGH	SE584340-174401	14 - Östergötlands yttre kustvatten	2015	0.947058823529412	15168	0.9550000000000001	15168_SE584340-174401
40.0	6	58.80_17.62	10.0	7.016	2015-06-16	9.55	B1	HIGH	SE584340-174401	14 - Östergötlands yttre kustvatten	2015	0.947058823529412	15169	0.9550000000000001	15169_SE584340-174401
0.0	6	58.80_17.62	10.0	6.399	2015-06-04	7.15	B1	GOOD	SE584340-174401	14 - Östergötlands yttre kustvatten	2015	0.6230769230769232	15677	0.7150000000000001	15677_SE584340-174401
5.0	6	58.80_17.62	10.0	6.401	2015-06-04	7.15	B1	GOOD	SE584340-174401	14 - Östergötlands yttre kustvatten	2015	0.6230769230769232	15678	0.7150000000000001	15678_SE584340-174401
10.0	6	58.80_17.62	10.0	6.431	2015-06-04	7.15	B1	GOOD	SE584340-174401	14 - Östergötlands yttre kustvatten	2015	0.6230769230769232	15679	0.7150000000000001	15679_SE584340-174401
15.0	6	58.80_17.62	10.0	6.555	2015-06-04	7.15	B1	GOOD	SE584340-174401	14 - Östergötlands yttre kustvatten	2015	0.6230769230769232	15680	0.7150000000000001	15680_SE584340-174401
20.0	6	58.80_17.62	10.0	6.663	2015-06-04	7.15	B1	GOOD	SE584340-174401	14 - Östergötlands yttre kustvatten	2015	0.6230769230769232	15681	0.7150000000000001	15681_SE584340-174401
25.0	6	58.80_17.62	10.0	6.768	2015-06-04	7.15	B1	GOOD	SE584340-174401	14 - Östergötlands yttre kustvatten	2015	0.6230769230769232	15682	0.7150000000000001	15682_SE584340-174401
