BIOV_CONC_ALL	POSITION_count	SALT	STATUS	VISS_EU_CD	WATER_TYPE_AREA	YEAR	global_EQR	index_column	local_EQR	new_index
0.45966259197000003	5		GOOD	SE631646-185280	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2015	0.6792683116973748	0	0.5332317272822436	0_SE631646-185280
0.7037470315444446	3		MODERATE	SE631646-185280	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2016	0.47993043130570656	1	0.3239269528709919	1_SE631646-185280
0.5663603990933334	1		BAD	SE583730-164501	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2013		0		0_SE583730-164501
0.7286399553666666	1		BAD	SE583730-164501	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014		1		1_SE583730-164501
1.3348864974666668	1		BAD	SE582705-163350	13 - Östergötlands inre kustvatten	2013		0		0_SE582705-163350
1.1046746710333333	1		BAD	SE582705-163350	13 - Östergötlands inre kustvatten	2014		1		1_SE582705-163350
0.4244232909166667	1		BAD	SE582050-165820	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2013		0		0_SE582050-165820
0.4511253500666666	1		BAD	SE582050-165820	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2014		1		1_SE582050-165820
0.6273195850333333	1		HIGH	SE582147-111771	01n - Västkustens inre kustvatten	2015	0.9627778660267827	0	0.9385834789441915	0_SE582147-111771
0.6980753999333333	1		HIGH	SE582147-111771	01n - Västkustens inre kustvatten	2016	0.9542531540477235	1	0.9245177041787437	1_SE582147-111771
1.7196783281333332	1		HIGH	SE582147-111771	01n - Västkustens inre kustvatten	2017	0.8329312788512904	2	0.7243366101046291	2_SE582147-111771
2.5854018963333334	1		HIGH	SE580688-114860	02 - Västkustens fjordar	2013	0.8349916280867667	0	0.7359866049388267	0_SE580688-114860
1.0886569926666667	1		HIGH	SE580688-114860	02 - Västkustens fjordar	2015	0.9312804207211327	1	0.8900486731538123	1_SE580688-114860
1.051811016	1		HIGH	SE580688-114860	02 - Västkustens fjordar	2016	1.0	2	1.0	2_SE580688-114860
2.385539727416667	1		HIGH	SE580688-114860	02 - Västkustens fjordar	2017	0.8388994495736831	3	0.7422391193178929	3_SE580688-114860
0.7182775048	1		HIGH	SE575500-113750	01n - Västkustens inre kustvatten	2015	0.9177823264190774	0	0.8643408385914776	0_SE575500-113750
2.054995460566667	1		GOOD	SE575500-113750	01n - Västkustens inre kustvatten	2016	0.6317061920080236	1	0.5437796440060177	1_SE575500-113750
5.526957455633333	1		HIGH	SE575500-113750	01n - Västkustens inre kustvatten	2017	0.8081297438798549	2	0.6834140774017605	2_SE575500-113750
0.28794115336	5		HIGH	SE625900-174360	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2015	0.8634771621150078	0	0.7679111755955133	0_SE625900-174360
0.4424883969444444	9		GOOD	SE630383-183500	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2015	0.6616261736846604	0	0.5147074823688934	0_SE630383-183500
0.34143654176666666	1		GOOD	SE633550-200700	21 - Norra Kvarkens yttre kustvatten	2014	0.6721431459619673	0	0.4449288313657706	0_SE633550-200700
871.2508880969999	1		BAD	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2013		0		0_SE591400-183200
1.581646091394	1		BAD	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014		1		1_SE591400-183200
1.0661443320142856	1		BAD	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015		2		2_SE591400-183200
3065.9878697024	1		BAD	SE592040-184000	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2013		0		0_SE592040-184000
8.11491396822	1		BAD	SE592040-184000	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014		1		1_SE592040-184000
2.3030746611428574	1		BAD	SE592040-184000	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015		2		2_SE592040-184000
0.7831322645	1		MODERATE	SE600740-183460	16 - Södra Bottenhavet. Inre kustvatten	2013	0.4268132734337843	0	0.26815393710547347	0_SE600740-183460
0.6239527192	1		MODERATE	SE600740-183460	16 - Södra Bottenhavet. Inre kustvatten	2014	0.491965679202426	1	0.3365639631625473	1_SE600740-183460
0.3832102188	1		GOOD	SE600740-183460	16 - Södra Bottenhavet. Inre kustvatten	2015	0.6933353217920875	2	0.5480020878816919	2_SE600740-183460
0.7723074091	1		MODERATE	SE600740-183460	16 - Södra Bottenhavet. Inre kustvatten	2016	0.43039280981787786	3	0.27191245030877176	3_SE600740-183460
0.4936866726	1		MODERATE	SE601070-182870	16 - Södra Bottenhavet. Inre kustvatten	2014	0.5872453786424343	0	0.43660764757455606	0_SE601070-182870
0.28535399175	1		HIGH	SE601070-182870	16 - Södra Bottenhavet. Inre kustvatten	2015	0.8706953269940112	1	0.7801820558898189	1_SE601070-182870
0.27110630064999997	1		HIGH	SE601070-182870	16 - Södra Bottenhavet. Inre kustvatten	2016	0.8682871288666837	2	0.7760881190733623	2_SE601070-182870
1.22044006225	2		POOR	SE656620-222480	22 - Norra Bottenviken. Inre kustvatten	2013	0.2774611922114866	0	0.14196895376918925	0_SE656620-222480
3.04072945875	2		BAD	SE656300-222750	22 - Norra Bottenviken. Inre kustvatten	2013	0.1349224382337347	0	0.05396897529349388	0_SE656300-222750
0.76561449079	3		POOR	SE655120-220380	22 - Norra Bottenviken. Inre kustvatten	2013	0.38272221561102376	0	0.22617777248881896	0_SE655120-220380
0.3337998815666667	3		GOOD	SE655180-218660	22 - Norra Bottenviken. Inre kustvatten	2013	0.6523353104671233	0	0.48495207599047957	0_SE655180-218660
0.7528713654499999	2		POOR	SE636150-199220	20 - Norra Kvarkens inre kustvatten	2013	0.3947557091791773	0	0.23580456734334182	0_SE636150-199220
0.460005923325	2		GOOD	SE635040-204196	20 - Norra Kvarkens inre kustvatten	2013	0.6254997369342812	0	0.4567747237809953	0_SE635040-204196
7.126701599333333	1		BAD	SE637070-204260	20 - Norra Kvarkens inre kustvatten	2013	0.1651370748101681	0	0.06605482992406723	0_SE637070-204260
1.0741987611500001	1		POOR	SE636910-204040	20 - Norra Kvarkens inre kustvatten	2013	0.33057131971657083	0	0.18445705577325663	0_SE636910-204040
0.2907648933	1		HIGH	SE602120-181610	16 - Södra Bottenhavet. Inre kustvatten	2013	0.8366076446660698	0	0.7222329959323187	0_SE602120-181610
0.2079753868	1		HIGH	SE602120-181610	16 - Södra Bottenhavet. Inre kustvatten	2014	1.0	1	1.0	1_SE602120-181610
0.2060044072	1		HIGH	SE602120-181610	16 - Södra Bottenhavet. Inre kustvatten	2015	1.0	2	1.0	2_SE602120-181610
0.0955874852	1		HIGH	SE602120-181610	16 - Södra Bottenhavet. Inre kustvatten	2016	1.0	3	1.0	3_SE602120-181610
1.5367690516666668	1		HIGH	SE582000-115270	02 - Västkustens fjordar	2013	0.8783880920322248	0	0.8054209472515595	0_SE582000-115270
0.901478764	1		HIGH	SE575700-114240	02 - Västkustens fjordar	2013	0.980408294658468	0	0.9686532714535488	0_SE575700-114240
0.59687629864	1		HIGH	SE581740-114820	02 - Västkustens fjordar	2013	1.0	0	1.0	0_SE581740-114820
1.0985353165	1		HIGH	SE581740-114820	02 - Västkustens fjordar	2014	0.9537635519283038	1	0.926021683085286	1_SE581740-114820
0.5647546837666667	1		HIGH	SE581740-114820	02 - Västkustens fjordar	2015	1.0	2	1.0	2_SE581740-114820
0.39905821857333335	1		HIGH	SE581740-114820	02 - Västkustens fjordar	2016	1.0	3	1.0	3_SE581740-114820
6.353302925823332	1		HIGH	SE581740-114820	02 - Västkustens fjordar	2017	0.8073313794049168	4	0.6917302070478669	4_SE581740-114820
0.44668828063333327	1		HIGH	SE563330-124600	05 - Södra Hallands och norra Öresunds kustvatten	2013	0.9894438219907622	0	0.9778320261806006	0_SE563330-124600
3.434845005033333	1		HIGH	SE563330-124600	05 - Södra Hallands och norra Öresunds kustvatten	2014	0.8531224976111021	1	0.6915572449833144	1_SE563330-124600
1.040136711625	1		HIGH	SE563330-124600	05 - Södra Hallands och norra Öresunds kustvatten	2015	0.8641021811381278	2	0.7146145803900681	2_SE563330-124600
3.8709717257000005	1		GOOD	SE563330-124600	05 - Södra Hallands och norra Öresunds kustvatten	2016	0.7241475912505483	3	0.48518448906318534	3_SE563330-124600
0.4859757029	3		MODERATE	SE654860-219880	22 - Norra Bottenviken. Inre kustvatten	2013	0.5514252205725876	0	0.3838539595439581	0_SE654860-219880
0.7651075915666666	1		HIGH	SE575340-113000	03 - Västkustens yttre kustvatten. Skagerrak	2013	0.9018348950691455	0	0.83802757686409	0_SE575340-113000
1.3750861708666668	1		GOOD	SE575340-113000	03 - Västkustens yttre kustvatten. Skagerrak	2014	0.7992359616128613	1	0.669426971209646	1_SE575340-113000
2.097932811	1		GOOD	SE575340-113000	03 - Västkustens yttre kustvatten. Skagerrak	2015	0.6058595093123318	2	0.5243946319842488	2_SE575340-113000
2.109938158433333	1		GOOD	SE575340-113000	03 - Västkustens yttre kustvatten. Skagerrak	2016	0.6178182810093262	3	0.5333637107569947	3_SE575340-113000
2.8369069559333333	1		HIGH	SE575340-113000	03 - Västkustens yttre kustvatten. Skagerrak	2017	0.8187552804219431	4	0.7009462126962062	4_SE575340-113000
0.44090357303	1		HIGH	SE582000-112350	01n - Västkustens inre kustvatten	2013	0.9831762598356125	0	0.9722408287287605	0_SE582000-112350
1.7760937696666665	1		HIGH	SE582000-112350	01n - Västkustens inre kustvatten	2014	0.8325807209398606	1	0.72375818955077	1_SE582000-112350
0.5483252559833334	1		HIGH	SE582000-112350	01n - Västkustens inre kustvatten	2015	0.9415293251348483	2	0.9035233864724996	2_SE582000-112350
0.5216646800333333	1		HIGH	SE582000-112350	01n - Västkustens inre kustvatten	2016	1.0	3	1.0	3_SE582000-112350
0.8017951834333333	1		HIGH	SE582000-112350	01n - Västkustens inre kustvatten	2017	0.8701601457804077	4	0.7857642405376727	4_SE582000-112350
0.5027196946333333	1		HIGH	SE581260-113220	02 - Västkustens fjordar	2013	1.0	0	1.0	0_SE581260-113220
1.7966738312766664	1		HIGH	SE581260-113220	02 - Västkustens fjordar	2014	0.8103174044216347	1	0.6965078470746154	1_SE581260-113220
0.49262829469999997	1		HIGH	SE581260-113220	02 - Västkustens fjordar	2015	1.0	2	1.0	2_SE581260-113220
0.41360031749666665	1		HIGH	SE581260-113220	02 - Västkustens fjordar	2016	1.0	3	1.0	3_SE581260-113220
0.8992228901	1		HIGH	SE581260-113220	02 - Västkustens fjordar	2017	0.9895153712114905	4	0.9832245939383847	4_SE581260-113220
0.38838135293166665	1		HIGH	SE574000-114230	01s - Västkustens inre kustvatten	2013	1.0	0	1.0	0_SE574000-114230
1.0446112536666667	1		HIGH	SE574000-114230	01s - Västkustens inre kustvatten	2014	0.8640856363307522	1	0.7893327363126658	1_SE574000-114230
0.825876964	1		HIGH	SE574000-114230	01s - Västkustens inre kustvatten	2015	0.9577641392844134	2	0.9345344158908406	2_SE574000-114230
2.6981404194999996	1		GOOD	SE574000-114230	01s - Västkustens inre kustvatten	2016	0.6263147303555437	3	0.551051784284435	3_SE574000-114230
1.73587127121	1		HIGH	SE574000-114230	01s - Västkustens inre kustvatten	2017	0.830815334294241	4	0.7377637681560735	4_SE574000-114230
0.34914028555999993	1		HIGH	SE585100-110600	03 - Västkustens yttre kustvatten. Skagerrak	2013	1.0	0	1.0	0_SE585100-110600
2.884642657	1		HIGH	SE585100-110600	03 - Västkustens yttre kustvatten. Skagerrak	2014	0.8180144964342753	1	0.6997239191165541	1_SE585100-110600
0.7162189415666668	1		HIGH	SE585100-110600	03 - Västkustens yttre kustvatten. Skagerrak	2015	0.9344095080462963	2	0.8917756882763888	2_SE585100-110600
1.0599169074333334	1		HIGH	SE585100-110600	03 - Västkustens yttre kustvatten. Skagerrak	2016	0.8739941826229345	3	0.7920904013278419	3_SE585100-110600
0.7776607826333333	1		HIGH	SE585100-110600	03 - Västkustens yttre kustvatten. Skagerrak	2017	0.8975466102166353	4	0.8309519068574481	4_SE585100-110600
0.5111101661333334	1		HIGH	SE570000-120701	04 - Västkustens yttre kustvatten. Kattegatt	2013	0.8942955874219617	0	0.8255877192462368	0_SE570000-120701
2.2270030543333332	1		GOOD	SE570000-120701	04 - Västkustens yttre kustvatten. Kattegatt	2014	0.7038414117630276	1	0.5642255529393304	1_SE570000-120701
0.9620687658000001	1		HIGH	SE570000-120701	04 - Västkustens yttre kustvatten. Kattegatt	2015	0.8094185744491125	2	0.6855406478410356	2_SE570000-120701
0.36840943026666667	1		HIGH	SE570000-120701	04 - Västkustens yttre kustvatten. Kattegatt	2016	0.9299335074030276	3	0.8843902872149955	3_SE570000-120701
1.1919360033333333	1		BAD	SE659024-162417	24 - Stockholms inre skärgård och Hallsfjärden	2014		0		0_SE659024-162417
0.9086944396666667	1		BAD	SE659024-162417	24 - Stockholms inre skärgård och Hallsfjärden	2015		1		1_SE659024-162417
4.728654871833333	1		BAD	SE659024-162417	24 - Stockholms inre skärgård och Hallsfjärden	2016		2		2_SE659024-162417
2.2224692999999998	1		BAD	SE659024-162417	24 - Stockholms inre skärgård och Hallsfjärden	2017		3		3_SE659024-162417
0.67068625717	1		BAD	SE583926-161744	13 - Östergötlands inre kustvatten	2013		0		0_SE583926-161744
0.5014880051033334	1		BAD	SE582460-164500	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2013		0		0_SE582460-164500
0.38858692476	1		BAD	SE580000-164060	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2013		0		0_SE580000-164060
0.805154779	1		MODERATE	SE603190-174000	16 - Södra Bottenhavet. Inre kustvatten	2013	0.41982801612714166	0	0.2608194169334987	0_SE603190-174000
0.3854660793	1		GOOD	SE603190-174000	16 - Södra Bottenhavet. Inre kustvatten	2014	0.6902809704858287	1	0.5447950190101202	1_SE603190-174000
0.8340414717	1		MODERATE	SE603190-174000	16 - Södra Bottenhavet. Inre kustvatten	2015	0.4112248007363856	2	0.2517860407732049	2_SE603190-174000
1.0917856794	1		POOR	SE603190-174000	16 - Södra Bottenhavet. Inre kustvatten	2016	0.34043180356080427	3	0.19234544284864338	3_SE603190-174000
8.408297086	4		BAD	SE594670-185500	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014		0		0_SE594670-185500
3.46039619525	4		BAD	SE594670-185500	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015		1		1_SE594670-185500
0.752719163	1		BAD	SE594800-190220	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014		0		0_SE594800-190220
2.1110023129	1		BAD	SE594800-190220	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015		1		1_SE594800-190220
0.753868141	1		MODERATE	SE601000-183510	16 - Södra Bottenhavet. Inre kustvatten	2014	0.43672695601702427	0	0.2785633038178755	0_SE601000-183510
0.8984236229	1		POOR	SE601000-183510	16 - Södra Bottenhavet. Inre kustvatten	2015	0.39217842597758346	1	0.23374274078206675	1_SE601000-183510
2.390460272	1		POOR	SE600565-184600	16 - Södra Bottenhavet. Inre kustvatten	2014	0.20981148822037402	0	0.0878491905762992	0_SE600565-184600
2.531469614	1		POOR	SE600565-184600	16 - Södra Bottenhavet. Inre kustvatten	2015	0.2036947070382651	1	0.08295576563061206	1_SE600565-184600
0.620685085	1		BAD	SE594340-190448	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014		0		0_SE594340-190448
2.48488112	1		BAD	SE594340-190448	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015		1		1_SE594340-190448
4.715401696	1		BAD	SE593750-183962	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014		0		0_SE593750-183962
1.4716514763333333	3		MODERATE	SE645000-213500	22 - Norra Bottenviken. Inre kustvatten	2013	0.48078963230939903	0	0.31675015069392903	0_SE645000-213500
1.301452626	1		POOR	SE604200-174400	17 - Södra Bottenhavet. Yttre kustvatten	2017	0.2728837419857033	0	0.13830699358856263	0_SE604200-174400
0.8633592223333334	3		MODERATE	SE604250-173000	16 - Södra Bottenhavet. Inre kustvatten	2017	0.4382598792406156	0	0.28017287320264633	0_SE604250-173000
1.6489530676000002	1		POOR	SE611676-171000	16 - Södra Bottenhavet. Inre kustvatten	2013	0.3432520431457676	0	0.19460163451661405	0_SE611676-171000
4.4222788626666665	1		POOR	SE611676-171000	16 - Södra Bottenhavet. Inre kustvatten	2014	0.20192402730872194	1	0.08153922184697754	1_SE611676-171000
6.666295266733333	1		MODERATE	SE611676-171000	16 - Södra Bottenhavet. Inre kustvatten	2015	0.4971807248044916	2	0.3420397610447162	2_SE611676-171000
3.3827559109333336	1		POOR	SE611676-171000	16 - Södra Bottenhavet. Inre kustvatten	2016	0.21574126055809476	3	0.09259300844647579	3_SE611676-171000
3.2960011401666667	1		MODERATE	SE611676-171000	16 - Södra Bottenhavet. Inre kustvatten	2017	0.5160046214954096	4	0.36180485257018	4_SE611676-171000
0.35417654620666666	1		BAD	SE580000-164500	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2013		0		0_SE580000-164500
