AMON	DEPH_count	DIN	NTOT	NTRA	NTRI	NTRZ	REFERENCE_VALUE	SALT	SDATE	STATUS	VISS_EU_CD	WATER_TYPE_AREA	YEAR	global_EQR	highest_DIN	index_column	local_EQR	new_index
	1	8.28					2.503999999999998	7.02	2015-02-12	POOR	SE561400-161201	09 - Blekinge skärgård och Kalmarsund. Yttre kustvatten	2015	0.21551932367149734		10	0.30241545893719785	10_SE561400-161201
	3	5.863333333333333					2.503999999999998	7.4719999999999995	2015-02-16	POOR	SE561400-161201	09 - Blekinge skärgård och Kalmarsund. Yttre kustvatten	2015	0.37132603752131843		11	0.42706083001705475	11_SE561400-161201
	1	3.14					2.503999999999998	7.4	2015-12-08	GOOD	SE561400-161201	09 - Blekinge skärgård och Kalmarsund. Yttre kustvatten	2015	0.7960803527682496		12	0.7974522292993623	12_SE561400-161201
	1	3.54					2.503999999999998	7.3	2015-12-09	GOOD	SE561400-161201	09 - Blekinge skärgård och Kalmarsund. Yttre kustvatten	2015	0.6574532811820936		13	0.7073446327683609	13_SE561400-161201
	4	2.77					2.503999999999998	7.643666666666667	2015-12-12	HIGH	SE561400-161201	09 - Blekinge skärgård och Kalmarsund. Yttre kustvatten	2015	0.9039711191335732		14	0.9039711191335732	14_SE561400-161201
	4	4.525					2.503999999999998	7.845666666666666	2016-01-13	MODERATE	SE561400-161201	09 - Blekinge skärgård och Kalmarsund. Yttre kustvatten	2016	0.49397287795077804		15	0.5533701657458558	15_SE561400-161201
	1	5.79					2.503999999999998	7.4	2016-01-14	POOR	SE561400-161201	09 - Blekinge skärgård och Kalmarsund. Yttre kustvatten	2016	0.3780872193436956		16	0.43246977547495646	16_SE561400-161201
	4	4.265					2.503999999999998	7.553333333333334	2016-02-21	MODERATE	SE561400-161201	09 - Blekinge skärgård och Kalmarsund. Yttre kustvatten	2016	0.5246403069380791		17	0.587104337631887	17_SE561400-161201
	1	4.9					2.503999999999998	7.5	2016-02-24	MODERATE	SE561400-161201	09 - Blekinge skärgård och Kalmarsund. Yttre kustvatten	2016	0.45547309833024074		18	0.5110204081632648	18_SE561400-161201
	4	4.3925					2.8982400000000084	6.919999999999999	2016-12-09	MODERATE	SE561400-161201	09 - Blekinge skärgård och Kalmarsund. Yttre kustvatten	2016	0.5907414497852762		19	0.6598155947638038	19_SE561400-161201
	2	7.795					3.489599999999996	6.800000000000001	2016-12-14	POOR	SE561400-161201	09 - Blekinge skärgård och Kalmarsund. Yttre kustvatten	2016	0.3970894804361764		20	0.4476715843489411	20_SE561400-161201
	4	6.125					2.503999999999998	7.316666666666666	2017-01-14	POOR	SE561400-161201	09 - Blekinge skärgård och Kalmarsund. Yttre kustvatten	2017	0.3485204081632649		21	0.4088163265306119	21_SE561400-161201
	4	4.5675					2.503999999999998	7.2299999999999995	2017-02-15	MODERATE	SE561400-161201	09 - Blekinge skärgård och Kalmarsund. Yttre kustvatten	2017	0.48929193411951993		22	0.5482211275314719	22_SE561400-161201
	3	7.420000000000001					6.535283	1.849	2013-01-15	HIGH	SE654470-222700	22 - Norra Bottenviken. Inre kustvatten	2013	0.8807659029649595		0	0.8807659029649595	0_SE654470-222700
	3	5.66					5.835458	2.374	2013-12-04	HIGH	SE654470-222700	22 - Norra Bottenviken. Inre kustvatten	2013	1.0		1	1.0	1_SE654470-222700
	3	8.826666666666666					7.143131	1.393	2014-01-16	HIGH	SE654470-222700	22 - Norra Bottenviken. Inre kustvatten	2014	0.8092671072507553		2	0.8092671072507553	2_SE654470-222700
	3	5.1000000000000005					5.9469856666666665	2.2903333333333333	2014-12-03	HIGH	SE654470-222700	22 - Norra Bottenviken. Inre kustvatten	2014	1.0		3	1.0	3_SE654470-222700
	3	6.349999999999999					5.934100000000001	2.3	2015-01-14	HIGH	SE654470-222700	22 - Norra Bottenviken. Inre kustvatten	2015	0.9345039370078744		4	0.9345039370078744	4_SE654470-222700
	3	7.773333333333333					6.978283333333334	1.5166666666666668	2015-02-11	HIGH	SE654470-222700	22 - Norra Bottenviken. Inre kustvatten	2015	0.8977208404802745		5	0.8977208404802745	5_SE654470-222700
	3	5.903333333333333					6.407315	1.9450000000000003	2015-12-02	HIGH	SE654470-222700	22 - Norra Bottenviken. Inre kustvatten	2015	1.0		6	1.0	6_SE654470-222700
	3	8.719999999999999					6.056736	2.208	2016-01-27	GOOD	SE654470-222700	22 - Norra Bottenviken. Inre kustvatten	2016	0.6378151023288638		7	0.6945798165137615	7_SE654470-222700
	3	6.210000000000001					6.334	2.0	2016-11-09	HIGH	SE654470-222700	22 - Norra Bottenviken. Inre kustvatten	2016	1.0		8	1.0	8_SE654470-222700
	3	6.523333333333333					6.334	2.0	2016-12-07	HIGH	SE654470-222700	22 - Norra Bottenviken. Inre kustvatten	2016	0.9709759836484415		9	0.9709759836484414	9_SE654470-222700
	3	6.859999999999999					5.638426666666667	3.1073333333333335	2013-01-15	HIGH	SE633000-195000	20 - Norra Kvarkens inre kustvatten	2013	0.8219280855199224		0	0.8219280855199224	0_SE633000-195000
	3	7.0566666666666675					4.865253333333333	4.124666666666667	2013-02-26	GOOD	SE633000-195000	20 - Norra Kvarkens inre kustvatten	2013	0.629930598452091		1	0.6894548889938592	1_SE633000-195000
	3	5.556666666666666					4.2	5.293666666666667	2013-12-03	GOOD	SE633000-195000	20 - Norra Kvarkens inre kustvatten	2013	0.7320751234368512		2	0.7558488302339533	2_SE633000-195000
	3	6.476666666666667					4.806099999999999	4.202500000000001	2014-01-15	GOOD	SE633000-195000	20 - Norra Kvarkens inre kustvatten	2014	0.7108674135951539		3	0.7420638188368501	3_SE633000-195000
	3	6.906666666666666					5.21156	3.669	2014-02-13	GOOD	SE633000-195000	20 - Norra Kvarkens inre kustvatten	2014	0.7301069201069201		4	0.7545694980694981	4_SE633000-195000
	3	7.91					5.6206933333333335	3.1306666666666665	2014-02-27	GOOD	SE633000-195000	20 - Norra Kvarkens inre kustvatten	2014	0.6624318454406949		5	0.7105806995364518	5_SE633000-195000
	3	4.886666666666667					4.876906666666667	4.109333333333333	2014-12-01	HIGH	SE633000-195000	20 - Norra Kvarkens inre kustvatten	2014	0.9980027285129605		6	0.9980027285129605	6_SE633000-195000
	3	5.133333333333333					4.2	5.066666666666667	2015-01-12	HIGH	SE633000-195000	20 - Norra Kvarkens inre kustvatten	2015	0.8181818181818183		7	0.8181818181818183	7_SE633000-195000
	3	5.223333333333334					4.2	5.09	2015-02-09	HIGH	SE633000-195000	20 - Norra Kvarkens inre kustvatten	2015	0.8040842373962986		8	0.8040842373962986	8_SE633000-195000
	3	5.3566666666666665							2015-02-24	BAD	SE633000-195000	20 - Norra Kvarkens inre kustvatten	2015			9		9_SE633000-195000
	3	2.986666666666667					4.868040000000001	4.1209999999999996	2015-11-04	HIGH	SE633000-195000	20 - Norra Kvarkens inre kustvatten	2015	1.0		10	1.0	10_SE633000-195000
	3	4.933333333333334					4.49564	4.611	2015-11-30	HIGH	SE633000-195000	20 - Norra Kvarkens inre kustvatten	2015	0.9112783783783783		11	0.9112783783783783	11_SE633000-195000
	3	6.25					4.713253333333333	4.324666666666666	2016-01-25	GOOD	SE633000-195000	20 - Norra Kvarkens inre kustvatten	2016	0.7294162051282049		12	0.7541205333333333	12_SE633000-195000
	3	6.066666666666666					4.671200000000001	4.38	2016-02-22	GOOD	SE633000-195000	20 - Norra Kvarkens inre kustvatten	2016	0.7538123415046494		13	0.7699780219780221	13_SE633000-195000
	3	4.3500000000000005					4.947333333333333	4.016666666666667	2016-11-07	HIGH	SE633000-195000	20 - Norra Kvarkens inre kustvatten	2016	1.0		14	1.0	14_SE633000-195000
	3	5.636666666666667					5.0854	3.8349999999999995	2016-11-21	HIGH	SE633000-195000	20 - Norra Kvarkens inre kustvatten	2016	0.9021998817267889		15	0.9021998817267889	15_SE633000-195000
	3	6.713333333333334					4.2	5.456	2016-12-05	MODERATE	SE633000-195000	20 - Norra Kvarkens inre kustvatten	2016	0.5614092655757523		16	0.6256206554121152	16_SE633000-195000
	3	5.076666666666667					4.053866666666666	4.730666666666667	2013-01-15	GOOD	SE625180-181655	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2013	0.7978988837820088		0	0.7985292186474062	0_SE625180-181655
	3	5.343333333333334					4.0	5.029333333333334	2013-02-12	GOOD	SE625180-181655	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2013	0.7265662596916495		1	0.7485963817841547	1_SE625180-181655
	3	3.6666666666666665					4.0	5.382000000000001	2013-12-02	HIGH	SE625180-181655	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2013	1.0		2	1.0	2_SE625180-181655
	3	5.146666666666667					4.0	5.046666666666667	2014-01-13	GOOD	SE625180-181655	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2014	0.7674315321983713		3	0.77720207253886	3_SE625180-181655
	3	5.866666666666667					4.099266666666667	4.503666666666667	2014-02-11	GOOD	SE625180-181655	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2014	0.6553409090909089		4	0.6987386363636363	4_SE625180-181655
	3	3.4500000000000006					4.0	5.004	2014-12-01	HIGH	SE625180-181655	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2014	1.0		5	1.0	5_SE625180-181655
	3	4.543333333333333					4.0	5.31	2015-01-12	HIGH	SE625180-181655	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2015	0.880410858400587		6	0.880410858400587	6_SE625180-181655
	3	4.696666666666666					4.0	5.16	2015-02-09	HIGH	SE625180-181655	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2015	0.85166784953868		7	0.85166784953868	7_SE625180-181655
	3	3.603333333333333					4.0351333333333335	4.824333333333333	2015-11-30	HIGH	SE625180-181655	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2015	1.0		8	1.0	8_SE625180-181655
	3	5.46					4.052666666666666	4.736666666666667	2016-01-25	GOOD	SE625180-181655	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2016	0.7174952032094888		9	0.7422466422466422	9_SE625180-181655
	3	4.896666666666667					4.0	5.087	2016-02-22	HIGH	SE625180-181655	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2016	0.8168822328114362		10	0.8168822328114362	10_SE625180-181655
	3	1.5566666666666666					4.023466666666667	4.882666666666667	2016-11-07	HIGH	SE625180-181655	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2016	1.0		11	1.0	11_SE625180-181655
	3	3.716666666666667					4.008733333333334	4.956333333333333	2016-12-05	HIGH	SE625180-181655	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2016	1.0		12	1.0	12_SE625180-181655
	3	7.593333333333334					6.7339	1.7	2015-02-11	HIGH	SE654820-222660	22 - Norra Bottenviken. Inre kustvatten	2015	0.8868173836698858		0	0.8868173836698858	0_SE654820-222660
	3	6.739999999999999					6.755228000000001	1.684	2015-12-02	HIGH	SE654820-222660	22 - Norra Bottenviken. Inre kustvatten	2015	1.0		1	1.0	1_SE654820-222660
	3	5.44					6.334	2.0	2016-11-09	HIGH	SE654820-222660	22 - Norra Bottenviken. Inre kustvatten	2016	1.0		2	1.0	2_SE654820-222660
	6	10.671666666666667					4.3562	3.219	2015-02-18	POOR	SE625000-180075	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2015	0.36025300640324853		0	0.4082024051225988	0_SE625000-180075
	6	6.585000000000001					4.300333333333334	3.498333333333333	2016-02-16	MODERATE	SE625000-180075	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2016	0.5936816916315777		1	0.6530498607947355	1_SE625000-180075
	1	21.6					4.0	5.0	2015-02-25	BAD	SE628750-183300	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2015	0.13227513227513227		0	0.18518518518518517	0_SE628750-183300
	2	10.825					4.139	4.305	2016-02-16	POOR	SE628750-183300	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2016	0.327944572748268		1	0.3823556581986144	1_SE628750-183300
	6	8.713333333333333					4.121033333333333	4.394833333333334	2015-02-18	MODERATE	SE631346-184241	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2015	0.42996104889754466		0	0.47295715378729913	0_SE631346-184241
	6	5.873333333333334					4.110333333333333	4.448333333333333	2016-02-15	GOOD	SE631346-184241	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2016	0.6568996270471865		1	0.6998297389330306	1_SE631346-184241
	6	13.436666666666667					4.158799999999999	4.206	2015-02-16	POOR	SE631646-185280	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2015	0.23688910940213337		0	0.3095112875217067	0_SE631646-185280
	6	8.315					4.581666666666667	2.091666666666667	2016-02-15	MODERATE	SE631646-185280	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2016	0.5009202062719803		1	0.5510122268991783	1_SE631646-185280
	3	19.87666666666667					6.4	0.8	2013-02-14	POOR	SE583730-164501	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2013	0.24264743697244115		0	0.32198557772933084	0_SE583730-164501
	3	5.54					2.5	6.4	2013-12-10	MODERATE	SE583730-164501	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2013	0.4097943807879454		1	0.45126353790613716	1_SE583730-164501
	3	7.286666666666666					3.625	4.5	2014-02-13	MODERATE	SE583730-164501	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.4499860774096026		2	0.497483989021043	2_SE583730-164501
	3	5.31					2.7249999999999996	5.7	2014-12-16	MODERATE	SE583730-164501	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.4636371079996724		3	0.5131826741996233	3_SE583730-164501
	3	10.386666666666665					2.8000000000000007	5.6	2015-02-09	BAD	SE583730-164501	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	0.18591474480988013		4	0.26957637997432615	4_SE583730-164501
	3	6.336666666666666					2.5	6.9	2015-12-08	POOR	SE583730-164501	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	0.33937226021392264		5	0.39452919516044194	5_SE583730-164501
	3	5.843333333333334					2.5	6.666666666666667	2016-02-09	POOR	SE583730-164501	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2016	0.3837839893515877		6	0.42783799201369077	6_SE583730-164501
	3	4.593333333333334					2.5	6.099999999999999	2016-12-08	MODERATE	SE583730-164501	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2016	0.4906670032182747		7	0.5442670537010159	7_SE583730-164501
	3	33.46666666666667					8.89167	0.1	2013-02-13	BAD	SE582705-163350	13 - Östergötlands inre kustvatten	2013	0.1832326555845583		0	0.2656873505976095	0_SE582705-163350
	3	20.669999999999998					4.016820000000001	4.6	2013-12-11	BAD	SE582705-163350	13 - Östergötlands inre kustvatten	2013	0.1340213202542416		1	0.19433091436865027	1_SE582705-163350
	3	45.24					6.18342	2.6	2014-02-25	BAD	SE582705-163350	13 - Östergötlands inre kustvatten	2014	0.0942623250708863		2	0.13668037135278513	2_SE582705-163350
	3	27.49					4.88346	3.8	2014-12-17	BAD	SE582705-163350	13 - Östergötlands inre kustvatten	2014	0.12251376676158104		3	0.17764496180429248	3_SE582705-163350
	3	37.01666666666667					4.99179	3.7	2015-02-10	BAD	SE582705-163350	13 - Östergötlands inre kustvatten	2015	0.093001723361642		4	0.1348524988743809	4_SE582705-163350
	3	19.13					3.9084900000000005	4.7	2015-12-14	BAD	SE582705-163350	13 - Östergötlands inre kustvatten	2015	0.14090487949961247		5	0.2043120752744381	5_SE582705-163350
	3	19.87					3.2585100000000002	5.3	2016-12-07	BAD	SE582705-163350	13 - Östergötlands inre kustvatten	2016	0.11309754785415548		6	0.16399144438852542	6_SE582705-163350
	3	7.3999999999999995					2.82519	5.7	2013-02-12	POOR	SE582050-165820	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2013	0.3223765765765767		0	0.3817824324324325	0_SE582050-165820
	3	3.3333333333333335					2.5002000000000004	6.8	2013-12-11	GOOD	SE582050-165820	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2013	0.7286571428571429		1	0.7500600000000001	1_SE582050-165820
	3	4.633333333333334					2.5002000000000004	6.8	2014-02-14	MODERATE	SE582050-165820	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.49055591890124267		2	0.5396115107913669	2_SE582050-165820
	3	4.96					2.5002000000000004	6.1	2014-12-17	MODERATE	SE582050-165820	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.4582478005865104		3	0.5040725806451614	3_SE582050-165820
