BIOV_CONC_ALL	DATE_count	POSITION	SALT	STATUS	VISS_EU_CD	WATER_TYPE_AREA	YEAR	global_EQR	index_column	local_EQR	new_index
1.054414937	1	65.52_21.94		POOR	SE655120-220380	22 - Norra Bottenviken. Inre kustvatten	2013	0.2896786483023808	1	0.15174291864190464	1_SE655120-220380
0.52875250737	1	65.52_22.11		MODERATE	SE655120-220380	22 - Norra Bottenviken. Inre kustvatten	2013	0.465893724070674	2	0.30259903786714026	2_SE655120-220380
0.286780414	1	65.51_21.87		GOOD	SE655180-218660	22 - Norra Bottenviken. Inre kustvatten	2013	0.7218268160490805	0	0.5579181568515346	0_SE655180-218660
0.3434154787	1	65.52_21.86		GOOD	SE655180-218660	22 - Norra Bottenviken. Inre kustvatten	2013	0.6341980429616718	1	0.4659079451097555	1_SE655180-218660
0.371203752	1	65.52_21.88		GOOD	SE655180-218660	22 - Norra Bottenviken. Inre kustvatten	2013	0.6009810723906178	2	0.43103012601014873	2_SE655180-218660
0.759771479	1	63.61_19.92		POOR	SE636150-199220	20 - Norra Kvarkens inre kustvatten	2013	0.3632370463066567	0	0.21058963704532532	0_SE636150-199220
0.7459712518999999	2	63.62_19.92		MODERATE	SE636150-199220	20 - Norra Kvarkens inre kustvatten	2013	0.4221257869909035	1	0.2610194976413583	1_SE636150-199220
0.666994447	1	63.83_20.70		POOR	SE635040-204196	20 - Norra Kvarkens inre kustvatten	2013	0.39985257133632485	0	0.23988205706905982	0_SE635040-204196
0.25301739965	2	63.85_20.69		HIGH	SE635040-204196	20 - Norra Kvarkens inre kustvatten	2013	0.818704105829406	1	0.6736673904929308	1_SE635040-204196
7.126701599333333	3	63.71_20.43		BAD	SE637070-204260	20 - Norra Kvarkens inre kustvatten	2013	0.1651370748101681	0	0.06605482992406723	0_SE637070-204260
1.0741987611500001	3	63.69_20.40		POOR	SE636910-204040	20 - Norra Kvarkens inre kustvatten	2013	0.33057131971657083	0	0.18445705577325663	0_SE636910-204040
0.2907648933	1	60.36_18.27		HIGH	SE602120-181610	16 - Södra Bottenhavet. Inre kustvatten	2013	0.8366076446660698	0	0.7222329959323187	0_SE602120-181610
0.2079753868	1	60.36_18.27		HIGH	SE602120-181610	16 - Södra Bottenhavet. Inre kustvatten	2014	1.0	1	1.0	1_SE602120-181610
0.2060044072	1	60.36_18.27		HIGH	SE602120-181610	16 - Södra Bottenhavet. Inre kustvatten	2015	1.0	2	1.0	2_SE602120-181610
0.0955874852	1	60.36_18.27		HIGH	SE602120-181610	16 - Södra Bottenhavet. Inre kustvatten	2016	1.0	3	1.0	3_SE602120-181610
1.5367690516666668	3	58.33_11.88		HIGH	SE582000-115270	02 - Västkustens fjordar	2013	0.8783880920322248	0	0.8054209472515595	0_SE582000-115270
0.901478764	3	57.99_11.76		HIGH	SE575700-114240	02 - Västkustens fjordar	2013	0.980408294658468	0	0.9686532714535488	0_SE575700-114240
0.59687629864	3	58.31_11.77		HIGH	SE581740-114820	02 - Västkustens fjordar	2013	1.0	0	1.0	0_SE581740-114820
1.0985353165	3	58.31_11.77		HIGH	SE581740-114820	02 - Västkustens fjordar	2014	0.9537635519283038	1	0.926021683085286	1_SE581740-114820
0.5647546837666667	3	58.31_11.77		HIGH	SE581740-114820	02 - Västkustens fjordar	2015	1.0	2	1.0	2_SE581740-114820
0.39905821857333335	3	58.31_11.77		HIGH	SE581740-114820	02 - Västkustens fjordar	2016	1.0	3	1.0	3_SE581740-114820
6.353302925823332	3	58.31_11.77		HIGH	SE581740-114820	02 - Västkustens fjordar	2017	0.8073313794049168	4	0.6917302070478669	4_SE581740-114820
0.44668828063333327	3	56.56_12.72		HIGH	SE563330-124600	05 - Södra Hallands och norra Öresunds kustvatten	2013	0.9894438219907622	0	0.9778320261806006	0_SE563330-124600
3.434845005033333	3	56.56_12.72		HIGH	SE563330-124600	05 - Södra Hallands och norra Öresunds kustvatten	2014	0.8531224976111021	1	0.6915572449833144	1_SE563330-124600
1.040136711625	4	56.56_12.72		HIGH	SE563330-124600	05 - Södra Hallands och norra Öresunds kustvatten	2015	0.8641021811381278	2	0.7146145803900681	2_SE563330-124600
3.8709717257000005	3	56.56_12.72		GOOD	SE563330-124600	05 - Södra Hallands och norra Öresunds kustvatten	2016	0.7241475912505483	3	0.48518448906318534	3_SE563330-124600
0.3307862387	1	65.47_21.98		GOOD	SE654860-219880	22 - Norra Bottenviken. Inre kustvatten	2013	0.651139103721355	0	0.48369605890742273	0_SE654860-219880
0.345433932	1	65.48_22.00		GOOD	SE654860-219880	22 - Norra Bottenviken. Inre kustvatten	2013	0.6316052697727559	1	0.46318553326139367	1_SE654860-219880
