DEPH_count	DIN	NTOT	REFERENCE_VALUE	SALT	SDATE	STATUS	VISS_EU_CD	WATER_TYPE_AREA	YEAR	global_EQR	index_column	local_EQR
4	0.3975	17.700000000000003	17.142052500000002	19.5825	2014-08-04	HIGH	SE575500-113750	01n - Västkustens inre kustvatten	2014	0.9474625706214689	(5, 'SE575500-113750')	0.9684775423728813
4	3.8499999999999996	16.975	15.21846	21.580000000000002	2015-06-09	HIGH	SE575500-113750	01n - Västkustens inre kustvatten	2015	0.8275365733922434	(6, 'SE575500-113750')	0.896521944035346
4	2.6525	18.400000000000002	16.92297	19.810000000000002	2015-07-07	HIGH	SE575500-113750	01n - Västkustens inre kustvatten	2015	0.8662110507246374	(7, 'SE575500-113750')	0.9197266304347824
4	3.88	21.525	17.522437500000002	19.1875	2015-08-04	GOOD	SE575500-113750	01n - Västkustens inre kustvatten	2015	0.6534456058846305	(8, 'SE575500-113750')	0.8140505226480838
4	2.0525	18.65	17.28891	19.43	2016-06-06	HIGH	SE575500-113750	01n - Västkustens inre kustvatten	2016	0.878365504915103	(9, 'SE575500-113750')	0.9270193029490618
2	1.1600000000000001	19.5	19.681965	16.945	2016-06-09	HIGH	SE575500-113750	01n - Västkustens inre kustvatten	2016	1.0	(10, 'SE575500-113750')	1.0093315384615384
4	1.4925	19.55	18.6635925	18.0025	2016-07-04	HIGH	SE575500-113750	01n - Västkustens inre kustvatten	2016	0.9244324381926684	(11, 'SE575500-113750')	0.954659462915601
1	1.48	20.4	20.80386	15.78	2016-07-06	HIGH	SE575500-113750	01n - Västkustens inre kustvatten	2016	1.0	(12, 'SE575500-113750')	1.0197970588235294
4	0.3625	19.025	17.93412	18.76	2016-08-01	HIGH	SE575500-113750	01n - Västkustens inre kustvatten	2016	0.9044345159877356	(13, 'SE575500-113750')	0.9426607095926414
2	0.8200000000000001	26.3	19.78308	16.84	2016-08-02	MODERATE	SE575500-113750	01n - Västkustens inre kustvatten	2016	0.5602193315989594	(14, 'SE575500-113750')	0.7522083650190114
4	0.445	18.325	17.255204999999997	19.465000000000003	2017-06-06	HIGH	SE575500-113750	01n - Västkustens inre kustvatten	2017	0.9027016825829921	(15, 'SE575500-113750')	0.9416210095497952
4	0.3	15.05	11.857590000000002	25.07	2017-07-03	MODERATE	SE575500-113750	01n - Västkustens inre kustvatten	2017	0.5977681412834412	(16, 'SE575500-113750')	0.7878797342192692
2	0.64	14.52	11.920185	25.005000000000003	2017-07-05	GOOD	SE575500-113750	01n - Västkustens inre kustvatten	2017	0.6687764003673095	(17, 'SE575500-113750')	0.8209493801652893
4	0.36749999999999994	16.375	14.698440000000002	22.12	2017-08-01	HIGH	SE575500-113750	01n - Västkustens inre kustvatten	2017	0.8293577608142495	(18, 'SE575500-113750')	0.8976146564885497
2	0.99	26.814999999999998	14.982525000000003	21.825	2017-08-03	POOR	SE575500-113750	01n - Västkustens inre kustvatten	2017	0.351454958265238	(19, 'SE575500-113750')	0.5587367145254523
2		20.345	17.48	3.15	2013-08-29	HIGH	SE625900-174360	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2013	0.8122388793315313	(0, 'SE625900-174360')	0.8591791594986484
6		17.815	19.9432	0.071	2015-07-09	HIGH	SE625900-174360	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2015	1.0	(1, 'SE625900-174360')	1.1194611282626998
6		13.053333333333335	19.86	0.17500000000000002	2015-07-30	HIGH	SE625900-174360	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2015	1.0	(2, 'SE625900-174360')	1.5214504596527068
6		16.125	19.907866666666667	0.11516666666666668	2015-08-12	HIGH	SE625900-174360	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2015	1.0	(3, 'SE625900-174360')	1.2345963824289405
2		13.205	18.4	2.0	2015-08-26	HIGH	SE625900-174360	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2015	1.0	(4, 'SE625900-174360')	1.3934115865202574
9		15.58	16.516	4.3549999999999995	2015-07-09	HIGH	SE630383-183500	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2015	1.0	(0, 'SE630383-183500')	1.0600770218228497
9		15.563333333333333	16.549155555555554	4.313555555555556	2015-07-29	HIGH	SE630383-183500	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2015	1.0	(1, 'SE630383-183500')	1.063342614407082
9		16.523333333333333	16.64462222222222	4.194222222222223	2015-08-11	HIGH	SE630383-183500	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2015	1.0	(2, 'SE630383-183500')	1.0073404613005177
2	1.25	14.636	18.35	2.6500000000000004	2013-07-01	HIGH	SE633550-200700	21 - Norra Kvarkens yttre kustvatten	2013	1.0	(0, 'SE633550-200700')	1.2537578573380708
2	0.855	16.064	17.7	3.3	2013-07-29	HIGH	SE633550-200700	21 - Norra Kvarkens yttre kustvatten	2013	1.0	(1, 'SE633550-200700')	1.1018426294820716
2	0.6399999999999999	14.279	17.5	3.5	2013-08-21	HIGH	SE633550-200700	21 - Norra Kvarkens yttre kustvatten	2013	1.0	(2, 'SE633550-200700')	1.225576020729743
