DEPH_count	DIN	NTOT	REFERENCE_VALUE	SALT	SDATE	STATUS	VISS_EU_CD	WATER_TYPE_AREA	YEAR	global_EQR	index_column	local_EQR
2	0.8049999999999999	26.045	14.998000000000005	7.43	2016-07-12	MODERATE	SE560795-154730	08 - Blekinge skärgård och Kalmarsund. Inre kustvatten	2016	0.4234995375137438	(6, 'SE560795-154730')	0.5758494912651182
1	0.6	30.32	14.998000000000005	8.15	2016-08-02	POOR	SE560795-154730	08 - Blekinge skärgård och Kalmarsund. Inre kustvatten	2016	0.33489057892286217	(7, 'SE560795-154730')	0.49465699208443287
2	0.22500000000000003	17.0	14.998000000000005	7.8	2013-07-03	HIGH	SE560775-153055	08 - Blekinge skärgård och Kalmarsund. Inre kustvatten	2013	0.8317647058823534	(0, 'SE560775-153055')	0.8822352941176473
2	0.255	29.0	17.198100000000004	6.65	2013-08-06	MODERATE	SE560775-153055	08 - Blekinge skärgård och Kalmarsund. Inre kustvatten	2013	0.43912539184952987	(1, 'SE560775-153055')	0.5930379310344829
2	0.33999999999999997	22.0	14.998000000000005	7.3	2014-07-15	MODERATE	SE560775-153055	08 - Blekinge skärgård och Kalmarsund. Inre kustvatten	2014	0.5197520661157027	(2, 'SE560775-153055')	0.681727272727273
2	0.25	20.0	14.998000000000005	7.3	2014-08-27	MODERATE	SE560775-153055	08 - Blekinge skärgård och Kalmarsund. Inre kustvatten	2014	0.581727272727273	(3, 'SE560775-153055')	0.7499000000000002
2	0.18	21.0	14.998000000000005	7.7	2015-07-14	MODERATE	SE560775-153055	08 - Blekinge skärgård och Kalmarsund. Inre kustvatten	2015	0.5492640692640695	(4, 'SE560775-153055')	0.7141904761904764
2	0.35	20.0	14.998000000000005	7.4	2015-08-11	MODERATE	SE560775-153055	08 - Blekinge skärgård och Kalmarsund. Inre kustvatten	2015	0.581727272727273	(5, 'SE560775-153055')	0.7499000000000002
2	0.245	15.469999999999999	14.998000000000005	7.61	2016-07-12	HIGH	SE560775-153055	08 - Blekinge skärgård och Kalmarsund. Inre kustvatten	2016	0.9564133345645955	(6, 'SE560775-153055')	0.9694893341952169
2	0.29500000000000004	20.43	14.998000000000005	7.79	2016-08-02	MODERATE	SE560775-153055	08 - Blekinge skärgård och Kalmarsund. Inre kustvatten	2016	0.5673786321363417	(7, 'SE560775-153055')	0.7341164953499758
2	0.17	16.5	14.998000000000005	7.5	2013-07-04	HIGH	SE560700-155801	09 - Blekinge skärgård och Kalmarsund. Yttre kustvatten	2013	0.8699567099567104	(0, 'SE560700-155801')	0.9089696969696972
2	0.2	20.5	18.141000000000005	6.5	2013-08-06	HIGH	SE560700-155801	09 - Blekinge skärgård och Kalmarsund. Yttre kustvatten	2013	0.8356097560975614	(1, 'SE560700-155801')	0.8849268292682929
2	0.935	18.5	14.998000000000005	7.25	2014-07-15	GOOD	SE560700-155801	09 - Blekinge skärgård och Kalmarsund. Yttre kustvatten	2014	0.690450450450451	(2, 'SE560700-155801')	0.810702702702703
2	0.24	15.5	14.998000000000005	7.7	2014-08-27	HIGH	SE560700-155801	09 - Blekinge skärgård och Kalmarsund. Yttre kustvatten	2014	0.9537327188940097	(3, 'SE560700-155801')	0.9676129032258067
2	0.20500000000000002	17.5	14.998000000000005	7.35	2015-07-14	GOOD	SE560700-155801	09 - Blekinge skärgård och Kalmarsund. Yttre kustvatten	2015	0.793396825396826	(4, 'SE560700-155801')	0.8570285714285717
2	0.325	19.5	14.998000000000005	7.2	2015-08-11	MODERATE	SE560700-155801	09 - Blekinge skärgård och Kalmarsund. Yttre kustvatten	2015	0.5992074592074594	(5, 'SE560700-155801')	0.7691282051282053
2	0.27999999999999997	17.405	14.998000000000005	7.79	2016-07-12	HIGH	SE560700-155801	09 - Blekinge skärgård och Kalmarsund. Yttre kustvatten	2016	0.8024377231501626	(6, 'SE560700-155801')	0.8617064062051137
2	0.21	18.08	14.998000000000005	7.7	2016-08-03	GOOD	SE560700-155801	09 - Blekinge skärgård och Kalmarsund. Yttre kustvatten	2016	0.732300884955753	(7, 'SE560700-155801')	0.8295353982300888
3	0.8433333333333334	20.5	16.581500000000002	5.5	2013-06-19	GOOD	SE582460-164500	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2013	0.664119241192412	(0, 'SE582460-164500')	0.8088536585365854
3	0.19333333333333336	24.3	16.581500000000002	5.5	2013-07-11	MODERATE	SE582460-164500	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2013	0.511242050130939	(1, 'SE582460-164500')	0.6823662551440329
3	0.6166666666666667	22.400000000000002	16.2648	5.6	2013-08-13	MODERATE	SE582460-164500	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2013	0.5510064935064936	(2, 'SE582460-164500')	0.7261071428571428
3	1.4566666666666668	25.733333333333334	16.2648	5.6	2014-06-17	MODERATE	SE582460-164500	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.46550164861045695	(3, 'SE582460-164500')	0.6320518134715026
3	1.6000000000000003	24.266666666666666	15.9481	5.7	2014-07-15	MODERATE	SE582460-164500	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.4883653846153847	(4, 'SE582460-164500')	0.6572019230769232
3	0.6166666666666667	24.066666666666666	15.631400000000003	5.8	2014-08-13	MODERATE	SE582460-164500	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.48136741374968534	(5, 'SE582460-164500')	0.6495041551246539
3	0.6366666666666667	24.52333333333333	17.848300000000002	5.1	2015-06-09	MODERATE	SE582460-164500	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	0.5525535359027274	(6, 'SE582460-164500')	0.727808889493
3	0.37333333333333335	24.52333333333333	16.8982	5.4	2015-07-15	MODERATE	SE582460-164500	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	0.5173329049637327	(7, 'SE582460-164500')	0.6890661954601061
3	0.6999999999999998	26.19333333333333	15.631400000000003	5.8	2015-08-19	MODERATE	SE582460-164500	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	0.4334274277516834	(8, 'SE582460-164500')	0.5967701705268518
3	0.3066666666666667	23.566666666666666	14.998000000000001	6.266666666666667	2016-06-21	MODERATE	SE582460-164500	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2016	0.4694612318374695	(9, 'SE582460-164500')	0.6364073550212165
3	0.9966666666666667	23.600000000000005	14.998000000000001	6.3	2016-07-06	MODERATE	SE582460-164500	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2016	0.4686440677966101	(10, 'SE582460-164500')	0.6355084745762711
3	0.21	19.766666666666666	15.10356666666667	5.966666666666666	2016-08-11	MODERATE	SE582460-164500	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2016	0.585538862486586	(11, 'SE582460-164500')	0.7640927487352447
3	0.49666666666666665	18.1	14.998000000000001	6.1	2013-06-20	GOOD	SE581520-165000	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2013	0.7080417434008593	(0, 'SE581520-165000')	0.8286187845303867
3	0.2066666666666667	20.233333333333334	14.998000000000001	6.3	2013-07-12	MODERATE	SE581520-165000	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2013	0.564774599370975	(1, 'SE581520-165000')	0.7412520593080725
3	0.3933333333333333	19.999999999999996	14.998000000000001	6.1	2013-08-15	MODERATE	SE581520-165000	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2013	0.5726363636363638	(2, 'SE581520-165000')	0.7499000000000002
3	0.26666666666666666	23.8	14.998000000000001	6.3	2014-06-16	MODERATE	SE581520-165000	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.46378915202444615	(3, 'SE581520-165000')	0.6301680672268908
3	0.69	24.066666666666663	14.998000000000001	6.2	2014-07-16	MODERATE	SE581520-165000	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.4574414505162429	(4, 'SE581520-165000')	0.6231855955678672
3	0.8366666666666666	19.76666666666667	14.998000000000001	6.1	2014-08-13	MODERATE	SE581520-165000	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.5806837344780009	(5, 'SE581520-165000')	0.758752107925801
3	0.18333333333333335	19.523333333333333	14.998000000000001	6.2	2015-06-09	MODERATE	SE581520-165000	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	0.5892808915516786	(6, 'SE581520-165000')	0.7682089807068465
3	0.22666666666666666	22.38	14.998000000000001	6.5	2015-07-15	MODERATE	SE581520-165000	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	0.5001381103257779	(7, 'SE581520-165000')	0.6701519213583558
3	0.29333333333333333	25.713333333333335	14.998000000000001	6.3	2015-08-19	MODERATE	SE581520-165000	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	0.42116105310297686	(8, 'SE581520-165000')	0.5832771584132745
3	0.43	23.833333333333332	14.998000000000001	6.3	2016-06-21	MODERATE	SE581520-165000	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2016	0.4629879211697394	(9, 'SE581520-165000')	0.6292867132867134
3	0.65	19.76666666666667	14.998000000000001	6.233333333333333	2016-07-06	MODERATE	SE581520-165000	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2016	0.5806837344780009	(10, 'SE581520-165000')	0.758752107925801
3	0.1466666666666667	17.866666666666667	14.998000000000001	6.6000000000000005	2016-08-11	GOOD	SE581520-165000	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2016	0.732089552238806	(11, 'SE581520-165000')	0.8394402985074627
2	0.17	17.0	16.569500000000005	6.75	2013-07-04	HIGH	SE560825-144215	08 - Blekinge skärgård och Kalmarsund. Inre kustvatten	2013	0.9638235294117652	(0, 'SE560825-144215')	0.9746764705882356
2	0.5599999999999999	19.0	20.0268	6.2	2013-08-08	HIGH	SE560825-144215	08 - Blekinge skärgård och Kalmarsund. Inre kustvatten	2013	1.0	(1, 'SE560825-144215')	1.054042105263158
2	0.8300000000000001	17.5	14.998000000000005	7.1	2014-07-16	GOOD	SE560825-144215	08 - Blekinge skärgård och Kalmarsund. Inre kustvatten	2014	0.793396825396826	(2, 'SE560825-144215')	0.8570285714285717
2	0.33499999999999996	16.0	14.998000000000005	7.65	2014-08-26	HIGH	SE560825-144215	08 - Blekinge skärgård och Kalmarsund. Inre kustvatten	2014	0.9105357142857148	(3, 'SE560825-144215')	0.9373750000000003
2	0.175	16.5	14.998000000000005	7.7	2015-07-15	HIGH	SE560825-144215	08 - Blekinge skärgård och Kalmarsund. Inre kustvatten	2015	0.8699567099567104	(4, 'SE560825-144215')	0.9089696969696972
2	0.295	18.5	14.998000000000005	7.3	2015-08-12	GOOD	SE560825-144215	08 - Blekinge skärgård och Kalmarsund. Inre kustvatten	2015	0.690450450450451	(5, 'SE560825-144215')	0.810702702702703
2	0.14	16.21	14.998000000000005	7.970000000000001	2016-07-13	HIGH	SE560825-144215	08 - Blekinge skärgård och Kalmarsund. Inre kustvatten	2016	0.8931876266854679	(6, 'SE560825-144215')	0.9252313386798275
2	0.245	18.555	14.998000000000005	7.79	2016-08-03	GOOD	SE560825-144215	08 - Blekinge skärgård och Kalmarsund. Inre kustvatten	2016	0.6851103326446905	(7, 'SE560825-144215')	0.8082996496901107
2	0.255	16.0	16.255199999999995	6.800000000000001	2013-06-18	HIGH	SE621688-144133	09 - Blekinge skärgård och Kalmarsund. Yttre kustvatten	2013	1.0	(0, 'SE621688-144133')	1.0159499999999997
2	0.17	16.0	14.998000000000005	7.6	2013-07-04	HIGH	SE621688-144133	09 - Blekinge skärgård och Kalmarsund. Yttre kustvatten	2013	0.9105357142857148	(1, 'SE621688-144133')	0.9373750000000003
2	0.33	21.0	17.826700000000002	6.55	2013-08-08	GOOD	SE621688-144133	09 - Blekinge skärgård och Kalmarsund. Yttre kustvatten	2013	0.7753121693121696	(2, 'SE621688-144133')	0.8488904761904763
2	0.36	18.0	14.998000000000005	7.2	2014-06-02	GOOD	SE621688-144133	09 - Blekinge skärgård och Kalmarsund. Yttre kustvatten	2014	0.7404938271604945	(3, 'SE621688-144133')	0.8332222222222225
2	0.41000000000000003	19.0	14.998000000000005	7.199999999999999	2014-07-16	GOOD	SE621688-144133	09 - Blekinge skärgård och Kalmarsund. Yttre kustvatten	2014	0.6430409356725151	(4, 'SE621688-144133')	0.7893684210526318
2	0.24	16.0	14.998000000000005	7.55	2014-08-26	HIGH	SE621688-144133	09 - Blekinge skärgård och Kalmarsund. Yttre kustvatten	2014	0.9105357142857148	(5, 'SE621688-144133')	0.9373750000000003
2	0.17	17.5	14.998000000000005	7.0	2015-06-16	GOOD	SE621688-144133	09 - Blekinge skärgård och Kalmarsund. Yttre kustvatten	2015	0.793396825396826	(6, 'SE621688-144133')	0.8570285714285717
2	0.17	16.0	14.998000000000005	7.55	2015-07-15	HIGH	SE621688-144133	09 - Blekinge skärgård och Kalmarsund. Yttre kustvatten	2015	0.9105357142857148	(7, 'SE621688-144133')	0.9373750000000003
2	0.335	18.5	14.998000000000005	7.6	2015-08-12	GOOD	SE621688-144133	09 - Blekinge skärgård och Kalmarsund. Yttre kustvatten	2015	0.690450450450451	(8, 'SE621688-144133')	0.810702702702703
2	0.175	18.54	15.689460000000004	6.89	2016-06-07	GOOD	SE621688-144133	09 - Blekinge skärgård och Kalmarsund. Yttre kustvatten	2016	0.7694426465300257	(9, 'SE621688-144133')	0.8462491909385116
2	0.175	16.02	14.998000000000005	7.79	2016-07-13	HIGH	SE621688-144133	09 - Blekinge skärgård och Kalmarsund. Yttre kustvatten	2016	0.9088639200998757	(10, 'SE621688-144133')	0.9362047440699129
2	0.175	18.375	14.998000000000005	7.88	2016-08-03	GOOD	SE621688-144133	09 - Blekinge skärgård och Kalmarsund. Yttre kustvatten	2016	0.7027059712774004	(11, 'SE621688-144133')	0.8162176870748302
2	0.25	19.5	16.255199999999995	6.800000000000001	2013-07-04	GOOD	SE560900-145280	08 - Blekinge skärgård och Kalmarsund. Inre kustvatten	2013	0.7413333333333328	(0, 'SE560900-145280')	0.8335999999999998
2	0.59	20.5	18.4553	6.45	2013-08-08	HIGH	SE560900-145280	08 - Blekinge skärgård och Kalmarsund. Inre kustvatten	2013	0.8575121951219513	(1, 'SE560900-145280')	0.9002585365853659
2	1.3599999999999999	17.0	14.998000000000005	7.1	2014-07-16	HIGH	SE560900-145280	08 - Blekinge skärgård och Kalmarsund. Inre kustvatten	2014	0.8317647058823534	(2, 'SE560900-145280')	0.8822352941176473
2	0.28500000000000003	24.5	14.998000000000005	7.449999999999999	2014-08-26	MODERATE	SE560900-145280	08 - Blekinge skärgård och Kalmarsund. Inre kustvatten	2014	0.45651205936920236	(3, 'SE560900-145280')	0.6121632653061226
2	0.18	16.5	14.998000000000005	7.65	2015-07-15	HIGH	SE560900-145280	08 - Blekinge skärgård och Kalmarsund. Inre kustvatten	2015	0.8699567099567104	(4, 'SE560900-145280')	0.9089696969696972
2	1.125	19.5	14.998000000000005	7.3	2015-08-12	MODERATE	SE560900-145280	08 - Blekinge skärgård och Kalmarsund. Inre kustvatten	2015	0.5992074592074594	(5, 'SE560900-145280')	0.7691282051282053
2	0.415	18.4	14.998000000000005	7.79	2016-07-13	GOOD	SE560900-145280	08 - Blekinge skärgård och Kalmarsund. Inre kustvatten	2016	0.7002415458937206	(6, 'SE560900-145280')	0.8151086956521743
2	0.28	20.240000000000002	14.998000000000005	7.88	2016-08-03	MODERATE	SE560900-145280	08 - Blekinge skärgård och Kalmarsund. Inre kustvatten	2016	0.5736435501257637	(7, 'SE560900-145280')	0.74100790513834
2	0.435	17.0	14.998000000000005	7.3	2013-07-02	HIGH	SE560205-143545	07 - Skånes kustvatten	2013	0.8317647058823534	(0, 'SE560205-143545')	0.8822352941176473
2	0.25	20.5	17.512400000000007	6.6	2013-08-07	GOOD	SE560205-143545	07 - Skånes kustvatten	2013	0.7872520325203259	(1, 'SE560205-143545')	0.8542634146341467
2	9.475	40.0	16.255199999999995	6.800000000000001	2014-07-14	POOR	SE560205-143545	07 - Skånes kustvatten	2014	0.2310352941176469	(2, 'SE560205-143545')	0.40637999999999985
2	0.29000000000000004	17.5	14.998000000000005	7.95	2014-08-28	GOOD	SE560205-143545	07 - Skånes kustvatten	2014	0.793396825396826	(3, 'SE560205-143545')	0.8570285714285717
2	0.61	20.0	14.998000000000005	7.75	2015-07-15	MODERATE	SE560205-143545	07 - Skånes kustvatten	2015	0.581727272727273	(4, 'SE560205-143545')	0.7499000000000002
2	0.87	21.0	14.998000000000005	7.550000000000001	2015-08-12	MODERATE	SE560205-143545	07 - Skånes kustvatten	2015	0.5492640692640695	(5, 'SE560205-143545')	0.7141904761904764
2	0.655	24.215000000000003	14.998000000000005	7.699999999999999	2016-07-13	MODERATE	SE560205-143545	07 - Skånes kustvatten	2016	0.4630619638466016	(6, 'SE560205-143545')	0.6193681602312617
2	0.625	28.67	14.998000000000005	7.97	2016-08-02	POOR	SE560205-143545	07 - Skånes kustvatten	2016	0.36838260940930273	(7, 'SE560205-143545')	0.5231252179979073
3	1.3833333333333335	22.399999999999995	14.998000000000001	6.1	2013-06-20	MODERATE	SE581000-164020	13 - Östergötlands inre kustvatten	2013	0.499594155844156	(0, 'SE581000-164020')	0.6695535714285716
3	0.32666666666666666	24.733333333333334	14.998000000000001	6.4	2013-07-12	MODERATE	SE581000-164020	13 - Östergötlands inre kustvatten	2013	0.44217103651065914	(1, 'SE581000-164020')	0.606388140161725
3	0.6833333333333332	25.0	14.998000000000001	6.2	2013-08-15	MODERATE	SE581000-164020	13 - Östergötlands inre kustvatten	2013	0.43629090909090906	(2, 'SE581000-164020')	0.59992
3	0.7733333333333334	28.566666666666666	14.998000000000001	6.4	2014-06-16	POOR	SE581000-164020	13 - Östergötlands inre kustvatten	2014	0.3588441210790034	(3, 'SE581000-164020')	0.5250175029171529
3	0.77	28.566666666666666	14.998000000000001	6.4	2014-07-15	POOR	SE581000-164020	13 - Östergötlands inre kustvatten	2014	0.3588441210790034	(4, 'SE581000-164020')	0.5250175029171529
3	1.6766666666666665	26.433333333333337	14.998000000000001	6.4	2014-08-14	MODERATE	SE581000-164020	13 - Östergötlands inre kustvatten	2014	0.4067178722916427	(5, 'SE581000-164020')	0.567389659520807
3	0.28	23.810000000000002	14.998000000000001	6.0	2015-06-10	MODERATE	SE581000-164020	13 - Östergötlands inre kustvatten	2015	0.46354854721087396	(6, 'SE581000-164020')	0.6299034019319614
3	0.2966666666666667	25.47666666666667	14.998000000000001	6.3	2015-07-16	MODERATE	SE581000-164020	13 - Östergötlands inre kustvatten	2015	0.4260868530919557	(7, 'SE581000-164020')	0.5886955384011513
3	0.46666666666666673	26.906666666666666	14.998000000000001	6.3	2015-08-20	POOR	SE581000-164020	13 - Östergötlands inre kustvatten	2015	0.3969509706756835	(8, 'SE581000-164020')	0.557408325074331
3	0.33	24.8	14.998000000000001	6.866666666666667	2016-06-08	MODERATE	SE581000-164020	13 - Östergötlands inre kustvatten	2016	0.4406891495601173	(9, 'SE581000-164020')	0.604758064516129
3	0.5333333333333333	25.233333333333334	14.998000000000001	6.633333333333333	2016-07-07	MODERATE	SE581000-164020	13 - Östergötlands inre kustvatten	2016	0.43124774828869944	(10, 'SE581000-164020')	0.5943725231175694
3	0.31	21.433333333333337	14.998000000000001	6.6000000000000005	2016-08-09	MODERATE	SE581000-164020	13 - Östergötlands inre kustvatten	2016	0.5270465149158772	(11, 'SE581000-164020')	0.6997511664074649
3	0.56	18.833333333333332	14.998000000000001	6.2	2013-06-20	GOOD	SE580585-164720	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2013	0.6363421828908556	(0, 'SE580585-164720')	0.796353982300885
3	0.2366666666666667	23.3	14.998000000000001	6.4	2013-07-12	MODERATE	SE580585-164720	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2013	0.47608271556769416	(1, 'SE580585-164720')	0.6436909871244636
3	0.42333333333333334	19.76666666666667	14.998000000000001	6.2	2013-08-15	MODERATE	SE580585-164720	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2013	0.5806837344780009	(2, 'SE580585-164720')	0.758752107925801
3	0.6933333333333334	21.900000000000002	14.998000000000001	6.4	2014-06-16	MODERATE	SE580585-164720	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.5134910751349108	(3, 'SE580585-164720')	0.6848401826484019
3	0.8633333333333333	26.166666666666668	14.998000000000001	6.3	2014-07-15	MODERATE	SE580585-164720	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.4119745222929936	(4, 'SE580585-164720')	0.573171974522293
3	2.8666666666666667	22.399999999999995	14.998000000000001	6.1	2014-08-14	MODERATE	SE580585-164720	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.499594155844156	(5, 'SE580585-164720')	0.6695535714285716
3	0.15000000000000002	20.473333333333333	14.998000000000001	6.6	2015-06-10	MODERATE	SE580585-164720	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	0.5568751665137208	(6, 'SE580585-164720')	0.7325626831650929
3	0.24333333333333332	21.19333333333333	14.998000000000001	6.5	2015-07-16	MODERATE	SE580585-164720	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	0.5342503360118963	(7, 'SE580585-164720')	0.707675369613086
3	0.36333333333333334	24.05	14.998000000000001	6.6	2015-08-20	MODERATE	SE580585-164720	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	0.45783405783405784	(8, 'SE580585-164720')	0.6236174636174636
3	0.49	22.133333333333336	14.998000000000001	6.433333333333334	2016-06-08	MODERATE	SE580585-164720	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2016	0.5069277108433735	(9, 'SE580585-164720')	0.6776204819277108
3	0.3733333333333333	21.2	14.998000000000001	6.266666666666667	2016-07-07	MODERATE	SE580585-164720	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2016	0.534048027444254	(10, 'SE580585-164720')	0.7074528301886793
3	0.2333333333333333	19.966666666666665	14.998000000000001	6.533333333333334	2016-08-09	MODERATE	SE580585-164720	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2016	0.5737744726058583	(11, 'SE580585-164720')	0.7511519198664441
3	0.3933333333333333	17.4	14.998000000000001	6.2	2013-06-20	GOOD	SE580735-165296	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2013	0.7821200510855686	(0, 'SE580735-165296')	0.8619540229885059
3	0.21666666666666665	20.46666666666667	14.998000000000001	6.4	2013-07-12	MODERATE	SE580735-165296	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2013	0.5570920935741782	(1, 'SE580735-165296')	0.7328013029315961
3	0.3233333333333333	19.766666666666666	14.998000000000001	6.2	2013-08-15	MODERATE	SE580735-165296	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2013	0.5806837344780009	(2, 'SE580735-165296')	0.7587521079258011
3	0.5299999999999999	21.633333333333336	14.998000000000001	6.4	2014-06-16	MODERATE	SE580735-165296	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.5211654293318392	(3, 'SE580735-165296')	0.6932819722650231
3	0.5266666666666667	24.5	14.998000000000001	6.1	2014-07-15	MODERATE	SE580735-165296	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.4474211502782932	(4, 'SE580735-165296')	0.6121632653061225
3	1.3166666666666667	25.0	14.998000000000001	6.1	2014-08-14	MODERATE	SE580735-165296	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.43629090909090906	(5, 'SE580735-165296')	0.59992
3	0.2233333333333333	18.57	14.998000000000001	6.5	2015-06-10	GOOD	SE580735-165296	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	0.6614372045712917	(6, 'SE580735-165296')	0.8076467420570813
3	0.26666666666666666	23.810000000000002	14.998000000000001	6.4	2015-07-16	MODERATE	SE580735-165296	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	0.46354854721087396	(7, 'SE580735-165296')	0.6299034019319614
3	0.3333333333333333	23.810000000000002	14.998000000000001	6.5	2015-08-20	MODERATE	SE580735-165296	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	0.46354854721087396	(8, 'SE580735-165296')	0.6299034019319614
3	0.44	24.3	14.998000000000001	6.266666666666667	2016-06-08	MODERATE	SE580735-165296	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2016	0.45200149644594084	(9, 'SE580735-165296')	0.617201646090535
3	0.8266666666666667	20.233333333333334	14.998000000000001	6.2	2016-07-07	MODERATE	SE580735-165296	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2016	0.564774599370975	(10, 'SE580735-165296')	0.7412520593080725
3	0.25666666666666665	18.333333333333336	14.998000000000001	6.7	2016-08-09	GOOD	SE580735-165296	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2016	0.6846060606060603	(11, 'SE580735-165296')	0.8180727272727272
3	0.42666666666666675	19.500000000000004	16.8982	5.4	2013-06-19	GOOD	SE580000-164060	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2013	0.7923874643874639	(0, 'SE580000-164060')	0.8665743589743587
3	0.15666666666666668	22.400000000000002	14.998000000000001	6.1	2013-07-11	MODERATE	SE580000-164060	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2013	0.49959415584415584	(1, 'SE580000-164060')	0.6695535714285714
3		21.433333333333337	14.998000000000001	6.0	2013-08-14	MODERATE	SE580000-164060	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2013	0.5270465149158772	(2, 'SE580000-164060')	0.6997511664074649
3	0.5633333333333334	42.13333333333333	14.998000000000001	6.2	2014-06-16	BAD	SE580000-164060	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.1825462512171373	(3, 'SE580000-164060')	0.35596518987341774
3	1.2533333333333332	27.366666666666664	14.998000000000001	6.1	2014-07-15	POOR	SE580000-164060	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.38592820806763634	(4, 'SE580000-164060')	0.5480389768574909
3	4.430000000000001	29.53333333333333	14.998000000000001	6.2	2014-08-14	POOR	SE580000-164060	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.33862700836542303	(5, 'SE580000-164060')	0.5078329571106096
3	0.20666666666666667	22.856666666666666	14.998000000000001	6.1	2015-06-10	MODERATE	SE580000-164060	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	0.4874328821244383	(6, 'SE580000-164060')	0.6561761703368821
3	0.36000000000000004	23.096666666666664	14.998000000000001	6.0	2015-07-16	MODERATE	SE580000-164060	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	0.48123433789475073	(7, 'SE580000-164060')	0.6493577716842258
3	0.8633333333333333	28.810000000000002	15.631400000000003	5.8	2015-08-20	POOR	SE580000-164060	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	0.3794924148069503	(8, 'SE580000-164060')	0.5425685525859077
3	0.4533333333333333	25.46666666666667	14.998000000000001	6.633333333333333	2016-06-08	MODERATE	SE580000-164060	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2016	0.42629700142789145	(9, 'SE580000-164060')	0.5889267015706806
3	0.5566666666666666	23.566666666666666	14.998000000000001	6.366666666666667	2016-07-07	MODERATE	SE580000-164060	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2016	0.4694612318374695	(10, 'SE580000-164060')	0.6364073550212165
3	0.2333333333333333	20.23333333333333	14.998000000000001	6.566666666666666	2016-08-09	MODERATE	SE580000-164060	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2016	0.5647745993709751	(11, 'SE580000-164060')	0.7412520593080726
2	0.225	15.5	14.998000000000005	7.25	2013-06-18	HIGH	SE554800-142001	07 - Skånes kustvatten	2013	0.9537327188940097	(0, 'SE554800-142001')	0.9676129032258067
