DEPH_count	PHOS	PTOT	REFERENCE_VALUE	SALT	SDATE	STATUS	VISS_EU_CD	WATER_TYPE_AREA	YEAR	global_EQR	highest_PHOS	index_column	local_EQR
3	0.21	0.41333333333333333	0.31750666666666666	4.124666666666667	2013-02-26	GOOD	SE633000-195000	20 - Norra Kvarkens inre kustvatten	2013	0.7830875576036865		(1, 'SE633000-195000')	0.7681612903225806
3	0.59	0.7533333333333333	0.30000000000000004	5.293666666666667	2013-12-03	POOR	SE633000-195000	20 - Norra Kvarkens inre kustvatten	2013	0.37278761061946913		(2, 'SE633000-195000')	0.3982300884955753
3	0.32	0.48333333333333334	0.31595	4.202500000000001	2014-01-15	GOOD	SE633000-195000	20 - Norra Kvarkens inre kustvatten	2014	0.6195566502463055		(3, 'SE633000-195000')	0.6536896551724138
3	0.15333333333333332	0.31	0.32662	3.669	2014-02-13	HIGH	SE633000-195000	20 - Norra Kvarkens inre kustvatten	2014	1.0		(4, 'SE633000-195000')	1.0536129032258066
3	0.14333333333333334	0.33	0.3373866666666667	3.1306666666666665	2014-02-27	HIGH	SE633000-195000	20 - Norra Kvarkens inre kustvatten	2014	1.0		(5, 'SE633000-195000')	1.0223838383838386
3	0.22666666666666668	0.4466666666666667	0.3178133333333334	4.109333333333333	2014-12-01	GOOD	SE633000-195000	20 - Norra Kvarkens inre kustvatten	2014	0.702174840085288		(6, 'SE633000-195000')	0.7115223880597016
3	0.4466666666666667	0.6699999999999999	0.30000000000000004	5.066666666666667	2015-01-12	MODERATE	SE633000-195000	20 - Norra Kvarkens inre kustvatten	2015	0.4252374491180463		(7, 'SE633000-195000')	0.4477611940298509
3	0.39333333333333337	0.5333333333333333	0.30000000000000004	5.09	2015-02-09	MODERATE	SE633000-195000	20 - Norra Kvarkens inre kustvatten	2015	0.5295454545454547		(8, 'SE633000-195000')	0.5625000000000001
3	0.39333333333333337	0.68			2015-02-24	BAD	SE633000-195000	20 - Norra Kvarkens inre kustvatten	2015			(9, 'SE633000-195000')	
3	0.14666666666666667	0.3633333333333333	0.31758000000000003	4.1209999999999996	2015-11-04	HIGH	SE633000-195000	20 - Norra Kvarkens inre kustvatten	2015	0.8855212677231028		(10, 'SE633000-195000')	0.874073394495413
3	0.49666666666666665	0.7399999999999999	0.30778000000000005	4.611	2015-11-30	POOR	SE633000-195000	20 - Norra Kvarkens inre kustvatten	2015	0.3948986486486489		(11, 'SE633000-195000')	0.4159189189189191
3	0.3466666666666667	0.51	0.3135066666666667	4.324666666666666	2016-01-25	MODERATE	SE633000-195000	20 - Norra Kvarkens inre kustvatten	2016	0.5770172311348782		(12, 'SE633000-195000')	0.6147189542483661
3	0.34	0.49	0.3124	4.38	2016-02-22	MODERATE	SE633000-195000	20 - Norra Kvarkens inre kustvatten	2016	0.597773654916512		(13, 'SE633000-195000')	0.6375510204081632
3	0.19333333333333336	0.4466666666666667	0.31966666666666665	4.016666666666667	2016-11-07	GOOD	SE633000-195000	20 - Norra Kvarkens inre kustvatten	2016	0.7081023454157781		(14, 'SE633000-195000')	0.7156716417910447
3	0.3033333333333333	0.5533333333333333	0.32330000000000003	3.8349999999999995	2016-11-21	MODERATE	SE633000-195000	20 - Norra Kvarkens inre kustvatten	2016	0.5493428258488501		(15, 'SE633000-195000')	0.584277108433735
3	0.9499999999999998	1.2366666666666666	0.30000000000000004	5.456	2016-12-05	BAD	SE633000-195000	20 - Norra Kvarkens inre kustvatten	2016	0.18660584698320554		(16, 'SE633000-195000')	0.24258760107816718
3	0.25666666666666665	0.42	0.4	4.730666666666667	2013-01-15	HIGH	SE625180-181655	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2013	0.9439775910364148		(0, 'SE625180-181655')	0.9523809523809524
3	0.30666666666666664	0.5066666666666667	0.4	5.029333333333334	2013-02-12	GOOD	SE625180-181655	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2013	0.7324561403508772		(1, 'SE625180-181655')	0.7894736842105263
3	0.3933333333333333	0.59	0.4	5.382000000000001	2013-12-02	MODERATE	SE625180-181655	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2013	0.5679661016949153		(2, 'SE625180-181655')	0.6779661016949153
3	0.4066666666666667	0.5866666666666666	0.4	5.046666666666667	2014-01-13	MODERATE	SE625180-181655	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2014	0.571818181818182		(3, 'SE625180-181655')	0.681818181818182
3	0.37333333333333335	0.55	0.4	4.503666666666667	2014-02-11	GOOD	SE625180-181655	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2014	0.6287878787878789		(4, 'SE625180-181655')	0.7272727272727273
2	0.26	0.45	0.4	4.981999999999999	2014-12-01	HIGH	SE625180-181655	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2014	0.8692810457516341		(5, 'SE625180-181655')	0.888888888888889
3	0.39666666666666667	0.62	0.4	5.31	2015-01-12	MODERATE	SE625180-181655	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2015	0.5351612903225808		(6, 'SE625180-181655')	0.6451612903225807
3	0.4166666666666667	0.5766666666666667	0.4	5.16	2015-02-09	MODERATE	SE625180-181655	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2015	0.58364161849711		(7, 'SE625180-181655')	0.6936416184971099
3	0.2333333333333333	0.42	0.4	4.824333333333333	2015-11-30	HIGH	SE625180-181655	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2015	0.9439775910364148		(8, 'SE625180-181655')	0.9523809523809524
3	0.3233333333333333	0.5033333333333333	0.4	4.736666666666667	2016-01-25	GOOD	SE625180-181655	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2016	0.741169977924945		(9, 'SE625180-181655')	0.794701986754967
3	0.42	0.5633333333333334	0.4	5.087	2016-02-22	GOOD	SE625180-181655	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2016	0.6000986193293886		(10, 'SE625180-181655')	0.7100591715976331
3	0.09666666666666668	0.34	0.4	4.882666666666667	2016-11-07	HIGH	SE625180-181655	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2016	1.0		(11, 'SE625180-181655')	1.1764705882352942
3	0.3033333333333333	0.5333333333333333	0.4	4.956333333333333	2016-12-05	GOOD	SE625180-181655	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2016	0.6666666666666667		(12, 'SE625180-181655')	0.75
3	0.09666666666666668	0.18000000000000002	0.30310000000000004	1.7	2015-02-11	HIGH	SE654820-222660	22 - Norra Bottenviken. Inre kustvatten	2015	1.0		(0, 'SE654820-222660')	1.683888888888889
3	0.07	0.21333333333333335	0.304012	1.684	2015-12-02	HIGH	SE654820-222660	22 - Norra Bottenviken. Inre kustvatten	2015	1.0		(1, 'SE654820-222660')	1.42505625
3	0.04666666666666667	0.26333333333333336	0.28600000000000003	2.0	2016-11-09	HIGH	SE654820-222660	22 - Norra Bottenviken. Inre kustvatten	2016	1.0		(2, 'SE654820-222660')	1.0860759493670886
6	0.29166666666666663	0.44	0.4	3.219	2015-02-18	HIGH	SE625000-180075	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2015	0.8930481283422461		(0, 'SE625000-180075')	0.9090909090909092
6	0.2783333333333333	0.4383333333333333	0.4	3.498333333333333	2016-02-16	HIGH	SE625000-180075	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2016	0.8971147394318947		(1, 'SE625000-180075')	0.9125475285171104
1	0.42	0.63	0.4	5.0	2015-02-25	MODERATE	SE628750-183300	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2015	0.524920634920635		(0, 'SE628750-183300')	0.634920634920635
2	0.53	0.775	0.4	4.305	2016-02-16	MODERATE	SE628750-183300	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2016	0.4061290322580645		(1, 'SE628750-183300')	0.5161290322580645
6	0.3933333333333333	0.575	0.4	4.394833333333334	2015-02-18	MODERATE	SE631346-184241	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2015	0.5856521739130436		(0, 'SE631346-184241')	0.6956521739130436
6	0.3316666666666667	0.5433333333333334	0.4	4.448333333333333	2016-02-15	GOOD	SE631346-184241	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2016	0.6436605316973413		(1, 'SE631346-184241')	0.7361963190184048
6	0.36500000000000005	0.6366666666666667	0.4	4.206	2015-02-16	MODERATE	SE631646-185280	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2015	0.5182722513089005		(0, 'SE631646-185280')	0.6282722513089005
6	0.38833333333333336	0.5833333333333334	0.4	2.091666666666667	2016-02-15	MODERATE	SE631646-185280	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	2016	0.5757142857142858		(1, 'SE631646-185280')	0.6857142857142857
3	0.73	0.9366666666666666	0.4	0.8	2013-02-14	POOR	SE583730-164501	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2013	0.396061684460261		(0, 'SE583730-164501')	0.42704626334519574
3	1.28	1.6033333333333333	0.4	6.4	2013-12-10	BAD	SE583730-164501	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2013	0.1782001782001782		(1, 'SE583730-164501')	0.2494802494802495
3	0.9133333333333332	1.15	0.4	4.5	2014-02-13	POOR	SE583730-164501	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.2904347826086957		(2, 'SE583730-164501')	0.3478260869565218
3	0.8433333333333334	1.14	0.4	5.7	2014-12-16	POOR	SE583730-164501	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.29450292397660827		(3, 'SE583730-164501')	0.3508771929824562
3	1.1700000000000002	1.45	0.4	5.6	2015-02-09	BAD	SE583730-164501	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	0.19704433497536944		(4, 'SE583730-164501')	0.27586206896551724
3	1.5533333333333335	1.7733333333333334	0.4	6.9	2015-12-08	BAD	SE583730-164501	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	0.16111707841031148		(5, 'SE583730-164501')	0.22556390977443608
3	1.26	1.3656666666666666	0.4	6.666666666666667	2016-02-09	POOR	SE583730-164501	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2016	0.21719632251240745		(6, 'SE583730-164501')	0.2928972418843056
3	0.7526666666666667	0.9033333333333333	0.4	6.099999999999999	2016-12-08	MODERATE	SE583730-164501	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2016	0.4111342852558961		(7, 'SE583730-164501')	0.4428044280442805
3	2.2900000000000005	2.9800000000000004	0.4	0.1	2013-02-13	BAD	SE582705-163350	13 - Östergötlands inre kustvatten	2013	0.09587727708533078		(0, 'SE582705-163350')	0.1342281879194631
3	3.1966666666666668	3.8699999999999997	0.4	4.6	2013-12-11	BAD	SE582705-163350	13 - Östergötlands inre kustvatten	2013	0.073827980804725		(1, 'SE582705-163350')	0.103359173126615
3	2.563333333333333	3.7433333333333336	0.4	2.6	2014-02-25	BAD	SE582705-163350	13 - Östergötlands inre kustvatten	2014	0.07632616715430607		(2, 'SE582705-163350')	0.10685663401602849
3	1.7433333333333334	2.466666666666667	0.4	3.8	2014-12-17	BAD	SE582705-163350	13 - Östergötlands inre kustvatten	2014	0.11583011583011582		(3, 'SE582705-163350')	0.16216216216216217
3	2.28	2.646666666666667	0.4	3.7	2015-02-10	BAD	SE582705-163350	13 - Östergötlands inre kustvatten	2015	0.10795250089960416		(4, 'SE582705-163350')	0.15113350125944583
3	3.383333333333333	3.23	0.4	4.7	2015-12-14	BAD	SE582705-163350	13 - Östergötlands inre kustvatten	2015	0.08845643520566121		(5, 'SE582705-163350')	0.12383900928792571
3	1.957	2.344	0.4	5.3	2016-12-07	BAD	SE582705-163350	13 - Östergötlands inre kustvatten	2016	0.12189176011701608		(6, 'SE582705-163350')	0.17064846416382254
3	0.7600000000000001	0.9233333333333333	0.4	5.7	2013-02-12	MODERATE	SE582050-165820	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2013	0.4027939099042537		(0, 'SE582050-165820')	0.4332129963898917
3	1.0066666666666666	1.28	0.4	6.8	2013-12-11	POOR	SE582050-165820	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2013	0.24333333333333332		(1, 'SE582050-165820')	0.3125
3	0.9566666666666667	1.28	0.4	6.8	2014-02-14	POOR	SE582050-165820	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.24333333333333332		(2, 'SE582050-165820')	0.3125
3	0.9	1.0733333333333335	0.4	6.1	2014-12-17	POOR	SE582050-165820	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2014	0.32356107660455485		(3, 'SE582050-165820')	0.37267080745341613
3	1.2166666666666666	1.3866666666666667	0.4	8.6	2015-02-10	POOR	SE582050-165820	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	0.2112820512820513		(4, 'SE582050-165820')	0.2884615384615385
3	1.2166666666666666	1.4433333333333334	0.4	6.8	2015-12-14	BAD	SE582050-165820	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	0.1979544704717915		(5, 'SE582050-165820')	0.2771362586605081
3	0.9710000000000001	1.473	0.4	7.1000000000000005	2016-02-19	BAD	SE582050-165820	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2016	0.19396760740956262		(6, 'SE582050-165820')	0.27155465037338766
3	0.6126666666666667	0.785	0.4	6.400000000000001	2016-12-07	MODERATE	SE582050-165820	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2016	0.46917751315425094		(7, 'SE582050-165820')	0.5095541401273885
4	0.5625	0.855	0.6864399999999999	26.04	2013-01-08	GOOD	SE582147-111771	01n - Västkustens inre kustvatten	2013	0.7142796384901647		(0, 'SE582147-111771')	0.8028538011695906
4	0.635	0.7000000000000001	0.6970000000000001	32.545	2013-02-07	HIGH	SE582147-111771	01n - Västkustens inre kustvatten	2013	0.9942857142857142		(1, 'SE582147-111771')	0.9957142857142857
4	0.5974999999999999	0.8675	0.6696375	24.5125	2013-03-06	GOOD	SE582147-111771	01n - Västkustens inre kustvatten	2013	0.658029866387215		(2, 'SE582147-111771')	0.7719164265129682
4	0.475	0.655	0.6970000000000001	30.9075	2013-12-04	HIGH	SE582147-111771	01n - Västkustens inre kustvatten	2013	1.0		(3, 'SE582147-111771')	1.0641221374045802
4	0.4725	0.845	0.683745	25.795	2014-01-07	GOOD	SE582147-111771	01n - Västkustens inre kustvatten	2014	0.7257557826788599		(4, 'SE582147-111771')	0.8091656804733729
4	0.12	0.7250000000000001	0.646895	22.445	2014-03-06	HIGH	SE582147-111771	01n - Västkustens inre kustvatten	2014	0.8563586206896551		(5, 'SE582147-111771')	0.8922689655172412
4	0.28500000000000003	0.6875	0.66235	23.85	2014-12-02	HIGH	SE582147-111771	01n - Västkustens inre kustvatten	2014	0.9512242424242425		(6, 'SE582147-111771')	0.9634181818181818
4	0.55	0.8	0.6970000000000001	29.514999999999997	2015-01-07	HIGH	SE582147-111771	01n - Västkustens inre kustvatten	2015	0.8283333333333335		(7, 'SE582147-111771')	0.8712500000000001
4	0.55	0.7825	0.6970000000000001	32.545	2015-02-04	HIGH	SE582147-111771	01n - Västkustens inre kustvatten	2015	0.8543130990415337		(8, 'SE582147-111771')	0.8907348242811503
4	0.275	0.535	0.69535	26.85	2015-03-04	HIGH	SE582147-111771	01n - Västkustens inre kustvatten	2015	1.0		(9, 'SE582147-111771')	1.2997196261682242
4	0.42	0.975	0.6970000000000001	31.43	2015-12-01	MODERATE	SE582147-111771	01n - Västkustens inre kustvatten	2015	0.5760683760683762		(10, 'SE582147-111771')	0.714871794871795
4	0.62	1.1425	0.6883925	26.2175	2016-01-12	MODERATE	SE582147-111771	01n - Västkustens inre kustvatten	2016	0.4690778368240074		(11, 'SE582147-111771')	0.6025317286652078
4	0.6275	1.0375	0.6970000000000001	28.075	2016-02-02	MODERATE	SE582147-111771	01n - Västkustens inre kustvatten	2016	0.5350545037292026		(12, 'SE582147-111771')	0.6718072289156627
