DEPH	DOXY	MONTH	POSITION	SDATE	STATN	VISS_EU_CD	WATER_TYPE_AREA	YEAR	index_column	new_index	source_DOXY
6.0	7.48	12	59.25_18.52	2015-12-14	BJÖRNÖFJÄRDEN B2	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	10742	10742_SE591400-183200	DOXY_CTD
7.0	7.34	12	59.25_18.52	2015-12-14	BJÖRNÖFJÄRDEN B2	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	10743	10743_SE591400-183200	DOXY_CTD
8.0	7.27	12	59.25_18.52	2015-12-14	BJÖRNÖFJÄRDEN B2	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	10744	10744_SE591400-183200	DOXY_CTD
9.0	7.41	12	59.25_18.52	2015-12-14	BJÖRNÖFJÄRDEN B2	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	10745	10745_SE591400-183200	DOXY_CTD
10.0	7.62	12	59.25_18.52	2015-12-14	BJÖRNÖFJÄRDEN B2	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	10746	10746_SE591400-183200	DOXY_CTD
11.0	7.62	12	59.25_18.52	2015-12-14	BJÖRNÖFJÄRDEN B2	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	10747	10747_SE591400-183200	DOXY_CTD
12.0	7.55	12	59.25_18.52	2015-12-14	BJÖRNÖFJÄRDEN B2	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	10748	10748_SE591400-183200	DOXY_CTD
0.5	8.11	12	59.23_18.54	2015-12-14	BJÖRNÖFJÄRDEN B3	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	10749	10749_SE591400-183200	DOXY_CTD
1.0	8.25	12	59.23_18.54	2015-12-14	BJÖRNÖFJÄRDEN B3	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	10750	10750_SE591400-183200	DOXY_CTD
2.0	8.39	12	59.23_18.54	2015-12-14	BJÖRNÖFJÄRDEN B3	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	10751	10751_SE591400-183200	DOXY_CTD
3.0	8.6	12	59.23_18.54	2015-12-14	BJÖRNÖFJÄRDEN B3	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	10752	10752_SE591400-183200	DOXY_CTD
4.0	8.67	12	59.23_18.54	2015-12-14	BJÖRNÖFJÄRDEN B3	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	10753	10753_SE591400-183200	DOXY_CTD
5.0	8.81	12	59.23_18.54	2015-12-14	BJÖRNÖFJÄRDEN B3	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	10754	10754_SE591400-183200	DOXY_CTD
6.0	8.81	12	59.23_18.54	2015-12-14	BJÖRNÖFJÄRDEN B3	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	10755	10755_SE591400-183200	DOXY_CTD
7.0	7.41	12	59.23_18.54	2015-12-14	BJÖRNÖFJÄRDEN B3	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	10756	10756_SE591400-183200	DOXY_CTD
8.0	5.52	12	59.23_18.54	2015-12-14	BJÖRNÖFJÄRDEN B3	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	10757	10757_SE591400-183200	DOXY_CTD
0.5	6.64	11	59.24_18.53	2015-11-16	BJÖRNÖFJÄRDEN B1	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	11204	11204_SE591400-183200	DOXY_CTD
1.0	6.64	11	59.24_18.53	2015-11-16	BJÖRNÖFJÄRDEN B1	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	11205	11205_SE591400-183200	DOXY_CTD
2.0	6.71	11	59.24_18.53	2015-11-16	BJÖRNÖFJÄRDEN B1	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	11206	11206_SE591400-183200	DOXY_CTD
3.0	6.78	11	59.24_18.53	2015-11-16	BJÖRNÖFJÄRDEN B1	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	11207	11207_SE591400-183200	DOXY_CTD
4.0	6.99	11	59.24_18.53	2015-11-16	BJÖRNÖFJÄRDEN B1	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	11208	11208_SE591400-183200	DOXY_CTD
5.0	7.06	11	59.24_18.53	2015-11-16	BJÖRNÖFJÄRDEN B1	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	11209	11209_SE591400-183200	DOXY_CTD
6.0	7.27	11	59.24_18.53	2015-11-16	BJÖRNÖFJÄRDEN B1	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	11210	11210_SE591400-183200	DOXY_CTD
7.0	7.13	11	59.24_18.53	2015-11-16	BJÖRNÖFJÄRDEN B1	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	11211	11211_SE591400-183200	DOXY_CTD
8.0	6.99	11	59.24_18.53	2015-11-16	BJÖRNÖFJÄRDEN B1	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	11212	11212_SE591400-183200	DOXY_CTD
9.0	7.06	11	59.24_18.53	2015-11-16	BJÖRNÖFJÄRDEN B1	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	11213	11213_SE591400-183200	DOXY_CTD
10.0	5.87	11	59.24_18.53	2015-11-16	BJÖRNÖFJÄRDEN B1	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	11214	11214_SE591400-183200	DOXY_CTD
11.0	3.99	11	59.24_18.53	2015-11-16	BJÖRNÖFJÄRDEN B1	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	11215	11215_SE591400-183200	DOXY_CTD
12.0	4.13	11	59.24_18.53	2015-11-16	BJÖRNÖFJÄRDEN B1	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	11216	11216_SE591400-183200	DOXY_CTD
13.0	0.7	11	59.24_18.53	2015-11-16	BJÖRNÖFJÄRDEN B1	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	11217	11217_SE591400-183200	DOXY_CTD
14.0	0.14	11	59.24_18.53	2015-11-16	BJÖRNÖFJÄRDEN B1	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	11218	11218_SE591400-183200	DOXY_CTD
15.0	0.14	11	59.24_18.53	2015-11-16	BJÖRNÖFJÄRDEN B1	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	11219	11219_SE591400-183200	DOXY_CTD
16.0	0.14	11	59.24_18.53	2015-11-16	BJÖRNÖFJÄRDEN B1	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	11220	11220_SE591400-183200	DOXY_CTD
17.0	0.14	11	59.24_18.53	2015-11-16	BJÖRNÖFJÄRDEN B1	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	11221	11221_SE591400-183200	DOXY_CTD
18.0	0.14	11	59.24_18.53	2015-11-16	BJÖRNÖFJÄRDEN B1	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	11222	11222_SE591400-183200	DOXY_CTD
19.0	0.14	11	59.24_18.53	2015-11-16	BJÖRNÖFJÄRDEN B1	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	11223	11223_SE591400-183200	DOXY_CTD
20.0	0.14	11	59.24_18.53	2015-11-16	BJÖRNÖFJÄRDEN B1	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	11224	11224_SE591400-183200	DOXY_CTD
21.0	0.14	11	59.24_18.53	2015-11-16	BJÖRNÖFJÄRDEN B1	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	11225	11225_SE591400-183200	DOXY_CTD
22.0	0.14	11	59.24_18.53	2015-11-16	BJÖRNÖFJÄRDEN B1	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	11226	11226_SE591400-183200	DOXY_CTD
23.0	0.14	11	59.24_18.53	2015-11-16	BJÖRNÖFJÄRDEN B1	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	11227	11227_SE591400-183200	DOXY_CTD
0.5	6.36	11	59.25_18.52	2015-11-16	BJÖRNÖFJÄRDEN B2	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	11228	11228_SE591400-183200	DOXY_CTD
1.0	6.29	11	59.25_18.52	2015-11-16	BJÖRNÖFJÄRDEN B2	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	11229	11229_SE591400-183200	DOXY_CTD
2.0	6.43	11	59.25_18.52	2015-11-16	BJÖRNÖFJÄRDEN B2	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	11230	11230_SE591400-183200	DOXY_CTD
3.0	6.57	11	59.25_18.52	2015-11-16	BJÖRNÖFJÄRDEN B2	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	11231	11231_SE591400-183200	DOXY_CTD
4.0	6.64	11	59.25_18.52	2015-11-16	BJÖRNÖFJÄRDEN B2	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	11232	11232_SE591400-183200	DOXY_CTD
5.0	6.78	11	59.25_18.52	2015-11-16	BJÖRNÖFJÄRDEN B2	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	11233	11233_SE591400-183200	DOXY_CTD
6.0	6.64	11	59.25_18.52	2015-11-16	BJÖRNÖFJÄRDEN B2	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	11234	11234_SE591400-183200	DOXY_CTD
7.0	6.57	11	59.25_18.52	2015-11-16	BJÖRNÖFJÄRDEN B2	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	11235	11235_SE591400-183200	DOXY_CTD
8.0	6.64	11	59.25_18.52	2015-11-16	BJÖRNÖFJÄRDEN B2	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	11236	11236_SE591400-183200	DOXY_CTD
9.0	6.71	11	59.25_18.52	2015-11-16	BJÖRNÖFJÄRDEN B2	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	11237	11237_SE591400-183200	DOXY_CTD
10.0	6.78	11	59.25_18.52	2015-11-16	BJÖRNÖFJÄRDEN B2	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	11238	11238_SE591400-183200	DOXY_CTD
11.0	6.78	11	59.25_18.52	2015-11-16	BJÖRNÖFJÄRDEN B2	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	11239	11239_SE591400-183200	DOXY_CTD
12.0	6.78	11	59.25_18.52	2015-11-16	BJÖRNÖFJÄRDEN B2	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	11240	11240_SE591400-183200	DOXY_CTD
0.5	6.64	11	59.23_18.54	2015-11-16	BJÖRNÖFJÄRDEN B3	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	11241	11241_SE591400-183200	DOXY_CTD
1.0	6.64	11	59.23_18.54	2015-11-16	BJÖRNÖFJÄRDEN B3	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	11242	11242_SE591400-183200	DOXY_CTD
2.0	6.71	11	59.23_18.54	2015-11-16	BJÖRNÖFJÄRDEN B3	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	11243	11243_SE591400-183200	DOXY_CTD
3.0	6.92	11	59.23_18.54	2015-11-16	BJÖRNÖFJÄRDEN B3	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	11244	11244_SE591400-183200	DOXY_CTD
4.0	6.99	11	59.23_18.54	2015-11-16	BJÖRNÖFJÄRDEN B3	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	11245	11245_SE591400-183200	DOXY_CTD
5.0	7.2	11	59.23_18.54	2015-11-16	BJÖRNÖFJÄRDEN B3	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	11246	11246_SE591400-183200	DOXY_CTD
6.0	7.06	11	59.23_18.54	2015-11-16	BJÖRNÖFJÄRDEN B3	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	11247	11247_SE591400-183200	DOXY_CTD
7.0	6.99	11	59.23_18.54	2015-11-16	BJÖRNÖFJÄRDEN B3	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	11248	11248_SE591400-183200	DOXY_CTD
8.0	5.73	11	59.23_18.54	2015-11-16	BJÖRNÖFJÄRDEN B3	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	11249	11249_SE591400-183200	DOXY_CTD
0.5	6.71	9	59.24_18.53	2015-09-28	BJÖRNÖFJÄRDEN B1	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	12191	12191_SE591400-183200	DOXY_CTD
1.0	6.78	9	59.24_18.53	2015-09-28	BJÖRNÖFJÄRDEN B1	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	12192	12192_SE591400-183200	DOXY_CTD
2.0	6.99	9	59.24_18.53	2015-09-28	BJÖRNÖFJÄRDEN B1	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	12193	12193_SE591400-183200	DOXY_CTD
3.0	7.13	9	59.24_18.53	2015-09-28	BJÖRNÖFJÄRDEN B1	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	12194	12194_SE591400-183200	DOXY_CTD
4.0	7.2	9	59.24_18.53	2015-09-28	BJÖRNÖFJÄRDEN B1	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	12195	12195_SE591400-183200	DOXY_CTD
5.0	7.27	9	59.24_18.53	2015-09-28	BJÖRNÖFJÄRDEN B1	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	12196	12196_SE591400-183200	DOXY_CTD
6.0	7.27	9	59.24_18.53	2015-09-28	BJÖRNÖFJÄRDEN B1	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	12197	12197_SE591400-183200	DOXY_CTD
7.0	7.41	9	59.24_18.53	2015-09-28	BJÖRNÖFJÄRDEN B1	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	12198	12198_SE591400-183200	DOXY_CTD
8.0	3.92	9	59.24_18.53	2015-09-28	BJÖRNÖFJÄRDEN B1	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	12199	12199_SE591400-183200	DOXY_CTD
9.0	2.66	9	59.24_18.53	2015-09-28	BJÖRNÖFJÄRDEN B1	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	12200	12200_SE591400-183200	DOXY_CTD
10.0	0.7	9	59.24_18.53	2015-09-28	BJÖRNÖFJÄRDEN B1	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	12201	12201_SE591400-183200	DOXY_CTD
11.0	0.49	9	59.24_18.53	2015-09-28	BJÖRNÖFJÄRDEN B1	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	12202	12202_SE591400-183200	DOXY_CTD
12.0	0.35	9	59.24_18.53	2015-09-28	BJÖRNÖFJÄRDEN B1	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	12203	12203_SE591400-183200	DOXY_CTD
13.0	0.21	9	59.24_18.53	2015-09-28	BJÖRNÖFJÄRDEN B1	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	12204	12204_SE591400-183200	DOXY_CTD
14.0	0.14	9	59.24_18.53	2015-09-28	BJÖRNÖFJÄRDEN B1	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	12205	12205_SE591400-183200	DOXY_CTD
15.0	0.14	9	59.24_18.53	2015-09-28	BJÖRNÖFJÄRDEN B1	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	12206	12206_SE591400-183200	DOXY_CTD
16.0	0.14	9	59.24_18.53	2015-09-28	BJÖRNÖFJÄRDEN B1	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	12207	12207_SE591400-183200	DOXY_CTD
17.0	0.14	9	59.24_18.53	2015-09-28	BJÖRNÖFJÄRDEN B1	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	12208	12208_SE591400-183200	DOXY_CTD
18.0	0.14	9	59.24_18.53	2015-09-28	BJÖRNÖFJÄRDEN B1	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	12209	12209_SE591400-183200	DOXY_CTD
19.0	0.14	9	59.24_18.53	2015-09-28	BJÖRNÖFJÄRDEN B1	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	12210	12210_SE591400-183200	DOXY_CTD
20.0	0.14	9	59.24_18.53	2015-09-28	BJÖRNÖFJÄRDEN B1	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	12211	12211_SE591400-183200	DOXY_CTD
21.0	0.14	9	59.24_18.53	2015-09-28	BJÖRNÖFJÄRDEN B1	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	12212	12212_SE591400-183200	DOXY_CTD
22.0	0.14	9	59.24_18.53	2015-09-28	BJÖRNÖFJÄRDEN B1	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	12213	12213_SE591400-183200	DOXY_CTD
23.0	0.14	9	59.24_18.53	2015-09-28	BJÖRNÖFJÄRDEN B1	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	12214	12214_SE591400-183200	DOXY_CTD
0.5	5.73	9	59.25_18.52	2015-09-28	BJÖRNÖFJÄRDEN B2	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	12215	12215_SE591400-183200	DOXY_CTD
1.0	5.8	9	59.25_18.52	2015-09-28	BJÖRNÖFJÄRDEN B2	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	12216	12216_SE591400-183200	DOXY_CTD
2.0	5.87	9	59.25_18.52	2015-09-28	BJÖRNÖFJÄRDEN B2	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	12217	12217_SE591400-183200	DOXY_CTD
3.0	6.01	9	59.25_18.52	2015-09-28	BJÖRNÖFJÄRDEN B2	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	12218	12218_SE591400-183200	DOXY_CTD
4.0	6.08	9	59.25_18.52	2015-09-28	BJÖRNÖFJÄRDEN B2	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	12219	12219_SE591400-183200	DOXY_CTD
5.0	6.22	9	59.25_18.52	2015-09-28	BJÖRNÖFJÄRDEN B2	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	12220	12220_SE591400-183200	DOXY_CTD
6.0	6.36	9	59.25_18.52	2015-09-28	BJÖRNÖFJÄRDEN B2	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	12221	12221_SE591400-183200	DOXY_CTD
7.0	6.43	9	59.25_18.52	2015-09-28	BJÖRNÖFJÄRDEN B2	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	12222	12222_SE591400-183200	DOXY_CTD
8.0	3.01	9	59.25_18.52	2015-09-28	BJÖRNÖFJÄRDEN B2	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	12223	12223_SE591400-183200	DOXY_CTD
9.0	0.84	9	59.25_18.52	2015-09-28	BJÖRNÖFJÄRDEN B2	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	12224	12224_SE591400-183200	DOXY_CTD
10.0	0.56	9	59.25_18.52	2015-09-28	BJÖRNÖFJÄRDEN B2	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	12225	12225_SE591400-183200	DOXY_CTD
11.0	0.42	9	59.25_18.52	2015-09-28	BJÖRNÖFJÄRDEN B2	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	12226	12226_SE591400-183200	DOXY_CTD
12.0	0.21	9	59.25_18.52	2015-09-28	BJÖRNÖFJÄRDEN B2	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	12227	12227_SE591400-183200	DOXY_CTD
0.5	6.64	9	59.23_18.54	2015-09-28	BJÖRNÖFJÄRDEN B3	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	12228	12228_SE591400-183200	DOXY_CTD
1.0	6.71	9	59.23_18.54	2015-09-28	BJÖRNÖFJÄRDEN B3	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	12229	12229_SE591400-183200	DOXY_CTD
2.0	6.85	9	59.23_18.54	2015-09-28	BJÖRNÖFJÄRDEN B3	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	12230	12230_SE591400-183200	DOXY_CTD
3.0	6.92	9	59.23_18.54	2015-09-28	BJÖRNÖFJÄRDEN B3	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	12231	12231_SE591400-183200	DOXY_CTD
4.0	6.99	9	59.23_18.54	2015-09-28	BJÖRNÖFJÄRDEN B3	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	12232	12232_SE591400-183200	DOXY_CTD
5.0	7.06	9	59.23_18.54	2015-09-28	BJÖRNÖFJÄRDEN B3	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	12233	12233_SE591400-183200	DOXY_CTD
6.0	7.06	9	59.23_18.54	2015-09-28	BJÖRNÖFJÄRDEN B3	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	12234	12234_SE591400-183200	DOXY_CTD
7.0	6.99	9	59.23_18.54	2015-09-28	BJÖRNÖFJÄRDEN B3	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	12235	12235_SE591400-183200	DOXY_CTD
8.0	6.85	9	59.23_18.54	2015-09-28	BJÖRNÖFJÄRDEN B3	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	12236	12236_SE591400-183200	DOXY_CTD
0.5	6.36	9	59.24_18.53	2015-09-13	BJÖRNÖFJÄRDEN B1	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	12306	12306_SE591400-183200	DOXY_CTD
1.0	6.5	9	59.24_18.53	2015-09-13	BJÖRNÖFJÄRDEN B1	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	12307	12307_SE591400-183200	DOXY_CTD
2.0	6.71	9	59.24_18.53	2015-09-13	BJÖRNÖFJÄRDEN B1	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	12308	12308_SE591400-183200	DOXY_CTD
3.0	6.85	9	59.24_18.53	2015-09-13	BJÖRNÖFJÄRDEN B1	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	12309	12309_SE591400-183200	DOXY_CTD
4.0	6.99	9	59.24_18.53	2015-09-13	BJÖRNÖFJÄRDEN B1	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	12310	12310_SE591400-183200	DOXY_CTD
5.0	6.92	9	59.24_18.53	2015-09-13	BJÖRNÖFJÄRDEN B1	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	12311	12311_SE591400-183200	DOXY_CTD
6.0	6.78	9	59.24_18.53	2015-09-13	BJÖRNÖFJÄRDEN B1	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	12312	12312_SE591400-183200	DOXY_CTD
7.0	6.15	9	59.24_18.53	2015-09-13	BJÖRNÖFJÄRDEN B1	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	12313	12313_SE591400-183200	DOXY_CTD
8.0	2.03	9	59.24_18.53	2015-09-13	BJÖRNÖFJÄRDEN B1	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	12314	12314_SE591400-183200	DOXY_CTD
9.0	0.14	9	59.24_18.53	2015-09-13	BJÖRNÖFJÄRDEN B1	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	12315	12315_SE591400-183200	DOXY_CTD
10.0	0.14	9	59.24_18.53	2015-09-13	BJÖRNÖFJÄRDEN B1	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	12316	12316_SE591400-183200	DOXY_CTD
11.0	0.14	9	59.24_18.53	2015-09-13	BJÖRNÖFJÄRDEN B1	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	12317	12317_SE591400-183200	DOXY_CTD
12.0	0.14	9	59.24_18.53	2015-09-13	BJÖRNÖFJÄRDEN B1	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	12318	12318_SE591400-183200	DOXY_CTD
13.0	0.14	9	59.24_18.53	2015-09-13	BJÖRNÖFJÄRDEN B1	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	12319	12319_SE591400-183200	DOXY_CTD
14.0	0.14	9	59.24_18.53	2015-09-13	BJÖRNÖFJÄRDEN B1	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	12320	12320_SE591400-183200	DOXY_CTD
15.0	0.14	9	59.24_18.53	2015-09-13	BJÖRNÖFJÄRDEN B1	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	12321	12321_SE591400-183200	DOXY_CTD
16.0	0.14	9	59.24_18.53	2015-09-13	BJÖRNÖFJÄRDEN B1	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	12322	12322_SE591400-183200	DOXY_CTD
17.0	0.14	9	59.24_18.53	2015-09-13	BJÖRNÖFJÄRDEN B1	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	12323	12323_SE591400-183200	DOXY_CTD
18.0	0.14	9	59.24_18.53	2015-09-13	BJÖRNÖFJÄRDEN B1	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	12324	12324_SE591400-183200	DOXY_CTD
19.0	0.14	9	59.24_18.53	2015-09-13	BJÖRNÖFJÄRDEN B1	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	12325	12325_SE591400-183200	DOXY_CTD
20.0	0.14	9	59.24_18.53	2015-09-13	BJÖRNÖFJÄRDEN B1	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	12326	12326_SE591400-183200	DOXY_CTD
21.0	0.14	9	59.24_18.53	2015-09-13	BJÖRNÖFJÄRDEN B1	SE591400-183200	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2015	12327	12327_SE591400-183200	DOXY_CTD
