AMON	DATE_count	DIN	NTOT	NTRA	NTRI	NTRZ	SALT	STATUS	VISS_EU_CD	WATER_TYPE_AREA	YEAR	global_EQR	index_column	local_EQR	max	min	new_index	number_of_dates
	2.0	5.198333333333334					7.0	MODERATE	SE581520-165000	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2015.0	0.437261820012031	2	0.4809880020132341			2_SE581520-165000	
	2.0	3.9400000000000004					6.85	MODERATE	SE581520-165000	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2016.0	0.5775091939730452	3	0.6352601133703497			3_SE581520-165000	
	3.0	10.455					6.5	MODERATE	SE560825-144215	08 - Blekinge skärgård och Kalmarsund. Inre kustvatten	2013.0	0.5054791583491657	0	0.5660270741840823			0_SE560825-144215	
	3.0	13.906666666666666					6.183333333333333	POOR	SE560825-144215	08 - Blekinge skärgård och Kalmarsund. Inre kustvatten	2014.0	0.3881896525951901	1	0.44055172207615206			1_SE560825-144215	
	3.0	15.545					7.466666666666666	BAD	SE560825-144215	08 - Blekinge skärgård och Kalmarsund. Inre kustvatten	2015.0	0.14185483179025113	2	0.20568950609586412			2_SE560825-144215	
	3.0	9.790000000000001					7.255	BAD	SE560825-144215	08 - Blekinge skärgård och Kalmarsund. Inre kustvatten	2016.0	0.18478683188202968	3	0.267940906228943			3_SE560825-144215	
	3.0	4.923333333333333					7.283333333333334	MODERATE	SE621688-144133	09 - Blekinge skärgård och Kalmarsund. Yttre kustvatten	2013.0	0.5716042201595082	0	0.638764642175459			0_SE621688-144133	
	3.0	4.638333333333334					7.533333333333332	MODERATE	SE621688-144133	09 - Blekinge skärgård och Kalmarsund. Yttre kustvatten	2014.0	0.49556447986441415	1	0.5551209278508555			1_SE621688-144133	
	3.0	5.588333333333334					8.066666666666666	MODERATE	SE621688-144133	09 - Blekinge skärgård och Kalmarsund. Yttre kustvatten	2015.0	0.434709608412138	2	0.4881805692533518			2_SE621688-144133	
	3.0	3.6233333333333335					7.796666666666667	GOOD	SE621688-144133	09 - Blekinge skärgård och Kalmarsund. Yttre kustvatten	2016.0	0.6351502024118653	3	0.6928476315677125			3_SE621688-144133	
	3.0	10.325					6.533333333333334	MODERATE	SE560900-145280	08 - Blekinge skärgård och Kalmarsund. Inre kustvatten	2013.0	0.48103432984590766	0	0.5391377628304984			0_SE560900-145280	
	3.0	15.533333333333333					5.983333333333334	MODERATE	SE560900-145280	08 - Blekinge skärgård och Kalmarsund. Inre kustvatten	2014.0	0.4249457164092172	1	0.4774402880501389			1_SE560900-145280	
	3.0	11.136666666666665					7.55	BAD	SE560900-145280	08 - Blekinge skärgård och Kalmarsund. Inre kustvatten	2015.0	0.16028488392743998	2	0.23241308169478792			2_SE560900-145280	
	3.0	14.348333333333334					7.1433333333333335	BAD	SE560900-145280	08 - Blekinge skärgård och Kalmarsund. Inre kustvatten	2016.0	0.16316873734211945	3	0.2365946691460732			3_SE560900-145280	
	3.0	19.833333333333332					6.966666666666668	BAD	SE560205-143545	07 - Skånes kustvatten	2013.0	0.1348745383162043	0	0.1955680805584962			0_SE560205-143545	
	3.0	42.836666666666666					6.95	BAD	SE560205-143545	07 - Skånes kustvatten	2014.0	0.05693239938021614	1	0.0825519791013134			1_SE560205-143545	
	3.0	18.9					8.1	BAD	SE560205-143545	07 - Skånes kustvatten	2015.0	0.09698876129608126	2	0.1406337038793178			2_SE560205-143545	
	3.0	15.86					7.6433333333333335	BAD	SE560205-143545	07 - Skånes kustvatten	2016.0	0.19205447000876416	3	0.278478981512708			3_SE560205-143545	
	2.0	12.623333333333331					5.55	BAD	SE581000-164020	13 - Östergötlands inre kustvatten	2013.0	0.17786205830893467	0	0.25789998454795526			0_SE581000-164020	
	2.0	21.623333333333335					3.6500000000000004	BAD	SE581000-164020	13 - Östergötlands inre kustvatten	2014.0	0.16516030602154508	1	0.23948244373124034			1_SE581000-164020	
	2.0	11.015					6.45	BAD	SE581000-164020	13 - Östergötlands inre kustvatten	2015.0	0.1580347909954598	2	0.22915044694341669			2_SE581000-164020	
	2.0	13.958333333333332					6.133333333333334	BAD	SE581000-164020	13 - Östergötlands inre kustvatten	2016.0	0.13150992557199592	3	0.19068939207939406			3_SE581000-164020	
	2.0	5.026666666666666					6.0	MODERATE	SE580585-164720	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2013.0	0.496155575625366	0	0.5457711331879026			0_SE580585-164720	
	2.0	6.574999999999999					6.4	POOR	SE580585-164720	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2014.0	0.3361063394683027	1	0.392079754601227			1_SE580585-164720	
	2.0	6.243333333333333					6.300000000000001	POOR	SE580585-164720	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2015.0	0.3821191306925727	2	0.4265893480194295			2_SE580585-164720	
	2.0	4.501666666666667					6.816666666666666	MODERATE	SE580585-164720	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2016.0	0.5054044348993868	3	0.5559448783893255			3_SE580585-164720	
	2.0	4.531666666666667					6.5	MODERATE	SE580735-165296	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2013.0	0.5489660156855652	0	0.6038626172541217			0_SE580735-165296	
	2.0	3.8750000000000004					6.85	MODERATE	SE580735-165296	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2014.0	0.5867057707514562	1	0.6453763478266019			1_SE580735-165296	
	2.0	5.008333333333333					7.25	MODERATE	SE580735-165296	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2015.0	0.4558244517621296	2	0.5014068969383425			2_SE580735-165296	
	2.0	3.7733333333333334					6.8999999999999995	GOOD	SE580735-165296	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2016.0	0.6058691626713103	3	0.6641084138699173			3_SE580735-165296	
	2.0	8.351666666666667					3.55	GOOD	SE580000-164060	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2013.0	0.603922885508829	0	0.6627460198561803			0_SE580000-164060	
	2.0	11.031666666666666					5.4	POOR	SE580000-164060	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2014.0	0.23299516655789004	1	0.3147463749184175			1_SE580000-164060	
	2.0	8.79					6.55	POOR	SE580000-164060	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2015.0	0.23902445061129762	2	0.3192683379584732			2_SE580000-164060	
	1.0	10.4					6.233333333333333	BAD	SE580000-164060	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	2016.0	0.1657957559681698	3	0.2404038461538462			3_SE580000-164060	
	5.0	6.295999999999999					7.290000000000001	MODERATE	SE554800-142001	07 - Skånes kustvatten	2013.0	0.5665232621491737	0	0.633175588364091			0_SE554800-142001	
	6.0	4.829166666666667					7.625	MODERATE	SE554800-142001	07 - Skånes kustvatten	2014.0	0.5308756220794832	1	0.5939631842874316			1_SE554800-142001	
	6.0	5.259166666666667					8.508333333333333	MODERATE	SE554800-142001	07 - Skånes kustvatten	2015.0	0.5110192053223623	2	0.5721211258545985			2_SE554800-142001	
