STATUS2013din_winter	EU_CD	YEAR_count2013din_winter	global_EQR2013din_winter	WATER_TYPE_AREA	STATUS2017din_winter	YEAR_count2017din_winter	global_EQR2017din_winter	changedin_winter	STATUS2013ntot_winter	YEAR_count2013ntot_winter	global_EQR2013ntot_winter	STATUS2017ntot_winter	YEAR_count2017ntot_winter	global_EQR2017ntot_winter	changentot_winter	STATUS2013	YEAR_count2013	global_EQR2013	STATUS2017	YEAR_count2017	global_EQR2017	change
BAD	SE636150-199220	1	0.05322581755763112	20 - Norra Kvarkens inre kustvatten	BAD	1	0.05846418681972665	0	BAD	1	0.07673465186383355	BAD	1	0.08110563929122859	0	POOR	6	0.23271853636949114	BAD	6	0.19727912867117578	2
POOR	SE636910-204040	1	0.2005096003296251	20 - Norra Kvarkens inre kustvatten	POOR	1	0.2475365471775855	0	POOR	1	0.39560938344295593	MODERATE	1	0.44145818815330995	2	POOR	2	0.3966543829810389	POOR	2	0.36199860744628803	0
BAD	SE600740-183460	4	0.1562648629776678	16 - Södra Bottenhavet. Inre kustvatten	BAD	4	0.1572311116745143	0	POOR	4	0.24918921092524454	POOR	4	0.23795132094175486	0	MODERATE	6	0.4044921516148181	MODERATE	6	0.4064722806686232	0
MODERATE	SE633043-193300	4	0.4822158655640771	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	MODERATE	4	0.4822158655640771	0	HIGH	4	0.8027931381568754	GOOD	4	0.7170134145725257	2	HIGH	6	0.8338300856410971	GOOD	6	0.7691097036402812	2
MODERATE	SE604250-173000	3	0.5422160344337861	16 - Södra Bottenhavet. Inre kustvatten	MODERATE	3	0.5851408128966675	0	GOOD	3	0.6314350306071759	GOOD	3	0.6222276300851659	0	GOOD	6	0.7377049885645827	GOOD	6	0.7475926720850649	0
MODERATE	SE604200-174400	2	0.5555332447186201	17 - Södra Bottenhavet. Yttre kustvatten	GOOD	2	0.6701206039593481	1	HIGH	2	0.9877307957027858	HIGH	2	1.0	0	GOOD	6	0.7772928130508403	GOOD	6	0.789108314224021	0
HIGH	SE575500-113750	6	0.831642886516195	01n - Västkustens inre kustvatten	MODERATE	6	0.5976990253428605	-1	HIGH	6	0.8952560970598576	GOOD	6	0.7485531469016257	2	MODERATE	6	0.49286211785264084	POOR	6	0.37876859817532926	2
GOOD	SE581260-113220	6	0.73898686811918	02 - Västkustens fjordar	MODERATE	6	0.488734686987809	-1	GOOD	6	0.7702920255788789	MODERATE	6	0.5720426136544164	-1	MODERATE	6	0.5287671257381055	MODERATE	6	0.4310359079710978	0
GOOD	SE572472-120302	6	0.666507509618988	01s - Västkustens inre kustvatten	GOOD	6	0.6641584569964408	0	GOOD	6	0.7942201694195079	GOOD	6	0.6534751999381232	0	MODERATE	6	0.5574310305349152	MODERATE	6	0.5376872459898349	0
MODERATE	SE574000-114230	6	0.5032413339075039	01s - Västkustens inre kustvatten	MODERATE	6	0.5005325113133555	0	GOOD	6	0.7464151737000151	GOOD	6	0.6155766312732545	0	MODERATE	6	0.5475110128051247	MODERATE	6	0.5403839450776159	0
POOR	SE572540-114801	6	0.39055181045804194	04 - Västkustens yttre kustvatten. Kattegatt	POOR	6	0.3905518104580418	0	HIGH	6	0.8287098473757236	GOOD	6	0.6305011650761272	2	MODERATE	6	0.5939728547078609	MODERATE	6	0.5873033019587737	0
HIGH	SE582000-112350	6	0.902176882145343	01n - Västkustens inre kustvatten	HIGH	6	0.8698460386036914	0	HIGH	6	0.9459183998874034	HIGH	6	0.9201977416349152	0	MODERATE	6	0.5660430126566526	MODERATE	6	0.5068730187321782	0
GOOD	SE585100-110600	6	0.7242450690184439	03 - Västkustens yttre kustvatten. Skagerrak	GOOD	6	0.6614765349165018	0	HIGH	6	0.8612239858739369	HIGH	6	0.8598791940731414	0	MODERATE	6	0.5338093395452306	MODERATE	6	0.5002952039956425	0
GOOD	SE572135-120141	6	0.6968651976406832	01s - Västkustens inre kustvatten	GOOD	6	0.6950421021294046	0	HIGH	6	0.8492986429374332	GOOD	6	0.7200073153919835	2	MODERATE	6	0.5998465097317571	MODERATE	6	0.5783462005916793	0
MODERATE	SE570000-120701	6	0.5469453226541058	04 - Västkustens yttre kustvatten. Kattegatt	MODERATE	6	0.5469453226541056	0	HIGH	6	0.8212150353717605	GOOD	6	0.6699781579103593	2	GOOD	6	0.6304628763299062	MODERATE	6	0.5929435487815868	-1
MODERATE	SE584340-174401	6	0.4275057880638473	14 - Östergötlands yttre kustvatten	MODERATE	6	0.4279569591130396	0	MODERATE	6	0.5442762454264152	MODERATE	6	0.5459234815161945	0	MODERATE	6	0.5291230011032553	MODERATE	6	0.5264684141598918	0
MODERATE	SE582000-115270	6	0.5999355944664129	02 - Västkustens fjordar	POOR	6	0.30781127220026044	2	MODERATE	6	0.5607502655708244	MODERATE	6	0.4166610063793141	0	MODERATE	6	0.4691293420874724	POOR	6	0.3709840599872194	2
HIGH	SE728806-179329	1	1.0	22 - Norra Bottenviken. Inre kustvatten	HIGH	1	1.0	0	HIGH	1	1.0	HIGH	1	1.0	0	HIGH	6	0.9859943977591037	HIGH	6	0.9866740813972649	0
HIGH	SE652920-222650	1	0.9828009828009827	22 - Norra Bottenviken. Inre kustvatten	HIGH	1	1.0	0	BAD	3	0.1033681144418339	BAD	3	0.10692322570676918	0	GOOD	6	0.7226814795223367	GOOD	6	0.7254942087751007	0
MODERATE	SE623890-178030	1	0.41085972850678737	19 - Norra Bottenhavet. Höga kusten. Yttre kustvatten	MODERATE	1	0.41085972850678737	0	HIGH	1	1.0	HIGH	1	1.0	0	HIGH	5	0.9813728589988333	HIGH	5	0.9735005217816858	0
MODERATE	SE622500-172430	1	0.4635682004930156	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	MODERATE	1	0.4635682004930156	0	HIGH	1	1.0	HIGH	1	1.0	0	HIGH	5	0.9658515580578935	HIGH	5	0.8911217378519054	0
MODERATE	SE622339-172190	1	0.4716947648624667	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	MODERATE	1	0.4716947648624667	0	HIGH	1	1.0	HIGH	1	1.0	0	HIGH	5	0.8693802248467347	GOOD	5	0.7727205385168621	2
POOR	SE622860-173000	1	0.3573402194964493	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	POOR	1	0.3573402194964493	0	HIGH	1	1.0	HIGH	1	1.0	0	HIGH	5	0.987840471453518	HIGH	5	0.9182036526566001	0
MODERATE	SE622126-172430	1	0.42575560829266096	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	MODERATE	1	0.42575560829266096	0	HIGH	1	1.0	HIGH	1	1.0	0	HIGH	5	0.9808368445026477	HIGH	5	0.9379357202993228	0
MODERATE	SE622000-172300	1	0.48431162498614755	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	MODERATE	1	0.48431162498614755	0	HIGH	1	1.0	HIGH	1	1.0	0	HIGH	5	0.9876912097360832	HIGH	5	0.9305743689538255	0
BAD	SE656840-222800	1		22 - Norra Bottenviken. Inre kustvatten	BAD	1		0	BAD	1		BAD	1		0	MODERATE	1	0.46919584002492765	MODERATE	1	0.48100221979213337	0
POOR	SE651940-213930	2	0.32216496515961757	22 - Norra Bottenviken. Inre kustvatten	POOR	2	0.3700081024145195	0	GOOD	2	0.6854175625000002	GOOD	2	0.7914375	0	GOOD	1	0.7705221046131163	GOOD	1	0.7790181309261393	0
BAD	SE652250-213430	1		22 - Norra Bottenviken. Inre kustvatten	BAD	1		0	BAD	1		BAD	1		0	POOR	1	0.38804265485943107	MODERATE	1	0.40450521976528203	2
BAD	SE651818-212790	1		22 - Norra Bottenviken. Inre kustvatten	BAD	1		0	BAD	1		BAD	1		0	HIGH	6	1.0	HIGH	6	1.0	0
BAD	SE652000-213210	1		22 - Norra Bottenviken. Inre kustvatten	BAD	1		0	BAD	1		BAD	1		0	HIGH	1	0.8452358141726696	HIGH	1	0.8566080649666935	0
BAD	SE652150-213000	1		22 - Norra Bottenviken. Inre kustvatten	BAD	1		0	BAD	1		BAD	1		0	MODERATE	1	0.5086805341031322	MODERATE	1	0.5191665579257834	0
BAD	SE652465-214080	1		22 - Norra Bottenviken. Inre kustvatten	BAD	1		0	BAD	1		BAD	1		0	MODERATE	1	0.40326416568174406	MODERATE	1	0.4163725679452528	0
BAD	SE652385-214180	1		22 - Norra Bottenviken. Inre kustvatten	BAD	1		0	BAD	1		BAD	1		0	POOR	1	0.3821433777450516	POOR	1	0.39730773108933115	0
BAD	SE645000-212100	1	0.19208197189353812	22 - Norra Bottenviken. Inre kustvatten	POOR	1	0.22753940509046308	2	POOR	1	0.23435380918220938	POOR	1	0.26941415590626494	0	GOOD	4	0.64853478993375	GOOD	4	0.6545520186807566	0
BAD	SE645000-213500	2	0.19849224270797436	22 - Norra Bottenviken. Inre kustvatten	POOR	2	0.23641684695618032	2	POOR	2	0.33110271071769104	POOR	2	0.3720252446210696	0	GOOD	2	0.7980920622886054	HIGH	2	0.8021088065751856	2
GOOD	SE644150-211000	1	0.7597546799214333	22 - Norra Bottenviken. Inre kustvatten	HIGH	1	0.9703022407503907	2	HIGH	1	1.0	HIGH	1	1.0	0	GOOD	5	0.7890372652306392	GOOD	5	0.7947268523611359	0
MODERATE	SE644030-218500	1	0.48116521800158985	22 - Norra Bottenviken. Inre kustvatten	MODERATE	1	0.5975135121774832	0	GOOD	1	0.7614568265007322	HIGH	1	0.8101443212717003	2	MODERATE	1	0.4066678194940473	MODERATE	1	0.4213783601280595	0
MODERATE	SE611600-171500	5	0.41216467132953793	16 - Södra Bottenhavet. Inre kustvatten	MODERATE	5	0.4294607170088791	0	GOOD	6	0.6051764624842332	MODERATE	6	0.5849609004393401	-1	GOOD	6	0.7716250909209792	GOOD	6	0.7778332028814443	0
POOR	SE611676-171000	5	0.3135878669910832	16 - Södra Bottenhavet. Inre kustvatten	POOR	5	0.3551744311011481	0	POOR	6	0.3129271294198161	POOR	6	0.32683766817498217	0	MODERATE	6	0.49158335468006453	MODERATE	6	0.4950280914360887	0
GOOD	SE611000-171500	5	0.6055254375254374	16 - Södra Bottenhavet. Inre kustvatten	GOOD	5	0.6404960288388859	0	HIGH	6	0.9819612358472464	HIGH	6	0.9841894892672098	0	HIGH	6	0.8808806560779254	HIGH	6	0.8860426707761349	0
GOOD	SE611213-171063	5	0.6609637126354451	16 - Södra Bottenhavet. Inre kustvatten	GOOD	5	0.7244836847268459	0	HIGH	6	0.9880525686977301	HIGH	6	0.9841269841269842	0	HIGH	6	0.8915032894733439	HIGH	6	0.8965300136287335	0
MODERATE	SE634230-201605	1	0.4392990335173065	20 - Norra Kvarkens inre kustvatten	MODERATE	1	0.494346479500471	0	GOOD	1	0.6042449280922981	GOOD	1	0.7179791934861026	0	HIGH	2	0.8456360751071461	GOOD	2	0.7560505220785703	2
BAD	SE641250-210560	2	0.19078040958171882	22 - Norra Bottenviken. Inre kustvatten	POOR	2	0.2061343283736409	2	POOR	2	0.29714612418300657	POOR	2	0.3322399047474286	0	GOOD	1	0.780347114822834	GOOD	1	0.7823475231932138	0
BAD	SE634950-202940	1		20 - Norra Kvarkens inre kustvatten	BAD	1		0	BAD	1		BAD	1		0	POOR	6	0.32945549745470426	POOR	6	0.28766905327176606	0
POOR	SE635660-199490	1	0.3510631791311141	20 - Norra Kvarkens inre kustvatten	POOR	1	0.387788277566984	0	MODERATE	1	0.5453571775330017	GOOD	1	0.6060944575138977	1	HIGH	2	0.8849998052193716	HIGH	2	0.8196804792987132	0
POOR	SE630180-182080	1	0.26147027829387876	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	POOR	1	0.26147027829387876	0	MODERATE	1	0.5388598305737475	MODERATE	1	0.5336865893745762	0	HIGH	1	0.948605917769562	HIGH	1	0.9439813194812228	0
MODERATE	SE630210-187470	1	0.42761286781121527	19 - Norra Bottenhavet. Höga kusten. Yttre kustvatten	MODERATE	1	0.42761286781121527	0	GOOD	1	0.7696621719788711	GOOD	1	0.7696621719788711	0	HIGH	1	0.9105903435036455	HIGH	1	0.8914623756964155	0
POOR	SE630760-183315	1	0.24976791433329149	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	POOR	1	0.24976791433329149	0	MODERATE	1	0.5089019764033114	MODERATE	1	0.5041638433099829	0	HIGH	1	0.9108302318564898	HIGH	1	0.9039847961726543	0
POOR	SE633400-195000	1	0.390979887322291	19 - Norra Bottenhavet. Höga kusten. Yttre kustvatten	POOR	1	0.390979887322291	0	GOOD	1	0.6550253415099794	GOOD	1	0.6550253415099794	0	HIGH	2	0.9796101216645539	HIGH	2	0.9685480073412597	0
POOR	SE630203-182615	1	0.2327053150175695	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	POOR	1	0.2327053150175695	0	GOOD	2	0.7971563908793301	GOOD	2	0.7960443805387164	0	HIGH	4	0.9861021303993319	HIGH	4	0.9855858927490474	0
MODERATE	SE625000-180075	1	0.4478841883552097	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	MODERATE	1	0.4478841883552097	0	MODERATE	1	0.5307465718174178	MODERATE	1	0.48547416357995427	0	HIGH	3	1.0	HIGH	3	0.9522482277213341	0
POOR	SE555545-124332	6	0.2797136099021243	06 - Öresunds kustvatten	POOR	6	0.2797136099021243	0	HIGH	6	0.8219834552621021	GOOD	6	0.648616775760828	2	MODERATE	6	0.5250563242230227	MODERATE	6	0.5250563242230227	0
POOR	SE631346-184241	1	0.31216455889662004	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	POOR	1	0.31216455889662004	0	MODERATE	1	0.5888124269530878	MODERATE	1	0.579862667766395	0	HIGH	2	0.9334271878843095	HIGH	2	0.9161931623372174	0
BAD	SE631646-185280	1	0.18030952642531894	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	BAD	1	0.18030952642531894	0	POOR	1	0.36087320352449964	POOR	1	0.34298702874140824	0	HIGH	2	0.9155555171130855	HIGH	2	0.8945467721532413	0
MODERATE	SE632090-190370	1	0.4050132437495962	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	MODERATE	1	0.4050132437495962	0	GOOD	1	0.6664974619289343	GOOD	1	0.6664974619289343	0	HIGH	1	0.9538872546601848	HIGH	1	0.939149014917024	0
POOR	SE632090-189470	1	0.37259698897948323	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	POOR	1	0.37259698897948323	0	GOOD	1	0.6130648192650087	GOOD	1	0.6130648192650087	0	HIGH	1	0.9274943104805733	HIGH	1	0.9086205466234449	0
POOR	SE632760-191300	1	0.36581952117863714	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	POOR	1	0.36581952117863714	0	GOOD	1	0.626167315175097	GOOD	1	0.626167315175097	0	HIGH	1	0.9642913755557383	HIGH	1	0.9214172536192445	0
MODERATE	SE628480-183070	1	0.4566088468641215	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	MODERATE	1	0.4566088468641215	0	HIGH	1	1.0	HIGH	1	0.9855502587295769	0	HIGH	1	0.846438438419045	HIGH	1	0.8336798669182273	0
POOR	SE593750-183962	3	0.2931792188637548	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	MODERATE	3	0.46473626550013614	2	BAD	3	0.13429971119217748	BAD	3	0.14247185381781688	0	POOR	6	0.2729243922959623	POOR	6	0.24469825069819676	0
BAD	SE594670-185500	3	0.1105657110168208	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	BAD	3	0.15694152944051562	0	BAD	3	0.10483386380578173	BAD	3	0.1111289039902851	0	MODERATE	5	0.45504312191911944	MODERATE	5	0.4334985902557814	0
POOR	SE643700-211940	1	0.25265238879736407	22 - Norra Bottenviken. Inre kustvatten	POOR	1	0.3003185063152114	0	BAD	1	0.1829376253298153	BAD	1	0.19266387293703763	0	GOOD	4	0.6845201799999571	GOOD	4	0.6909205827441697	0
POOR	SE590385-180890	1	0.3402965474087263	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	MODERATE	1	0.47629858416845106	2	POOR	1	0.23512718080294664	POOR	1	0.2595767555468216	0	MODERATE	5	0.5373688810842988	MODERATE	5	0.5289758578366719	0
MODERATE	SE585797-181090	1	0.46818137524634895	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	MODERATE	1	0.5144032140865449	0	POOR	1	0.2758745949435327	POOR	1	0.2686386482286703	0	MODERATE	5	0.5285696022469825	MODERATE	5	0.5211231382665878	0
MODERATE	SE575170-183550	2	0.4352714382623753	11 - Gotlands nordvästra kustvatten	MODERATE	2	0.4143774315666478	0	MODERATE	2	0.480153190380463	MODERATE	2	0.4841225523043704	0	MODERATE	1	0.4781746306365391	MODERATE	1	0.4781746306365391	0
POOR	SE574170-190001	2	0.340286528610251	10 - Ölands och Gotlands kustvatten	POOR	2	0.36802090730903614	0	MODERATE	2	0.5068681318681321	MODERATE	2	0.46352258852258865	0	MODERATE	1	0.5186259462226063	MODERATE	1	0.5186259462226063	0
BAD	SE594800-190220	2	0.06803070761992867	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	BAD	2	0.09084287053652981	0	BAD	2	0.09862094700400854	BAD	2	0.10113884218896574	0	MODERATE	5	0.5831767671643621	MODERATE	5	0.5606416123425815	0
MODERATE	SE651500-213108	1	0.45408444553617733	22 - Norra Bottenviken. Inre kustvatten	MODERATE	1	0.5014656513551135	0	HIGH	1	1.0	HIGH	1	1.0	0	HIGH	5	1.0	HIGH	5	1.0	0
GOOD	SE653900-223280	1	0.773043611951007	22 - Norra Bottenviken. Inre kustvatten	HIGH	1	0.854508327781479	2	GOOD	1	0.7714468489944519	HIGH	1	0.8949425401228454	2	HIGH	1	0.8408586232420431	HIGH	1	0.844326642574128	0
POOR	SE561030-122821	6	0.30531361937609997	05 - Södra Hallands och norra Öresunds kustvatten	POOR	6	0.30531361937609997	0	HIGH	6	0.8801441602155881	GOOD	6	0.7271384603453731	2	MODERATE	6	0.5948341806677884	MODERATE	6	0.5948341806677884	0
BAD	SE554810-125240	6	0.13268787772283444	06 - Öresunds kustvatten	BAD	6	0.13268787772283444	0	MODERATE	6	0.4575923965672122	POOR	6	0.37310626927254253	2	MODERATE	6	0.5672945623605079	MODERATE	6	0.5672945623605079	0
BAD	SE554040-125750	6	0.1326221767091234	06 - Öresunds kustvatten	BAD	6	0.1326221767091234	0	POOR	6	0.380648243533523	POOR	6	0.3053212591259448	0	MODERATE	6	0.5233846531126313	MODERATE	6	0.5233846531126313	0
MODERATE	SE552500-124461	6	0.45605032068294843	07 - Skånes kustvatten	MODERATE	6	0.4565764672530303	0	GOOD	6	0.6023446883692215	MODERATE	6	0.485827939142798	-1	MODERATE	6	0.5636883364961667	MODERATE	6	0.5731380611847221	0
MODERATE	SE554800-142001	6	0.5854668559100717	07 - Skånes kustvatten	MODERATE	6	0.5901180506607026	0	GOOD	6	0.7096497420815222	MODERATE	6	0.5494038159623148	-1	MODERATE	6	0.5969463794598324	GOOD	6	0.6067048129874592	1
POOR	SE560825-144215	2	0.21466538088071366	08 - Blekinge skärgård och Kalmarsund. Inre kustvatten	BAD	2	0.18420226692087227	2	GOOD	2	0.6825321250761572	MODERATE	2	0.5117917613377655	-1	GOOD	2	0.641913184028288	GOOD	2	0.6429212570786916	0
MODERATE	SE561005-150250	2	0.4397520366330743	08 - Blekinge skärgård och Kalmarsund. Inre kustvatten	MODERATE	2	0.43968869202492133	0	HIGH	2	0.9728922169923455	HIGH	2	0.8993196405648269	0	GOOD	2	0.692617062388899	GOOD	2	0.7102375666824152	0
MODERATE	SE621688-144133	6	0.49790302426007405	09 - Blekinge skärgård och Kalmarsund. Yttre kustvatten	MODERATE	6	0.4884761694702061	0	GOOD	6	0.7615001483911648	MODERATE	6	0.5881678993693776	-1	MODERATE	6	0.5947052702906138	GOOD	6	0.6011640344810697	1
MODERATE	SE560900-145280	6	0.4302949021818905	08 - Blekinge skärgård och Kalmarsund. Inre kustvatten	POOR	6	0.2931215211466137	2	MODERATE	6	0.49651966916004237	POOR	6	0.37514045293018045	2	MODERATE	6	0.4757848757519242	MODERATE	6	0.4670532540519085	0
BAD	SE560205-143545	2	0.04281645301705386	07 - Skånes kustvatten	BAD	2	0.04287416465858293	0	BAD	2	0.14410735653939152	BAD	2	0.12884850224166478	0	MODERATE	2	0.44563741986549454	MODERATE	2	0.4550241840651806	0
HIGH	SE582147-111771	6	0.9066105072516989	01n - Västkustens inre kustvatten	HIGH	6	0.8843550861081243	0	HIGH	6	0.9638258478864791	HIGH	6	0.9503400874043719	0	MODERATE	6	0.5738284428681997	MODERATE	6	0.5159728653554363	0
GOOD	SE560940-151740	5	0.658245379307229	08 - Blekinge skärgård och Kalmarsund. Inre kustvatten	MODERATE	5	0.4912290721862586	-1	MODERATE	5	0.5657673487313282	MODERATE	5	0.42105203526843954	0	MODERATE	6	0.5479902808598496	MODERATE	6	0.5454821759335503	0
MODERATE	SE560500-154880	6	0.4442576943661499	08 - Blekinge skärgård och Kalmarsund. Inre kustvatten	MODERATE	6	0.43715256447836986	0	MODERATE	6	0.5159075550665516	MODERATE	6	0.41546895986224874	0	MODERATE	6	0.4485455646881693	MODERATE	6	0.4549759389272336	0
MODERATE	SE560810-153980	6	0.43076106281066345	08 - Blekinge skärgård och Kalmarsund. Inre kustvatten	POOR	6	0.37145212567689956	2	MODERATE	6	0.49430681212108707	POOR	6	0.38860113541762636	2	MODERATE	6	0.45178745414817256	MODERATE	6	0.4575494172261526	0
MODERATE	SE560780-153500	5	0.4040493558936685	08 - Blekinge skärgård och Kalmarsund. Inre kustvatten	POOR	5	0.35195953889721954	2	MODERATE	5	0.5289573877277086	MODERATE	5	0.42495051551256047	0	MODERATE	6	0.5022548240579832	MODERATE	6	0.5085434511231377	0
BAD	SE560795-154730	2	0.1684044698463189	08 - Blekinge skärgård och Kalmarsund. Inre kustvatten	BAD	2	0.14157761483536066	0	POOR	2	0.29093229644890883	POOR	2	0.20836867035055695	0	MODERATE	2	0.45634363145902523	MODERATE	2	0.4672062354436574	0
MODERATE	SE560775-153055	6	0.43743680649201305	08 - Blekinge skärgård och Kalmarsund. Inre kustvatten	MODERATE	6	0.4082835264951921	0	MODERATE	6	0.5122912763662394	MODERATE	6	0.40891316705650504	0	MODERATE	6	0.5040661148827256	MODERATE	6	0.5102219428883155	0
POOR	SE560700-155801	6	0.26392083220582385	09 - Blekinge skärgård och Kalmarsund. Yttre kustvatten	POOR	6	0.20025251264732355	0	POOR	6	0.22871461398421158	BAD	6	0.1788626868979975	2	POOR	6	0.3248224760569823	POOR	6	0.3213611890888941	0
POOR	SE571552-162848	5	0.2845552398748352	08 - Blekinge skärgård och Kalmarsund. Inre kustvatten	POOR	5	0.23995074500079033	0	MODERATE	5	0.5773530071224612	MODERATE	5	0.4622145968611303	0	MODERATE	6	0.4706473940272606	MODERATE	6	0.46374544830238634	0
MODERATE	SE565400-163600	5	0.4042344957081444	09 - Blekinge skärgård och Kalmarsund. Yttre kustvatten	POOR	5	0.3704918798864452	2	GOOD	5	0.642069741196107	MODERATE	5	0.5253519421762184	-1	MODERATE	6	0.5588580848305768	MODERATE	6	0.5596452594164243	0
POOR	SE600565-184600	5	0.39883685438513	16 - Södra Bottenhavet. Inre kustvatten	MODERATE	5	0.4349355851585824	2	BAD	5	0.19015666399448794	BAD	5	0.19579852099677672	0	POOR	6	0.38807630435506035	POOR	6	0.39006322111473307	0
POOR	SE601000-183510	5	0.26919061674297523	16 - Södra Bottenhavet. Inre kustvatten	POOR	5	0.2831941405204131	0	POOR	5	0.33900112513485137	POOR	5	0.33552767895621805	0	MODERATE	6	0.504844226008079	MODERATE	6	0.5071355917406397	0
POOR	SE601000-184030	4	0.39134457789277705	16 - Södra Bottenhavet. Inre kustvatten	POOR	4	0.39134457789277705	0	MODERATE	4	0.47120701433847983	MODERATE	4	0.45430337870880383	0	MODERATE	6	0.5720508198882779	MODERATE	6	0.5744040185840047	0
MODERATE	SE573500-163500	5	0.5434067381855667	12s - Östergötlands och Stockholms skärgård. Mellankustvatten	GOOD	5	0.6992301889268144	1	MODERATE	5	0.4055930968275864	MODERATE	5	0.46315858513425445	0	MODERATE	6	0.4436522475300367	MODERATE	6	0.4392226789691329	0
POOR	SE563825-161810	5	0.2165520225513176	08 - Blekinge skärgård och Kalmarsund. Inre kustvatten	BAD	5	0.17583450068552964	2	POOR	5	0.32845965883578615	POOR	5	0.24182296718250074	0	MODERATE	6	0.43788893740610707	MODERATE	6	0.43998396032423764	0
POOR	SE564250-162500	5	0.3159442358495406	08 - Blekinge skärgård och Kalmarsund. Inre kustvatten	POOR	5	0.2635102910718386	0	MODERATE	5	0.40603763583113445	POOR	5	0.33889604300757303	2	MODERATE	6	0.4244694360473023	MODERATE	6	0.4284403936070303	0
