MYEAR	SDATE	STIME	SHIPC	SERNO	STATN	LATIT_DD	LONGI_DD	SEA_AREA_CODE	SEA_AREA_NAME	SEA_BASIN	WATER_DISTRICT	WATER_TYPE_AREA	WLTYP	DEPH	TEMP_BTL	Q_TEMP_BTL	TEMP_CTD	Q_TEMP_CTD	SALT_BTL	Q_SALT_BTL	SALT_CTD	Q_SALT_CTD	DOXY_BTL	Q_DOXY_BTL	DOXY_CTD	Q_DOXY_CTD	PHOS	Q_PHOS	NTRI	Q_NTRI	NTRA	Q_NTRA	NTRZ	Q_NTRZ	AMON	Q_AMON	CPHL	Q_CPHL	SECCHI	Q_SECCHI
2017	2017-10-12	00:40	34EB	0009	N14 FALKENBERG	56.94063	12.21162							0			13.01				22.50		6.34		6.1		0.15		0.02	<	0.10	<	0.10	<	0.20	<	2.8			
2017	2017-10-12	00:40	34EB	0009	N14 FALKENBERG	56.94063	12.21162							5			13.00				22.50		6.32		6.1		0.15		0.02	<	0.10	<	0.10	<	0.20	<	2.6			
2017	2017-10-12	00:40	34EB	0009	N14 FALKENBERG	56.94063	12.21162							10	13.01		13.00				22.51		6.33		6.0		0.14		0.02	<	0.10	<	0.10	<	0.20	<	2.6			
2017	2017-10-12	00:40	34EB	0009	N14 FALKENBERG	56.94063	12.21162							15			14.09				26.50		5.40		4.8		0.26		0.14		0.62		0.76		0.20	<	4.6			
2017	2017-10-12	00:40	34EB	0009	N14 FALKENBERG	56.94063	12.21162							20			14.64				32.94		4.10		3.8		0.62		0.10		4.93		5.03		0.20	<	0.7			
2017	2017-10-12	00:40	34EB	0009	N14 FALKENBERG	56.94063	12.21162							25	13.38		14.54				33.34		4.07		3.8		0.66		0.09		5.25		5.34		0.20	<	0.4			
2017	2017-10-12	00:40	34EB	0009	N14 FALKENBERG	56.94063	12.21162							30	14.44								4.09				0.66		0.12		5.14		5.26		0.20	<				
2017	2017-10-11	20:10	34EB	0008	FLADEN	57.19220	11.65742							0			13.39				28.49		6.27		5.9		0.17		0.02		0.10	<	0.10	<	0.20	<	3.9			
2017	2017-10-11	20:10	34EB	0008	FLADEN	57.19220	11.65742							5	13.38		13.38				28.47		6.25		5.9		0.16		0.02	<	0.10	<	0.10	<	0.20	<	3.7			
2017	2017-10-11	20:10	34EB	0008	FLADEN	57.19220	11.65742							10			13.43				28.59		6.25		5.8		0.16		0.02	<	0.10	<	0.10	<	0.20	<	3.6			
2017	2017-10-11	20:10	34EB	0008	FLADEN	57.19220	11.65742							15	14.68		14.63				31.26		5.49		5.1		0.35		0.46		0.59		1.05		0.31		1.8			
2017	2017-10-11	20:10	34EB	0008	FLADEN	57.19220	11.65742							20			14.96				32.16		5.38		5.0		0.39		0.57		0.75		1.32		0.50		0.9			
2017	2017-10-11	20:10	34EB	0008	FLADEN	57.19220	11.65742							25			15.09				32.73		5.36		4.9		0.41		0.50		0.69		1.19		0.74		0.7			
2017	2017-10-11	20:10	34EB	0008	FLADEN	57.19220	11.65742							30			14.84				33.09		5.18		4.8		0.44		0.47		1.61		2.08		0.55		0.5			
2017	2017-10-11	20:10	34EB	0008	FLADEN	57.19220	11.65742							40	14.44		14.39				33.60		5.06		4.7		0.46		0.56		2.24		2.80		0.23		0.4			
2017	2017-10-11	20:10	34EB	0008	FLADEN	57.19220	11.65742							50			13.50				34.24		4.87		4.5		0.52		0.40		3.70		4.10		0.20	<	0.2			
2017	2017-10-11	20:10	34EB	0008	FLADEN	57.19220	11.65742							60			12.86				34.47		4.83		4.5		0.56		0.25		4.32		4.57		0.20	<				
2017	2017-10-11	20:10	34EB	0008	FLADEN	57.19220	11.65742							70			12.00				34.64		4.80		4.4		0.62		0.12		5.22		5.34		0.20	<				
2017	2017-10-11	20:10	34EB	0008	FLADEN	57.19220	11.65742							85	11.36								4.72				0.73		0.19		5.94		6.13		0.20	<				
2017	2017-10-11	03:45	34EB	0002	SLÄGGÖ	58.26003	11.43587							75	14.90								5.30				0.36		0.22		0.78		1.00		0.83					
2017	2017-10-10	12:35	77SN	0140	E ÄLVSBORGSBRON	57.69167	11.90667							0	11.74		11.77		6.256			B	6.74				0.41		0.42		19.05		19.47		2.28		1.8		1.5	
2017	2017-10-10	12:35	77SN	0140	E ÄLVSBORGSBRON	57.69167	11.90667							2	13.05		11.83		19.273			B	5.61				0.54		0.52		11.54		12.06		1.72		1.4		1.5	
2017	2017-10-10	12:35	77SN	0140	E ÄLVSBORGSBRON	57.69167	11.90667							5	14.19		14.08		31.495			B	4.73				0.68		0.66		4.58		5.24		0.97		1.2		1.5	
2017	2017-10-10	12:35	77SN	0140	E ÄLVSBORGSBRON	57.69167	11.90667							8	14.26				32.753				4.66				0.70		0.70		3.77		4.47		1.23				1.5	
2017	2017-10-10	22:00	34EB	0001	P2	57.86658	11.29117							0			14.31				32.63		5.80		5.5		0.34		0.15		0.21		0.36		0.21		3.7			
2017	2017-10-10	22:00	34EB	0001	P2	57.86658	11.29117							5	14.30		14.33				32.65		5.78		5.5		0.34		0.15		0.21		0.36		0.20	<	3.7			
2017	2017-10-10	22:00	34EB	0001	P2	57.86658	11.29117							10			14.33				32.65		5.76		5.5		0.34		0.16		0.23		0.39		0.27		3.5			
2017	2017-10-10	22:00	34EB	0001	P2	57.86658	11.29117							15			14.52				32.85		5.76		5.4		0.34		0.15		0.22		0.37		0.23		3.7			
2017	2017-10-10	22:00	34EB	0001	P2	57.86658	11.29117							20			14.81				33.21		5.56		5.2		0.32		0.14		0.23		0.37		0.57		2.1			
2017	2017-10-10	22:00	34EB	0001	P2	57.86658	11.29117							30	15.22		15.23				33.79		5.47		5.1		0.26		0.07		0.12		0.19		0.57		0.6			
2017	2017-10-10	22:00	34EB	0001	P2	57.86658	11.29117							40			15.16				34.12		5.45		5.2		0.22		0.07		0.14		0.21		0.44		0.8			
2017	2017-10-10	22:00	34EB	0001	P2	57.86658	11.29117							50			13.97				34.29		5.61		5.3		0.18		0.06		0.11		0.17		0.36		0.7			
2017	2017-10-10	22:00	34EB	0001	P2	57.86658	11.29117							75	11.46		11.58				34.52		4.92		4.6		0.69		0.34		5.99		6.33		0.20	<				
2017	2017-10-10	22:00	34EB	0001	P2	57.86658	11.29117							92	10.48								4.66				0.90		0.46		7.45		7.91		0.24					
2017	2017-10-10	12:00	77SN	0139	SKALKORGARNA	57.67883	11.76833	574050-114780	Rivö fjord		Västerhavets vattendistrikt	25 - Göta älvs- och Nordre älvs estuarie	1 - Estuarie (övergångsvatten)	0	13.55		13.13		24.977			B	5.53				0.53		0.61		7.65		8.26		1.28		3.4		2.5	
2017	2017-10-10	12:00	77SN	0139	SKALKORGARNA	57.67883	11.76833	574050-114780	Rivö fjord		Västerhavets vattendistrikt	25 - Göta älvs- och Nordre älvs estuarie	1 - Estuarie (övergångsvatten)	2	14.45		13.68		30.987			B	5.00				0.52		0.62		3.54		4.16		0.27		2.4		2.5	
2017	2017-10-10	12:00	77SN	0139	SKALKORGARNA	57.67883	11.76833	574050-114780	Rivö fjord		Västerhavets vattendistrikt	25 - Göta älvs- och Nordre älvs estuarie	1 - Estuarie (övergångsvatten)	5	14.55		14.42		32.307			B	4.95				0.56		0.62		3.01		3.63		0.37		2.3		2.5	
2017	2017-10-10	12:00	77SN	0139	SKALKORGARNA	57.67883	11.76833	574050-114780	Rivö fjord		Västerhavets vattendistrikt	25 - Göta älvs- och Nordre älvs estuarie	1 - Estuarie (övergångsvatten)	10	14.44		14.38		33.111			B	4.86				0.60		0.53		3.09		3.62		0.70		1.3		2.5	
2017	2017-10-10	12:00	77SN	0139	SKALKORGARNA	57.67883	11.76833	574050-114780	Rivö fjord		Västerhavets vattendistrikt	25 - Göta älvs- och Nordre älvs estuarie	1 - Estuarie (övergångsvatten)	13	14.42		14.46		33.264			B	4.85				0.60		0.48		2.76		3.24		0.77				2.5	
2017	2017-10-10	06:45	77SN	0137	STRETUDDEN	58.34333	11.40333	582000-112350	Yttre Brofjorden		Västerhavets vattendistrikt	01n - Västkustens inre kustvatten		0	14.82		14.77		32.273			B	5.07				0.40		0.67		1.54		2.21		0.27		3.2		7	
2017	2017-10-10	06:45	77SN	0137	STRETUDDEN	58.34333	11.40333	582000-112350	Yttre Brofjorden		Västerhavets vattendistrikt	01n - Västkustens inre kustvatten		2	14.91		14.89		33.089			B	5.04				0.41		0.67		1.47		2.14		0.38		1.3		7	
2017	2017-10-10	06:45	77SN	0137	STRETUDDEN	58.34333	11.40333	582000-112350	Yttre Brofjorden		Västerhavets vattendistrikt	01n - Västkustens inre kustvatten		5	15.15		14.73		33.229			B	5.06				0.41		0.60		1.35		1.95		0.64		1.2		7	
2017	2017-10-10	06:45	77SN	0137	STRETUDDEN	58.34333	11.40333	582000-112350	Yttre Brofjorden		Västerhavets vattendistrikt	01n - Västkustens inre kustvatten		10	15.18		15.13		33.571			B	5.16				0.39		0.39		0.98		1.37		1.00		0.7		7	
2017	2017-10-10	06:45	77SN	0137	STRETUDDEN	58.34333	11.40333	582000-112350	Yttre Brofjorden		Västerhavets vattendistrikt	01n - Västkustens inre kustvatten		15	15.25		15.23		33.763			B	5.30				0.32		0.22		0.61		0.83		0.99		0.7		7	
2017	2017-10-10	06:45	77SN	0137	STRETUDDEN	58.34333	11.40333	582000-112350	Yttre Brofjorden		Västerhavets vattendistrikt	01n - Västkustens inre kustvatten		20	15.23		15.18		33.855			B	5.30				0.33		0.20		0.68		0.88		0.96		0.7		7	
2017	2017-10-10	06:45	77SN	0137	STRETUDDEN	58.34333	11.40333	582000-112350	Yttre Brofjorden		Västerhavets vattendistrikt	01n - Västkustens inre kustvatten		30	14.85		14.98		34.075			B	5.17				0.40		0.28		1.29		1.57		0.93		0.7		7	
2017	2017-10-10	06:45	77SN	0137	STRETUDDEN	58.34333	11.40333	582000-112350	Yttre Brofjorden		Västerhavets vattendistrikt	01n - Västkustens inre kustvatten		40	13.52		13.72		34.219			B	3.58				1.09		1.09		6.06		7.15		1.14				7	
2017	2017-10-10	06:45	77SN	0137	STRETUDDEN	58.34333	11.40333	582000-112350	Yttre Brofjorden		Västerhavets vattendistrikt	01n - Västkustens inre kustvatten		44	13.46				34.256				3.62				1.08		0.96		6.13		7.09		1.09				7	
2017	2017-10-09	17:00	77SN	0135	BJÖRKHOLMEN	58.38767	11.62667	581700-113000	Gullmarn centralbassäng	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	0	14.28		13.20		27.366			B	5.38				0.29		0.23		2.27		2.50		0.20	<	1.6			
2017	2017-10-09	17:00	77SN	0135	BJÖRKHOLMEN	58.38767	11.62667	581700-113000	Gullmarn centralbassäng	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	2	15.13		14.85		31.596			B	4.24				0.49		0.18		3.64		3.82		0.20	<	1.5			
2017	2017-10-09	17:00	77SN	0135	BJÖRKHOLMEN	58.38767	11.62667	581700-113000	Gullmarn centralbassäng	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	5	14.79		14.69		32.265			B	4.29				0.54		0.19		4.14		4.33		0.20	<	0.8			
2017	2017-10-09	17:00	77SN	0135	BJÖRKHOLMEN	58.38767	11.62667	581700-113000	Gullmarn centralbassäng	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	10	14.74		14.73		32.714			B	4.74				0.48			B	1.82		3.55		0.20	<	0.5			
2017	2017-10-09	17:00	77SN	0135	BJÖRKHOLMEN	58.38767	11.62667	581700-113000	Gullmarn centralbassäng	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	15	14.73		14.74		32.841			B	4.66				0.49		0.46		3.17		3.63		0.20	<	0.4			
2017	2017-10-09	17:00	77SN	0135	BJÖRKHOLMEN	58.38767	11.62667	581700-113000	Gullmarn centralbassäng	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	20	14.82		14.84		32.982			B	5.01				0.48		0.51		2.47		2.98		0.38		0.5			
2017	2017-10-09	17:00	77SN	0135	BJÖRKHOLMEN	58.38767	11.62667	581700-113000	Gullmarn centralbassäng	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	30	14.52		14.58		33.058			B	4.53				0.56		0.32		4.30		4.62		0.20	<	0.4			
2017	2017-10-09	17:00	77SN	0135	BJÖRKHOLMEN	58.38767	11.62667	581700-113000	Gullmarn centralbassäng	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	40	13.93		13.98		33.133			B	3.81				0.66		0.02	<	6.60		6.60		0.20	<				
2017	2017-10-09	17:00	77SN	0135	BJÖRKHOLMEN	58.38767	11.62667	581700-113000	Gullmarn centralbassäng	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	50	10.90		11.76		33.287			B	3.56				0.92		0.02		9.34		9.36		0.20	<				
2017	2017-10-09	17:00	77SN	0135	BJÖRKHOLMEN	58.38767	11.62667	581700-113000	Gullmarn centralbassäng	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	60	7.62		7.66		34.332			B	2.85				1.65		0.02		14.02		14.04		0.20	<				
2017	2017-10-09	17:00	77SN	0135	BJÖRKHOLMEN	58.38767	11.62667	581700-113000	Gullmarn centralbassäng	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	70	7.53		7.54		34.500			B	2.29				1.97		0.05		15.07		15.12		0.20	<				
2017	2017-10-09	13:25	77SN	0132	BYFJORDEN	58.33333	11.88333	582000-115270	Byfjorden	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	0	12.14		12.46		21.213			B	7.65				0.05		0.09		1.40		1.49		0.20	<	11.0		3	
2017	2017-10-09	13:25	77SN	0132	BYFJORDEN	58.33333	11.88333	582000-115270	Byfjorden	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	2	14.31		13.03		23.656			B	5.98				0.04		0.02	<	0.10	<	0.10	<	0.20	<	5.5		3	
2017	2017-10-09	13:25	77SN	0132	BYFJORDEN	58.33333	11.88333	582000-115270	Byfjorden	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	5	14.27		14.35		24.007			B	5.68				0.07		0.03		0.10	<	0.10	<	0.25		2.4		3	
2017	2017-10-09	13:25	77SN	0132	BYFJORDEN	58.33333	11.88333	582000-115270	Byfjorden	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	10	14.27		14.29		24.098			B	5.58				0.11		0.03		0.10	<	0.10	<	0.81		1.9		3	
2017	2017-10-09	13:25	77SN	0132	BYFJORDEN	58.33333	11.88333	582000-115270	Byfjorden	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	15	12.30		13.56		27.120			B	0.51				0.29		0.34		0.67		1.01		5.57		3.2		3	
2017	2017-10-09	13:25	77SN	0132	BYFJORDEN	58.33333	11.88333	582000-115270	Byfjorden	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	20	9.08		8.96		32.005			B					3.16			B	0.10	<	0.10	<	3.50		0.2	<	3	
2017	2017-10-09	13:25	77SN	0132	BYFJORDEN	58.33333	11.88333	582000-115270	Byfjorden	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	30	9.52		9.53		32.397			B					4.90			B	0.10	<	0.10	<	12.86		0.2	<	3	
2017	2017-10-09	13:25	77SN	0132	BYFJORDEN	58.33333	11.88333	582000-115270	Byfjorden	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	40	9.26		9.28		32.484			B					11.10			B	0.10	<		B	74.53				3	
2017	2017-10-09	13:25	77SN	0132	BYFJORDEN	58.33333	11.88333	582000-115270	Byfjorden	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	43	9.18		9.25		32.538			B					12.85			B	0.10	<		B	95.83				3	
2017	2017-10-09	07:35	77SN	0128	DANAFJORD	57.66750	11.68667	574000-114230	Dana fjord	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	0	12.80		12.52		24.661			B	5.91				0.30		0.39		3.81		4.20		0.57		2.3		4	
2017	2017-10-09	07:35	77SN	0128	DANAFJORD	57.66750	11.68667	574000-114230	Dana fjord	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	2	13.36		12.84		26.453			B	5.77				0.34		0.42		3.37		3.79		0.52		2.4		4	
2017	2017-10-09	07:35	77SN	0128	DANAFJORD	57.66750	11.68667	574000-114230	Dana fjord	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	5	14.86		14.83		32.365			B	5.28				0.45		0.44		1.47			B	0.82		1.2		4	
2017	2017-10-09	07:35	77SN	0128	DANAFJORD	57.66750	11.68667	574000-114230	Dana fjord	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	10	14.61		14.79		33.107			B	5.28				0.47		0.38		2.07		2.45		0.72		0.8		4	
2017	2017-10-09	07:35	77SN	0128	DANAFJORD	57.66750	11.68667	574000-114230	Dana fjord	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	15	14.41		14.40		33.399			B	5.18				0.49		0.37		2.40		2.77		0.64		0.7		4	
2017	2017-10-09	07:35	77SN	0128	DANAFJORD	57.66750	11.68667	574000-114230	Dana fjord	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	20	13.99		14.00		33.554			B	4.88				0.57		0.44		3.52		3.96		0.45		0.7		4	
2017	2017-10-09	07:35	77SN	0128	DANAFJORD	57.66750	11.68667	574000-114230	Dana fjord	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	30	13.43		13.48		33.737			B	4.79				0.61		0.44		4.82		5.26		0.20	<	0.5		4	
2017	2017-10-09	07:35	77SN	0128	DANAFJORD	57.66750	11.68667	574000-114230	Dana fjord	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	39	12.15				34.246				4.03				0.97		0.52		8.56		9.08		0.75				4	
2017	2017-10-09	11:40	77SN	0131	GALTERÖ	58.10917	11.81000	580688-114860	Halsefjorden	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	0	12.91				24.053				6.17				0.22		0.11		0.11		0.22		0.58		4.8		7	
2017	2017-10-09	11:40	77SN	0131	GALTERÖ	58.10917	11.81000	580688-114860	Halsefjorden	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	2	12.28				24.226				6.08				0.20		0.12		0.13		0.25		0.43		4.9		7	
2017	2017-10-09	11:40	77SN	0131	GALTERÖ	58.10917	11.81000	580688-114860	Halsefjorden	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	5	13.75				27.525				5.36				0.33		0.48		1.04		1.52		0.28		1.2		7	
2017	2017-10-09	11:40	77SN	0131	GALTERÖ	58.10917	11.81000	580688-114860	Halsefjorden	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	10	14.64				32.351				5.01				0.54		0.78		1.93		2.71		0.63		0.9		7	
2017	2017-10-09	11:40	77SN	0131	GALTERÖ	58.10917	11.81000	580688-114860	Halsefjorden	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	15	14.75				32.784				5.09				0.55		0.74		1.83		2.57		0.74		0.9		7	
2017	2017-10-09	11:40	77SN	0131	GALTERÖ	58.10917	11.81000	580688-114860	Halsefjorden	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	20	14.75				32.859				4.97				0.55		0.71		1.75		2.46		0.78		0.9		7	
2017	2017-10-09	11:40	77SN	0131	GALTERÖ	58.10917	11.81000	580688-114860	Halsefjorden	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	30	14.77				32.856				5.05				0.55		0.71		1.79		2.50		0.77		0.8		7	
2017	2017-10-09	11:40	77SN	0131	GALTERÖ	58.10917	11.81000	580688-114860	Halsefjorden	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	37	14.86				33.024				4.84				0.60		0.72		1.89		2.61		0.77				7	
2017	2017-10-09	14:05	77SN	0133	HAVSTENSFJORD	58.31250	11.77333	581740-114820	Havstensfjorden	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	0	13.41		13.39		23.785			B	6.22				0.08		0.02		0.10	<	0.10	<	0.20	<	6.0		5	
2017	2017-10-09	14:05	77SN	0133	HAVSTENSFJORD	58.31250	11.77333	581740-114820	Havstensfjorden	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	2	13.43		13.39		23.784			B	6.26				0.08		0.02		0.10	<	0.10	<	0.20	<	6.1		5	
2017	2017-10-09	14:05	77SN	0133	HAVSTENSFJORD	58.31250	11.77333	581740-114820	Havstensfjorden	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	5	13.38		13.35		23.987			B	6.09				0.08		0.02		0.10	<	0.10	<	0.20	<	4.6		5	
2017	2017-10-09	14:05	77SN	0133	HAVSTENSFJORD	58.31250	11.77333	581740-114820	Havstensfjorden	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	10	13.07		13.11		24.040			B	5.96				0.10		0.02		0.10	<	0.10	<	0.20	<	2.7		5	
2017	2017-10-09	14:05	77SN	0133	HAVSTENSFJORD	58.31250	11.77333	581740-114820	Havstensfjorden	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	15	12.86		13.48		28.143			B		B			1.59		0.29		2.38		2.67		2.27		0.4		5	
2017	2017-10-09	14:05	77SN	0133	HAVSTENSFJORD	58.31250	11.77333	581740-114820	Havstensfjorden	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	20	13.17		13.35		30.034			B		B			1.40		0.94		3.91		4.85		1.32		0.4		5	
2017	2017-10-09	14:05	77SN	0133	HAVSTENSFJORD	58.31250	11.77333	581740-114820	Havstensfjorden	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	30	7.50		7.52		32.132			B					10.20		0.10		0.10	<	0.10	<	13.80		0.2	<	5	
2017	2017-10-09	14:05	77SN	0133	HAVSTENSFJORD	58.31250	11.77333	581740-114820	Havstensfjorden	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	39	7.73				32.929								24.58		0.09		0.10	<	0.10	<	36.40				5	
2017	2017-10-09	09:15	77SN	0129	INSTÖ RÄNNA	57.90117	11.66667	575500-113750	Älgöfjorden	Skagerrak	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	0	11.84			B	20.452			B	6.74				0.07		0.04		0.10	<	0.10	<	0.20	<	3.4		3	
2017	2017-10-09	09:15	77SN	0129	INSTÖ RÄNNA	57.90117	11.66667	575500-113750	Älgöfjorden	Skagerrak	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	2	14.91			B	31.916			B	4.97				0.43		0.60		1.24		1.84		1.24		2.4		3	
2017	2017-10-09	09:15	77SN	0129	INSTÖ RÄNNA	57.90117	11.66667	575500-113750	Älgöfjorden	Skagerrak	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	5	15.02		14.90		32.480			B	5.10				0.44		0.53		1.07		1.60		1.20		1.7		3	
2017	2017-10-09	09:15	77SN	0129	INSTÖ RÄNNA	57.90117	11.66667	575500-113750	Älgöfjorden	Skagerrak	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	10	15.12		15.08		32.910			B	5.13				0.45		0.46		0.97		1.43		1.34		1.2		3	
2017	2017-10-09	09:15	77SN	0129	INSTÖ RÄNNA	57.90117	11.66667	575500-113750	Älgöfjorden	Skagerrak	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	13	15.11				33.017				5.04				0.46		0.45		0.97		1.42		1.37				3	
2017	2017-10-09	15:15	77SN	0134	KOLJÖFJORD	58.23000	11.58000	581260-113220	Koljö fjord	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	0	12.99		12.92		23.644			B	6.33				0.05		0.02	<	0.10	<	0.10	<	0.20	<	5.9		5	
2017	2017-10-09	15:15	77SN	0134	KOLJÖFJORD	58.23000	11.58000	581260-113220	Koljö fjord	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	2	12.98		12.98		23.644			B	6.41				0.04		0.02	<	0.10	<	0.10	<	0.20	<	6.0		5	
2017	2017-10-09	15:15	77SN	0134	KOLJÖFJORD	58.23000	11.58000	581260-113220	Koljö fjord	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	5	13.01		12.98		23.647			B	6.35				0.04		0.02	<	0.10	<	0.10	<	0.20	<	6.2		5	
2017	2017-10-09	15:15	77SN	0134	KOLJÖFJORD	58.23000	11.58000	581260-113220	Koljö fjord	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	10	13.07		13.07		23.711			B	6.23				0.03		0.02	<	0.10	<	0.10	<	0.20	<	5.0		5	
2017	2017-10-09	15:15	77SN	0134	KOLJÖFJORD	58.23000	11.58000	581260-113220	Koljö fjord	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	15	13.18		13.19		23.977			B	5.86				0.07		0.06		0.10	<	0.14		0.24		2.1		5	
2017	2017-10-09	15:15	77SN	0134	KOLJÖFJORD	58.23000	11.58000	581260-113220	Koljö fjord	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	20	8.06		9.03		27.125			B	0.12				1.15		3.23		6.56		9.79		2.89		0.2		5	
2017	2017-10-09	15:15	77SN	0134	KOLJÖFJORD	58.23000	11.58000	581260-113220	Koljö fjord	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	30	6.15		6.16		28.326			B	0.10	<			1.54		1.69		7.03		8.72		4.81		0.2	<	5	
2017	2017-10-09	15:15	77SN	0134	KOLJÖFJORD	58.23000	11.58000	581260-113220	Koljö fjord	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	39	6.13				28.353				0.12				2.09		0.67		8.29		8.96		6.15				5	
