MYEAR	SDATE	STIME	SHIPC	SERNO	STATN	LATIT_DD	LONGI_DD	SEA_AREA_CODE	SEA_AREA_NAME	SEA_BASIN	WATER_DISTRICT	WATER_TYPE_AREA	WLTYP	DEPH	TEMP_BTL	Q_TEMP_BTL	TEMP_CTD	Q_TEMP_CTD	SALT_BTL	Q_SALT_BTL	SALT_CTD	Q_SALT_CTD	DOXY_BTL	Q_DOXY_BTL	DOXY_CTD	Q_DOXY_CTD	PHOS	Q_PHOS	NTRI	Q_NTRI	NTRA	Q_NTRA	NTRZ	Q_NTRZ	AMON	Q_AMON	CPHL	Q_CPHL	SECCHI	Q_SECCHI
2016	2016-05-02	06:40	77SN	91	E ÄLVSBORGSBRON	57.69167	11.90667							0	7.78		7.80				2.920		8.09				0.15		0.20		24.83		25.03		1.63		2.6		2.0	
2016	2016-05-02	06:40	77SN	91	E ÄLVSBORGSBRON	57.69167	11.90667							2	7.80		7.80				6.950		7.68				0.16		0.16		15.37		15.53		1.78		2.2		2.0	
2016	2016-05-02	06:40	77SN	91	E ÄLVSBORGSBRON	57.69167	11.90667							5	7.82		7.85				20.360		7.09				0.19		0.12		1.25		1.37		1.36		2.2		2.0	
2016	2016-05-02	06:40	77SN	91	E ÄLVSBORGSBRON	57.69167	11.90667							8	7.82								7.01				0.23		0.14		0.85		0.99		1.63				2.0	
2016	2016-05-02	11:20	77SN	96	GALTERÖ	58.10917	11.81000	580688-114860	Halsefjorden	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	0	8.38		8.37				23.180		7.24				0.07		0.08		0.97		1.05		0.70		2.2		4.0	
2016	2016-05-02	11:20	77SN	96	GALTERÖ	58.10917	11.81000	580688-114860	Halsefjorden	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	2	8.37		8.37				23.190		7.21				0.06		0.07		0.97		1.04		0.70		1.7		4.0	
2016	2016-05-02	11:20	77SN	96	GALTERÖ	58.10917	11.81000	580688-114860	Halsefjorden	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	5	8.38		8.21				23.330		7.19				0.06		0.08		0.98		1.06		0.75		1.9		4.0	
2016	2016-05-02	11:20	77SN	96	GALTERÖ	58.10917	11.81000	580688-114860	Halsefjorden	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	10	8.06		8.02				23.670		7.10				0.06		0.09		1.16		1.25		0.91		1.9		4.0	
2016	2016-05-02	11:20	77SN	96	GALTERÖ	58.10917	11.81000	580688-114860	Halsefjorden	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	15	7.54		7.54				25.690		6.70				0.11		0.15		2.44		2.59		1.55		1.4		4.0	
2016	2016-05-02	11:20	77SN	96	GALTERÖ	58.10917	11.81000	580688-114860	Halsefjorden	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	20	6.65		6.68				30.260		6.05				0.38		0.24		4.53		4.77		1.73		0.5		4.0	
2016	2016-05-02	11:20	77SN	96	GALTERÖ	58.10917	11.81000	580688-114860	Halsefjorden	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	30	6.62		6.63				30.590		6.01				0.40		0.24		4.63		4.87		1.79		0.9		4.0	
2016	2016-05-02	11:20	77SN	96	GALTERÖ	58.10917	11.81000	580688-114860	Halsefjorden	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	39	6.62								5.99				0.41		0.24		4.67		4.91		1.85				4.0	
2016	2016-05-02	13:30	77SN	98	HAVSTENSFJORD	58.31250	11.77333	581740-114820	Havstensfjorden	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	0	8.39		8.43				19.210		7.64				0.04		0.12		1.64		1.76		0.20	<	1.8		4.0	
2016	2016-05-02	13:30	77SN	98	HAVSTENSFJORD	58.31250	11.77333	581740-114820	Havstensfjorden	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	2	8.41		8.42				19.200		7.58				0.04		0.11		1.66		1.77		0.20	<	1.8		4.0	
2016	2016-05-02	13:30	77SN	98	HAVSTENSFJORD	58.31250	11.77333	581740-114820	Havstensfjorden	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	5	7.05		7.44				20.100		7.21				0.05		0.18		4.07		4.25		0.20	<	3.4		4.0	
2016	2016-05-02	13:30	77SN	98	HAVSTENSFJORD	58.31250	11.77333	581740-114820	Havstensfjorden	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	10	5.76		5.40				26.930		3.93				0.64		0.34		11.61		11.95		0.52		1.1		4.0	
2016	2016-05-02	13:30	77SN	98	HAVSTENSFJORD	58.31250	11.77333	581740-114820	Havstensfjorden	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	15	6.38		6.35				31.040		3.84				1.35		0.19		8.88		9.07		0.20	<	0.3		4.0	
2016	2016-05-02	13:30	77SN	98	HAVSTENSFJORD	58.31250	11.77333	581740-114820	Havstensfjorden	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	20	6.29		6.27				31.650		5.78				0.50		0.12		4.68		4.80		1.77		0.2	<	4.0	
2016	2016-05-02	13:30	77SN	98	HAVSTENSFJORD	58.31250	11.77333	581740-114820	Havstensfjorden	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	30	6.46		6.44				32.160		6.13				0.38		0.25		4.38		4.63		1.99		0.2		4.0	
2016	2016-05-02	13:30	77SN	98	HAVSTENSFJORD	58.31250	11.77333	581740-114820	Havstensfjorden	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	39	6.50								5.88				0.57		0.26		4.28		4.54		2.29				4.0	
2016	2016-05-02	09:15	77SN	94	INSTÖ RÄNNA	57.90117	11.66667	575500-113750	Älgöfjorden	Skagerrak	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	0	8.72		8.64				17.820		7.53				0.06		0.08		5.38		5.46		0.70		1.0		3.5	
2016	2016-05-02	09:15	77SN	94	INSTÖ RÄNNA	57.90117	11.66667	575500-113750	Älgöfjorden	Skagerrak	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	2	8.57		8.60				18.010		7.49				0.05		0.07		4.83		4.90		0.67		1.3		3.5	
2016	2016-05-02	09:15	77SN	94	INSTÖ RÄNNA	57.90117	11.66667	575500-113750	Älgöfjorden	Skagerrak	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	5	8.29		8.31				19.280		7.44				0.06		0.07		3.41		3.48		0.57		1.5		3.5	
2016	2016-05-02	09:15	77SN	94	INSTÖ RÄNNA	57.90117	11.66667	575500-113750	Älgöfjorden	Skagerrak	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	10		B	7.89				21.380		7.30				0.05		0.04		1.74		1.78		0.56		1.3		3.5	
2016	2016-05-02	09:15	77SN	94	INSTÖ RÄNNA	57.90117	11.66667	575500-113750	Älgöfjorden	Skagerrak	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	12	7.62								6.97				0.05		0.06		1.50		1.56		1.16				3.5	
2016	2016-05-02	14:50	77SN	99	KOLJÖFJORD	58.23050	11.58000	581260-113220	Koljö fjord	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	0	9.03		9.00				19.090		7.69				0.05		0.05		0.17		0.22		0.20	<	2.3		4.0	
2016	2016-05-02	14:50	77SN	99	KOLJÖFJORD	58.23050	11.58000	581260-113220	Koljö fjord	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	2	8.84		9.02				19.070		7.58				0.04		0.05		0.44		0.49		0.20	<	2.4		4.0	
2016	2016-05-02	14:50	77SN	99	KOLJÖFJORD	58.23050	11.58000	581260-113220	Koljö fjord	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	5	7.60		7.19				21.100		7.04				0.04		0.11		2.61		2.72		0.36		2.0		4.0	
2016	2016-05-02	14:50	77SN	99	KOLJÖFJORD	58.23050	11.58000	581260-113220	Koljö fjord	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	10	4.85		4.74				24.660		4.57				0.85		0.05		13.86		13.91		0.20	<	0.2	<	4.0	
2016	2016-05-02	14:50	77SN	99	KOLJÖFJORD	58.23050	11.58000	581260-113220	Koljö fjord	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	15	5.95		5.91				25.390		3.12				1.62		0.02		13.61		13.63		0.20	<	0.2	<	4.0	
2016	2016-05-02	14:50	77SN	99	KOLJÖFJORD	58.23050	11.58000	581260-113220	Koljö fjord	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	20	6.83		6.76				26.090		1.83				2.38		0.03		11.12		11.15		0.20	<	0.2	<	4.0	
2016	2016-05-02	14:50	77SN	99	KOLJÖFJORD	58.23050	11.58000	581260-113220	Koljö fjord	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	30	7.19		7.18				26.440		1.36				3.02		0.26		2.99		3.25		6.12		0.2	<	4.0	
2016	2016-05-02	14:50	77SN	99	KOLJÖFJORD	58.23050	11.58000	581260-113220	Koljö fjord	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	39	6.75								1.58				2.73		0.24		5.67		5.91		5.26				4.0	
2016	2016-05-02	07:15	77SN	92	SKALKORGARNA	57.67883	11.76833	574050-114780	Rivö fjord		Västerhavets vattendistrikt	25 - Göta älvs- och Nordre älvs estuarie	1 - Estuarie (övergångsvatten)	0	8.10		8.14				12.700		7.71				0.12		0.17		13.13		13.30		2.29		1.2		2.5	
2016	2016-05-02	07:15	77SN	92	SKALKORGARNA	57.67883	11.76833	574050-114780	Rivö fjord		Västerhavets vattendistrikt	25 - Göta älvs- och Nordre älvs estuarie	1 - Estuarie (övergångsvatten)	2	8.27		8.36				14.450		7.64				0.10		0.16		9.64		9.80		2.62		1.7		2.5	
2016	2016-05-02	07:15	77SN	92	SKALKORGARNA	57.67883	11.76833	574050-114780	Rivö fjord		Västerhavets vattendistrikt	25 - Göta älvs- och Nordre älvs estuarie	1 - Estuarie (övergångsvatten)	5	7.89		7.91				20.330		7.41				0.05		0.02		1.02		1.04		0.48		1.3		2.5	
2016	2016-05-02	07:15	77SN	92	SKALKORGARNA	57.67883	11.76833	574050-114780	Rivö fjord		Västerhavets vattendistrikt	25 - Göta älvs- och Nordre älvs estuarie	1 - Estuarie (övergångsvatten)	10	7.70		7.71				21.100		7.19				0.05		0.02		0.78		0.80		0.68		1.1		2.5	
2016	2016-05-02	07:15	77SN	92	SKALKORGARNA	57.67883	11.76833	574050-114780	Rivö fjord		Västerhavets vattendistrikt	25 - Göta älvs- och Nordre älvs estuarie	1 - Estuarie (övergångsvatten)	14	7.67								7.09				0.07		0.04		1.35		1.39		0.96				2.5	
2016	2016-05-02	05:40	77SN	90	VALÖ	57.55000	11.80833	572540-114801	Onsala kustvatten	N Kattegatt	Västerhavets vattendistrikt	04 - Västkustens yttre kustvatten. Kattegatt	2 - Havsområde innanför 1 NM	0	8.07		8.09				19.110		7.40				0.05		0.02	<	0.10	<	0.10	<	0.20	<	1.0		7.0	
2016	2016-05-02	05:40	77SN	90	VALÖ	57.55000	11.80833	572540-114801	Onsala kustvatten	N Kattegatt	Västerhavets vattendistrikt	04 - Västkustens yttre kustvatten. Kattegatt	2 - Havsområde innanför 1 NM	2	8.07		8.08				20.520		7.41				0.04		0.02	<	0.10	<	0.10	<	0.20	<	1.0		7.0	
2016	2016-05-02	05:40	77SN	90	VALÖ	57.55000	11.80833	572540-114801	Onsala kustvatten	N Kattegatt	Västerhavets vattendistrikt	04 - Västkustens yttre kustvatten. Kattegatt	2 - Havsområde innanför 1 NM	5	8.02		8.01				20.660		7.43				0.04		0.02	<	0.10	<	0.10	<	0.20	<	1.1		7.0	
2016	2016-05-02	05:40	77SN	90	VALÖ	57.55000	11.80833	572540-114801	Onsala kustvatten	N Kattegatt	Västerhavets vattendistrikt	04 - Västkustens yttre kustvatten. Kattegatt	2 - Havsområde innanför 1 NM	10	7.94		7.94				20.870		7.41				0.04		0.02	<	0.10	<	0.10	<	0.20	<	1.7		7.0	
2016	2016-05-02	05:40	77SN	90	VALÖ	57.55000	11.80833	572540-114801	Onsala kustvatten	N Kattegatt	Västerhavets vattendistrikt	04 - Västkustens yttre kustvatten. Kattegatt	2 - Havsområde innanför 1 NM	15	7.80		7.87				20.990		7.26				0.05		0.02	<	0.10	<	0.10	<	0.20	<	1.7		7.0	
2016	2016-05-02	05:40	77SN	90	VALÖ	57.55000	11.80833	572540-114801	Onsala kustvatten	N Kattegatt	Västerhavets vattendistrikt	04 - Västkustens yttre kustvatten. Kattegatt	2 - Havsområde innanför 1 NM	20	6.43		6.44				32.910		5.89				0.44		0.28		5.98		6.26		1.16		0.7		7.0	
2016	2016-05-02	05:40	77SN	90	VALÖ	57.55000	11.80833	572540-114801	Onsala kustvatten	N Kattegatt	Västerhavets vattendistrikt	04 - Västkustens yttre kustvatten. Kattegatt	2 - Havsområde innanför 1 NM	22	6.43		6.42				32.980		5.86				0.45		0.29		6.10		6.39		1.20				7.0	
2016	2016-05-02	09:55	77SN	95	ÅSTOL	57.91967	11.59333	575340-113000	Marstrandsfjorden	Skagerrak	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM	0	8.41		8.47		19.994		19.960		7.39				0.04		0.02	<	0.56		0.56		0.20	<	1.0		7.0	
2016	2016-05-02	09:55	77SN	95	ÅSTOL	57.91967	11.59333	575340-113000	Marstrandsfjorden	Skagerrak	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM	2	8.38		8.46		19.998		19.970		7.40				0.03		0.02	<	0.55		0.55		0.20	<	1.1		7.0	
2016	2016-05-02	09:55	77SN	95	ÅSTOL	57.91967	11.59333	575340-113000	Marstrandsfjorden	Skagerrak	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM	5	8.37		8.37		20.042		20.170		7.41				0.04		0.02	<	0.59		0.59		0.20		1.3		7.0	
2016	2016-05-02	09:55	77SN	95	ÅSTOL	57.91967	11.59333	575340-113000	Marstrandsfjorden	Skagerrak	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM	10	7.80		8.32		20.169		20.200		7.40				0.04		0.02	<	0.62		0.62		0.20	<	1.3		7.0	
2016	2016-05-02	09:55	77SN	95	ÅSTOL	57.91967	11.59333	575340-113000	Marstrandsfjorden	Skagerrak	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM	15	7.74		7.78		21.239		21.140		7.32				0.04		0.02	<	0.48		0.48		0.32		1.7		7.0	
2016	2016-05-02	09:55	77SN	95	ÅSTOL	57.91967	11.59333	575340-113000	Marstrandsfjorden	Skagerrak	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM	20	7.12		7.09		26.848		28.640		6.77				0.11		0.14		2.43		2.57		1.41		0.8		7.0	
2016	2016-05-02	09:55	77SN	95	ÅSTOL	57.91967	11.59333	575340-113000	Marstrandsfjorden	Skagerrak	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM	30		B	6.78		33.089		33.140		6.33				0.29		0.25		5.09		5.34		1.70		0.5		7.0	
2016	2016-05-02	09:55	77SN	95	ÅSTOL	57.91967	11.59333	575340-113000	Marstrandsfjorden	Skagerrak	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM	40	6.66		6.69		33.751		33.730		6.17				0.39		0.22		5.02		5.24		1.99				7.0	
2016	2016-05-02	09:55	77SN	95	ÅSTOL	57.91967	11.59333	575340-113000	Marstrandsfjorden	Skagerrak	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM	50	6.65		6.69		33.894		33.880		6.13				0.43		0.21		4.92		5.13		2.05				7.0	
2016	2016-05-02	09:55	77SN	95	ÅSTOL	57.91967	11.59333	575340-113000	Marstrandsfjorden	Skagerrak	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM	60	6.68		6.69		33.927		33.910		6.13				0.47		0.22		4.84		5.06		2.10				7.0	
2016	2016-05-02	09:55	77SN	95	ÅSTOL	57.91967	11.59333	575340-113000	Marstrandsfjorden	Skagerrak	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM	62	6.69		6.69		33.942		33.920		6.11				0.45		0.21		4.85		5.06		2.06				7.0	
2016	2016-04-22	17:00	34AR	0234	N14 FALKENBERG	56.94017	12.21183	570714-115613	Del av n Kattegatts utsjövatten	N Kattegatt			3 - Havsområde  mellan 1 NM och 12 NM	0	8.05		8.05				18.48		7.50		7.5		0.06		0.02	<	0.10	<	0.10	<	0.20	<	1.3			
2016	2016-04-22	17:00	34AR	0234	N14 FALKENBERG	56.94017	12.21183	570714-115613	Del av n Kattegatts utsjövatten	N Kattegatt			3 - Havsområde  mellan 1 NM och 12 NM	5			8.05				18.48		7.51		7.5		0.06		0.02	<	0.10	<	0.10	<	0.20	<	1.4			
2016	2016-04-22	17:00	34AR	0234	N14 FALKENBERG	56.94017	12.21183	570714-115613	Del av n Kattegatts utsjövatten	N Kattegatt			3 - Havsområde  mellan 1 NM och 12 NM	10	7.95		7.55				19.14		7.48		7.2		0.05		0.02	<	0.10	<	0.10	<	0.20	<	1.4			
2016	2016-04-22	17:00	34AR	0234	N14 FALKENBERG	56.94017	12.21183	570714-115613	Del av n Kattegatts utsjövatten	N Kattegatt			3 - Havsområde  mellan 1 NM och 12 NM	15			5.48				32.97		6.16		6.1		0.54		0.26		7.85		8.11		0.20	<	0.6			
2016	2016-04-22	17:00	34AR	0234	N14 FALKENBERG	56.94017	12.21183	570714-115613	Del av n Kattegatts utsjövatten	N Kattegatt			3 - Havsområde  mellan 1 NM och 12 NM	20	5.36		5.34				33.98		6.02		6.0		0.62		0.29		9.02		9.31		0.20	<	0.4			
2016	2016-04-22	17:00	34AR	0234	N14 FALKENBERG	56.94017	12.21183	570714-115613	Del av n Kattegatts utsjövatten	N Kattegatt			3 - Havsområde  mellan 1 NM och 12 NM	25			5.33				34.01		6.00		6.0		0.64		0.30		9.10		9.40		0.31		0.6			
2016	2016-04-22	17:00	34AR	0234	N14 FALKENBERG	56.94017	12.21183	570714-115613	Del av n Kattegatts utsjövatten	N Kattegatt			3 - Havsområde  mellan 1 NM och 12 NM	31	5.41				34.047				5.85				0.66		0.31		9.09		9.40		0.20	<				
2016	2016-04-22	07:56	34AR	0233	SLÄGGÖ	58.25983	11.43567	581700-113000	Gullmarn centralbassäng	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	0	7.83		7.67				21.22		7.59		7.4		0.08		0.03		0.37		0.40		0.20	<	2.3		5.0	
2016	2016-04-22	07:56	34AR	0233	SLÄGGÖ	58.25983	11.43567	581700-113000	Gullmarn centralbassäng	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	5	7.82		7.60				22.51		7.45		6.7		0.08		0.04		0.40		0.44		0.20	<	2.9		5.0	
2016	2016-04-22	07:56	34AR	0233	SLÄGGÖ	58.25983	11.43567	581700-113000	Gullmarn centralbassäng	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	10	6.57		6.48				32.07		6.63		6.6		0.26		0.22		4.95		5.17		0.81		0.8		5.0	
2016	2016-04-22	07:56	34AR	0233	SLÄGGÖ	58.25983	11.43567	581700-113000	Gullmarn centralbassäng	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	15			6.34				32.36		6.49		6.4		0.34		0.22		5.38		5.60		0.85		0.5		5.0	
2016	2016-04-22	07:56	34AR	0233	SLÄGGÖ	58.25983	11.43567	581700-113000	Gullmarn centralbassäng	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	20	6.34		6.33				32.57		6.50		6.4		0.33		0.23		5.53		5.76		0.92		0.5		5.0	
2016	2016-04-22	07:56	34AR	0233	SLÄGGÖ	58.25983	11.43567	581700-113000	Gullmarn centralbassäng	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	30			6.38				33.11		6.52		6.4		0.33		0.25		5.93		6.18		1.11		0.8		5.0	
2016	2016-04-22	07:56	34AR	0233	SLÄGGÖ	58.25983	11.43567	581700-113000	Gullmarn centralbassäng	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	40	6.50		6.43				33.29		6.61		6.4		0.30		0.27		6.22		6.49		1.20		0.7		5.0	
2016	2016-04-22	07:56	34AR	0233	SLÄGGÖ	58.25983	11.43567	581700-113000	Gullmarn centralbassäng	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	50			6.30				33.63		6.05		5.9		0.56		0.24		7.16		7.40		0.85		0.4		5.0	
2016	2016-04-22	07:56	34AR	0233	SLÄGGÖ	58.25983	11.43567	581700-113000	Gullmarn centralbassäng	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	73	5.85				34.116				4.99				1.17		0.27		10.27		10.54		0.20	<			5.0	
2016	2016-04-21	14:30	34AR	0226	FLADEN	57.19267	11.65783			N Kattegatt			4 - Utsjövatten	0			7.69				19.57		7.56		7.5		0.06		0.02	<	0.10	<	0.10	<	0.20	<	0.9			
2016	2016-04-21	14:30	34AR	0226	FLADEN	57.19267	11.65783			N Kattegatt			4 - Utsjövatten	5	7.72		7.68				19.56		7.51		7.5		0.05		0.02	<	0.10	<	0.10	<	0.20	<	0.9			
2016	2016-04-21	14:30	34AR	0226	FLADEN	57.19267	11.65783			N Kattegatt			4 - Utsjövatten	10			7.65				20.01		7.61		7.5		0.04		0.02	<	0.10	<	0.10	<	0.20	<	1.2			
2016	2016-04-21	14:30	34AR	0226	FLADEN	57.19267	11.65783			N Kattegatt			4 - Utsjövatten	15	7.18		6.97				23.51		7.74		7.7		0.04		0.02	<	0.10	<	0.10	<	0.20	<	4.1			
2016	2016-04-21	14:30	34AR	0226	FLADEN	57.19267	11.65783			N Kattegatt			4 - Utsjövatten	20			5.58				32.39		6.76		6.7		0.31		0.20		5.16		5.36		0.44		0.5			
2016	2016-04-21	14:30	34AR	0226	FLADEN	57.19267	11.65783			N Kattegatt			4 - Utsjövatten	25	5.78		5.80				33.12		6.73		6.6		0.30		0.19		4.43		4.62		0.85		0.3			
2016	2016-04-21	14:30	34AR	0226	FLADEN	57.19267	11.65783			N Kattegatt			4 - Utsjövatten	30			5.88				33.68		6.60		6.5		0.34		0.20		4.68		4.88		0.98		0.2			
2016	2016-04-21	14:30	34AR	0226	FLADEN	57.19267	11.65783			N Kattegatt			4 - Utsjövatten	40	5.79		5.84				33.91		6.45		6.4		0.41		0.21		5.28		5.49		0.92		0.2	<		
2016	2016-04-21	14:30	34AR	0226	FLADEN	57.19267	11.65783			N Kattegatt			4 - Utsjövatten	50			5.63				34.15		6.31		6.2		0.50		0.24		6.68		6.92		0.93					
2016	2016-04-21	14:30	34AR	0226	FLADEN	57.19267	11.65783			N Kattegatt			4 - Utsjövatten	60	5.54		5.53				34.24		6.25		6.2		0.54		0.26		7.50		7.76		0.71					
2016	2016-04-21	14:30	34AR	0226	FLADEN	57.19267	11.65783			N Kattegatt			4 - Utsjövatten	70			5.51				34.36		6.02		5.9		0.65		0.27		8.17		8.44		0.69					
2016	2016-04-21	14:30	34AR	0226	FLADEN	57.19267	11.65783			N Kattegatt			4 - Utsjövatten	83	5.59				34.389				5.95				0.73		0.28		8.36		8.64		0.55					
2016	2016-04-21	19:15	34AR	0227	P2	57.86667	11.29200	582008-105731	Del av Skagerraks utsjövatten	Skagerrak			3 - Havsområde  mellan 1 NM och 12 NM	0	7.52		7.48				32.22		7.11		7.0		0.09		0.49		9.47		9.96		0.20	<	3.5			
2016	2016-04-21	19:15	34AR	0227	P2	57.86667	11.29200	582008-105731	Del av Skagerraks utsjövatten	Skagerrak			3 - Havsområde  mellan 1 NM och 12 NM	5	7.52		7.48				32.23		7.10		7.1		0.11		0.50		9.58		10.08		0.20	<	3.3			
2016	2016-04-21	19:15	34AR	0227	P2	57.86667	11.29200	582008-105731	Del av Skagerraks utsjövatten	Skagerrak			3 - Havsområde  mellan 1 NM och 12 NM	10			7.48				32.22		7.14		7.1		0.10		0.51		9.55		10.06		0.20	<	3.3			
2016	2016-04-21	19:15	34AR	0227	P2	57.86667	11.29200	582008-105731	Del av Skagerraks utsjövatten	Skagerrak			3 - Havsområde  mellan 1 NM och 12 NM	15	7.50		7.48				32.22		7.12		7.1		0.09		0.49		9.53		10.02		0.20	<	3.5			
2016	2016-04-21	19:15	34AR	0227	P2	57.86667	11.29200	582008-105731	Del av Skagerraks utsjövatten	Skagerrak			3 - Havsområde  mellan 1 NM och 12 NM	20			7.49				32.23		7.10		7.1		0.08		0.47		9.17		9.64		0.20	<	3.2			
2016	2016-04-21	19:15	34AR	0227	P2	57.86667	11.29200	582008-105731	Del av Skagerraks utsjövatten	Skagerrak			3 - Havsområde  mellan 1 NM och 12 NM	30	7.50		7.48				32.27		7.14		7.1		0.08		0.46		8.54		9.00		0.20	<	3.3			
2016	2016-04-21	19:15	34AR	0227	P2	57.86667	11.29200	582008-105731	Del av Skagerraks utsjövatten	Skagerrak			3 - Havsområde  mellan 1 NM och 12 NM	40			7.00				32.85		6.95		6.9		0.07		0.38		7.76		8.14		0.62		2.7			
2016	2016-04-21	19:15	34AR	0227	P2	57.86667	11.29200	582008-105731	Del av Skagerraks utsjövatten	Skagerrak			3 - Havsområde  mellan 1 NM och 12 NM	50	7.01		6.98				33.19		6.98		6.9		0.07		0.32		6.63		6.95		0.55		3.2			
2016	2016-04-21	19:15	34AR	0227	P2	57.86667	11.29200	582008-105731	Del av Skagerraks utsjövatten	Skagerrak			3 - Havsområde  mellan 1 NM och 12 NM	75			6.28				34.29		6.38		6.3		0.45		0.19		5.09		5.28		1.51					
2016	2016-04-21	19:15	34AR	0227	P2	57.86667	11.29200	582008-105731	Del av Skagerraks utsjövatten	Skagerrak			3 - Havsområde  mellan 1 NM och 12 NM	93	6.31				34.772				6.33				0.51		0.18		4.81		4.99		1.64					
