	AMON	CPHL	DEPH	DOXY_BTL	DOXY_CTD	LATIT_DD	LONGI_DD	MNDEP	MXDEP	MYEAR	NTRA	NTRI	NTRZ	PHOS	Q_AMON	Q_CPHL	Q_DOXY_BTL	Q_DOXY_CTD	Q_NTRA	Q_NTRI	Q_NTRZ	Q_PHOS	Q_SALT_BTL	Q_SALT_CTD	Q_SECCHI	Q_TEMP_BTL	Q_TEMP_CTD	SALT_BTL	SALT_CTD	SDATE	SEA_AREA_CODE	SEA_AREA_NAME	SEA_BASIN	SECCHI	SERNO	SHARKID_MD5	SHIPC	STATN	STIME	TEMP_BTL	TEMP_CTD	WATER_DISTRICT	WATER_TYPE_AREA	WLTYP
2233	0.2	1.2	0.0	5.86		58.353669999999994	11.24			2016	0.1	0.02	0.1	0.05	<				<		<								26.16	2016-09-06	582147-111771	Kungshamn s skärgård	Skagerrak	8.0	155.0		77SN	BYTTELOCKET	05:20	16.99	16.97	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM
2234	0.2	1.1	2.0	5.89		58.353669999999994	11.24			2016	0.1	0.02	0.1	0.05	<				<		<								26.16	2016-09-06	582147-111771	Kungshamn s skärgård	Skagerrak	8.0	155.0		77SN	BYTTELOCKET	05:20	16.97	16.98	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM
2235	0.2	1.2	5.0	5.92		58.353669999999994	11.24			2016	0.1	0.02	0.1	0.05	<				<		<								26.2	2016-09-06	582147-111771	Kungshamn s skärgård	Skagerrak	8.0	155.0		77SN	BYTTELOCKET	05:20	16.98	16.99	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM
2236	0.2	1.6	10.0	5.44		58.353669999999994	11.24			2016	0.1	0.13	0.22	0.1	<				<										28.1	2016-09-06	582147-111771	Kungshamn s skärgård	Skagerrak	8.0	155.0		77SN	BYTTELOCKET	05:20	16.88	16.92	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM
2237	1.1	1.6	15.0	4.55		58.353669999999994	11.24			2016	0.91	0.57	1.48	0.27												B			31.17	2016-09-06	582147-111771	Kungshamn s skärgård	Skagerrak	8.0	155.0		77SN	BYTTELOCKET	05:20		16.42	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM
2238	2.61	0.7	20.0	4.11		58.353669999999994	11.24			2016	1.17	0.68	1.85	0.39															32.19	2016-09-06	582147-111771	Kungshamn s skärgård	Skagerrak	8.0	155.0		77SN	BYTTELOCKET	05:20	16.07	16.08	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM
2239	2.54		27.0	4.45		58.353669999999994	11.24			2016	0.69	0.34	1.03	0.35																2016-09-06	582147-111771	Kungshamn s skärgård	Skagerrak	8.0	155.0		77SN	BYTTELOCKET	05:20	15.87		Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM
2240	0.2	1.5	0.0	5.93		58.34333	11.40333			2016	0.1	0.02	0.1	0.05	<				<	<	<								25.94	2016-09-06	582000-112350	Yttre Brofjorden		8.0	156.0		77SN	STRETUDDEN	06:15	17.16	17.16	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	
2241	0.2	1.4	2.0	5.94		58.34333	11.40333			2016	0.1	0.02	0.1	0.04	<				<	<	<								25.94	2016-09-06	582000-112350	Yttre Brofjorden		8.0	156.0		77SN	STRETUDDEN	06:15	17.16	17.16	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	
2242	0.2	1.5	5.0	5.96		58.34333	11.40333			2016	0.1	0.02	0.1	0.04	<				<	<	<								25.96	2016-09-06	582000-112350	Yttre Brofjorden		8.0	156.0		77SN	STRETUDDEN	06:15	17.18	17.16	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	
2243	0.2	1.3	10.0	5.91		58.34333	11.40333			2016	0.1	0.02	0.1	0.04	<				<	<	<								26.13	2016-09-06	582000-112350	Yttre Brofjorden		8.0	156.0		77SN	STRETUDDEN	06:15	17.19	17.11	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	
2244	0.2	1.9	15.0	5.49		58.34333	11.40333			2016	0.1	0.11	0.15	0.07	<				<										27.83	2016-09-06	582000-112350	Yttre Brofjorden		8.0	156.0		77SN	STRETUDDEN	06:15	17.02	17.03	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	
2245	0.25	1.0	20.0	4.14		58.34333	11.40333			2016	1.15	1.26	2.41	0.33															31.71	2016-09-06	582000-112350	Yttre Brofjorden		8.0	156.0		77SN	STRETUDDEN	06:15	16.08	16.05	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	
2246	1.5	0.9	30.0	4.42		58.34333	11.40333			2016	1.04	0.77	1.81	0.39															32.71	2016-09-06	582000-112350	Yttre Brofjorden		8.0	156.0		77SN	STRETUDDEN	06:15	15.59	15.57	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	
2247	4.66		40.0	3.59		58.34333	11.40333			2016	1.59	0.91	2.5	0.79															33.12	2016-09-06	582000-112350	Yttre Brofjorden		8.0	156.0		77SN	STRETUDDEN	06:15	14.66	14.74	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	
2248	5.4		45.0	3.42		58.34333	11.40333			2016	1.64	0.86	2.5	0.86																2016-09-06	582000-112350	Yttre Brofjorden		8.0	156.0		77SN	STRETUDDEN	06:15	14.61		Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	
2249	0.2	9.6	0.0	6.76		57.678830000000005	11.76833			2016	1.92	0.18	2.1	0.07															18.14	2016-09-06	574050-114780	Rivö fjord		2.0	158.0		77SN	SKALKORGARNA	11:40	17.46	17.48	Västerhavets vattendistrikt	25 - Göta älvs- och Nordre älvs estuarie	1 - Estuarie (övergångsvatten)
2250	0.2	10.2	2.0	6.76		57.678830000000005	11.76833			2016	0.85	0.13	0.98	0.07	<														19.5	2016-09-06	574050-114780	Rivö fjord		2.0	158.0		77SN	SKALKORGARNA	11:40	17.41	17.41	Västerhavets vattendistrikt	25 - Göta älvs- och Nordre älvs estuarie	1 - Estuarie (övergångsvatten)
2251	0.2	8.8	5.0	5.91		57.678830000000005	11.76833			2016	0.1	0.04	0.11	0.06	<				<										22.32	2016-09-06	574050-114780	Rivö fjord		2.0	158.0		77SN	SKALKORGARNA	11:40	17.55	17.53	Västerhavets vattendistrikt	25 - Göta älvs- och Nordre älvs estuarie	1 - Estuarie (övergångsvatten)
2252	0.26	4.3	10.0	5.36		57.678830000000005	11.76833			2016	0.24	0.16	0.4	0.11															24.54	2016-09-06	574050-114780	Rivö fjord		2.0	158.0		77SN	SKALKORGARNA	11:40	17.29	17.3	Västerhavets vattendistrikt	25 - Göta älvs- och Nordre älvs estuarie	1 - Estuarie (övergångsvatten)
2253	1.26		14.0	4.45		57.678830000000005	11.76833			2016	1.36	0.57	1.93	0.39																2016-09-06	574050-114780	Rivö fjord		2.0	158.0		77SN	SKALKORGARNA	11:40	16.86		Västerhavets vattendistrikt	25 - Göta älvs- och Nordre älvs estuarie	1 - Estuarie (övergångsvatten)
2254	2.65	2.7	0.0	6.34		57.691669999999995	11.90667			2016	19.22	0.34	19.56	0.31															4.18	2016-09-06				1.0	159.0		77SN	E ÄLVSBORGSBRON	12:15	16.7	16.73			
2255	2.72	2.7	2.0	6.14		57.691669999999995	11.90667			2016	16.74	0.35	17.09	0.33															6.55	2016-09-06				1.0	159.0		77SN	E ÄLVSBORGSBRON	12:15	16.7	16.75			
2256	1.95	4.8	5.0	5.22		57.691669999999995	11.90667			2016	3.12	0.32	3.44	0.23															21.28	2016-09-06				1.0	159.0		77SN	E ÄLVSBORGSBRON	12:15	17.3	17.29			
2257	2.24		8.0	4.88		57.691669999999995	11.90667			2016	2.23	0.44	2.67	0.35																2016-09-06				1.0	159.0		77SN	E ÄLVSBORGSBRON	12:15	17.1				
2258	0.26	1.6	0.0	6.34		57.55	11.80833			2016	0.5	0.08	0.58	0.07															20.9	2016-10-03	572540-114801	Onsala kustvatten	N Kattegatt		160.0		77SN	VALÖ	05:30		14.87	Västerhavets vattendistrikt	04 - Västkustens yttre kustvatten. Kattegatt	2 - Havsområde innanför 1 NM
2259	0.2	1.5	2.0	6.27		57.55	11.80833			2016	0.15	0.05	0.2	0.07															21.29	2016-10-03	572540-114801	Onsala kustvatten	N Kattegatt		160.0		77SN	VALÖ	05:30	14.92	14.93	Västerhavets vattendistrikt	04 - Västkustens yttre kustvatten. Kattegatt	2 - Havsområde innanför 1 NM
2260	0.2	1.2	5.0	6.22		57.55	11.80833			2016	0.1	0.02	0.1	0.07	<				<		<								22.36	2016-10-03	572540-114801	Onsala kustvatten	N Kattegatt		160.0		77SN	VALÖ	05:30	15.24	15.25	Västerhavets vattendistrikt	04 - Västkustens yttre kustvatten. Kattegatt	2 - Havsområde innanför 1 NM
2261	0.2	1.3	10.0	5.12		57.55	11.80833			2016	0.94	0.29	1.23	0.27	<														29.24	2016-10-03	572540-114801	Onsala kustvatten	N Kattegatt		160.0		77SN	VALÖ	05:30	16.28	16.27	Västerhavets vattendistrikt	04 - Västkustens yttre kustvatten. Kattegatt	2 - Havsområde innanför 1 NM
2262	0.34	1.1	15.0	4.65		57.55	11.80833			2016	2.02	0.48	2.5	0.4															30.23	2016-10-03	572540-114801	Onsala kustvatten	N Kattegatt		160.0		77SN	VALÖ	05:30	16.17	16.16	Västerhavets vattendistrikt	04 - Västkustens yttre kustvatten. Kattegatt	2 - Havsområde innanför 1 NM
2263	0.8	0.7	20.0	4.53		57.55	11.80833			2016	1.89	0.43	2.32	0.47															32.79	2016-10-03	572540-114801	Onsala kustvatten	N Kattegatt		160.0		77SN	VALÖ	05:30	16.27	16.27	Västerhavets vattendistrikt	04 - Västkustens yttre kustvatten. Kattegatt	2 - Havsområde innanför 1 NM
2264	1.1		22.0	4.26		57.55	11.80833			2016	2.22	0.42	2.64	0.55																2016-10-03	572540-114801	Onsala kustvatten	N Kattegatt		160.0		77SN	VALÖ	05:30	15.73		Västerhavets vattendistrikt	04 - Västkustens yttre kustvatten. Kattegatt	2 - Havsområde innanför 1 NM
2265	1.97	2.2	0.0	6.2		57.6675	11.68667			2016	4.62	0.27	4.89	0.15															17.9	2016-10-03	574000-114230	Dana fjord	N Kattegatt	4.0	161.0		77SN	DANAFJORD	06:35	14.74	14.68	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM
2266	1.93	2.2	2.0	6.21		57.6675	11.68667			2016	4.56	0.28	4.84	0.16															18.07	2016-10-03	574000-114230	Dana fjord	N Kattegatt	4.0	161.0		77SN	DANAFJORD	06:35	14.79	14.74	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM
2267	0.62	1.9	5.0	5.4		57.6675	11.68667			2016	1.06	0.28	1.34	0.22															21.84	2016-10-03	574000-114230	Dana fjord	N Kattegatt	4.0	161.0		77SN	DANAFJORD	06:35	16.16	15.48	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM
2268	0.2	1.0	10.0	4.84		57.6675	11.68667			2016	1.49	0.55	2.04	0.35	<														31.05	2016-10-03	574000-114230	Dana fjord	N Kattegatt	4.0	161.0		77SN	DANAFJORD	06:35	16.57	16.54	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM
2269	0.2	0.8	15.0	4.78		57.6675	11.68667			2016	1.85	0.56	2.41	0.38	<														32.61	2016-10-03	574000-114230	Dana fjord	N Kattegatt	4.0	161.0		77SN	DANAFJORD	06:35		16.53	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM
2270	0.3	0.8	20.0	4.94		57.6675	11.68667			2016	1.28	0.34	1.62	0.33															33.48	2016-10-03	574000-114230	Dana fjord	N Kattegatt	4.0	161.0		77SN	DANAFJORD	06:35	16.61	16.6	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM
2271	0.2	0.4	30.0	3.84		57.6675	11.68667			2016	4.71	0.45	5.16	0.74	<														33.58	2016-10-03	574000-114230	Dana fjord	N Kattegatt	4.0	161.0		77SN	DANAFJORD	06:35	15.24	15.27	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM
2272	0.2		39.0	3.78		57.6675	11.68667			2016	4.85	0.61	5.46	0.79	<															2016-10-03	574000-114230	Dana fjord	N Kattegatt	4.0	161.0		77SN	DANAFJORD	06:35	15.09		Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM
2273	0.66	2.0	0.0	5.92		57.90116999999999	11.66667			2016	1.08	0.18	1.26	0.17															21.6	2016-10-03	575500-113750	Älgöfjorden	Skagerrak	2.5	162.0		77SN	INSTÖ RÄNNA	08:15	14.58	14.53	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM
2274	0.8	2.0	2.0	5.94		57.90116999999999	11.66667			2016	1.07	0.18	1.25	0.16															21.72	2016-10-03	575500-113750	Älgöfjorden	Skagerrak	2.5	162.0		77SN	INSTÖ RÄNNA	08:15	14.62	14.59	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM
2275	0.46	1.1	5.0	4.24		57.90116999999999	11.66667			2016	3.12	0.44	3.56	0.45															31.02	2016-10-03	575500-113750	Älgöfjorden	Skagerrak	2.5	162.0		77SN	INSTÖ RÄNNA	08:15	16.37	16.37	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM
2276	0.61	0.6	10.0	4.39		57.90116999999999	11.66667			2016	2.46	0.5	2.96	0.43															32.22	2016-10-03	575500-113750	Älgöfjorden	Skagerrak	2.5	162.0		77SN	INSTÖ RÄNNA	08:15	16.46	16.47	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM
2277	0.64		12.0	4.48		57.90116999999999	11.66667			2016	2.05	0.5	2.55	0.4																2016-10-03	575500-113750	Älgöfjorden	Skagerrak	2.5	162.0		77SN	INSTÖ RÄNNA	08:15	16.48		Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM
2278	0.2	3.5	0.0	5.67		58.10917	11.81			2016	0.21	0.13	0.34	0.2	<														22.88	2016-10-03	580688-114860	Halsefjorden	Skagerrak	5.0	163.0		77SN	GALTERÖ	09:45	15.19	15.12	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
2279	0.2	4.8	2.0	5.5		58.10917	11.81			2016	0.21	0.12	0.33	0.19	<														22.9	2016-10-03	580688-114860	Halsefjorden	Skagerrak	5.0	163.0		77SN	GALTERÖ	09:45	15.18	15.13	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
2280	0.2	2.2	5.0	5.27		58.10917	11.81			2016	0.47	0.14	0.61	0.22	<														23.15	2016-10-03	580688-114860	Halsefjorden	Skagerrak	5.0	163.0		77SN	GALTERÖ	09:45	15.32	15.27	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
2281	0.2	0.2	10.0	3.21		58.10917	11.81			2016	6.24	0.24	6.48	0.86	<														32.23	2016-10-03	580688-114860	Halsefjorden	Skagerrak	5.0	163.0		77SN	GALTERÖ	09:45	15.88	15.88	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
2282	0.2	0.2	15.0	3.65		58.10917	11.81			2016	4.96	0.33	5.29	0.73	<														32.67	2016-10-03	580688-114860	Halsefjorden	Skagerrak	5.0	163.0		77SN	GALTERÖ	09:45	16.1	16.06	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
2283	0.2	0.2	20.0	3.68		58.10917	11.81			2016	4.91	0.37	5.28	0.73	<														32.85	2016-10-03	580688-114860	Halsefjorden	Skagerrak	5.0	163.0		77SN	GALTERÖ	09:45	16.09	16.09	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
2284	0.2	0.2	30.0	3.7		58.10917	11.81			2016	5.03	0.39	5.42	0.76	<														32.91	2016-10-03	580688-114860	Halsefjorden	Skagerrak	5.0	163.0		77SN	GALTERÖ	09:45		16.06	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
2285	0.2		35.0	3.64		58.10917	11.81			2016	5.13	0.44	5.57	0.77	<															2016-10-03	580688-114860	Halsefjorden	Skagerrak	5.0	163.0		77SN	GALTERÖ	09:45	16.06		Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
2286	0.2	4.3	0.0	5.83		58.333330000000004	11.88333			2016	0.1	0.06	0.1	0.08	<				<										22.98	2016-10-03	582000-115270	Byfjorden	Skagerrak	4.0	164.0		77SN	BYFJORDEN	11:30	15.45	15.46	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
2287	0.2	4.1	2.0	5.81		58.333330000000004	11.88333			2016	0.1	0.06	0.1	0.07	<				<		<								22.98	2016-10-03	582000-115270	Byfjorden	Skagerrak	4.0	164.0		77SN	BYFJORDEN	11:30	15.47	15.46	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
2288	0.2	3.4	5.0	5.9		58.333330000000004	11.88333			2016	0.1	0.06	0.1	0.07	<				<		<								22.99	2016-10-03	582000-115270	Byfjorden	Skagerrak	4.0	164.0		77SN	BYFJORDEN	11:30	15.44	15.45	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
2289	0.22	1.1	10.0	5.61		58.333330000000004	11.88333			2016	0.1	0.07	0.1	0.08					<		<								23.16	2016-10-03	582000-115270	Byfjorden	Skagerrak	4.0	164.0		77SN	BYFJORDEN	11:30		15.56	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
2290	2.14	0.4	15.0	0.1		58.333330000000004	11.88333			2016	0.1	0.12	0.1	0.69					<		<								27.46	2016-10-03	582000-115270	Byfjorden	Skagerrak	4.0	164.0		77SN	BYFJORDEN	11:30	15.45	12.43	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
2291	18.22	1.8	20.0			58.333330000000004	11.88333			2016	0.1		0.1	5.8					<	B	<								30.4	2016-10-03	582000-115270	Byfjorden	Skagerrak	4.0	164.0		77SN	BYFJORDEN	11:30	7.33	7.36	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
2292	43.3	0.2	30.0			58.333330000000004	11.88333			2016	0.1			8.96					<	B	B								30.76	2016-10-03	582000-115270	Byfjorden	Skagerrak	4.0	164.0		77SN	BYFJORDEN	11:30	7.33	7.33	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
2293	79.96		40.0			58.333330000000004	11.88333			2016	0.1			13.2					<	B	B								30.86	2016-10-03	582000-115270	Byfjorden	Skagerrak	4.0	164.0		77SN	BYFJORDEN	11:30	7.38	7.37	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
2294	95.09		45.0			58.333330000000004	11.88333			2016	0.1			14.49					<	B	B									2016-10-03	582000-115270	Byfjorden	Skagerrak	4.0	164.0		77SN	BYFJORDEN	11:30	7.39		Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
2295	0.2	5.2	0.0	5.81		58.3125	11.77333			2016	0.1	0.07	0.1	0.1	<				<		<								23.26	2016-10-03	581740-114820	Havstensfjorden	Skagerrak	5.0	165.0		77SN	HAVSTENSFJORD	12:05	15.48	15.5	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
2296	0.2	4.4	2.0	5.8		58.3125	11.77333			2016	0.1	0.06	0.1	0.09	<				<		<								23.26	2016-10-03	581740-114820	Havstensfjorden	Skagerrak	5.0	165.0		77SN	HAVSTENSFJORD	12:05		15.5	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
2297	0.2	3.8	5.0	5.85		58.3125	11.77333			2016	0.1	0.07	0.1	0.09	<				<		<								23.28	2016-10-03	581740-114820	Havstensfjorden	Skagerrak	5.0	165.0		77SN	HAVSTENSFJORD	12:05	16.51	15.5	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
2298	0.2	3.1	10.0	5.77		58.3125	11.77333			2016	0.1	0.07	0.1	0.08	<				<		<								23.34	2016-10-03	581740-114820	Havstensfjorden	Skagerrak	5.0	165.0		77SN	HAVSTENSFJORD	12:05	15.55	15.53	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
2299	0.2	0.9	15.0	3.75		58.3125	11.77333			2016	0.19	0.54	0.73	0.23	<														23.44	2016-10-03	581740-114820	Havstensfjorden	Skagerrak	5.0	165.0		77SN	HAVSTENSFJORD	12:05	15.81	15.69	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
2300	0.2	0.2	20.0	0.45		58.3125	11.77333			2016	3.26	0.05	3.31	1.0	<	<													27.86	2016-10-03	581740-114820	Havstensfjorden	Skagerrak	5.0	165.0		77SN	HAVSTENSFJORD	12:05	12.93	13.12	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
2301	0.2	0.2	30.0	0.87		58.3125	11.77333			2016	15.2	0.03	15.23	1.74	<	<													31.72	2016-10-03	581740-114820	Havstensfjorden	Skagerrak	5.0	165.0		77SN	HAVSTENSFJORD	12:05	6.88	6.91	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
2302	0.2		39.0	0.57		58.3125	11.77333			2016	17.02	0.05	17.07	2.78	<															2016-10-03	581740-114820	Havstensfjorden	Skagerrak	5.0	165.0		77SN	HAVSTENSFJORD	12:05	6.74		Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
2303	0.2	2.4	0.0	5.79		58.2305	11.58			2016	0.1	0.03	0.1	0.12	<				<		<								23.39	2016-10-03	581260-113220	Koljö fjord	Skagerrak	6.0	166.0		77SN	KOLJÖFJORD	13:15	15.11	15.11	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
2304	0.2	2.6	2.0	5.79		58.2305	11.58			2016	0.1	0.03	0.1	0.12	<				<		<								23.39	2016-10-03	581260-113220	Koljö fjord	Skagerrak	6.0	166.0		77SN	KOLJÖFJORD	13:15	15.11	15.11	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
2305	0.2	2.6	5.0	5.66		58.2305	11.58			2016	0.1	0.03	0.1	0.11	<				<		<								23.39	2016-10-03	581260-113220	Koljö fjord	Skagerrak	6.0	166.0		77SN	KOLJÖFJORD	13:15	15.1	15.11	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
2306	0.2	2.5	10.0	5.7		58.2305	11.58			2016	0.1	0.03	0.1	0.11	<				<		<								23.41	2016-10-03	581260-113220	Koljö fjord	Skagerrak	6.0	166.0		77SN	KOLJÖFJORD	13:15	15.09	15.08	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
2307	0.2	1.9	15.0	5.35		58.2305	11.58			2016	0.1	0.05	0.1	0.22	<				<		<								23.42	2016-10-03	581260-113220	Koljö fjord	Skagerrak	6.0	166.0		77SN	KOLJÖFJORD	13:15	14.92	15.0	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
2308	4.69	0.2	20.0	0.13		58.2305	11.58			2016	0.1	0.16	0.19	2.66		<			<										25.82	2016-10-03	581260-113220	Koljö fjord	Skagerrak	6.0	166.0		77SN	KOLJÖFJORD	13:15	7.95	8.29	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
2309	6.58	0.2	30.0			58.2305	11.58			2016	0.1		0.1	3.53		<			<	B	<								26.3	2016-10-03	581260-113220	Koljö fjord	Skagerrak	6.0	166.0		77SN	KOLJÖFJORD	13:15		6.71	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
2310	7.11		39.0	0.1		58.2305	11.58			2016	0.1		0.1	3.6			<		<	B	<									2016-10-03	581260-113220	Koljö fjord	Skagerrak	6.0	166.0		77SN	KOLJÖFJORD	13:15	6.67		Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
2311	0.2	4.5	0.0	6.22		58.393330000000006	11.626669999999999			2016	0.1	0.05	0.1	0.05	<				<		<							23.456	22.99	2016-10-03	581700-113000	Gullmarn centralbassäng	Skagerrak	7.0	167.0		77SN	BJÖRKHOLMEN	15:00	15.39	15.41	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
2312	0.2	6.4	2.0	5.54		58.393330000000006	11.626669999999999			2016	0.1	0.12	0.19	0.13	<				<									29.037	28.74	2016-10-03	581700-113000	Gullmarn centralbassäng	Skagerrak	7.0	167.0		77SN	BJÖRKHOLMEN	15:00	16.27	15.76	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
2313	0.24	0.8	5.0	5.28		58.393330000000006	11.626669999999999			2016	0.51	0.27	0.78	0.17														32.04	32.03	2016-10-03	581700-113000	Gullmarn centralbassäng	Skagerrak	7.0	167.0		77SN	BJÖRKHOLMEN	15:00	16.38	16.37	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
2314	0.36	0.5	10.0	5.2		58.393330000000006	11.626669999999999			2016	0.69	0.3	0.99	0.2														32.299	32.19	2016-10-03	581700-113000	Gullmarn centralbassäng	Skagerrak	7.0	167.0		77SN	BJÖRKHOLMEN	15:00	16.45	16.42	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
2315	0.2	0.3	15.0	4.68		58.393330000000006	11.626669999999999			2016	2.1	0.4	2.5	0.31	<													32.452	32.44	2016-10-03	581700-113000	Gullmarn centralbassäng	Skagerrak	7.0	167.0		77SN	BJÖRKHOLMEN	15:00	16.09	16.14	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
2316	0.2	0.2	20.0	4.34		58.393330000000006	11.626669999999999			2016	3.29	0.24	3.53	0.4	<													32.504	32.53	2016-10-03	581700-113000	Gullmarn centralbassäng	Skagerrak	7.0	167.0		77SN	BJÖRKHOLMEN	15:00		15.93	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
2317	0.2	0.2	30.0	4.08		58.393330000000006	11.626669999999999			2016	4.85	0.04	4.89	0.52	<	<												32.615	32.6	2016-10-03	581700-113000	Gullmarn centralbassäng	Skagerrak	7.0	167.0		77SN	BJÖRKHOLMEN	15:00	14.9	14.86	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
2318	0.2		40.0	3.89		58.393330000000006	11.626669999999999			2016	6.17	0.05	6.22	0.65	<													32.824	32.79	2016-10-03	581700-113000	Gullmarn centralbassäng	Skagerrak	7.0	167.0		77SN	BJÖRKHOLMEN	15:00	13.66	13.64	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM
