EUCD	YYYY-MM-DD	Djup(m)	Salt (psu o/oo)	O2 (ml/l)	PO4 (µmol/l)	TotP (µmol/l)	NO3 (µmol/l)	NH4 (µmol/l)	TotN (µmol/l)	Chla (ug/l)	Siktdjup (m)	WATER_TYPE_AREA	WATER_DISTRICT	ALABO	MYEAR	STIME	STATN	WADEP
SE594800-190220	1985-01-05	3.25	3.998	8.672	0.503	0.619	3.163	0.113	18.557	0.252	6.9	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	SE3	kustzonsmodellen	1985		SE594800-190220	
SE594800-190220	1985-01-05	3.75	3.998	8.671	0.503	0.619	3.163	0.113	18.556	0.252	6.9	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	SE3	kustzonsmodellen	1985		SE594800-190220	
SE594800-190220	1985-01-05	4.50	3.998	8.670	0.503	0.619	3.162	0.113	18.556	0.252	6.9	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	SE3	kustzonsmodellen	1985		SE594800-190220	
SE594800-190220	1985-01-05	5.50	3.998	8.668	0.503	0.619	3.162	0.112	18.555	0.252	6.9	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	SE3	kustzonsmodellen	1985		SE594800-190220	
SE594800-190220	1985-01-05	6.50	3.998	8.667	0.503	0.619	3.162	0.112	18.555	0.252	6.9	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	SE3	kustzonsmodellen	1985		SE594800-190220	
SE594800-190220	1985-01-05	7.50	3.998	8.666	0.503	0.619	3.161	0.112	18.555	0.252	6.9	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	SE3	kustzonsmodellen	1985		SE594800-190220	
SE594800-190220	1985-01-05	8.50	3.998	8.664	0.503	0.619	3.161	0.112	18.554	0.252	6.9	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	SE3	kustzonsmodellen	1985		SE594800-190220	
SE594800-190220	1985-01-05	9.50	3.998	8.663	0.503	0.619	3.161	0.112	18.554	0.252	6.9	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	SE3	kustzonsmodellen	1985		SE594800-190220	
SE594800-190220	1985-01-05	52.50	4.603	8.801	0.436	0.533	3.623	0.105	17.718	0.579	6.9	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	SE3	kustzonsmodellen	1985		SE594800-190220	
SE594800-190220	1985-01-05	53.00	4.603	8.801	0.436	0.533	3.623	0.105	17.718	0.579	6.9	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	SE3	kustzonsmodellen	1985		SE594800-190220	
SE594800-190220	1985-01-06	0.00	3.992	8.718	0.503	0.617	3.284	0.126	18.667	0.237	6.9	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	SE3	kustzonsmodellen	1985		SE594800-190220	
SE594800-190220	1985-01-06	0.25	3.992	8.718	0.503	0.617	3.284	0.126	18.667	0.237	6.9	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	SE3	kustzonsmodellen	1985		SE594800-190220	
SE594800-190220	1985-01-06	0.75	3.992	8.718	0.503	0.618	3.285	0.126	18.686	0.241	6.9	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	SE3	kustzonsmodellen	1985		SE594800-190220	
SE594800-190220	1985-01-06	1.25	3.992	8.718	0.503	0.618	3.276	0.124	18.675	0.242	6.9	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	SE3	kustzonsmodellen	1985		SE594800-190220	
SE594800-190220	1985-01-06	1.75	3.993	8.717	0.503	0.618	3.264	0.123	18.661	0.242	6.9	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	SE3	kustzonsmodellen	1985		SE594800-190220	
SE594800-190220	1985-01-06	2.25	3.994	8.716	0.503	0.618	3.248	0.121	18.644	0.243	6.9	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	SE3	kustzonsmodellen	1985		SE594800-190220	
SE594800-190220	1985-01-06	2.75	3.994	8.715	0.503	0.618	3.238	0.120	18.634	0.244	6.9	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	SE3	kustzonsmodellen	1985		SE594800-190220	
SE594800-190220	1985-01-06	3.25	3.995	8.715	0.503	0.619	3.235	0.119	18.630	0.244	6.9	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	SE3	kustzonsmodellen	1985		SE594800-190220	
SE594800-190220	1985-01-06	3.75	3.995	8.714	0.503	0.619	3.233	0.119	18.628	0.244	6.9	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	SE3	kustzonsmodellen	1985		SE594800-190220	
SE594800-190220	1985-01-06	4.50	3.995	8.714	0.503	0.619	3.229	0.118	18.625	0.245	6.9	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	SE3	kustzonsmodellen	1985		SE594800-190220	
SE594800-190220	1985-01-06	5.50	3.995	8.712	0.503	0.619	3.225	0.118	18.620	0.245	6.9	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	SE3	kustzonsmodellen	1985		SE594800-190220	
SE594800-190220	1985-01-06	6.50	3.996	8.711	0.503	0.619	3.219	0.117	18.613	0.245	6.9	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	SE3	kustzonsmodellen	1985		SE594800-190220	
SE594800-190220	1985-01-06	7.50	3.996	8.708	0.503	0.619	3.210	0.116	18.603	0.244	6.9	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	SE3	kustzonsmodellen	1985		SE594800-190220	
SE594800-190220	1985-01-06	8.50	3.997	8.703	0.503	0.619	3.201	0.115	18.593	0.243	6.9	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	SE3	kustzonsmodellen	1985		SE594800-190220	
SE594800-190220	1985-01-06	9.50	3.997	8.700	0.503	0.619	3.196	0.114	18.587	0.242	6.9	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	SE3	kustzonsmodellen	1985		SE594800-190220	
SE594800-190220	1985-01-06	52.50	4.653	8.837	0.432	0.527	3.684	0.105	17.674	0.575	6.9	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	SE3	kustzonsmodellen	1985		SE594800-190220	
SE594800-190220	1985-01-06	53.00	4.653	8.837	0.432	0.527	3.684	0.105	17.674	0.575	6.9	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	SE3	kustzonsmodellen	1985		SE594800-190220	
SE594800-190220	1985-01-07	0.00	3.978	8.726	0.504	0.615	3.534	0.153	18.965	0.224	7.0	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	SE3	kustzonsmodellen	1985		SE594800-190220	
SE594800-190220	1985-01-07	0.25	3.978	8.726	0.504	0.615	3.534	0.153	18.965	0.224	7.0	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	SE3	kustzonsmodellen	1985		SE594800-190220	
SE594800-190220	1985-01-07	0.75	3.978	8.726	0.504	0.616	3.536	0.152	18.979	0.228	7.0	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	SE3	kustzonsmodellen	1985		SE594800-190220	
SE594800-190220	1985-01-07	1.25	3.979	8.725	0.504	0.616	3.518	0.150	18.956	0.229	7.0	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	SE3	kustzonsmodellen	1985		SE594800-190220	
SE594800-190220	1985-01-07	1.75	3.981	8.723	0.504	0.616	3.482	0.146	18.911	0.231	7.0	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	SE3	kustzonsmodellen	1985		SE594800-190220	
SE594800-190220	1985-01-07	2.25	3.986	8.719	0.504	0.617	3.398	0.136	18.806	0.234	7.0	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	SE3	kustzonsmodellen	1985		SE594800-190220	
SE594800-190220	1985-01-07	2.75	3.989	8.715	0.503	0.617	3.338	0.129	18.734	0.237	7.0	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	SE3	kustzonsmodellen	1985		SE594800-190220	
SE594800-190220	1985-01-07	3.25	3.992	8.712	0.503	0.617	3.297	0.124	18.687	0.238	7.0	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	SE3	kustzonsmodellen	1985		SE594800-190220	
SE594800-190220	1985-01-07	3.75	3.993	8.709	0.503	0.618	3.271	0.121	18.657	0.239	7.0	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	SE3	kustzonsmodellen	1985		SE594800-190220	
SE594800-190220	1985-01-07	4.50	3.995	8.706	0.503	0.618	3.245	0.118	18.631	0.239	7.0	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	SE3	kustzonsmodellen	1985		SE594800-190220	
SE594800-190220	1985-01-07	5.50	3.996	8.702	0.503	0.619	3.229	0.116	18.613	0.238	7.0	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	SE3	kustzonsmodellen	1985		SE594800-190220	
SE594800-190220	1985-01-07	6.50	3.997	8.698	0.503	0.619	3.218	0.114	18.603	0.236	7.0	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	SE3	kustzonsmodellen	1985		SE594800-190220	
SE594800-190220	1985-01-07	7.50	3.998	8.693	0.503	0.619	3.212	0.114	18.596	0.235	7.0	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	SE3	kustzonsmodellen	1985		SE594800-190220	
SE594800-190220	1985-01-07	8.50	4.000	8.688	0.503	0.619	3.209	0.113	18.589	0.234	7.0	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	SE3	kustzonsmodellen	1985		SE594800-190220	
SE594800-190220	1985-01-07	9.50	4.003	8.681	0.503	0.619	3.208	0.113	18.582	0.234	7.0	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	SE3	kustzonsmodellen	1985		SE594800-190220	
SE594800-190220	1985-01-07	52.50	4.720	8.670	0.429	0.523	3.740	0.102	17.627	0.567	7.0	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	SE3	kustzonsmodellen	1985		SE594800-190220	
SE594800-190220	1985-01-07	53.00	4.720	8.670	0.429	0.523	3.740	0.102	17.627	0.567	7.0	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	SE3	kustzonsmodellen	1985		SE594800-190220	
SE594800-190220	1985-01-08	0.00	3.964	8.731	0.505	0.615	3.791	0.175	19.284	0.217	7.0	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	SE3	kustzonsmodellen	1985		SE594800-190220	
