EUCD	YYYY-MM-DD	Djup(m)	Salt (psu o/oo)	O2 (ml/l)	PO4 (µmol/l)	TotP (µmol/l)	NO3 (µmol/l)	NH4 (µmol/l)	TotN (µmol/l)	Chla (ug/l)	Siktdjup (m)	WATER_TYPE_AREA	WATER_DISTRICT	ALABO	MYEAR	STIME	STATN	WADEP
SE601300-182880	1985-01-01	14.00	4.000	7.974	0.503	0.623	3.074	0.100	18.494	0.296	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-02	0.00	4.000	8.143	0.504	0.619	3.094	0.112	18.456	0.277	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-02	0.25	4.000	8.143	0.504	0.619	3.094	0.112	18.456	0.277	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-02	0.75	4.000	8.140	0.504	0.620	3.094	0.111	18.474	0.281	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-02	1.25	4.000	8.138	0.504	0.620	3.094	0.111	18.474	0.281	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-02	1.75	4.000	8.137	0.504	0.620	3.094	0.111	18.474	0.281	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-02	2.25	4.000	8.136	0.504	0.620	3.095	0.111	18.475	0.281	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-02	2.75	4.000	8.135	0.504	0.620	3.095	0.111	18.475	0.281	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-02	3.25	4.000	8.135	0.504	0.620	3.096	0.111	18.476	0.281	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-02	3.75	4.000	8.133	0.504	0.621	3.098	0.111	18.478	0.281	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-02	4.50	4.000	8.133	0.504	0.620	3.096	0.111	18.475	0.281	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-02	5.50	4.000	8.132	0.504	0.620	3.095	0.111	18.475	0.281	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-02	6.50	4.000	8.132	0.504	0.620	3.095	0.111	18.475	0.281	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-02	7.50	4.000	8.131	0.504	0.620	3.095	0.111	18.475	0.281	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-02	8.50	4.000	8.130	0.504	0.620	3.096	0.111	18.476	0.281	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-02	9.50	4.000	8.129	0.504	0.621	3.098	0.111	18.478	0.281	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-02	13.50	4.000	8.123	0.504	0.621	3.105	0.111	18.483	0.282	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-02	14.00	4.000	8.123	0.504	0.621	3.105	0.111	18.483	0.282	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-03	0.00	3.995	8.757	0.507	0.621	3.294	0.132	18.690	0.260	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-03	0.25	3.995	8.757	0.507	0.621	3.294	0.132	18.690	0.260	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-03	0.75	3.995	8.752	0.507	0.621	3.294	0.132	18.703	0.264	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-03	1.25	3.995	8.748	0.507	0.621	3.294	0.132	18.703	0.264	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-03	1.75	3.995	8.746	0.507	0.621	3.294	0.132	18.703	0.264	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-03	2.25	3.995	8.745	0.507	0.621	3.294	0.132	18.704	0.264	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-03	2.75	3.995	8.743	0.507	0.621	3.295	0.132	18.704	0.264	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-03	3.25	3.995	8.742	0.507	0.622	3.295	0.132	18.704	0.264	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-03	3.75	3.995	8.741	0.507	0.622	3.297	0.132	18.706	0.264	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-03	4.50	3.995	8.740	0.507	0.622	3.296	0.132	18.705	0.264	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-03	5.50	3.995	8.739	0.507	0.621	3.296	0.132	18.705	0.264	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-03	6.50	3.995	8.737	0.507	0.621	3.295	0.132	18.704	0.264	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-03	7.50	3.995	8.736	0.507	0.621	3.295	0.132	18.704	0.264	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-03	8.50	3.995	8.735	0.507	0.622	3.296	0.132	18.705	0.264	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-03	9.50	3.995	8.733	0.507	0.622	3.297	0.132	18.706	0.264	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-03	13.50	3.995	8.719	0.507	0.622	3.298	0.132	18.703	0.264	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-03	14.00	3.995	8.719	0.507	0.622	3.298	0.132	18.703	0.264	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-04	0.00	3.991	9.090	0.509	0.622	3.479	0.155	18.917	0.242	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-04	0.25	3.991	9.090	0.509	0.622	3.479	0.155	18.917	0.242	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-04	0.75	3.991	9.090	0.509	0.623	3.479	0.154	18.927	0.246	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-04	1.25	3.991	9.090	0.509	0.623	3.477	0.154	18.924	0.246	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-04	1.75	3.991	9.089	0.510	0.623	3.476	0.153	18.922	0.247	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-04	2.25	3.991	9.089	0.510	0.623	3.476	0.153	18.921	0.247	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-04	2.75	3.991	9.088	0.510	0.623	3.478	0.152	18.922	0.248	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-04	3.25	3.991	9.088	0.510	0.623	3.480	0.152	18.924	0.248	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-04	3.75	3.991	9.087	0.510	0.623	3.484	0.152	18.928	0.248	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-04	4.50	3.991	9.088	0.510	0.623	3.485	0.152	18.930	0.248	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-04	5.50	3.991	9.087	0.510	0.623	3.492	0.153	18.938	0.249	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-04	6.50	3.991	9.087	0.510	0.623	3.488	0.152	18.933	0.249	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-04	7.50	3.991	9.087	0.510	0.623	3.486	0.152	18.930	0.249	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-04	8.50	3.991	9.087	0.510	0.623	3.484	0.152	18.928	0.249	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-04	9.50	3.992	9.086	0.510	0.623	3.484	0.151	18.927	0.249	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-04	13.50	3.996	8.836	0.506	0.621	3.240	0.123	18.627	0.256	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-04	14.00	3.996	8.836	0.506	0.621	3.240	0.123	18.627	0.256	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-05	0.00	3.987	9.068	0.512	0.624	3.658	0.175	19.140	0.229	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-05	0.25	3.987	9.068	0.512	0.624	3.658	0.175	19.140	0.229	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-05	0.75	3.987	9.068	0.512	0.624	3.658	0.175	19.148	0.233	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-05	1.25	3.987	9.068	0.512	0.624	3.657	0.174	19.145	0.233	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-05	1.75	3.987	9.068	0.512	0.624	3.656	0.174	19.144	0.233	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-05	2.25	3.987	9.068	0.512	0.624	3.657	0.173	19.143	0.234	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-05	2.75	3.987	9.067	0.512	0.624	3.658	0.173	19.144	0.234	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-05	3.25	3.987	9.067	0.512	0.624	3.661	0.173	19.147	0.234	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-05	3.75	3.987	9.066	0.512	0.625	3.666	0.173	19.152	0.235	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-05	4.50	3.987	9.066	0.512	0.625	3.671	0.173	19.157	0.235	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-05	5.50	3.987	9.065	0.512	0.625	3.704	0.176	19.195	0.235	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-05	6.50	3.988	9.064	0.512	0.625	3.675	0.172	19.157	0.236	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-05	7.50	3.989	9.062	0.513	0.626	3.642	0.165	19.110	0.237	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-05	8.50	3.990	9.057	0.513	0.626	3.626	0.160	19.083	0.238	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-05	9.50	3.991	9.047	0.514	0.628	3.618	0.156	19.066	0.238	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-05	13.50	3.995	8.852	0.514	0.627	3.416	0.126	18.786	0.243	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-05	14.00	3.995	8.852	0.514	0.627	3.416	0.126	18.786	0.243	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-06	0.00	3.983	9.047	0.515	0.626	3.843	0.197	19.368	0.214	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-06	0.25	3.983	9.047	0.515	0.626	3.843	0.197	19.368	0.214	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-06	0.75	3.983	9.047	0.515	0.626	3.843	0.196	19.376	0.217	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-06	1.25	3.983	9.047	0.515	0.626	3.842	0.195	19.373	0.218	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-06	1.75	3.983	9.046	0.515	0.626	3.842	0.195	19.373	0.218	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-06	2.25	3.983	9.046	0.515	0.626	3.843	0.195	19.373	0.218	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-06	2.75	3.983	9.046	0.515	0.626	3.845	0.195	19.374	0.218	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-06	3.25	3.983	9.045	0.515	0.626	3.848	0.195	19.377	0.219	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-06	3.75	3.983	9.045	0.515	0.626	3.852	0.195	19.381	0.219	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-06	4.50	3.983	9.045	0.515	0.626	3.856	0.195	19.385	0.219	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-06	5.50	3.983	9.044	0.515	0.626	3.875	0.197	19.407	0.219	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-06	6.50	3.983	9.044	0.515	0.627	3.868	0.195	19.398	0.220	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-06	7.50	3.988	9.035	0.516	0.628	3.735	0.168	19.199	0.225	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-06	8.50	3.990	9.024	0.517	0.630	3.710	0.160	19.158	0.227	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-06	9.50	3.991	9.006	0.519	0.632	3.720	0.156	19.161	0.227	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-06	13.50	3.995	8.778	0.525	0.638	3.678	0.128	19.039	0.230	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-06	14.00	3.995	8.778	0.525	0.638	3.678	0.128	19.039	0.230	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-07	0.00	3.979	9.025	0.518	0.628	4.021	0.217	19.589	0.200	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-07	0.25	3.979	9.025	0.518	0.628	4.021	0.217	19.589	0.200	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-07	0.75	3.979	9.025	0.518	0.628	4.021	0.217	19.595	0.203	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-07	1.25	3.979	9.025	0.518	0.628	4.020	0.216	19.593	0.203	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-07	1.75	3.979	9.025	0.518	0.628	4.020	0.216	19.592	0.203	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-07	2.25	3.979	9.024	0.518	0.628	4.021	0.215	19.592	0.203	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-07	2.75	3.979	9.024	0.518	0.628	4.023	0.215	19.594	0.204	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-07	3.25	3.979	9.024	0.518	0.628	4.027	0.215	19.597	0.204	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-07	3.75	3.979	9.023	0.518	0.628	4.032	0.215	19.603	0.204	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-07	4.50	3.979	9.023	0.518	0.628	4.037	0.216	19.608	0.204	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-07	5.50	3.979	9.022	0.518	0.629	4.069	0.219	19.645	0.205	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-07	6.50	3.979	9.021	0.518	0.629	4.054	0.216	19.624	0.206	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-07	7.50	3.986	9.012	0.519	0.630	3.889	0.183	19.381	0.210	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-07	8.50	3.989	8.994	0.521	0.633	3.815	0.162	19.257	0.214	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-07	9.50	3.990	8.968	0.524	0.636	3.837	0.156	19.268	0.216	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-07	13.50	3.995	8.708	0.537	0.648	3.929	0.130	19.286	0.218	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-07	14.00	3.995	8.708	0.537	0.648	3.929	0.130	19.286	0.218	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-08	0.00	3.975	9.003	0.520	0.630	4.200	0.238	19.810	0.187	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-08	0.25	3.975	9.003	0.520	0.630	4.200	0.238	19.810	0.187	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-08	0.75	3.975	9.003	0.520	0.630	4.200	0.237	19.815	0.190	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-08	1.25	3.975	9.003	0.520	0.630	4.199	0.237	19.813	0.190	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-08	1.75	3.975	9.003	0.520	0.630	4.200	0.236	19.813	0.190	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-08	2.25	3.975	9.002	0.520	0.630	4.200	0.236	19.813	0.190	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-08	2.75	3.975	9.002	0.520	0.630	4.202	0.236	19.814	0.190	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-08	3.25	3.976	9.002	0.520	0.630	4.205	0.236	19.817	0.190	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-08	3.75	3.976	9.001	0.521	0.631	4.210	0.236	19.822	0.191	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-08	4.50	3.976	9.001	0.520	0.630	4.214	0.236	19.826	0.191	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-08	5.50	3.975	9.000	0.521	0.631	4.243	0.239	19.859	0.191	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-08	6.50	3.976	9.000	0.521	0.631	4.227	0.236	19.838	0.192	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
SE601300-182880	1985-01-08	7.50	3.984	8.987	0.522	0.633	4.025	0.193	19.533	0.197	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601300-182880	
