OBJECTID	HID	TYP_NFS06	NAMN	VISS_EU_CD	VISS_MS_CD	WB	District	COMP_AUTH	Country	Version	URL_VISS	DATUM	ObjVer	BASIN_NR	VattenID	UUID	PopNamn	CWVattenID	CWUUID	Shape_Leng	Shape_Area	TYPOMR_KOD	TYPOMRNAMN
597	655178-278769	1	Singlefjorden	SE0101010301-C	SE590670-111380	P	SE5NO	VH	SN	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE590670-111380	2016/10/26	2016	17	WA51758073	5956F046-67BF-417F-9B75-AB7D52CADB24	"Singlefjorden_(11.14,59.05)"	WA33184982	65E5B59B-D89F-4775-8AC7-D36AD908B1EE	47717.47799120000	17438072.28249999900	1n	"1n - Västkustens inre kustvatten, norra"
598	585660-112590	3	N n Bohusläns skärgårds kustvatten	SE585750-105940	SE585750-105940	Y	SE5	VH	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE585750-105940	2016/12/12	2016	17	WA63502321	6C2D6DEC-30F0-42A4-A845-EA0B54C506F6	"N n Bohusläns skärgårds kustvatten_(58.9,10.96)"	WA48361215	00776819-5D5D-49A2-BC5E-38B23E32AA97	105703.54519000000	89896781.11030000400	3	"3 - Västkustens yttre kustvatten, Skagerrak"
599	591755-182800	12	Lagnöström	SE591755-182800	SE591755-182800	Y	SE3	NO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE591755-182800	2006/12/31	2010	7	WA26045718	D930E0EF-29D8-4E1A-87AB-1707034EECFE	"Lagnöström_(59.29,18.46)"	WA51297117	112DAA24-C175-4DFE-A509-2B6E1A19A23A	7231.16458890000	697789.18290899997	12n	"12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra"
600	639567-310597	25	Rivö fjord syd	SE639567-310597	SE639567-310597	P	SE5	VH	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE639567-310597	2016/10/21	2016	16	WA16715697	C858A3D2-ECA4-418C-82B1-E764BA70EC10	"Rivö fjord syd_(11.82,57.66)"	WA44303966	F45E9E52-791F-4B4E-BA23-F8B8E7317B19	19202.94255380000	5974936.02715000040	25	25 - Göta Älvs- och Nordre Älvs estuarie
601	572052-114380	0	Del av Kattegatts utsjövatten	SE570714-115613	SE570714-115613	Y	SE0		SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE570714-115613	2016/12/12	2016	16	WA56184968	47C3E2A0-1644-4B98-9D0E-3BC1E4729355	"Del av Kattegatts utsjövatten _(11.93,57.13)"	WA95805391	C82A1057-E611-4836-904A-A693DC8F5B37	274628.66509400000	1779339997.11999990000		
602	570410-110402	0	Del av Kattegatts utsjövatten			N	SE0			SVAR_2016_3b		2016/12/12	2016	16	WA51178932	6BDBA8A6-B2DE-4FC4-8C6A-20B1A019132D				611632.82544199994	9933156719.11000060000		
603	618421-354905	0	M Öresunds utsjövatten			N	SE0			SVAR_2016_3b		2016/12/12	2016	15	WA98124059	64B06534-EA9C-4394-9091-DD188C8E48F8				172146.35406000001	464544161.62400001000		
604	615080-340742	0	Del av S Öresunds utsjövatten			N	SE0			SVAR_2016_3b		2016/12/12	2016	13	WA97865565	62CCB909-BC14-4673-964A-BE816670A97E				162506.47509600001	768556033.90999997000		
605	732410-884539	22	Kroksfjärden	SE732410-884539	SE732410-884539	P	SE1	BV	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE732410-884539	2016/10/17	2016	1	WA64446341	B75B67C7-8B43-455F-857D-9F42E98F766E	"Bodöfjärden_(23.43,65.81)"	WA95574475	300EF99C-EF25-454D-9339-E98D57D41DAA	34001.02694350000	9803745.69741999920	22	"22 - Bottenviken, inre kustvatten"
606	639762-309800	25	Rivö fjord	SE639762-309800	SE639762-309800	P	SE5	VH	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE639762-309800	2016/10/21	2016	16	WA74552370	6EF0ED37-81C5-4D06-9C38-496063CB9D52	"Rivö fjord_(11.79,57.67)"	WA83017720	A3524355-8936-4A87-86FB-F94708C06C43	47269.70127130000	16951226.42440000200	25	25 - Göta Älvs- och Nordre Älvs estuarie
607	655349-292599	2	Idefjorden	SE0101010202-C	SE590860-113810	P	SE5NO	VH	SN	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE590860-113810	2016/10/26	2016	17	WA52022845	B67950CA-B437-413D-A354-5CF039144DF8	"Idefjorden_(11.38,59.07)"	WA18466637	D61435C4-553F-4884-9A67-45CB3B765944	39574.41301920000	6477560.42406000010	2	2 - Västkustens fjordar
608	655634-284425	2	Inre Singlefjorden	NO0101010203-C	0101010203-C	N	SE5NO		NO	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=NO0101010203-C	2016/10/26	2016	17	WA32348473	4D88D5B3-84A2-4763-86F6-CE9C82AA2856	"Inre Singlefjorden_(11.24,59.09)"	WA90720649	04BC0958-B04A-4AD4-A9E7-4CD3AE7D4626	6614.81241956000	352119.36576600000	2	2 - Västkustens fjordar
609	655302-293604	2	Idefjorden	NO0101010202-C	0101010202-C	N	SE5NO		NO	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=NO0101010202-C	2016/10/26	2016	17	WA64390276	4438DD9E-8535-4303-AAF2-F05A8AEE9B5C	"Idefjorden_(11.4,59.07)"	WA36808071	2BA00C10-542E-4652-A654-C9B76070FA28	49451.93424700000	8845448.26930000070	2	2 - Västkustens fjordar
610	585345-174950	12	Fållnäsviken	SE585345-174950	SE585345-174950	Y	SE3	NO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE585345-174950	2006/12/31	2010	8	WA24952680	9E307B0B-F515-421F-820D-25535807F93D	"Fållnäsviken_(58.89,17.82)"	WA66246728	DF08FD28-D471-4A67-B4AE-34C3F7478C96	31713.70506270000	6421720.70425000040	12n	"12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra"
611	584067-171125	12	Ålöfjärden	SE584067-171125	SE584067-171125	Y	SE3	NO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE584067-171125	2009/09/23	2010	8	WA56178606	5E9A1FCC-B878-44DE-97FE-6991E0D81805	"Ålöfjärden_(58.68,17.18)"	WA13123139	32582F37-5B1C-4BA5-9CC0-C5171BA1CEEF	13591.90411850000	5152039.43623000010	12n	"12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra"
612	583970-170280	12	Marsviken	SE583970-170280	SE583970-170280	Y	SE4	SO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE583970-170280	2006/12/31	2010	8	WA72671584	CEAD205D-1A10-49FF-B624-68553CA78F5A	"Marsviken_(58.67,17.02)"	WA75312192	D0022819-DBCD-4222-85F2-482C80A21016	48393.87170000000	12003257.32599999900	12n	"12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra"
613	582000-115270	2	Byfjorden	SE582000-115270	SE582000-115270	Y	SE5	VH	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE582000-115270	2006/12/31	2010	17	WA69807501	EB14C80D-A4CC-4E40-A599-F049FB6F3B56	"Byfjorden_(58.34,11.88)"	WA29111809	91E2A9EF-21B2-4139-9F57-DD4132A0C935	18116.01822600000	5798438.77644000020	2	2 - Västkustens fjordar
614	581853-112736	1	Trälebergskile	SE581853-112736	SE581853-112736	Y	SE5	VH	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE581853-112736	2006/12/31	2010	17	WA84831870	30809409-E0E4-424E-BE3F-6AF42C120C28	"Trälebergskile_(58.31,11.46)"	WA68995220	7294F0FE-37BE-41B3-B5AB-5222F98B2457	4171.78715705000	631176.52813999995	1n	"1n - Västkustens inre kustvatten, norra"
615	560200-143175	7	Valjeviken	SE560200-143175	SE560200-143175	Y	SE4	SO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE560200-143175	2006/12/31	2010	12	WA61041329	EF822BDB-CC76-44F5-A36C-8E3D26073DC2	"Valjeviken_(56.03,14.53)"	WA96783403	DD159A8F-FB49-42C1-8FB2-7E4A9AD24ABE	24704.20312610000	8732422.76334000010	7	7 - Skånes kustvatten
616	653176-222000	22	Sandöfjärden	SE653176-222000	SE653176-222000	Y	SE1	BV	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE653176-222000	2006/12/31	2010	1	WA90733146	8B233032-D7CB-4BBA-BA27-B6CC5D27D3F2	"Sandöfjärden_(65.53,22.33)"	WA40341745	42AF2033-D2D3-4A74-B78E-5F1AC8CE406E	26786.11322660000	13048810.73609999900	22	"22 - Bottenviken, inre kustvatten"
617	652686-221500	22	Germandöfjärden	SE652686-221500	SE652686-221500	Y	SE1	BV	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE652686-221500	2006/12/31	2010	1	WA93483723	2CCF170F-8481-4042-BB54-53A8ACBD569B	"Germandöfjärden_(65.48,22.22)"	WA94393116	F5442341-77A3-4ACC-8F4F-456FA9F4473D	44601.09243560000	42989862.12179999800	22	"22 - Bottenviken, inre kustvatten"
618	652855-224000	22	Bastaskärsfjärden	SE652855-224000	SE652855-224000	Y	SE1	BV	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE652855-224000	2006/12/31	2010	1	WA45832121	CCC1E613-A57B-4900-A225-17CB01F54EFB	"Bastaskärsfjärden_(65.49,22.63)"	WA72712912	8A3CD363-E787-468F-8EAF-BA8ECF2F1506	38344.55486000000	27217293.25079999900	22	"22 - Bottenviken, inre kustvatten"
619	654490-220870	22	Börstskärsfjärden	SE654490-220870	SE654490-220870	Y	SE1	BV	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE654490-220870	2011/11/09	2012_2	1	WA59629246	265A19E1-56FE-4678-810C-7019AF25A603	"Börstskärsfjärden_(65.46,22.08)"	WA96879306	F3ADA022-6412-4944-8F3E-8608BD093A3B	50063.36773910000	48503417.98160000100	22	"22 - Bottenviken, inre kustvatten"
620	652830-222116	22	Västantillfjärden	SE652830-222116	SE652830-222116	Y	SE1	BV	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE652830-222116	2006/12/31	2010	1	WA21138963	1CAD5446-69AE-414F-88E7-69DDC603F304	"Västantillfjärden_(65.46,22.35)"	WA33608717	2E5427F8-AC25-483C-8973-C16AB0A5F58D	38715.76916610000	24005936.02560000100	22	"22 - Bottenviken, inre kustvatten"
621	645950-212650	22	Åbyfjärden	SE645950-212650	SE645950-212650	Y	SE1	BV	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE645950-212650	2006/12/31	2010	1	WA90965014	31F7F898-877D-457B-8A02-7BE5234F3B4C	"Åbyfjärden_(65,21.43)"	WA53462822	D48EA79E-7F33-4A60-ABBF-E249B5EF1175	25482.87609390000	11604663.23930000000	22	"22 - Bottenviken, inre kustvatten"
622	630685-184305	18	Nätrafjärden	SE630685-184305	SE630685-184305	Y	SE2	BH	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE630685-184305	2006/12/31	2010	3	WA64709330	7204A0B4-6A09-446F-B950-D4B676C793D3	"Nätrafjärden_(63.13,18.72)"	WA68045186	FF5A660D-1139-4600-B2C5-6BB5B1BA6559	93848.48824160000	86276706.70790000300	18	"18 - Norra Bottenhavet, Höga kusten, inre kustvatten"
623	594260-185580	12	Långfjärden	SE594260-185580	SE594260-185580	Y	SE3	NO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE594260-185580	2006/12/31	2010	7	WA59196911	777A73C7-171A-4AF9-8521-6DAA164CEEE3	"Långfjärden_(59.71,18.92)"	WA45121938	B8F1CFB8-6D9C-4D62-88E2-DF9E631545E0	18794.36513890000	2784193.56948000010	12n	"12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra"
624	593500-191660	15	Nö Kobbfjärden sek namn	SE593500-191660	SE593500-191660	Y	SE3	NO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE593500-191660	2006/12/31	2010	7	WA97218516	2C7F55F2-896B-41B3-B3C8-D3653B35E64B	"Nö Kobbfjärden sek namn_(59.57,19.25)"	WA80213418	F0D0A71C-4925-4BEC-89D2-41BC112AF3EC	74012.72137520000	58974427.47420000300	15	"15 - Stockholms skärgård, yttre kustvatten"
625	593330-192540	15	Lökharfjärden	SE593330-192540	SE593330-192540	Y	SE3	NO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE593330-192540	2006/12/31	2010	7	WA92199508	CD58446D-3E45-4442-B042-D3D687871217	"Lökharfjärden_(59.55,19.39)"	WA55308185	B8CB8F00-2303-4005-ACCF-93834AD8F704	43359.48679860000	42168710.33250000300	15	"15 - Stockholms skärgård, yttre kustvatten"
626	593460-184890	12	Skatfjärden	SE593460-184890	SE593460-184890	Y	SE3	NO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE593460-184890	2006/12/31	2010	7	WA12843535	80BDEC5C-A26B-4A58-8076-730781FBB40E	"Skatfjärden_(59.55,18.8)"	WA54541051	11DE26EB-2CCD-4163-82E9-167FA5839512	95745.60201300000	26424452.70400000000	12n	"12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra"
627	593180-191280	15	Kobbfjärden	SE593180-191280	SE593180-191280	Y	SE3	NO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE593180-191280	2006/12/31	2010	7	WA25336957	77F4D850-8A2B-43C3-B8EC-4530AB4C7474	"Kobbfjärden_(59.54,19.18)"	WA73695003	A72318E4-E32A-4057-94F4-C07C84AB048D	38543.32343810000	44102630.57519999900	15	"15 - Stockholms skärgård, yttre kustvatten"
628	593000-193000	15	Högfjärden	SE593000-193000	SE593000-193000	Y	SE3	NO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE593000-193000	2006/12/31	2010	7	WA19812919	04AFB1BA-80F0-4C00-9E82-4F09FA4CC364	"Högfjärden_(59.47,19.44)"	WA14529553	F6E8E519-4EBD-4F26-84C1-957955B5B2DF	86921.98013960000	146720372.44499999000	15	"15 - Stockholms skärgård, yttre kustvatten"
629	593300-183600	12	Norrfjärden sek namn	SE593300-183600	SE593300-183600	Y	SE3	NO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE593300-183600	2006/12/31	2010	7	WA62767389	C50AA4DF-02AE-41DF-AF91-7AAFC376E21F	"Norrfjärden sek namn_(59.53,18.57)"	WA81741467	2AEFB7B5-88B1-42F5-BB1A-AA20CC485FE4	51983.95318410000	14475836.62080000000	12n	"12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra"
630	593000-192000	15	Ormskärsfjärden sek namn	SE593000-192000	SE593000-192000	Y	SE3	NO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE593000-192000	2006/12/31	2010	7	WA85568698	BCEE9F0E-973F-4B34-AD0C-BD8DB30CE792	"Ormskärsfjärden sek namn_(59.48,19.26)"	WA80741734	1D43FAAC-E31F-4D4F-B611-B86036D4358E	91464.88445980000	87730227.21240000400	15	"15 - Stockholms skärgård, yttre kustvatten"
631	593080-184500	12	Gälnan	SE593080-184500	SE593080-184500	Y	SE3	NO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE593080-184500	2006/12/31	2010	7	WA98274439	2EC75FFD-4849-4EF1-B41F-0F6D423F18A1	"Gälnan_(59.52,18.77)"	WA57569412	5724765A-D3C1-4DEB-9029-D0B2ED21FE0A	99152.32632290000	53297738.37200000100	12n	"12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra"
632	593000-190500	12	Kallskärsfjärden	SE593000-190500	SE593000-190500	Y	SE3	NO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE593000-190500	2006/12/31	2010	7	WA63520745	53FBB8EC-DB55-4541-86F5-150890E60F12	"Kallskärsfjärden_(59.48,19.05)"	WA24010303	DE77B229-3ACF-4472-8702-1FB3B25208A8	79995.38918350000	66588643.52330000000	12n	"12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra"
633	592790-183000	12	Östra Saxarfjärden	SE592790-183000	SE592790-183000	Y	SE3	NO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE592790-183000	2006/12/31	2010	7	WA84024859	9250A113-C4B6-478C-B0FF-C34C10D4A82F	"Östra Saxarfjärden_(59.46,18.51)"	WA55658003	66F4C832-FBB7-40B9-A41B-5E29E07E6B49	79050.81560560000	31128303.16930000100	12n	"12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra"
634	592650-182815	12	Västra Saxarfjärden	SE592650-182815	SE592650-182815	Y	SE3	NO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE592650-182815	2006/12/31	2010	7	WA36735089	849A0988-CAAC-4D41-878A-B73749830DFC	"Västra Saxarfjärden_(59.44,18.47)"	WA81334953	B0F8789F-4EDA-48BD-BBE1-CC1B8921228A	68392.11422870000	23885261.44949999800	12n	"12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra"
635	592000-190500	15	Björkskärsfjärden	SE592000-190500	SE592000-190500	Y	SE3	NO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE592000-190500	2006/12/31	2010	7	WA10750041	091899E1-D6FE-449E-BC92-C3E2CDD3A5C7	"Björkskärsfjärden_(59.38,19.06)"	WA11973374	7BDADC6A-E638-4873-8202-D7AD561C3DC6	184303.61180799999	222173196.99900001000	15	"15 - Stockholms skärgård, yttre kustvatten"
636	592290-181600	24	Askrikefjärden	SE592290-181600	SE592290-181600	Y	SE3	NO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE592290-181600	2006/12/31	2012_2	7	WA54972722	AED0F29D-FF66-454B-9E8B-B0C44C16390E	"Askrikefjärden_(59.37,18.28)"	WA17695227	AEE4F93A-FB86-43FD-9B6A-F4975AF84920	104778.45537100000	33511483.13930000000	24	24 - Stockholms inre skärgård och Hallsfjärden
637	590835-183000	12	Jungfrufjärden	SE590835-183000	SE590835-183000	Y	SE3	NO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE590835-183000	2006/12/31	2010	7	WA89921190	1587550C-27E0-4896-97B2-E583183C2C3D	"Jungfrufjärden_(59.15,18.52)"	WA73816798	C2D96626-C036-4DF8-BCBF-D6BAF65628B5	67070.26004510000	48249094.49449999600	12n	"12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra"
638	591090-182300	12	Vissvassfjärden	SE591090-182300	SE591090-182300	Y	SE3	NO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE591090-182300	2006/12/31	2010	7	WA41661597	1839A47C-6CB3-42E7-9589-D355D17DD20C	"Vissvassfjärden_(59.18,18.38)"	WA59782415	C75D7AAC-7479-4B84-A8CA-B78011C1E13C	5739.07307533000	1157144.96306000000	12n	"12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra"
639	591050-182320	12	Åvaviken	SE591050-182320	SE591050-182320	Y	SE3	NO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE591050-182320	2006/12/31	2010	7	WA90494840	FAF50E49-BF05-45CA-8721-C8C86048C2CD	"Åvaviken_(59.17,18.38)"	WA17701952	939044B6-A818-4789-8205-067D9C60FBB3	4944.07025133000	724451.69209699996	12n	"12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra"
640	584890-110950	1	Råssö-Resöfjorden sek namn	SE584890-110950	SE584890-110950	Y	SE5	VH	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE584890-110950	2006/12/31	2010	17	WA64333422	8D4900BB-6CBB-47E4-936D-B924C18F2E07	"Råssö-Resöfjorden sek namn_(58.82,11.18)"	WA49137674	FBDB0AEB-A7BF-4837-8BC2-9B9695A6F158	64171.21693080000	14415867.81619999900	1n	"1n - Västkustens inre kustvatten, norra"
641	584960-175280	12	Dragfjärden sek namn	SE584960-175280	SE584960-175280	Y	SE3	NO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE584960-175280	2006/12/31	2010	8	WA11097360	CD3983B4-1AF8-4C5D-8397-BCE35B00B07C	"Dragfjärden sek namn_(58.85,17.86)"	WA15662723	3518A96D-68F6-4A4F-8C78-D4A6E9B6813F	69759.63210400000	10500406.27009999900	12n	"12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra"
642	575150-190400	10	Fårösund	SE575150-190400	SE575150-190400	Y	SE4	SO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE575150-190400	2006/12/31	2010	9	WA93831768	1A6A21C1-7A41-4C00-8BE2-1D6B56AD2EB6	"Fårösund_(57.88,19.04)"	WA16899468	E07B333D-B3A8-4AEB-9D1A-A0838F9761FF	30003.07670770000	21143088.48600000100	10	"10 - Östra Ölands, sydöstra Gotlands kustvatten samt Gotska sandön"
643	574931-113131	4	Göteborgs n n skärgårds kustvatten	SE574931-113131	SE574931-113131	Y	SE5	VH	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE574931-113131	2006/12/31	2010	16	WA56067559	C0CB11F8-C540-4BF0-9B35-5E029EA2B94F	"Göteborgs n n skärgårds kustvatten_(57.82,11.51)"	WA50746419	BFAB3DF1-76EF-4F2D-9587-9F7233558671	54156.48693870000	73138751.49840000300	4	"4 - Västkustens yttre kustvatten, Kattegatt"
644	563100-161500	9	N v s Kalmarsunds kustvatten	SE563100-161500	SE563100-161500	Y	SE4	SO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE563100-161500	2006/12/31	2010	8	WA54367520	68B347DB-80BD-4E74-BC06-9C39FA523D39	"N v s Kalmarsunds kustvatten_(56.48,16.21)"	WA61554367	5741EC57-1D00-4949-BE11-63E9130B31AD	115395.40131000000	118454564.17299999000	9	"9 - Blekinge skärgård och Kalmarsund, yttre kustvatten"
645	563825-161810	8	Västra sjön	SE563825-161810	SE563825-161810	Y	SE4	SO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE563825-161810	2006/12/31	2010	8	WA45448350	1A87A150-DC02-4517-93B3-6E8F8B9E6D6D	"Västra sjön_(56.64,16.29)"	WA27917257	2F955046-3BF5-4FA9-A037-CF79214398AF	29024.93492950000	7664874.71953000040	8	"8 - Blekinge skärgård och Kalmarsund, inre kustvatten"
646	561995-113393	0	Del av Kattegatts utsjövatten			N	SE0			SVAR_2016_3b		2016/12/12	2016	16	WA76420736	A77DE264-661F-4370-8B42-E19ED4275CC3				682250.80395199999	6680487126.81999970000		
647	653840-247900	23	Knivskärsfjärden	SE653840-247900	SE653840-247900	Y	SE1TO	BV	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE653840-247900	2008/09/30	2010	1	WA95823173	187EAB3D-69C7-4E35-8165-B41B08E24354	"Knivskärsfjärden_(65.64,24.14)"	WA23054293	EE96FDA5-A99E-439B-BA42-E361D5617197	41437.31846220000	34086992.83330000200	23	"23 - Bottenviken, yttre kustvatten"
648	654150-240380	23	Hamnskärsfjärden	SE654150-240380	SE654150-240380	Y	SE1	BV	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE654150-240380	2006/12/31	2010	1	WA45273360	96E3D5E2-5E43-49B7-9B48-7CED1EC268F9	"Hamnskärsfjärden_(65.68,24.05)"	WA64054120	FBC49BC0-F986-4FBF-BAD6-92219AD45F62	27325.56330320000	25722242.92940000100	23	"23 - Bottenviken, yttre kustvatten"
649	591760-105425	3	N n Bohusläns skärgårds kustvatten			N	NO5101		NO	SVAR_2016_3b		2016/12/12	2016	17	WA48378498	8014828C-0834-4CDB-B955-ABC5AD8D5700				602392.19135500002	312699375.22000003000	3	"3 - Västkustens yttre kustvatten, Skagerrak"
650	584435-170450	12	Mellanfjärden	SE584435-170450	SE584435-170450	Y	SE3	NO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE584435-170450	2006/12/31	2010	8	WA29079220	10D3FFE6-6C94-417F-A2D2-BA19AA95A888	"Mellanfjärden_(58.74,17.07)"	WA88676813	FA18AECE-C611-42A2-9D8E-C996E8842732	6993.94525933000	2843189.88668000000	12n	"12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra"
651	584434-170260	12	Stadsfjärden	SE584434-170260	SE584434-170260	Y	SE3	NO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE584434-170260	2006/12/31	2010	8	WA61281444	EFDDA4BA-AF27-482D-84C8-4C1A4B4A3C51	"Stadsfjärden_(58.74,17.03)"	WA69508123	4DA2D8FD-D5BE-4809-B5DD-8B0858D2EFA2	5958.53242040000	1562709.77056999990	12n	"12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra"
652	583755-163200	12	Ållonöfjärden	SE583755-163200	SE583755-163200	Y	SE4	SO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE583755-163200	2006/12/31	2010	8	WA14124442	CB5D4D12-69A0-4C82-B109-62D5AD1FE7A9	"Ållonöfjärden_(58.62,16.53)"	WA61849045	A7A9A5D0-867F-454E-A61C-9B7FEF398A9E	12224.21644930000	3654405.84685999990	12n	"12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra"
653	583370-165290	12	Bosöfjärden sek namn	SE583370-165290	SE583370-165290	Y	SE4	SO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE583370-165290	2006/12/31	2010	8	WA30426874	916EA622-E870-4D94-AE0F-2466C9930811	"Bosöfjärden sek namn_(58.54,16.91)"	WA81244389	123F3D9C-E43D-4827-9E4B-96F281BD35B6	104871.32215900000	41984113.20000000300	12n	"12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra"
654	580500-112970	1	Lyresund	SE580500-112970	SE580500-112970	Y	SE5	VH	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE580500-112970	2006/12/31	2010	17	WA20632958	74707AD2-EF21-41AB-9C13-B88081A70DA9	"Lyresund_(58.1,11.52)"	WA42961269	7B442EF6-5B73-43BE-9337-5D06B19945FA	15170.12104490000	2344602.62213000000	1n	"1n - Västkustens inre kustvatten, norra"
