OBJECTID	HID	TYP_NFS06	NAMN	VISS_EU_CD	VISS_MS_CD	WB	District	COMP_AUTH	Country	Version	URL_VISS	DATUM	ObjVer	BASIN_NR	VattenID	UUID	PopNamn	CWVattenID	CWUUID	Shape_Leng	Shape_Area	TYPOMR_KOD	TYPOMRNAMN
1	654575-234250	22	Seskaröfjärden	SE654575-234250	SE654575-234250	Y	SE1	BV	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE654575-234250	2006/12/31	2010	1	WA94182650	2AB8D495-6EF5-4840-A6A0-298591CB66CA	"Seskaröfjärden_(65.78,23.71)"	WA70941197	E07C437A-B9A1-4A66-9319-00B6779B67B5	109862.69190200001	72717185.99729999900	22	"22 - Bottenviken, inre kustvatten"
2	732081-888706	22	Bodöfjärden	SE732081-888706	SE732081-888706	P	SE1	BV	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE732081-888706	2016/10/17	2016	1	WA72817410	34E9CE12-DBD8-482E-9913-FF891C73FF9F	"Bodöfjärden_(23.55,65.76)"	WA13364303	3D6BC86A-D9B3-492A-8AE4-0EA397B4A17C	74937.19835970001	46118872.80629999900	22	"22 - Bottenviken, inre kustvatten"
3	654990-224540	22	Siknäsfjärden	SE654990-224540	SE654990-224540	Y	SE1	BV	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE654990-224540	2006/12/31	2010	1	WA45924409	C0D70D07-A712-4F48-94E6-EFAE402DE71C	"Siknäsfjärden_(65.82,22.8)"	WA23330224	CD2796FE-5AE4-4CF6-AF17-D65A1D043F42	39649.37983980000	28103726.04500000200	22	"22 - Bottenviken, inre kustvatten"
4	654360-235780	22	Skomakarfjärden	SE654360-235780	SE654360-235780	Y	SE1	BV	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE654360-235780	2006/12/31	2010	1	WA47583298	42445131-7959-4382-A037-A93A916BA835	"Skomakarfjärden_(65.75,23.97)"	WA61316927	FD334953-2AEF-4FA8-9B7F-BC692339D0DE	96533.74478090000	96589472.27240000700	22	"22 - Bottenviken, inre kustvatten"
5	654820-222660	22	Rånefjärden	SE654820-222660	SE654820-222660	Y	SE1	BV	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE654820-222660	2006/12/31	2010	1	WA70377837	4FF125E4-79EA-4E9F-B804-D5402CA23C1B	"Rånefjärden_(65.82,22.43)"	WA67483548	D20E4049-339A-411F-917E-A677F50DD506	82674.01038670000	51376223.75000000000	22	"22 - Bottenviken, inre kustvatten"
6	654500-232000	22	Repskärsfjärden	SE654500-232000	SE654500-232000	Y	SE1	BV	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE654500-232000	2006/12/31	2010	1	WA48373167	1174F8E1-8BDB-484F-9737-D5BB00D13479	"Repskärsfjärden_(65.75,23.35)"	WA99227432	E836C576-3051-41DE-91C0-2CFB6E24A7A2	130964.36933200000	60290141.28599999800	22	"22 - Bottenviken, inre kustvatten"
7	602400-183190	16	Gällfjärden	SE602400-183190	SE602400-183190	Y	SE3	NO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE602400-183190	2006/12/31	2010	3	WA39123148	7945A92B-0B42-45FD-BB4D-7A6B92B462BB	"Gällfjärden_(60.39,18.51)"	WA22860986	3B265D44-BE5B-4F7D-A4FC-0CCD1F218636	65611.62310930000	26035739.83260000100	16	"16 - Södra Bottenhavet, inre kustvatten"
8	602120-181610	16	Kallriga Fjärden	SE602120-181610	SE602120-181610	Y	SE3	NO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE602120-181610	2006/12/31	2010	3	WA13026211	6D17A1FF-2EA3-451F-9E4E-119D1E85A6B7	"Kallriga Fjärden_(60.35,18.26)"	WA53130995	6481799F-24D8-41AA-9BE8-F0022E74F221	27096.18774230000	7024935.06046999990	16	"16 - Södra Bottenhavet, inre kustvatten"
9	601660-183550	16	Ängsfjärden sek namn	SE601660-183550	SE601660-183550	Y	SE3	NO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE601660-183550	2006/12/31	2010	4	WA41315807	14473554-D0B3-48C4-BE02-42C7FB5636D6	"Ängsfjärden sek namn_(60.27,18.58)"	WA27501911	441690A4-110A-40D1-9179-8033B9319D43	135992.30134800001	28969104.99760000000	16	"16 - Södra Bottenhavet, inre kustvatten"
10	593820-185500	12	Blidösund	SE593820-185500	SE593820-185500	Y	SE3	NO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE593820-185500	2006/12/31	2010	7	WA48885646	4609F303-CF97-428D-BE40-E4D0102F304E	"Blidösund_(59.63,18.89)"	WA13547710	655FD282-9C88-4186-A9E2-EC301ADE5D79	33899.38652230000	5946411.91698999980	12n	"12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra"
11	593500-193255	15	Stenfjärden	SE593500-193255	SE593500-193255	Y	SE3	NO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE593500-193255	2006/12/31	2010	7	WA84804514	3CC46B0F-10AA-4405-8C21-2EC659DDC54E	"Stenfjärden_(59.59,19.52)"	WA55744608	6098EEE7-7F0C-4D1D-9791-3B0AB84CB9AB	54990.93436460000	66584388.43060000200	15	"15 - Stockholms skärgård, yttre kustvatten"
12	592100-192001	15	Stockholms skärgårds m kustvatten	SE592100-192001	SE592100-192001	Y	SE3	NO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE592100-192001	2006/12/31	2010	7	WA43107747	DA809D64-67AF-4955-9DF9-9781AEA6061C	"Stockholms skärgårds m kustvatten_(59.24,19.07)"	WA64348924	A857C7F8-4CA0-4715-8ECE-B534EFD447B9	302916.76860100002	505426030.41399997000	15	"15 - Stockholms skärgård, yttre kustvatten"
13	593750-183962	12	Bergshamraviken	SE593750-183962	SE593750-183962	Y	SE3	NO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE593750-183962	2006/12/31	2010	7	WA69116658	E45E1553-28DD-4A93-A6B8-16E0042809E8	"Bergshamraviken_(59.63,18.65)"	WA24348954	1CA8BAFC-BB49-4F1E-82DB-AC6772688441	10768.62387460000	1802059.41958000000	12n	"12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra"
14	592400-184400	12	Skagsfjärden	SE592400-184400	SE592400-184400	Y	SE3	NO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE592400-184400	2006/12/31	2010	7	WA82867399	53008E54-DF41-475B-A673-92B9D9E22532	"Skagsfjärden_(59.39,18.68)"	WA44553969	13973294-5C44-46BC-AEC2-F6E753A3545F	109661.31727100001	24515814.63160000000	12n	"12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra"
15	592280-183550	12	Sandöfjärden	SE592280-183550	SE592280-183550	Y	SE3	NO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE592280-183550	2006/12/31	2010	7	WA63126546	DCA7FE2C-0CCA-4A61-A3FD-B8EBD933877E	"Sandöfjärden_(59.39,18.57)"	WA83135258	C6B69408-FC80-4FC0-8733-72ACECFBC995	42138.16710680000	14010920.17840000100	12n	"12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra"
16	592435-182400	24	Rindösundet	SE592435-182400	SE592435-182400	Y	SE3	NO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE592435-182400	2006/12/31	2012_2	7	WA66609541	33B3FDC6-7637-48DB-900D-B9E99D629027	"Rindösundet_(59.41,18.4)"	WA17300549	41073D5A-5AB8-4F0C-B75E-FC59BE104055	6810.42201674000	772809.28307300003	24	24 - Stockholms inre skärgård och Hallsfjärden
17	592315-182620	24	Solöfjärden	SE592315-182620	SE592315-182620	Y	SE3	NO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE592315-182620	2006/12/31	2012_2	7	WA33199184	F659F2DF-DEF9-49BA-9381-93CA6F4D90C6	"Solöfjärden_(59.38,18.44)"	WA54107480	51C31013-0707-4ADF-850D-4879CDF50150	33883.34137440000	6681326.40460999960	24	24 - Stockholms inre skärgård och Hallsfjärden
18	591910-185600	15	Rödkobbsfjärden	SE591910-185600	SE591910-185600	Y	SE3	NO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE591910-185600	2006/12/31	2010	7	WA35889622	9D0C8177-971E-4A67-B63B-E2E6BA96A9A2	"Rödkobbsfjärden_(59.32,18.92)"	WA92389399	D94A1641-80C0-40B4-AD10-35E8B00E0447	24940.85411180000	11874661.46370000000	15	"15 - Stockholms skärgård, yttre kustvatten"
19	591655-183530	12	Våmfjärden	SE591655-183530	SE591655-183530	Y	SE3	NO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE591655-183530	2006/12/31	2010	7	WA71913738	1130A84E-29B2-4D77-BD6B-048B19B028E5	"Våmfjärden_(59.28,18.59)"	WA28361109	1C10C14F-9433-4438-A131-C23020FA291C	7431.02865788000	1563603.78113000000	12n	"12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra"
20	591300-182800	12	Ingaröfjärden	SE591300-182800	SE591300-182800	Y	SE3	NO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE591300-182800	2006/12/31	2010	7	WA10376166	9471FE5E-7522-4DC3-868F-B4F9356CDFC3	"Ingaröfjärden_(59.22,18.48)"	WA82566638	313B0876-D806-4D2E-9A9F-EE1BE3601A35	93386.74929470000	42198358.55189999900	12n	"12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra"
21	591400-182320	12	Erstaviken	SE591400-182320	SE591400-182320	Y	SE3	NO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE591400-182320	2006/12/31	2010	7	WA49789597	9154AA49-B710-43DD-8EE0-2077212315BC	"Erstaviken_(59.25,18.34)"	WA66709730	8A2EB1F4-FDED-4A70-A0F2-8AAB6C334981	38691.62125930000	17464752.92859999800	12n	"12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra"
22	591330-184225	12	Kalkkobbsfjärden	SE591330-184225	SE591330-184225	Y	SE3	NO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE591330-184225	2006/12/31	2010	7	WA33127259	E38E6A7C-08C6-4BF5-99AA-38761BF1756C	"Kalkkobbsfjärden_(59.23,18.7)"	WA27129983	1416720D-A8FF-42D6-BA9D-EFC62EB45AFC	17321.08672630000	7364501.08165000010	12n	"12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra"
23	591400-183200	12	Björnöfjärden	SE591400-183200	SE591400-183200	Y	SE3	NO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE591400-183200	2006/12/31	2010	7	WA20983238	90FE3D92-6D4F-4AF0-A5AD-8A82CB512ABD	"Björnöfjärden_(59.23,18.53)"	WA98700208	35AF21F1-6F30-4721-9CEC-915D7C6A1CEE	15976.96184090000	1560737.87546000000	12n	"12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra"
24	656922-690016	12	Kalvfjärden	SE591280-182070	SE591280-182070	Y	SE3	NO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE591280-182070	2016/12/12	2016	7	WA58426589	93208093-7453-4EC8-A5E0-8451B4518F4A	"Kalvfjärden_(59.21,18.34)"	WA38205590	C3591FDF-73FF-46D7-8E81-40231CC1CFD4	19799.66644180000	3504919.48135000000	12n	"12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra"
25	585160-110880	1	Flo	SE585160-110880	SE585160-110880	Y	SE5	VH	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE585160-110880	2006/12/31	2010	17	WA50092731	AB12D3BC-5F84-4E04-8BF2-59C1FB642713	"Flo_(58.86,11.15)"	WA38197731	DD6B589C-A7A5-4E88-B32C-39DEF2AA5A40	11520.69874210000	2979693.49562000020	1n	"1n - Västkustens inre kustvatten, norra"
26	585200-174000	12	Fifångsdjupet	SE585200-174000	SE585200-174000	Y	SE3	NO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE585200-174000	2006/12/31	2010	8	WA85149603	BA470E1A-D6A6-439E-9149-5B813A281E0C	"Fifångsdjupet_(58.87,17.67)"	WA44305130	CE3D31BE-87AC-4222-8267-02B7B2488EE7	44038.67403980000	26057325.73330000000	12n	"12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra"
27	584840-175400	12	Konabbsfjärden	SE584840-175400	SE584840-175400	Y	SE3	NO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE584840-175400	2006/12/31	2010	8	WA72241512	BE8D1779-B3D8-49B0-8BAF-85F3B861C229	"Konabbsfjärden_(58.81,17.91)"	WA33864561	9BB846DF-52E0-46F7-96C9-1E06A22F6E67	18319.79300900000	8785141.39781000090	12n	"12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra"
28	584333-172895	12	Bergöområdet	SE584333-172895	SE584333-172895	Y	SE3	NO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE584333-172895	2006/12/31	2010	8	WA62789249	2B037B40-7836-4316-8F24-EF15892942AF	"Bergöområdet_(58.73,17.47)"	WA28150138	9C1562A4-3DC4-468E-8AEC-243BDF1F89D1	16419.09150630000	2610047.67595000010	12n	"12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra"
29	582200-191201	10	Gotskasandöns v kustvatten	SE582200-191201	SE582200-191201	Y	SE4	SO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE582200-191201	2006/12/31	2010	8	WA43947525	C97DDC02-0743-4C33-B8A6-B9AEEBF780AA	"Gotskasandöns v kustvatten_(58.35,19.19)"	WA77470092	E27C5B5F-891F-4961-AC9D-8E97029C9D5F	35985.70317580000	30480394.82609999900	10	"10 - Östra Ölands, sydöstra Gotlands kustvatten samt Gotska sandön"
30	581365-112910	2	Snäckedjupet	SE581365-112910	SE581365-112910	Y	SE5	VH	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE581365-112910	2006/12/31	2010	17	WA10901064	0C1DF7B4-4E17-4EC3-866F-463A9DA142CF	"Snäckedjupet_(58.24,11.49)"	WA13489451	504BD08B-EC42-49D3-A25C-D3DFB743A184	15700.80521030000	2090699.81644000000	2	2 - Västkustens fjordar
31	580380-170001	14	Valdemarsviks kustvatten	SE580380-170001	SE580380-170001	Y	SE4	SO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE580380-170001	2006/12/31	2010	8	WA55094207	E5D8F958-96FC-47DE-85B7-7E4FEBF8481B	"Valdemarsviks kustvatten_(58.04,16.96)"	WA86703457	F9F923F6-0270-4536-9A33-8E9674406D0E	66465.48949220000	153988269.96599999000	14	14 - Östergötlands yttre kustvatten
32	575700-114240	2	Hake fjord	SE575700-114240	SE575700-114240	Y	SE5	VH	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE575700-114240	2006/12/31	2010	17	WA77306581	036375D2-DD97-40F1-B285-43808F217C06	"Hake fjord_(57.98,11.73)"	WA55040263	4197F2B2-3564-4AD9-A566-01F6BA24497C	135626.65966400001	75725564.01230000000	2	2 - Västkustens fjordar
33	580205-165162	12	Kvädöfjärden	SE580205-165162	SE580205-165162	Y	SE4	SO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE580205-165162	2006/12/31	2010	8	WA22421405	8C055C57-340E-4193-AC6A-51F48F7F7F72	"Kvädöfjärden_(58.04,16.84)"	WA15844442	2235800F-7757-47EA-AE7C-A41AC7753C88	93106.92723659999	64698930.57930000100	12s	"12s - Östergötlands samt Stockholms skärgård, mellankustvatten, södra"
34	575480-191200	10	Kyrkviken	SE575480-191200	SE575480-191200	Y	SE4	SO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE575480-191200	2006/12/31	2010	9	WA37641786	2721C125-C0E6-43F5-9F1C-BCA61896DC17	"Kyrkviken_(57.92,19.18)"	WA39136764	87DA8B70-66E8-477A-9E85-DCAC326D4219	18529.78933560000	16217738.61879999900	10	"10 - Östra Ölands, sydöstra Gotlands kustvatten samt Gotska sandön"
35	574520-182151	11	Gotlands nv kustvatten	SE574520-182151	SE574520-182151	Y	SE4	SO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE574520-182151	2006/12/31	2010	8	WA89583749	4EAA8309-D307-4B02-AD3E-3B1F28970A89	"Gotlands nv kustvatten_(57.74,18.38)"	WA18867043	F41A7158-8EC6-4201-B5C9-3E5F8541198B	130488.74545800000	113306070.23400000000	11	11 - Gotlands västra och norra kustvatten
36	574630-113940	1	Källö fjord	SE574630-113940	SE574630-113940	Y	SE5	VH	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE574630-113940	2006/12/31	2010	16	WA55250251	A7602780-A9D4-4010-98A3-34CAFB2648F7	"Källö fjord_(57.77,11.65)"	WA14727562	23B87999-D900-4349-BF56-05AD75884D61	20353.25120070000	8625809.60967000020	1s	"1s - Västkustens inre kustvatten, södra"
37	573150-165001	14	Misterhults skärgårds kustvatten	SE573150-165001	SE573150-165001	Y	SE4	SO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE573150-165001	2006/12/31	2010	8	WA95203091	07134DBF-8AE2-4AF6-B799-C3B19C49435C	"Misterhults skärgårds kustvatten_(57.55,16.84)"	WA25960355	DDFB3619-C43C-4A8C-B0B0-2AF648F19BA8	63975.92416910000	90113991.89079999900	14	14 - Östergötlands yttre kustvatten
38	573657-114572	1	Halsviken	SE573657-114572	SE573657-114572	Y	SE5	VH	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE573657-114572	2006/12/31	2010	16	WA57176285	33CBDF02-6448-4F2E-AF50-A4B9150FC242	"Halsviken_(57.61,11.76)"	WA92640538	A12F45C1-FBDB-491E-9672-ECBFC28EC492	6542.15739857000	794390.15727299999	1s	"1s - Västkustens inre kustvatten, södra"
39	573860-164725	12	Stora Hökhallen	SE573860-164725	SE573860-164725	Y	SE4	SO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE573860-164725	2006/12/31	2010	8	WA28762008	6792EC51-6E0A-4BF2-B369-996BEE90A62E	"Stora Hökhallen_(57.64,16.79)"	WA69360302	F31FA15D-C115-4D8C-958F-D6308F758B15	25392.40299690000	26602682.53559999900	12s	"12s - Östergötlands samt Stockholms skärgård, mellankustvatten, södra"
40	573547-114617	1	Styrsö- Vrångöområdet	SE573547-114617	SE573547-114617	Y	SE5	VH	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE573547-114617	2006/12/31	2010	16	WA74897138	C3E2C388-4699-42C2-B4E5-D6C7521AEA87	"Styrsö- Vrångöområdet_(57.58,11.76)"	WA73141672	00A404B4-5B5D-4BFF-8BC2-D926E9C13B42	24472.63912870000	4892562.66450000000	1s	"1s - Västkustens inre kustvatten, södra"
41	573865-164160	12	Vistingsdjupet	SE573865-164160	SE573865-164160	Y	SE4	SO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE573865-164160	2006/12/31	2010	8	WA91233655	C82D40F1-1965-4B3D-9480-FC171A0F5CF9	"Vistingsdjupet_(57.61,16.67)"	WA54312370	8A8ED9A9-8245-44B4-B4DE-DB4B195A92B1	66001.06471710000	24288123.35750000200	12s	"12s - Östergötlands samt Stockholms skärgård, mellankustvatten, södra"
42	560385-154500	8	Kållafjärden	SE560385-154500	SE560385-154500	Y	SE4	SO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE560385-154500	2006/12/31	2010	12	WA48252478	9F9A4912-EDF0-41D0-9874-A6A1DC3AFEDD	"Kållafjärden_(56.06,15.74)"	WA93382546	B5566F2B-ADE9-40AC-AA3F-5594D3A1DF7D	28256.76757360000	8057054.42372000030	8	"8 - Blekinge skärgård och Kalmarsund, inre kustvatten"
43	594211-193824	0	Del av S Ålands havs utsjövatten	SE594211-193824	SE594211-193824	Y	SE0		SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE594211-193824	2007/01/01	2012_2	4	WA96731611	240D9E8E-91F1-4EDD-AFCC-5F6849478A73	"Del av S Ålands havs utsjövatten _(19.63,59.72)"	WA81739729	AAD44BEF-F96F-4822-9982-E982700DCE7B	65193.39754820000	197127060.55199999000		
44	591454-192215	0	Del av N Gotlandshavets utsjövatten	SE591454-192215	SE591454-192215	Y	SE0		SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE591454-192215	2007/01/01	2012_2	7	WA13470127	B07F2610-D463-4AAB-A095-878718CA0F09	"Del av N Gotlandshavets utsjövatten _(19.4,59.25)"	WA99002645	EA2A106A-143B-4335-9676-15C3A7BE3394	247479.07897400000	2044903444.00000000000		
45	555420-145140	0	Del av Hanöbuktens utsjövatten	SE555420-145140	SE555420-145140	Y	SE0		SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE555420-145140	2007/01/01	2012_2	12	WA16879390	03DABA7A-9642-4247-AD97-A88C6F8BAA08	"Del av Hanöbuktens utsjövatten _(15.01,55.96)"	WA43988740	DAE305A6-4D53-4D57-B138-E3228464CA86	342468.90816900000	2752778152.94999980000		
46	573224-190746	0	Del av Ö Gotlandshavets utsjövatten	SE573224-190746	SE573224-190746	Y	SE0		SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE573224-190746	2007/01/01	2012_2	9	WA28070481	84B20E5F-1776-45C3-9B07-0E2DB5A34923	"Del av Ö Gotlandshavets utsjövatten _(19.07,57.53)"	WA44334956	20227D55-4D5E-44D4-8AC3-102C0113D11F	482768.14238199999	4379077972.06999970000		
47	582008-105731	0	Del av Skagerraks utsjövatten	SE582008-105731	SE582008-105731	Y	SE0		SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE582008-105731	2016/12/12	2016	17	WA45505544	EA55753D-BA3A-4343-B538-A10920F3755E	"Del av Skagerraks utsjövatten _(10.96,58.37)"	WA14398448	12F8B520-BE53-4BDB-BB00-797D20A7BBD7	284108.65447900002	2476878895.26000020000		
48	563473-122342	0	Del av Kattegatts utsjövatten	SE570714-115613	SE570714-115613	Y	SE0		SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE570714-115613	2016/12/12	2016	16	WA77682156	96494C56-EC5F-4C7A-9ADC-DBBA86994428	"Del av Kattegatts utsjövatten _(11.93,57.13)"	WA95805391	C82A1057-E611-4836-904A-A693DC8F5B37	183545.53573999999	1376436243.97000000000		
49	620333-175418	0	Del av Bottenhavets utsjövatten	SE620333-175418	SE620333-175418	Y	SE0		SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE620333-175418	2007/01/01	2012_2	3	WA14161861	C5BEA43C-08E1-440D-8B11-107F3F7D447B	"Del av Bottenhavets utsjövatten _(18.81,62.88)"	WA41620368	A3C5FA08-927C-4BCE-B789-5C329EAED75E	730211.80717000004	7014428860.94999980000		
50	574750-164500	12	Torröfjärden sek namn	SE574750-164500	SE574750-164500	Y	SE4	SO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE574750-164500	2006/12/31	2010	8	WA93341923	3CBBE386-90FD-493C-BE45-232D6B01FF04	"Torröfjärden sek namn_(57.81,16.73)"	WA60668932	FF3E628C-1B6B-4724-8031-3C951DA6A85F	50253.09539370000	16239937.17840000100	12s	"12s - Östergötlands samt Stockholms skärgård, mellankustvatten, södra"
51	573797-114618	1	Brännö- Styrsöområdet	SE573797-114618	SE573797-114618	Y	SE5	VH	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE573797-114618	2006/12/31	2010	16	WA57935392	1DA056CA-9FDF-4817-B68D-8BBE106BA793	"Brännö- Styrsöområdet_(57.63,11.79)"	WA38072012	EBB9EEBE-76B5-4AC1-9D01-2BA0CC84A54E	35885.35438860000	6368311.33624000010	1s	"1s - Västkustens inre kustvatten, södra"
52	574100-164700	12	Björkskärsdjupet	SE574100-164700	SE574100-164700	Y	SE4	SO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE574100-164700	2006/12/31	2010	8	WA12838278	D65E0E71-3235-4D61-9300-BF1B80D0F128	"Björkskärsdjupet_(57.69,16.76)"	WA54641525	7C5062BC-C68D-4D68-A9FC-A052416C2A53	24249.81043400000	11401684.38290000000	12s	"12s - Östergötlands samt Stockholms skärgård, mellankustvatten, södra"
53	573500-115150	1	Askims fjord	SE573500-115150	SE573500-115150	Y	SE5	VH	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE573500-115150	2006/12/31	2010	16	WA97267155	D4556F9C-FB27-4B85-9081-FFC1165E2788	"Askims fjord_(57.57,11.82)"	WA97301629	9DE94695-08ED-4BC4-B774-5330F6D27EB0	100234.82219599999	49209565.23499999900	1s	"1s - Västkustens inre kustvatten, södra"
54	591905-185275	12	Eknösundet	SE591905-185275	SE591905-185275	Y	SE3	NO	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE591905-185275	2006/12/31	2010	7	WA66104477	6A2AF7C0-04E9-4EEC-B6A9-9088FDF8E3F3	"Eknösundet_(59.31,18.84)"	WA91169418	2C273790-85DB-4B50-83BC-9A4AE0C47C85	15493.83604840000	4526127.04167000020	12n	"12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra"
55	652450-222116	22	Sandgrönnfjärden	SE652450-222116	SE652450-222116	Y	SE1	BV	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE652450-222116	2006/12/31	2010	1	WA78161083	6DA493BC-66F9-42DF-BCA5-CBD4BA446647	"Sandgrönnfjärden_(65.42,22.38)"	WA17146996	35945E11-F397-4D82-A16E-E67CA3FE56E5	41144.83350800000	47015893.70899999900	22	"22 - Bottenviken, inre kustvatten"
56	652475-215750	22	Holfjärden	SE652475-215750	SE652475-215750	Y	SE1	BV	SE	SVAR_2016_3b	http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE652475-215750	2006/12/31	2010	1	WA39077483	D422C36C-0D7C-428E-A385-ABE38A9D49C9	"Holfjärden_(65.42,21.94)"	WA80793225	3371EB42-4C7C-4AE0-B8F4-44EC89202F1C	20499.78024630000	9744453.31110999920	22	"22 - Bottenviken, inre kustvatten"
