	WATERBODY_NAME	Vattendist	OMRTYP	DATUM	OLD_HID	TYP_NFS06	HID	DIST_CD	VISS_EU_CD	WATER_DISTRICT_CODE	COUNTRY	TYPE_AREA_CODE	TYPE_AREA_NO	Shape_Leng	Shape_Area	TYPE_AREA_SUFFIX	TYPE_AREA_NAME
0	S. Seskaröfjärden sek namn	1	2	2006-12-31		23	654100-234100	SE1	SE654100-234100	SE1	SE	23	23	108577.454	201966955.7		Bottenviken, yttre kustvatten
1	Båtöfjärden	1	2	2006-12-31		22	654110-224850	SE1	SE654110-224850	SE1	SE	22	22	60805.19025	45790846.49		Bottenviken, inre kustvatten
2	Tistersöfjärden	1	2	2006-12-31		22	654200-222920	SE1	SE654200-222920	SE1	SE	22	22	22594.66892	25598650.02		Bottenviken, inre kustvatten
3	Fjuksöfjärden	1	2	2006-12-31		22	653900-223280	SE1	SE653900-223280	SE1	SE	22	22	44114.24039	46121769.89		Bottenviken, inre kustvatten
4	Hamnöfjärden	1	2	2006-12-31		22	653740-222800	SE1	SE653740-222800	SE1	SE	22	22	24283.61669	16472741.64		Bottenviken, inre kustvatten
5	Degeröfjärden	1	2	2006-12-31		22	653140-224000	SE1	SE653140-224000	SE1	SE	22	22	43091.0017	26730886.3		Bottenviken, inre kustvatten
6	Eknösundet	3	2	2006-12-31		12	591905-185275	SE3	SE591905-185275	SE3	SE	12n	12	15493.83605	4526127.041999999	n	Östergötlands samt Stockholms skärgård, mellankustvatten, norra
7	Saxskärsfjärden	1	2	2006-12-31		22	653116-224623	SE1	SE653116-224623	SE1	SE	22	22	28308.592669999998	23604007.8		Bottenviken, inre kustvatten
8	Bastaskärsfjärden	1	2	2006-12-31		22	652855-224000	SE1	SE652855-224000	SE1	SE	22	22	38344.554860000004	27217293.25		Bottenviken, inre kustvatten
9	Västantillfjärden	1	2	2006-12-31		22	652830-222116	SE1	SE652830-222116	SE1	SE	22	22	38715.76917	24005936.03		Bottenviken, inre kustvatten
10	Sandgrönnfjärden	1	2	2006-12-31		22	652450-222116	SE1	SE652450-222116	SE1	SE	22	22	41144.833510000004	47015893.71		Bottenviken, inre kustvatten
11	Öregrunds kustvatten	3	2	2006-12-31		17	603870-181301	SE3	SE603870-181301	SE3	SE	17	17	395472.6058	643839192.8		Södra Bottenhavet, yttre kustvatten
12	Gällfjärden	3	2	2006-12-31		16	602400-183190	SE3	SE602400-183190	SE3	SE	16	16	65611.62311	26035739.83		Södra Bottenhavet, inre kustvatten
13	Norrfjärden	3	2	2006-12-31		16	601300-184180	SE3	SE601300-184180	SE3	SE	16	16	32790.71367	13188041.18		Södra Bottenhavet, inre kustvatten
14	Havssvalget	3	2	2006-12-31		15	594845-191240	SE3	SE594845-191240	SE3	SE	15	15	40604.89912	33056831.48		Stockholms skärgård, yttre kustvatten
15	Stockholms skärgårds s n	3	2	2006-12-31		15	594000-193501	SE3	SE594000-193501	SE3	SE	15	15	53953.804189999995	64657791.3		Stockholms skärgård, yttre kustvatten
16	Uddjupet	3	2	2006-12-31		15	593760-192625	SE3	SE593760-192625	SE3	SE	15	15	71276.62224	136064330.6		Stockholms skärgård, yttre kustvatten
17	Gräsköfjärden	3	2	2006-12-31		12	594000-190500	SE3	SE594000-190500	SE3	SE	12n	12	61536.050189999994	51971656.3	n	Östergötlands samt Stockholms skärgård, mellankustvatten, norra
18	Nåtfjärden	3	2	2006-12-31		15	593860-192000	SE3	SE593860-192000	SE3	SE	15	15	51561.55192	28128743.11		Stockholms skärgård, yttre kustvatten
19	Blidösund	3	2	2006-12-31		12	593820-185500	SE3	SE593820-185500	SE3	SE	12n	12	33899.38652	5946411.917	n	Östergötlands samt Stockholms skärgård, mellankustvatten, norra
20	Stenfjärden	3	2	2006-12-31		15	593500-193255	SE3	SE593500-193255	SE3	SE	15	15	54990.93436	66584388.43		Stockholms skärgård, yttre kustvatten
21	Stockholms skärgårds m kustvatten	3	2	2006-12-31		15	592100-192001	SE3	SE592100-192001	SE3	SE	15	15	302916.7686	505426030.4		Stockholms skärgård, yttre kustvatten
22	Nö Kobbfjärden sek namn	3	2	2006-12-31		15	593500-191660	SE3	SE593500-191660	SE3	SE	15	15	74012.72137999999	58974427.47		Stockholms skärgård, yttre kustvatten
23	Lökharfjärden	3	2	2006-12-31		15	593330-192540	SE3	SE593330-192540	SE3	SE	15	15	43359.4868	42168710.33		Stockholms skärgård, yttre kustvatten
24	Skatfjärden	3	2	2006-12-31		12	593460-184890	SE3	SE593460-184890	SE3	SE	12n	12	95745.60201	26424452.7	n	Östergötlands samt Stockholms skärgård, mellankustvatten, norra
25	Kobbfjärden	3	2	2006-12-31		15	593180-191280	SE3	SE593180-191280	SE3	SE	15	15	38543.32344	44102630.58		Stockholms skärgård, yttre kustvatten
26	Högfjärden	3	2	2006-12-31		15	593000-193000	SE3	SE593000-193000	SE3	SE	15	15	86921.98014	146720372.4		Stockholms skärgård, yttre kustvatten
27	Ormskärsfjärden sek namn	3	2	2006-12-31		15	593000-192000	SE3	SE593000-192000	SE3	SE	15	15	91464.88446	87730227.21		Stockholms skärgård, yttre kustvatten
28	Gälnan	3	2	2006-12-31		12	593080-184500	SE3	SE593080-184500	SE3	SE	12n	12	99152.32632000001	53297738.37	n	Östergötlands samt Stockholms skärgård, mellankustvatten, norra
29	Östra Saxarfjärden	3	2	2006-12-31		12	592790-183000	SE3	SE592790-183000	SE3	SE	12n	12	79050.81561	31128303.17	n	Östergötlands samt Stockholms skärgård, mellankustvatten, norra
30	Björkskärsfjärden	3	2	2006-12-31		15	592000-190500	SE3	SE592000-190500	SE3	SE	15	15	184303.6118	222173197.0		Stockholms skärgård, yttre kustvatten
31	Gillögafjärden	3	2	2006-12-31		15	592500-191750	SE3	SE592500-191750	SE3	SE	15	15	81877.12599	88121532.64		Stockholms skärgård, yttre kustvatten
32	Möja västerfjärd	3	2	2006-12-31		12	592500-185000	SE3	SE592500-185000	SE3	SE	12n	12	51178.53798	25807001.55	n	Östergötlands samt Stockholms skärgård, mellankustvatten, norra
33	Lindalssundet	3	2	2006-12-31		12	592547-182720	SE3	SE592547-182720	SE3	SE	12n	12	13576.15415	2674147.567	n	Östergötlands samt Stockholms skärgård, mellankustvatten, norra
34	Skagsfjärden	3	2	2006-12-31		12	592400-184400	SE3	SE592400-184400	SE3	SE	12n	12	109661.3173	24515814.63	n	Östergötlands samt Stockholms skärgård, mellankustvatten, norra
35	Kodjupet	3	1	2006-12-31		24	592515-182020	SE3	SE592515-182020	SE3	SE	24	24	8289.051526000001	1091151.625		Stockholms inre skärgård och Hallsfjärden
36	Möja söderfjärd	3	2	2006-12-31		12	592090-185125	SE3	SE592090-185125	SE3	SE	12n	12	98732.47371	34568395.81	n	Östergötlands samt Stockholms skärgård, mellankustvatten, norra
37	Norra Vaxholmsfjärden	3	1	2006-12-31		24	592468-182000	SE3	SE592468-182000	SE3	SE	24	24	14862.43231	2655923.1659999997		Stockholms inre skärgård och Hallsfjärden
38	Sandöfjärden	3	2	2006-12-31		12	592280-183550	SE3	SE592280-183550	SE3	SE	12n	12	42138.16711	14010920.18	n	Östergötlands samt Stockholms skärgård, mellankustvatten, norra
39	Rindösundet	3	1	2006-12-31		24	592435-182400	SE3	SE592435-182400	SE3	SE	24	24	6810.422017	772809.2831		Stockholms inre skärgård och Hallsfjärden
40	Solöfjärden	3	1	2006-12-31		24	592315-182620	SE3	SE592315-182620	SE3	SE	24	24	33883.34137	6681326.405		Stockholms inre skärgård och Hallsfjärden
41	Torsbyfjärden	3	1	2006-12-31		24	592135-182700	SE3	SE592135-182700	SE3	SE	24	24	42393.08949	12252383.51		Stockholms inre skärgård och Hallsfjärden
42	Rödkobbsfjärden	3	2	2006-12-31		15	591910-185600	SE3	SE591910-185600	SE3	SE	15	15	24940.85411	11874661.46		Stockholms skärgård, yttre kustvatten
43	Nämdöfjärden	3	2	2006-12-31		12	591200-183600	SE3	SE591200-183600	SE3	SE	12n	12	153869.2937	71587073.24	n	Östergötlands samt Stockholms skärgård, mellankustvatten, norra
44	Getholmsfjärden sek namn	3	2	2006-12-31		15	591790-185500	SE3	SE591790-185500	SE3	SE	15	15	23612.501780000002	5821119.278		Stockholms skärgård, yttre kustvatten
45	Kolström	3	2	2006-12-31		12	591745-182250	SE3	SE591745-182250	SE3	SE	12n	12	10008.45055	744092.0147	n	Östergötlands samt Stockholms skärgård, mellankustvatten, norra
46	Våmfjärden	3	2	2006-12-31		12	591655-183530	SE3	SE591655-183530	SE3	SE	12n	12	7431.028658	1563603.781	n	Östergötlands samt Stockholms skärgård, mellankustvatten, norra
47	Kalkkobbsfjärden	3	2	2006-12-31		12	591330-184225	SE3	SE591330-184225	SE3	SE	12n	12	17321.086730000003	7364501.082	n	Östergötlands samt Stockholms skärgård, mellankustvatten, norra
48	Björnöfjärden	3	2	2006-12-31		12	591400-183200	SE3	SE591400-183200	SE3	SE	12n	12	15976.96184	1560737.875	n	Östergötlands samt Stockholms skärgård, mellankustvatten, norra
49	Bulleröfjärden	3	2	2006-12-31		15	591175-185000	SE3	SE591175-185000	SE3	SE	15	15	44497.327489999996	24402671.36		Stockholms skärgård, yttre kustvatten
50	Norrfjärden	3	2	2006-12-31		12	590730-183763	SE3	SE590730-183763	SE3	SE	12n	12	133322.5695	66732354.55	n	Östergötlands samt Stockholms skärgård, mellankustvatten, norra
51	Biskopsfjärden	3	2	2006-12-31		15	590665-184210	SE3	SE590665-184210	SE3	SE	15	15	107957.004	50773947.93		Stockholms skärgård, yttre kustvatten
52	Hanstensfjärden	3	2	2006-12-31		12	590000-183000	SE3	SE590000-183000	SE3	SE	12n	12	174245.0158	78271975.19	n	Östergötlands samt Stockholms skärgård, mellankustvatten, norra
53	Norstensfjärden	3	2	2006-12-31		15	590148-183625	SE3	SE590148-183625	SE3	SE	15	15	75793.32497	57872133.15		Stockholms skärgård, yttre kustvatten
54	Kärrfjärden	4	2	2006-12-31		12	582050-165820	SE4	SE582050-165820	SE4	SE	12s	12	156628.714	62554337.42	s	Östergötlands samt Stockholms skärgård, mellankustvatten, södra
55	Håsköfjärden sek namn	4	2	2006-12-31		12	581660-165710	SE4	SE581660-165710	SE4	SE	12s	12	57666.72237	18086962.7	s	Östergötlands samt Stockholms skärgård, mellankustvatten, södra
56	N Kosterfjorden	5	2	2006-12-31		3	585400-110400	SE5	SE585400-110400	SE5	SE	3	3	47248.09985	25183069.62		Västkustens yttre kustvatten, Skagerrak
57	Stockholms skärgårds s kustvatten	3	2	2006-12-31		14	585350-182001	SE3	SE585350-182001	SE3	SE	14	14	231891.5724	531299945.7		Östergötlands yttre kustvatten
58	N Yttre Tjärnöarkipelage	5	2	2006-12-31		1	585290-110830	SE5	SE585290-110830	SE5	SE	1n	1	31508.40361	3908361.687	n	Västkustens inre kustvatten, norra
59	S Kosterfjorden	5	2	2006-12-31		3	585100-110600	SE5	SE585100-110600	SE5	SE	3	3	39700.10143	29117718.08		Västkustens yttre kustvatten, Skagerrak
60	Flo	5	2	2006-12-31		1	585160-110880	SE5	SE585160-110880	SE5	SE	1n	1	11520.69874	2979693.4960000003	n	Västkustens inre kustvatten, norra
61	M n Bohusläns skärgårds kustvatten	5	2	2006-12-31		3	584200-105901	SE5	SE584200-105901	SE5	SE	3	3	179793.4167	349197404.3		Västkustens yttre kustvatten, Skagerrak
62	Asköfjärden	3	2	2006-12-31	<Null>	12	584870-174310	SE3	SE584870-174310	SE3	SE	12n	12	40589.697239999994	27106202.45	n	Östergötlands samt Stockholms skärgård, mellankustvatten, norra
63	Konabbsfjärden	3	2	2006-12-31		12	584840-175400	SE3	SE584840-175400	SE3	SE	12n	12	18319.793009999998	8785141.398	n	Östergötlands samt Stockholms skärgård, mellankustvatten, norra
64	S Konabbsfjärden sek namn	3	2	2006-12-31		12	584695-175315	SE3	SE584695-175315	SE3	SE	12n	12	18786.85241	8590692.832999999	n	Östergötlands samt Stockholms skärgård, mellankustvatten, norra
65	Bergöområdet	3	2	2006-12-31		12	584333-172895	SE3	SE584333-172895	SE3	SE	12n	12	16419.09151	2610047.676	n	Östergötlands samt Stockholms skärgård, mellankustvatten, norra
66	Kränkfjärden sek namn	3	2	2006-12-31		14	583720-172571	SE3	SE583720-172571	SE3	SE	14	14	122084.8087	274332974.7		Östergötlands yttre kustvatten
67	Fjällbacka yttre skärgård	5	2	2006-12-31		1	583625-111300	SE5	SE583625-111300	SE5	SE	1n	1	106320.1113	30489989.13	n	Västkustens inre kustvatten, norra
68	Väderöfjorden	5	2	2006-12-31		3	583450-110750	SE5	SE583450-110750	SE5	SE	3	3	33960.46524	41389682.6		Västkustens yttre kustvatten, Skagerrak
69	St Anna skärgårds kustvatten	4	2	2006-12-31		14	581900-171101	SE4	SE581900-171101	SE4	SE	14	14	97225.67811000001	204533313.3		Östergötlands yttre kustvatten
70	Aspöfjärden	4	2	2006-12-31		12	582600-165680	SE4	SE582600-165680	SE4	SE	12s	12	64570.692460000006	23889893.62	s	Östergötlands samt Stockholms skärgård, mellankustvatten, södra
71	Gotskasandöns v kustvatten	4	2	2006-12-31		10	582200-191201	SE4	SE582200-191201	SE4	SE	10	10	35985.703180000004	30480394.83		Östra Ölands, sydöstra Gotlands kustvatten samt Gotska sandön
72	Gotskasandöns n kustvatten	4	2	2006-12-31		10	582350-191651	SE4	SE582350-191651	SE4	SE	10	10	16859.528290000002	12471443.65		Östra Ölands, sydöstra Gotlands kustvatten samt Gotska sandön
73	Gotskasandöns s kustvatten	4	2	2006-12-31		10	582150-191901	SE4	SE582150-191901	SE4	SE	10	10	20718.230330000002	16297196.64		Östra Ölands, sydöstra Gotlands kustvatten samt Gotska sandön
74	Hålfjärden	4	2	2006-12-31		12	582055-165230	SE4	SE582055-165230	SE4	SE	12s	12	38517.70266	10463124.12	s	Östergötlands samt Stockholms skärgård, mellankustvatten, södra
75	Finnfjärden	4	2	2006-12-31		12	581820-165500	SE4	SE581820-165500	SE4	SE	12s	12	56601.718029999996	21741082.25	s	Östergötlands samt Stockholms skärgård, mellankustvatten, södra
76	Kullskärsdjupet	4	2	2006-12-31		12	581800-170000	SE4	SE581800-170000	SE4	SE	12s	12	32052.52642	13070194.38	s	Östergötlands samt Stockholms skärgård, mellankustvatten, södra
77	Gryts skärgårds kustvatten	4	2	2006-12-31		14	580950-170601	SE4	SE580950-170601	SE4	SE	14	14	61519.82355	114708173.1		Östergötlands yttre kustvatten
78	Snäckedjupet	5	2	2006-12-31		2	581365-112910	SE5	SE581365-112910	SE5	SE	2	2	15700.805209999999	2090699.8159999999		Västkustens fjordar
79	Turmulefjärden	4	2	2006-12-31		12	581740-170260	SE4	SE581740-170260	SE4	SE	12s	12	41477.022939999995	19850340.75	s	Östergötlands samt Stockholms skärgård, mellankustvatten, södra
80	Grundsundsområdet	5	2	2006-12-31		1	581338-112332	SE5	SE581338-112332	SE5	SE	1n	1	10157.50412	2221164.318	n	Västkustens inre kustvatten, norra
81	Ytteröområdet	4	2	2006-12-31		12	581280-170070	SE4	SE581280-170070	SE4	SE	12s	12	101856.2918	52576598.56	s	Östergötlands samt Stockholms skärgård, mellankustvatten, södra
82	Käringöfjorden	5	2	2006-12-31		3	580550-112460	SE5	SE580550-112460	SE5	SE	3	3	36699.74157	23867836.14		Västkustens yttre kustvatten, Skagerrak
83	Mollöfjorden	5	2	2006-12-31		3	580240-112501	SE5	SE580240-112501	SE5	SE	3	3	51488.63972	76932498.75		Västkustens yttre kustvatten, Skagerrak
84	Valdemarsviks kustvatten	4	2	2006-12-31		14	580380-170001	SE4	SE580380-170001	SE4	SE	14	14	66465.48948999999	153988270.0		Östergötlands yttre kustvatten
85	Hjärteröfjorden	5	2	2006-12-31		3	575760-112671	SE5	SE575760-112671	SE5	SE	3	3	63098.83204	102749690.1		Västkustens yttre kustvatten, Skagerrak
86	Ajkesvik	4	2	2006-12-31		10	575920-191650	SE4	SE575920-191650	SE4	SE	10	10	14024.44177	10241170.27		Östra Ölands, sydöstra Gotlands kustvatten samt Gotska sandön
87	Erskärområdet sek namn	4	2	2006-12-31		12	575782-165143	SE4	SE575782-165143	SE4	SE	12s	12	59231.317129999996	25684908.71	s	Östergötlands samt Stockholms skärgård, mellankustvatten, södra
88	Sudersandsviken	4	2	2006-12-31		10	575620-191550	SE4	SE575620-191550	SE4	SE	10	10	13211.2283	11541945.77		Östra Ölands, sydöstra Gotlands kustvatten samt Gotska sandön
89	Kyrkviken	4	2	2006-12-31		10	575480-191200	SE4	SE575480-191200	SE4	SE	10	10	18529.78934	16217738.62		Östra Ölands, sydöstra Gotlands kustvatten samt Gotska sandön
90	Göteborgs n n skärgårds kustvatten	5	2	2006-12-31		4	574931-113131	SE5	SE574931-113131	SE5	SE	4	4	54156.486939999995	73138751.5		Västkustens yttre kustvatten, Kattegatt
91	Västerviks kustvatten	4	2	2006-12-31		14	574450-165451	SE4	SE574450-165451	SE4	SE	14	14	94926.45362	174440106.6		Östergötlands yttre kustvatten
92	Källö fjord	5	2	2006-12-31		1	574630-113940	SE5	SE574630-113940	SE5	SE	1s	1	20353.2512	8625809.61	s	Västkustens inre kustvatten, södra
