Datatyp	Kontrollstatus	Kontrollerad av	År	Provtagningsplattform (kod)	Besöks-ID	Expeditions-ID	Stationsnamn	Rapporterat stationsnamn	Projekt	Beställare	Provtagningsdatum	Provtagningstid (start)	Provtagningsdatum (slut)	Provtagningstid (slut)	Shark prov id	Provets latitud (DM)	Provets longitud (DM)	Provets latitud (DD)	Provets longitud (DD)	Positioneringssystem (kod)	Vattendjup vid stationen	Vindriktning (dekagrad)	Vindhastighet (m/s)	Lufttemperatur (C)	Luftens våttemperatur (C)	Lufttryck (hpa)	Väderlek (kod)	Molnighet (kod)	Vågobservation (kod)	Is (kod)	Siktdjup (m)	Q-flagga Siktdjup	Övrig Provtagning	Besökskommentar	Provtagningsdjup (m)	Tryck CTD (dbar)	Q-flagga Tryck CTD	Temperatur vattenhämtare (C)	Q-flagga Temperatur vattenhämtare	Temperatur CTD (C)	Q-flagga Temperatur CTD	Salinitet vattenhämtare (o/oo psu)	Q-flagga Salinitet vattenhämtare	Salinitet CTD (o/oo psu)	Q-flagga Salinitet CTD	Konduktivitet_25 vattenhämtare (mS/m)	Q-flagga Konduktivitet_25 vattenhämtare	Konduktivitet CTD (mS/m)	Q-flagga Konduktivitet CTD	Syrgashalt O2 vattenhämtare (ml/l)	Q-flagga Syrgashalt O2 vattenhämtare	Syrgashalt O2 CTD (ml/l)	Q-flagga Syrgashalt O2 CTD	Svavelväte H2S (umol/l)	Q-flagga Svavelväte H2S-S	pH	Q-flagga pH	pH Laboratorium	Q-flagga pH Laboratorium	Temperatur pH Laboratorium (C)	Q-flagga Temperatur pH Laboratorium	Alkalinitet (mmol/l)	Q-flagga Alkalinitet	Fosfatfosfor PO4-P (umol/l)	Q-flagga Fosfatfosfor PO4-P	Total fosfor Tot-P (umol/l)	Q-flagga Total fosfor Tot-P	Nitritkväve NO2-N (umol/l)	Q-flagga Nitritkväve NO2-N	Nitratkväve NO3-N (umol/l)	Q-flagga Nitratkväve NO3-N	Nitrit+Nitratkväve NO2+NO3-N (umol/l)	Q-flagga Nitrit+Nitratkväve NO2+NO3-N	Ammoniumkväve NH4-N (umol/l)	Q-flagga Ammoniumkväve NH4-N	Total kväve Tot-N (umol/l)	Q-flagga Total kväve Tot-N	Silicate SiO3-Si (umol/l)	QFLAG Silicate SiO3-Si	Humus (ug/l)	Q-flagga Humus	Klorofyll-a vattenhämtare (ug/l)	Q-flagga Klorofyll-a vattenhämtare	Löst Organiskt Kol DOC (umol/l)	Q-flagga Löst Organiskt Kol DOC	Partikulärt Organiskt Kol POC (umol/l)	Q-flagga Partikulärt Organiskt Kol POC	Total Organiskt Kol TOC (mg/l)	Q-flagga Total Organiskt Kol TOC	Partikulärt Organiskt Kväve PON (umol/l)	Q-flagga Partikulärt Organiskt Kväve PON	Strömriktning (dekagrader)	Q-flagga Strömriktning	Strömhastighet (m/s)	Q-flagga Strömhastighet	Lignin (mg/l)	Q-flagga Lignin	Gulämne (1/l)	Q-flagga Gulämne	Aluminium (ug/l)	Q-flagga Aluminium	Urea (umol/l)	Q-flagga Urea	CDOM (1/m)	Q-flagga CDOM	Provkommentar	Vattenkategori	Vattendistrikt	Vattenförekomst	Vattenförekomst-kod	Typområde	Havsbassäng	HELCOM/OSPAR-område	Ekonomisk zon	Län	Kommun	Stationid VISS	Rapporterande institut	Datavärd	Internetåtkomst	Leveranspaket	Filnamn
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77SN	0022		KOLJÖFJORD	KOLJÖFJORD	REG Bohuskustens KKP SRK	Bohuskustens vattenvårdsförbund	2017-02-06	14:35			SHARK-HYD+2017+77SN+0022+30+30	58 13.80	11 34.80	58.23000	11.58000		41	9	5	1		1027	7	7	2	0	5.0			SLANG 0-10M OCH 10-20M. HÅV 0-20M.	30			6.87		6.81				28.82						1.37														0.40		0.83		0.03		13.66		13.69		0.20	<	26.8		39.0				0.2	<																								2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Koljö fjord	581260-113220	02 - Västkustens fjordar	Skagerrak	OSPAR	Svensk ekonomisk zon	Västra Götalands län	Orust		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BOS_SMHI	SHARK_PhysicalChemical_2017_BOS_SMHI_version_2017-11-02.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77SN	0022		KOLJÖFJORD	KOLJÖFJORD	REG Bohuskustens KKP SRK	Bohuskustens vattenvårdsförbund	2017-02-06	14:35			SHARK-HYD+2017+77SN+0022+40+40	58 13.80	11 34.80	58.23000	11.58000		41	9	5	1		1027	7	7	2	0	5.0			SLANG 0-10M OCH 10-20M. HÅV 0-20M.	40			6.98												0.62														0.34		0.75		0.09		12.49		12.58		0.20	<	26.0		44.4																													2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Koljö fjord	581260-113220	02 - Västkustens fjordar	Skagerrak	OSPAR	Svensk ekonomisk zon	Västra Götalands län	Orust		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BOS_SMHI	SHARK_PhysicalChemical_2017_BOS_SMHI_version_2017-11-02.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77SN	0015		VALÖ	VALÖ	REG Bohuskustens KKP SRK	Bohuskustens vattenvårdsförbund	2017-02-06	06:30			SHARK-HYD+2017+77SN+0015+0+0	57 33.00	11 48.50	57.55000	11.80833		23	5	8	2		1022	7	9	2	0					0			1.93		1.93				17.35						8.62														0.50		1.17		0.66		4.34		5.00		0.21		23.3		10.5				3.1																									2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Onsala kustvatten	572540-114801	04 - Västkustens yttre kustvatten. Kattegatt	N Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Västra Götalands län	Göteborg		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BOS_SMHI	SHARK_PhysicalChemical_2017_BOS_SMHI_version_2017-11-02.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77SN	0015		VALÖ	VALÖ	REG Bohuskustens KKP SRK	Bohuskustens vattenvårdsförbund	2017-02-06	06:30			SHARK-HYD+2017+77SN+0015+2+2	57 33.00	11 48.50	57.55000	11.80833		23	5	8	2		1022	7	9	2	0					2			1.93		1.93				17.35						8.63														0.50		1.12		0.65		4.31		4.96		0.20		23.3		10.5				2.9																									2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Onsala kustvatten	572540-114801	04 - Västkustens yttre kustvatten. Kattegatt	N Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Västra Götalands län	Göteborg		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BOS_SMHI	SHARK_PhysicalChemical_2017_BOS_SMHI_version_2017-11-02.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77SN	0015		VALÖ	VALÖ	REG Bohuskustens KKP SRK	Bohuskustens vattenvårdsförbund	2017-02-06	06:30			SHARK-HYD+2017+77SN+0015+5+5	57 33.00	11 48.50	57.55000	11.80833		23	5	8	2		1022	7	9	2	0					5			1.92		1.94				17.35						8.62														0.50		1.04		0.64		4.34		4.98		0.20	<	22.3		10.5				2.9																									2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Onsala kustvatten	572540-114801	04 - Västkustens yttre kustvatten. Kattegatt	N Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Västra Götalands län	Göteborg		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BOS_SMHI	SHARK_PhysicalChemical_2017_BOS_SMHI_version_2017-11-02.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77SN	0015		VALÖ	VALÖ	REG Bohuskustens KKP SRK	Bohuskustens vattenvårdsförbund	2017-02-06	06:30			SHARK-HYD+2017+77SN+0015+10+10	57 33.00	11 48.50	57.55000	11.80833		23	5	8	2		1022	7	9	2	0					10			2.13		2.11				19.11						8.46														0.49		0.95		0.58		4.43		5.01		0.29		21.8		9.9				0.6																									2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Onsala kustvatten	572540-114801	04 - Västkustens yttre kustvatten. Kattegatt	N Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Västra Götalands län	Göteborg		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BOS_SMHI	SHARK_PhysicalChemical_2017_BOS_SMHI_version_2017-11-02.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77SN	0015		VALÖ	VALÖ	REG Bohuskustens KKP SRK	Bohuskustens vattenvårdsförbund	2017-02-06	06:30			SHARK-HYD+2017+77SN+0015+15+15	57 33.00	11 48.50	57.55000	11.80833		23	5	8	2		1022	7	9	2	0					15			3.34		3.35				25.39						7.76														0.54		0.91		0.33		4.81		5.14		0.58		19.6		8.4				0.3																									2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Onsala kustvatten	572540-114801	04 - Västkustens yttre kustvatten. Kattegatt	N Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Västra Götalands län	Göteborg		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BOS_SMHI	SHARK_PhysicalChemical_2017_BOS_SMHI_version_2017-11-02.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77SN	0015		VALÖ	VALÖ	REG Bohuskustens KKP SRK	Bohuskustens vattenvårdsförbund	2017-02-06	06:30			SHARK-HYD+2017+77SN+0015+20+20	57 33.00	11 48.50	57.55000	11.80833		23	5	8	2		1022	7	9	2	0					20			4.06		3.92				28.61						7.16														0.57		0.92		0.24		5.24		5.48		0.86		17.9		8.7				0.3																									2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Onsala kustvatten	572540-114801	04 - Västkustens yttre kustvatten. Kattegatt	N Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Västra Götalands län	Göteborg		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BOS_SMHI	SHARK_PhysicalChemical_2017_BOS_SMHI_version_2017-11-02.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77SN	0015		VALÖ	VALÖ	REG Bohuskustens KKP SRK	Bohuskustens vattenvårdsförbund	2017-02-06	06:30			SHARK-HYD+2017+77SN+0015+22+22	57 33.00	11 48.50	57.55000	11.80833		23	5	8	2		1022	7	9	2	0					22			4.89												6.24														0.67		1.05		0.29		5.66		5.95		1.20		20.4		11.2																													2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Onsala kustvatten	572540-114801	04 - Västkustens yttre kustvatten. Kattegatt	N Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Västra Götalands län	Göteborg		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BOS_SMHI	SHARK_PhysicalChemical_2017_BOS_SMHI_version_2017-11-02.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77SN	0018		ÅSTOL	ÅSTOL	REG Bohuskustens KKP SRK	Bohuskustens vattenvårdsförbund	2017-02-06	09:30			SHARK-HYD+2017+77SN+0018+0+0	57 55.18	11 35.60	57.91967	11.59333		66	7	10	2		1026	2	7	3	0	7.0			SLANG 0-10M OCH 10-20M. HÅV 0-20M.	0			1.98		2.00				21.84						8.29														0.47		0.81		0.39		6.61		7.00		1.09		21.4		10.2				0.4				9.3																					2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Marstrandsfjorden	575340-113000	03 - Västkustens yttre kustvatten. Skagerrak	Skagerrak	OSPAR	Svensk ekonomisk zon	Västra Götalands län	Tjörn		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BOS_SMHI	SHARK_PhysicalChemical_2017_BOS_SMHI_version_2017-11-02.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77SN	0018		ÅSTOL	ÅSTOL	REG Bohuskustens KKP SRK	Bohuskustens vattenvårdsförbund	2017-02-06	09:30			SHARK-HYD+2017+77SN+0018+2+2	57 55.18	11 35.60	57.91967	11.59333		66	7	10	2		1026	2	7	3	0	7.0			SLANG 0-10M OCH 10-20M. HÅV 0-20M.	2			2.00		1.99				21.84						8.27														0.47		1.09		0.38		6.62		7.00		1.15		25.5		10.2				0.4																									2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Marstrandsfjorden	575340-113000	03 - Västkustens yttre kustvatten. Skagerrak	Skagerrak	OSPAR	Svensk ekonomisk zon	Västra Götalands län	Tjörn		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BOS_SMHI	SHARK_PhysicalChemical_2017_BOS_SMHI_version_2017-11-02.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77SN	0018		ÅSTOL	ÅSTOL	REG Bohuskustens KKP SRK	Bohuskustens vattenvårdsförbund	2017-02-06	09:30			SHARK-HYD+2017+77SN+0018+5+5	57 55.18	11 35.60	57.91967	11.59333		66	7	10	2		1026	2	7	3	0	7.0			SLANG 0-10M OCH 10-20M. HÅV 0-20M.	5			2.09		2.04				21.99						8.30														0.47		0.83		0.38		6.42		6.80		1.06		22.1		10.0				0.4				8.8																					2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Marstrandsfjorden	575340-113000	03 - Västkustens yttre kustvatten. Skagerrak	Skagerrak	OSPAR	Svensk ekonomisk zon	Västra Götalands län	Tjörn		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BOS_SMHI	SHARK_PhysicalChemical_2017_BOS_SMHI_version_2017-11-02.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77SN	0018		ÅSTOL	ÅSTOL	REG Bohuskustens KKP SRK	Bohuskustens vattenvårdsförbund	2017-02-06	09:30			SHARK-HYD+2017+77SN+0018+10+10	57 55.18	11 35.60	57.91967	11.59333		66	7	10	2		1026	2	7	3	0	7.0			SLANG 0-10M OCH 10-20M. HÅV 0-20M.	10			3.15		3.14				26.08						7.79														0.53		0.84		0.25		4.84		5.09		0.63		19.1		7.7				0.5																									2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Marstrandsfjorden	575340-113000	03 - Västkustens yttre kustvatten. Skagerrak	Skagerrak	OSPAR	Svensk ekonomisk zon	Västra Götalands län	Tjörn		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BOS_SMHI	SHARK_PhysicalChemical_2017_BOS_SMHI_version_2017-11-02.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77SN	0018		ÅSTOL	ÅSTOL	REG Bohuskustens KKP SRK	Bohuskustens vattenvårdsförbund	2017-02-06	09:30			SHARK-HYD+2017+77SN+0018+15+15	57 55.18	11 35.60	57.91967	11.59333		66	7	10	2		1026	2	7	3	0	7.0			SLANG 0-10M OCH 10-20M. HÅV 0-20M.	15			3.60		3.58				28.26						7.57														0.52		0.78		0.17		4.94		5.11		0.46		16.4		7.1				0.6																									2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Marstrandsfjorden	575340-113000	03 - Västkustens yttre kustvatten. Skagerrak	Skagerrak	OSPAR	Svensk ekonomisk zon	Västra Götalands län	Tjörn		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BOS_SMHI	SHARK_PhysicalChemical_2017_BOS_SMHI_version_2017-11-02.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77SN	0018		ÅSTOL	ÅSTOL	REG Bohuskustens KKP SRK	Bohuskustens vattenvårdsförbund	2017-02-06	09:30			SHARK-HYD+2017+77SN+0018+20+20	57 55.18	11 35.60	57.91967	11.59333		66	7	10	2		1026	2	7	3	0	7.0			SLANG 0-10M OCH 10-20M. HÅV 0-20M.	20			3.62		3.62				29.15						7.50														0.50		0.80		0.16		5.02		5.18		0.34		16.9		6.9				0.8				10.3																					2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Marstrandsfjorden	575340-113000	03 - Västkustens yttre kustvatten. Skagerrak	Skagerrak	OSPAR	Svensk ekonomisk zon	Västra Götalands län	Tjörn		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BOS_SMHI	SHARK_PhysicalChemical_2017_BOS_SMHI_version_2017-11-02.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77SN	0018		ÅSTOL	ÅSTOL	REG Bohuskustens KKP SRK	Bohuskustens vattenvårdsförbund	2017-02-06	09:30			SHARK-HYD+2017+77SN+0018+30+30	57 55.18	11 35.60	57.91967	11.59333		66	7	10	2		1026	2	7	3	0	7.0			SLANG 0-10M OCH 10-20M. HÅV 0-20M.	30			4.92		4.87				31.15						6.96														0.55		0.75		0.19		5.29		5.48		0.33		15.4		7.4				0.4																									2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Marstrandsfjorden	575340-113000	03 - Västkustens yttre kustvatten. Skagerrak	Skagerrak	OSPAR	Svensk ekonomisk zon	Västra Götalands län	Tjörn		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BOS_SMHI	SHARK_PhysicalChemical_2017_BOS_SMHI_version_2017-11-02.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77SN	0018		ÅSTOL	ÅSTOL	REG Bohuskustens KKP SRK	Bohuskustens vattenvårdsförbund	2017-02-06	09:30			SHARK-HYD+2017+77SN+0018+40+40	57 55.18	11 35.60	57.91967	11.59333		66	7	10	2		1026	2	7	3	0	7.0			SLANG 0-10M OCH 10-20M. HÅV 0-20M.	40			6.25		6.18				33.91						6.59														0.59		0.86		0.27		4.94		5.21		0.27		16.0		6.2																													2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Marstrandsfjorden	575340-113000	03 - Västkustens yttre kustvatten. Skagerrak	Skagerrak	OSPAR	Svensk ekonomisk zon	Västra Götalands län	Tjörn		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BOS_SMHI	SHARK_PhysicalChemical_2017_BOS_SMHI_version_2017-11-02.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77SN	0018		ÅSTOL	ÅSTOL	REG Bohuskustens KKP SRK	Bohuskustens vattenvårdsförbund	2017-02-06	09:30			SHARK-HYD+2017+77SN+0018+50+50	57 55.18	11 35.60	57.91967	11.59333		66	7	10	2		1026	2	7	3	0	7.0			SLANG 0-10M OCH 10-20M. HÅV 0-20M.	50			6.29		6.29				34.08						6.69														0.60		0.90		0.28		4.97		5.25		0.31		14.8		5.9																													2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Marstrandsfjorden	575340-113000	03 - Västkustens yttre kustvatten. Skagerrak	Skagerrak	OSPAR	Svensk ekonomisk zon	Västra Götalands län	Tjörn		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BOS_SMHI	SHARK_PhysicalChemical_2017_BOS_SMHI_version_2017-11-02.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77SN	0018		ÅSTOL	ÅSTOL	REG Bohuskustens KKP SRK	Bohuskustens vattenvårdsförbund	2017-02-06	09:30			SHARK-HYD+2017+77SN+0018+60+60	57 55.18	11 35.60	57.91967	11.59333		66	7	10	2		1026	2	7	3	0	7.0			SLANG 0-10M OCH 10-20M. HÅV 0-20M.	60			6.29		6.32				34.12						6.64														0.59		0.86		0.28		4.98		5.26		0.32		16.3		5.7																													2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Marstrandsfjorden	575340-113000	03 - Västkustens yttre kustvatten. Skagerrak	Skagerrak	OSPAR	Svensk ekonomisk zon	Västra Götalands län	Tjörn		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BOS_SMHI	SHARK_PhysicalChemical_2017_BOS_SMHI_version_2017-11-02.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	77SN	0018		ÅSTOL	ÅSTOL	REG Bohuskustens KKP SRK	Bohuskustens vattenvårdsförbund	2017-02-06	09:30			SHARK-HYD+2017+77SN+0018+65+65	57 55.18	11 35.60	57.91967	11.59333		66	7	10	2		1026	2	7	3	0	7.0			SLANG 0-10M OCH 10-20M. HÅV 0-20M.	65			6.33												6.58														0.62		0.81		0.28		5.03		5.31		0.47		17.4		6.0																													2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Marstrandsfjorden	575340-113000	03 - Västkustens yttre kustvatten. Skagerrak	Skagerrak	OSPAR	Svensk ekonomisk zon	Västra Götalands län	Tjörn		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BOS_SMHI	SHARK_PhysicalChemical_2017_BOS_SMHI_version_2017-11-02.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	26DA	219	1	E FLADEN	E FLADEN	PROJ International Bottom Trawl Survey IBTS, NAT Nationell miljöövervakning	ICES	2017-01-30	10:10			SHARK-HYD+2017+26DA+219+0+0	57 05.16	11 48.78	57.08600	11.81300		65	19	4	2.9		1017	4	8	2	0				CTD before GOV  trawl. Act.no. 167/166	0						B				B							8.2																																																							4 - Utsjövatten					N Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Utanför gränser	Utanför gränser		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_IBT_SMHI	SHARK_PhysicalChemical_2017_IBT_SMHI_version_2017-05-30.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	26DA	219	1	E FLADEN	E FLADEN	PROJ International Bottom Trawl Survey IBTS, NAT Nationell miljöövervakning	ICES	2017-01-30	10:10			SHARK-HYD+2017+26DA+219+5+5	57 05.16	11 48.78	57.08600	11.81300		65	19	4	2.9		1017	4	8	2	0				CTD before GOV  trawl. Act.no. 167/166	5					2.47				17.78								8.2																																																							4 - Utsjövatten					N Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Utanför gränser	Utanför gränser		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_IBT_SMHI	SHARK_PhysicalChemical_2017_IBT_SMHI_version_2017-05-30.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	26DA	219	1	E FLADEN	E FLADEN	PROJ International Bottom Trawl Survey IBTS, NAT Nationell miljöövervakning	ICES	2017-01-30	10:10			SHARK-HYD+2017+26DA+219+10+10	57 05.16	11 48.78	57.08600	11.81300		65	19	4	2.9		1017	4	8	2	0				CTD before GOV  trawl. Act.no. 167/166	10					3.22				25.51								7.6																																																							4 - Utsjövatten					N Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Utanför gränser	Utanför gränser		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_IBT_SMHI	SHARK_PhysicalChemical_2017_IBT_SMHI_version_2017-05-30.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	26DA	219	1	E FLADEN	E FLADEN	PROJ International Bottom Trawl Survey IBTS, NAT Nationell miljöövervakning	ICES	2017-01-30	10:10			SHARK-HYD+2017+26DA+219+15+15	57 05.16	11 48.78	57.08600	11.81300		65	19	4	2.9		1017	4	8	2	0				CTD before GOV  trawl. Act.no. 167/166	15					3.8				28.15								7.3																																																							4 - Utsjövatten					N Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Utanför gränser	Utanför gränser		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_IBT_SMHI	SHARK_PhysicalChemical_2017_IBT_SMHI_version_2017-05-30.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	26DA	219	1	E FLADEN	E FLADEN	PROJ International Bottom Trawl Survey IBTS, NAT Nationell miljöövervakning	ICES	2017-01-30	10:10			SHARK-HYD+2017+26DA+219+20+20	57 05.16	11 48.78	57.08600	11.81300		65	19	4	2.9		1017	4	8	2	0				CTD before GOV  trawl. Act.no. 167/166	20					4.3				29.39								7.0																																																							4 - Utsjövatten					N Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Utanför gränser	Utanför gränser		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_IBT_SMHI	SHARK_PhysicalChemical_2017_IBT_SMHI_version_2017-05-30.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	26DA	219	1	E FLADEN	E FLADEN	PROJ International Bottom Trawl Survey IBTS, NAT Nationell miljöövervakning	ICES	2017-01-30	10:10			SHARK-HYD+2017+26DA+219+25+25	57 05.16	11 48.78	57.08600	11.81300		65	19	4	2.9		1017	4	8	2	0				CTD before GOV  trawl. Act.no. 167/166	25					4.56				30.12								6.9																																																							4 - Utsjövatten					N Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Utanför gränser	Utanför gränser		Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_IBT_SMHI	SHARK_PhysicalChemical_2017_IBT_SMHI_version_2017-05-30.zip
