Datatyp	Kontrollstatus	Kontrollerad av	År	Stationsnamn	Rapporterat stationsnamn	Projekt	Beställare	Provtagningsplattform (kod)	Besöks-ID	Expeditions-ID	Shark prov id MD5	Provtagningsdatum (start)	Provtagningstid (start)	Provtagningsdatum (slut)	Provtagningstid (slut)	Provets latitud (DM)	Provets longitud (DM)	Provets latitud (DD)	Provets longitud (DD)	Positioneringssystem (kod)	Vattendjup vid stationen	Vindriktning (dekagrad)	Vindhastighet (m/s)	Lufttemperatur (C)	Lufttryck (hpa)	Väderlek (kod)	Molnighet (kod)	Vågobservation (kod)	Is (kod)	Secchidjup	Q-flagga för Secchidjup	Besökskommentar	Rapporterat id	Provets övre djup	Provets nedre djup	Provtagningslaboratorium	Provtagande laboratorium ackrediterat	Provtagartyp	Provtagningsvolym (l)	Provkommentar	Parameter	Mätvärde	Mätenhet	Q-flagga	Värde beräknat av datavärd	Analysmetod (kod)	Metoddokument	Metodreferens (kod)	Variabel-kommentar	Mätosäkerhet	Beräkningsosäkerhetsmetod (kod)	Rapporteringsgräns	Detektionsgräns	Mätområde	Analyslaboratorium	Analyslaboratorium ackrediterat	Analysdatum	Vattenkategori	Vattendistrikt	Vattenförekomst	Vattenförekomst-kod	Typområde	Havsbassäng	HELCOM/OSPAR-område	Ekonomisk zon	Län	Kommun	Stationid VISS	Vatten land stationstyp (kod)	Typ av övervakningsstation (kod)	Syfte med provtagningen (kod)	Typ av övervakningsprogram (kod)	Rapporterande institut	Datavärd	Internetåtkomst	Leveranspaket	Filnamn
Chlorophyll	Pågående-SMHI	Leverantör	2016	RA1	RA1	NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	77K9		27	2c333f5a4c6f2babf7df6058bb103a39	2016-11-09	19:30			65 47.54	22 25.90	65.79233	22.43167	GPS	8	9	7			7	8	9	7			Vi kom inte till position pga is, För mörkt för siktdjup,	2	0	5	Umeå Universitet	Y	HOS	0.1		Chlorophyll-a	1.7	ug/l			FLM	Helcom COMBINE Manual - Part C Annex C4	HC-C-C4		19	U2	0,1	0,1	0,1-10 µg/l	Umeå Universitet	Y		2 - Havsområde innanför 1 NM	Bottenvikens vattendistrikt	Rånefjärden	654820-222660	22 - Norra Bottenviken. Inre kustvatten	Bottenviken	HELCOM	Svensk ekonomisk zon	Norrbottens län	Luleå			RP	E	NATL	Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2016_UMSC	SHARK_Chlorophyll_2016_UMSC_version_2017-06-27.zip
Chlorophyll	Pågående-SMHI	Leverantör	2016	RÅNEÅ-2	RA2	NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	77K9		27	ee684b4ce3d07c3f74350231b615c69e	2016-11-09	21:00			65 43.79	22 26.76	65.72983	22.44600	GPS	12	13	6			2	8	2	0			För mörkt för siktdjup,	1	0	10	Umeå Universitet	Y	HOS	0.1		Chlorophyll-a	1.93	ug/l			FLM	Helcom COMBINE Manual - Part C Annex C4	HC-C-C4		19	U2	0,1	0,1	0,1-10 µg/l	Umeå Universitet	Y		2 - Havsområde innanför 1 NM	Bottenvikens vattendistrikt	Gussöfjärden	654470-222700	22 - Norra Bottenviken. Inre kustvatten	Bottenviken	HELCOM	Svensk ekonomisk zon	Norrbottens län	Luleå			RP	E	NATL	Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2016_UMSC	SHARK_Chlorophyll_2016_UMSC_version_2017-06-27.zip
Chlorophyll	Pågående-SMHI	Leverantör	2016	RÅNEÅ-2	RA2	NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	77K9		27	b0e6a26a5340921a31b45702891af701	2016-11-09	21:00			65 43.79	22 26.76	65.72983	22.44600	GPS	12	13	6			2	8	2	0			För mörkt för siktdjup,	2	0	10	Umeå Universitet	Y	HOS	0.1		Chlorophyll-a	1.88	ug/l			FLM	Helcom COMBINE Manual - Part C Annex C4	HC-C-C4		19	U2	0,1	0,1	0,1-10 µg/l	Umeå Universitet	Y		2 - Havsområde innanför 1 NM	Bottenvikens vattendistrikt	Gussöfjärden	654470-222700	22 - Norra Bottenviken. Inre kustvatten	Bottenviken	HELCOM	Svensk ekonomisk zon	Norrbottens län	Luleå			RP	E	NATL	Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2016_UMSC	SHARK_Chlorophyll_2016_UMSC_version_2017-06-27.zip
Chlorophyll	Pågående-SMHI	Leverantör	2016	B1	B1	NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	77UR	56	56	5b53152ae95d52b58582143d9310263c	2016-11-08	07:45:00			58 48.19	17 37.52	58.80317	17.62533	NOM	40.8	5	7			2	7	2	0				1	0	20	Stockholms universitet		HOS			Chlorophyll-a	0.78	ug/l				SS028146								Stockholms universitet			2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Krabbfjärden	584340-174401	14 - Östergötlands yttre kustvatten	V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Södermanlands län	Trosa		C	B		NATL	Stockholms universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2016_DEEP	SHARK_Chlorophyll_2016_DEEP_version_2017-05-24.zip
Chlorophyll	Pågående-SMHI	Leverantör	2016	B3	B3	NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	77K9		27	2c4fb951b5eb4a81f9eab3ab18960370	2016-11-07	14:20			63 29.97	19 49.15	63.49950	19.81917	GPS	24	3	12			2	8	3	0	2			1	0	10	Umeå Universitet	Y	HOS	0.2		Chlorophyll-a	2.3	ug/l			FLM	Helcom COMBINE Manual - Part C Annex C4	HC-C-C4		19	U2	0,1	0,1	0,1-10 µg/l	Umeå Universitet	Y		2 - Havsområde innanför 1 NM	Bottenvikens vattendistrikt	Örefjärden	633000-195000	20 - Norra Kvarkens inre kustvatten	N Kvarken	HELCOM	Svensk ekonomisk zon	Västerbottens län	Umeå			RP	E	NATL	Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2016_UMSC	SHARK_Chlorophyll_2016_UMSC_version_2017-06-27.zip
Chlorophyll	Pågående-SMHI	Leverantör	2016	B3	B3	NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	77K9		27	337abd4067a4ce3f3715dcce1a22257c	2016-11-07	14:20			63 29.97	19 49.15	63.49950	19.81917	GPS	24	3	12			2	8	3	0	2			2	0	10	Umeå Universitet	Y	HOS	0.2		Chlorophyll-a	2.42	ug/l			FLM	Helcom COMBINE Manual - Part C Annex C4	HC-C-C4		19	U2	0,1	0,1	0,1-10 µg/l	Umeå Universitet	Y		2 - Havsområde innanför 1 NM	Bottenvikens vattendistrikt	Örefjärden	633000-195000	20 - Norra Kvarkens inre kustvatten	N Kvarken	HELCOM	Svensk ekonomisk zon	Västerbottens län	Umeå			RP	E	NATL	Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2016_UMSC	SHARK_Chlorophyll_2016_UMSC_version_2017-06-27.zip
Chlorophyll	Pågående-SMHI	Leverantör	2016	GAVIK-1	GA1	NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	77K9		27	0d963cfe97555f576f07768228ff75ff	2016-11-07	21:20			62 51.80	18 15.81	62.86333	18.26350	GPS	81	3	8			7	8	2	0			För mörkt för siktdjup, DOC 1m krossat när kylskåpet öppnat sig, Syre max titrerat dagen efter, 1 maxprov rullat runt på golvet, gick ej att öppna, trasig propp,	1	0	10	Umeå Universitet	Y	HOS	0.2		Chlorophyll-a	1.69	ug/l			FLM	Helcom COMBINE Manual - Part C Annex C4	HC-C-C4		19	U2	0,1	0,1	0,1-10 µg/l	Umeå Universitet	Y		2 - Havsområde innanför 1 NM	Bottenhavets vattendistrikt	Gaviksfjärden	625180-181655	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	Bottenhavet	HELCOM	Svensk ekonomisk zon	Västernorrlands län	Kramfors			RP	E	NATL	Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2016_UMSC	SHARK_Chlorophyll_2016_UMSC_version_2017-06-27.zip
Chlorophyll	Pågående-SMHI	Leverantör	2016	GAVIK-1	GA1	NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	77K9		27	44c1c50728428da2494eb6c2c467f24f	2016-11-07	21:20			62 51.80	18 15.81	62.86333	18.26350	GPS	81	3	8			7	8	2	0			För mörkt för siktdjup, DOC 1m krossat när kylskåpet öppnat sig, Syre max titrerat dagen efter, 1 maxprov rullat runt på golvet, gick ej att öppna, trasig propp,	2	0	10	Umeå Universitet	Y	HOS	0.2		Chlorophyll-a	1.66	ug/l			FLM	Helcom COMBINE Manual - Part C Annex C4	HC-C-C4		19	U2	0,1	0,1	0,1-10 µg/l	Umeå Universitet	Y		2 - Havsområde innanför 1 NM	Bottenhavets vattendistrikt	Gaviksfjärden	625180-181655	18 - Norra Bottenhavet. Höga kusten. Inre kustvatten	Bottenhavet	HELCOM	Svensk ekonomisk zon	Västernorrlands län	Kramfors			RP	E	NATL	Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2016_UMSC	SHARK_Chlorophyll_2016_UMSC_version_2017-06-27.zip
Chlorophyll	Pågående-SMHI	Leverantör	2016	SLÄGGÖ	SLÄGGÖ	PROJ SMHIs BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Naturvårdsverket, Sveriges meteorologiska och hydrologiska institut 	77SN	184		4be3fc6474586519a1301181495c9fbe	2016-11-02	07:55			58 15.50	11 26.00	58.25833	11.43333	GPS	67	36	9	4	1005	1	5	2	0	6		SLANG 0-10M	2016-SLAGGO-SLA_0-10-227	0	10	Sveriges meteorologiska och hydrologiska institut 	Y	HOS	0.137		Chlorophyll-a	1.8	ug/l			FLM	1. Grasshoff, K., K. Kremling & M. Ehrhardt, eds, (1999) Methods of Seawater Analysis. 3rd ed. Wiley-VCH.			12% 0.02-0.20 µM  4% 0.20-10 µM	ISO 11352-2012	0.2 µg/l	0.1 µg/l	0.2-100 µg/l	Sveriges meteorologiska och hydrologiska institut 	Y		2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Gullmarn centralbassäng	581700-113000	02 - Västkustens fjordar	Skagerrak	OSPAR	Svensk ekonomisk zon	Västra Götalands län	Lysekil	SE646775-124345					Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2016_SMHI	SHARK_Chlorophyll_2016_SMHI_version_2017-11-07.zip
Chlorophyll	Pågående-SMHI	Leverantör	2016	B7	B7	NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	77LY		26	964b5141f882b0cac7b367738dc687ed	2016-10-20	09:05			63 31.50	19 48.48	63.52500	19.80800	GPS	23	15	7			2	8	2	0	4			1	0	10	Umeå Universitet	Y	HOS	0.1		Chlorophyll-a	4.22	ug/l			FLM	Helcom COMBINE Manual - Part C Annex C4	HC-C-C4		19	U2	0,1	0,1	0,1-10 µg/l	Umeå Universitet	Y		2 - Havsområde innanför 1 NM	Bottenvikens vattendistrikt	Örefjärden	633000-195000	20 - Norra Kvarkens inre kustvatten	N Kvarken	HELCOM	Svensk ekonomisk zon	Västerbottens län	Umeå	SE686956-167351		RP	E	NATL	Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2016_UMSC	SHARK_Chlorophyll_2016_UMSC_version_2017-06-27.zip
Chlorophyll	Pågående-SMHI	Leverantör	2016	B7	B7	NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	77LY		26	76031e4baff0834bbcac97b70581fe72	2016-10-20	09:05			63 31.50	19 48.48	63.52500	19.80800	GPS	23	15	7			2	8	2	0	4			2	0	10	Umeå Universitet	Y	HOS	0.1		Chlorophyll-a	4.28	ug/l			FLM	Helcom COMBINE Manual - Part C Annex C4	HC-C-C4		19	U2	0,1	0,1	0,1-10 µg/l	Umeå Universitet	Y		2 - Havsområde innanför 1 NM	Bottenvikens vattendistrikt	Örefjärden	633000-195000	20 - Norra Kvarkens inre kustvatten	N Kvarken	HELCOM	Svensk ekonomisk zon	Västerbottens län	Umeå	SE686956-167351		RP	E	NATL	Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2016_UMSC	SHARK_Chlorophyll_2016_UMSC_version_2017-06-27.zip
Chlorophyll	Pågående-SMHI	Leverantör	2016	B1	B1	NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	77UR	51	51	0efabadc77837c8b972e63a91e09dc75	2016-10-17	07:00:00			58 48.19	17 37.52	58.80317	17.62533	NOM	42.1	14	8			2	7	3	0				1	0	20	Stockholms universitet		HOS			Chlorophyll-a	1.91	ug/l				SS028146								Stockholms universitet			2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Krabbfjärden	584340-174401	14 - Östergötlands yttre kustvatten	V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Södermanlands län	Trosa		C	B		NATL	Stockholms universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2016_DEEP	SHARK_Chlorophyll_2016_DEEP_version_2017-05-24.zip
Chlorophyll	Pågående-SMHI	Leverantör	2016	SLÄGGÖ	SLÄGGÖ	PROJ SMHIs BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Naturvårdsverket, Sveriges meteorologiska och hydrologiska institut 	34AR	565	18	dadf9afcd98fd84c3c89ce04818e301f	2016-10-14	05:15			58 15.59	11 26.14	58.25987	11.43567	GPS	78	8	8.3	6.0	1028	2	8	2	0			EXTRA PROVTAGNING ZOOPLANKTON ÅT UMEÅ UNIVERSITET. KVICKSILVER.	2016-SLAGGO-SLA_0-10-216	0	10	Sveriges meteorologiska och hydrologiska institut 	Y	HOS	0.137		Chlorophyll-a	2.9	ug/l			FLM	1. Grasshoff, K., K. Kremling & M. Ehrhardt, eds, (1999) Methods of Seawater Analysis. 3rd ed. Wiley-VCH.			12% 0.02-0.20 µM  4% 0.20-10 µM	ISO 11352-2012	0.2 µg/l	0.1 µg/l	0.2-100 µg/l	Sveriges meteorologiska och hydrologiska institut 	Y		2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Gullmarn centralbassäng	581700-113000	02 - Västkustens fjordar	Skagerrak	OSPAR	Svensk ekonomisk zon	Västra Götalands län	Lysekil	SE646775-124345					Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2016_SMHI	SHARK_Chlorophyll_2016_SMHI_version_2017-11-07.zip
Chlorophyll	Pågående-SMHI	Leverantör	2016	N14 FALKENBERG	N14 FALKENBERG	PROJ SMHIs BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Naturvårdsverket, Sveriges meteorologiska och hydrologiska institut 	34AR	558	18	b32a3e2a6f02cd8e8f0972b2de454cbe	2016-10-13	12:00			56 56.40	12 12.71	56.94003	12.21183	GPS	32	9	9.4	9.5	1029	1	2	3	0	7			2016-N14_FALKENBERG-SLA_0-10-096	0	10	Sveriges meteorologiska och hydrologiska institut 	Y	HOS	0.137		Chlorophyll-a	3.6	ug/l			FLM	1. Grasshoff, K., K. Kremling & M. Ehrhardt, eds, (1999) Methods of Seawater Analysis. 3rd ed. Wiley-VCH.			12% 0.02-0.20 µM  4% 0.20-10 µM	ISO 11352-2012	0.2 µg/l	0.1 µg/l	0.2-100 µg/l	Sveriges meteorologiska och hydrologiska institut 	Y		3 - Havsområde  mellan 1 NM och 12 NM		Del av n Kattegatts utsjövatten	570714-115613		N Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Hallands län	Falkenberg	SE631835-128131					Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2016_SMHI	SHARK_Chlorophyll_2016_SMHI_version_2017-11-07.zip
Chlorophyll	Pågående-SMHI	Leverantör	2016	BY31 LANDSORTSDJ	BY31	NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	77FY	150	150	b4ff0959f3b819001699e6a6b36aa616	2016-10-12	07:52:00			58 35.00	18 14.00	58.58333	18.23333	NOM	459	9	5			2	8	2	0				1	0	20	Stockholms universitet		HOS			Chlorophyll-a	2.46	ug/l				SS028146								Stockholms universitet			3 - Havsområde  mellan 1 NM och 12 NM		Del av V Gotlandshavets utsjövatten	583649-180707		V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Stockholms län	Nynäshamn	SE649817-164122	MO	B		NATL	Stockholms universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2016_DEEP	SHARK_Chlorophyll_2016_DEEP_version_2017-05-24.zip
Chlorophyll	Pågående-SMHI	Leverantör	2016	SLÄGGÖ	SLÄGGÖ	PROJ SMHIs BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Naturvårdsverket, Sveriges meteorologiska och hydrologiska institut 	77SN	170		2a79078dbe39b7a727b4ba87ba433471	2016-10-04	07:05			58 15.50	11 26.00	58.25833	11.43333	GPS	77	5	7	8	1040	1	1	2	0	6		SLANG 0-10M	2016-SLAGGO-SLA_0-10-206	0	10	Sveriges meteorologiska och hydrologiska institut 	Y	HOS	0.137		Chlorophyll-a	2.6	ug/l			FLM	1. Grasshoff, K., K. Kremling & M. Ehrhardt, eds, (1999) Methods of Seawater Analysis. 3rd ed. Wiley-VCH.			12% 0.02-0.20 µM  4% 0.20-10 µM	ISO 11352-2012	0.2 µg/l	0.1 µg/l	0.2-100 µg/l	Sveriges meteorologiska och hydrologiska institut 	Y		2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Gullmarn centralbassäng	581700-113000	02 - Västkustens fjordar	Skagerrak	OSPAR	Svensk ekonomisk zon	Västra Götalands län	Lysekil	SE646775-124345					Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2016_SMHI	SHARK_Chlorophyll_2016_SMHI_version_2017-11-07.zip
Chlorophyll	Pågående-SMHI	Leverantör	2016	B1	B1	NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	77LA	80	80	08e3d4e9608144bc3dab07663ea807c6	2016-10-03	08:30:00			58 48.19	17 37.52	58.80317	17.62533	NOM	41.1	2	6.1			1	1	2	0				1	0	20	Stockholms universitet		HOS			Chlorophyll-a	1.35	ug/l				SS028146								Stockholms universitet			2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Krabbfjärden	584340-174401	14 - Östergötlands yttre kustvatten	V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Södermanlands län	Trosa		C	B		NATL	Stockholms universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2016_DEEP	SHARK_Chlorophyll_2016_DEEP_version_2017-05-24.zip
Chlorophyll	Pågående-SMHI	Leverantör	2016	B3	B3	NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	7799		24	0e362e8a822955627a26841454ccb867	2016-10-03	09:20			63 29.93	19 49.18	63.49883	19.81967	GPS	26	27				1	2	2	0	4			1	0	10	Umeå Universitet	Y	HOS	0.1		Chlorophyll-a	2.33	ug/l			FLM	Helcom COMBINE Manual - Part C Annex C4	HC-C-C4		19	U2	0,1	0,1	0,1-10 µg/l	Umeå Universitet	Y		2 - Havsområde innanför 1 NM	Bottenvikens vattendistrikt	Örefjärden	633000-195000	20 - Norra Kvarkens inre kustvatten	N Kvarken	HELCOM	Svensk ekonomisk zon	Västerbottens län	Umeå			RP	E	NATL	Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2016_UMSC	SHARK_Chlorophyll_2016_UMSC_version_2017-06-27.zip
Chlorophyll	Pågående-SMHI	Leverantör	2016	B3	B3	NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	7799		24	571aaa8f5bb15d8e08ea5d0e83de16f0	2016-10-03	09:20			63 29.93	19 49.18	63.49883	19.81967	GPS	26	27				1	2	2	0	4			2	0	10	Umeå Universitet	Y	HOS	0.1		Chlorophyll-a	2.32	ug/l			FLM	Helcom COMBINE Manual - Part C Annex C4	HC-C-C4		19	U2	0,1	0,1	0,1-10 µg/l	Umeå Universitet	Y		2 - Havsområde innanför 1 NM	Bottenvikens vattendistrikt	Örefjärden	633000-195000	20 - Norra Kvarkens inre kustvatten	N Kvarken	HELCOM	Svensk ekonomisk zon	Västerbottens län	Umeå			RP	E	NATL	Umeå Universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2016_UMSC	SHARK_Chlorophyll_2016_UMSC_version_2017-06-27.zip
Chlorophyll	Pågående-SMHI	Leverantör	2016	BY31 LANDSORTSDJ	BY31	NAT Nationell miljöövervakning	Havs- och vattenmyndigheten	77FY	148	148	8a83d0f07fd4f05af2a367a1fbe3130d	2016-09-26	07:50:00			58 35.00	18 14.00	58.58333	18.23333	NOM	459	23	6			1	1	2	0				1	0	20	Stockholms universitet		HOS			Chlorophyll-a	1.91	ug/l				SS028146								Stockholms universitet			3 - Havsområde  mellan 1 NM och 12 NM		Del av V Gotlandshavets utsjövatten	583649-180707		V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Stockholms län	Nynäshamn	SE649817-164122	MO	B		NATL	Stockholms universitet	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2016_DEEP	SHARK_Chlorophyll_2016_DEEP_version_2017-05-24.zip
Chlorophyll	Pågående-SMHI	Leverantör	2016	SLÄGGÖ	SLÄGGÖ	PROJ SMHIs BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Naturvårdsverket, Sveriges meteorologiska och hydrologiska institut 	34AR	493	16	40b40d9dd2aadaeba972a4b6c6130a30	2016-09-16	06:10			58 15.59	11 26.14	58.25982	11.43565	GPS	77	8	9.3	17.1	1016	2	7	2	0	11		MYCKET KAMMANETER I ZOOPLANKTONHÅVNINGARNA. EXTRA ZOOPLANKTON TILL UMEÅ	2016-SLAGGO-SLA_0-10-195	0	10	Sveriges meteorologiska och hydrologiska institut 	Y	HOS	0.137		Chlorophyll-a	0.9	ug/l			FLM	1. Grasshoff, K., K. Kremling & M. Ehrhardt, eds, (1999) Methods of Seawater Analysis. 3rd ed. Wiley-VCH.			12% 0.02-0.20 µM  4% 0.20-10 µM	ISO 11352-2012	0.2 µg/l	0.1 µg/l	0.2-100 µg/l	Sveriges meteorologiska och hydrologiska institut 	Y		2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Gullmarn centralbassäng	581700-113000	02 - Västkustens fjordar	Skagerrak	OSPAR	Svensk ekonomisk zon	Västra Götalands län	Lysekil	SE646775-124345					Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2016_SMHI	SHARK_Chlorophyll_2016_SMHI_version_2017-11-07.zip
Chlorophyll	Pågående-SMHI	Leverantör	2016	N14 FALKENBERG	N14 FALKENBERG	PROJ SMHIs BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Naturvårdsverket, Sveriges meteorologiska och hydrologiska institut 	34AR	486	16	64728c95b960c85fb4d7b6bc91bc76e2	2016-09-15	11:45			56 56.40	12 12.71	56.94000	12.21187	GPS	29	32	5.4	20.9	1018	0	0	2	0	15			2016-N14_FALKENBERG-SLA_0-10-087	0	10	Sveriges meteorologiska och hydrologiska institut 	Y	HOS	0.137		Chlorophyll-a	0.5	ug/l			FLM	1. Grasshoff, K., K. Kremling & M. Ehrhardt, eds, (1999) Methods of Seawater Analysis. 3rd ed. Wiley-VCH.			12% 0.02-0.20 µM  4% 0.20-10 µM	ISO 11352-2012	0.2 µg/l	0.1 µg/l	0.2-100 µg/l	Sveriges meteorologiska och hydrologiska institut 	Y		3 - Havsområde  mellan 1 NM och 12 NM		Del av n Kattegatts utsjövatten	570714-115613		N Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Hallands län	Falkenberg	SE631835-128131					Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2016_SMHI	SHARK_Chlorophyll_2016_SMHI_version_2017-11-07.zip
Chlorophyll	Pågående-SMHI	Leverantör	2016	REF M1V1	REF M1V1	PROJ SMHIs BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Naturvårdsverket, Sveriges meteorologiska och hydrologiska institut 	34AR	480	16	53a0ff33ba8b4e739f79dc15b80850b0	2016-09-14	07:30			56 22.25	16 12.10	56.37087	16.20167	GPS	21	20	0.1	16.1	1021	1	3	1	0	5.5		EXTRA HINKPROV I YTAN PGA MKT YTANSAMLINGAR AV ALGER	2016-REFM1V1-SLA_0-10-066	0	10	Sveriges meteorologiska och hydrologiska institut 	Y	HOS	0.137		Chlorophyll-a	3.7	ug/l			FLM	1. Grasshoff, K., K. Kremling & M. Ehrhardt, eds, (1999) Methods of Seawater Analysis. 3rd ed. Wiley-VCH.			12% 0.02-0.20 µM  4% 0.20-10 µM	ISO 11352-2012	0.2 µg/l	0.1 µg/l	0.2-100 µg/l	Sveriges meteorologiska och hydrologiska institut 	Y		2 - Havsområde innanför 1 NM	Södra Östersjöns vattendistrikt	S Kalmarsunds utsjövatten	561400-161201	09 - Blekinge skärgård och Kalmarsund. Yttre kustvatten	V Gotlandshavet	HELCOM	Svensk ekonomisk zon	Kalmar län	Torsås	SE624923-152449					Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_Chlorophyll_2016_SMHI	SHARK_Chlorophyll_2016_SMHI_version_2017-11-07.zip
