EUCD	YYYY-MM-DD	Djup(m)	Salt (psu o/oo)	O2 (ml/l)	PO4 (µmol/l)	TotP (µmol/l)	NO3 (µmol/l)	NH4 (µmol/l)	TotN (µmol/l)	Chla (ug/l)	Siktdjup (m)
SE574630-113940	1985-01-01	0.00	20.000	8.038	0.501	0.619	3.008	0.101	18.406	0.290	6.8
SE574630-113940	1985-01-01	0.25	20.000	8.038	0.501	0.619	3.008	0.101	18.406	0.290	6.8
SE574630-113940	1985-01-01	0.75	20.000	8.035	0.501	0.621	3.008	0.101	18.435	0.295	6.8
SE574630-113940	1985-01-01	1.25	20.000	8.034	0.501	0.621	3.008	0.101	18.435	0.295	6.8
SE574630-113940	1985-01-01	1.75	20.000	8.033	0.501	0.621	3.008	0.101	18.435	0.295	6.8
SE574630-113940	1985-01-01	2.25	20.000	8.032	0.501	0.621	3.008	0.101	18.435	0.295	6.8
SE574630-113940	1985-01-01	2.75	20.000	8.031	0.501	0.621	3.008	0.101	18.435	0.295	6.8
SE574630-113940	1985-01-01	3.25	20.000	8.031	0.501	0.621	3.008	0.101	18.435	0.295	6.8
SE574630-113940	1985-01-01	3.75	20.000	8.031	0.501	0.621	3.008	0.101	18.435	0.295	6.8
SE574630-113940	1985-01-01	4.50	20.000	8.030	0.501	0.621	3.008	0.101	18.435	0.295	6.8
SE574630-113940	1985-01-01	5.50	20.000	8.030	0.501	0.621	3.008	0.101	18.435	0.295	6.8
SE574630-113940	1985-01-01	6.50	20.000	8.029	0.501	0.621	3.008	0.101	18.435	0.295	6.8
SE574630-113940	1985-01-01	7.50	20.000	8.029	0.501	0.621	3.008	0.101	18.435	0.295	6.8
SE574630-113940	1985-01-01	8.50	20.000	8.029	0.501	0.621	3.008	0.101	18.435	0.295	6.8
SE574630-113940	1985-01-01	9.50	20.000	8.028	0.501	0.621	3.009	0.101	18.435	0.295	6.8
SE574630-113940	1985-01-01	22.50	20.000	7.976	0.506	0.626	3.068	0.100	18.488	0.296	6.8
SE574630-113940	1985-01-01	23.00	20.000	7.976	0.506	0.626	3.068	0.100	18.488	0.296	6.8
SE574630-113940	1985-01-02	0.00	20.000	8.109	0.502	0.620	3.025	0.101	18.415	0.292	6.9
SE574630-113940	1985-01-02	0.25	20.000	8.109	0.502	0.620	3.025	0.101	18.415	0.292	6.9
SE574630-113940	1985-01-02	0.75	20.000	8.107	0.502	0.622	3.025	0.101	18.440	0.297	6.9
SE574630-113940	1985-01-02	1.25	20.000	8.107	0.502	0.622	3.025	0.101	18.440	0.297	6.9
SE574630-113940	1985-01-02	1.75	20.000	8.106	0.502	0.622	3.025	0.101	18.440	0.297	6.9
SE574630-113940	1985-01-02	2.25	20.000	8.106	0.502	0.622	3.025	0.101	18.440	0.297	6.9
SE574630-113940	1985-01-02	2.75	20.000	8.105	0.502	0.622	3.025	0.101	18.440	0.297	6.9
SE574630-113940	1985-01-02	3.25	20.000	8.105	0.502	0.622	3.025	0.101	18.440	0.297	6.9
SE574630-113940	1985-01-02	3.75	20.000	8.105	0.502	0.622	3.025	0.101	18.440	0.297	6.9
SE574630-113940	1985-01-02	4.50	20.000	8.104	0.502	0.622	3.025	0.101	18.440	0.297	6.9
SE574630-113940	1985-01-02	5.50	20.000	8.104	0.502	0.622	3.025	0.101	18.440	0.297	6.9
SE574630-113940	1985-01-02	6.50	20.000	8.104	0.502	0.622	3.025	0.101	18.440	0.297	6.9
SE574630-113940	1985-01-02	7.50	20.000	8.104	0.502	0.622	3.025	0.101	18.441	0.297	6.9
SE574630-113940	1985-01-02	8.50	20.000	8.103	0.502	0.622	3.026	0.101	18.441	0.297	6.9
SE574630-113940	1985-01-02	9.50	20.000	8.103	0.502	0.622	3.026	0.101	18.441	0.297	6.9
SE574630-113940	1985-01-02	22.50	20.000	8.098	0.503	0.623	3.039	0.101	18.450	0.297	6.9
SE574630-113940	1985-01-02	23.00	20.000	8.098	0.503	0.623	3.039	0.101	18.450	0.297	6.9
SE574630-113940	1985-01-03	0.00	18.123	8.435	0.472	0.589	5.492	0.239	20.973	0.273	6.6
SE574630-113940	1985-01-03	0.25	18.123	8.435	0.472	0.589	5.492	0.239	20.973	0.273	6.6
SE574630-113940	1985-01-03	0.75	18.100	8.434	0.471	0.593	5.523	0.240	21.071	0.277	6.6
SE574630-113940	1985-01-03	1.25	18.185	8.421	0.473	0.594	5.410	0.234	20.953	0.278	6.6
SE574630-113940	1985-01-03	1.75	18.542	8.366	0.478	0.600	4.945	0.207	20.472	0.285	6.6
SE574630-113940	1985-01-03	2.25	18.671	8.346	0.480	0.602	4.776	0.198	20.292	0.287	6.6
SE574630-113940	1985-01-03	2.75	18.830	8.320	0.483	0.605	4.567	0.186	20.077	0.290	6.6
SE574630-113940	1985-01-03	3.25	18.938	8.303	0.485	0.606	4.426	0.178	19.930	0.292	6.6
SE574630-113940	1985-01-03	3.75	19.030	8.288	0.486	0.608	4.305	0.171	19.804	0.293	6.6
SE574630-113940	1985-01-03	4.50	19.519	8.203	0.494	0.616	3.669	0.135	19.143	0.300	6.6
SE574630-113940	1985-01-03	5.50	19.808	8.142	0.499	0.621	3.302	0.115	18.749	0.300	6.6
SE574630-113940	1985-01-03	6.50	19.938	8.113	0.502	0.623	3.132	0.105	18.563	0.297	6.6
SE574630-113940	1985-01-03	7.50	19.980	8.101	0.504	0.624	3.081	0.102	18.498	0.295	6.6
SE574630-113940	1985-01-03	8.50	19.994	8.094	0.505	0.625	3.082	0.102	18.476	0.294	6.6
SE574630-113940	1985-01-03	9.50	20.005	8.086	0.508	0.627	3.114	0.104	18.450	0.299	6.6
SE574630-113940	1985-01-03	22.50	21.244	7.904	0.610	0.701	5.084	0.276	15.588	0.818	6.6
SE574630-113940	1985-01-03	23.00	21.244	7.904	0.610	0.701	5.084	0.276	15.588	0.818	6.6
SE574630-113940	1985-01-04	0.00	18.273	8.538	0.483	0.599	5.584	0.242	20.663	0.321	6.7
SE574630-113940	1985-01-04	0.25	18.273	8.538	0.483	0.599	5.584	0.242	20.663	0.321	6.7
SE574630-113940	1985-01-04	0.75	18.272	8.535	0.483	0.603	5.585	0.242	20.731	0.326	6.7
SE574630-113940	1985-01-04	1.25	18.281	8.532	0.483	0.603	5.574	0.242	20.718	0.326	6.7
SE574630-113940	1985-01-04	1.75	18.288	8.530	0.484	0.604	5.565	0.241	20.706	0.327	6.7
SE574630-113940	1985-01-04	2.25	18.295	8.528	0.484	0.604	5.557	0.241	20.696	0.327	6.7
SE574630-113940	1985-01-04	2.75	18.302	8.525	0.484	0.604	5.549	0.240	20.685	0.327	6.7
SE574630-113940	1985-01-04	3.25	18.310	8.523	0.484	0.604	5.540	0.240	20.673	0.328	6.7
SE574630-113940	1985-01-04	3.75	18.319	8.520	0.484	0.604	5.531	0.239	20.659	0.328	6.7
SE574630-113940	1985-01-04	4.50	18.337	8.515	0.485	0.605	5.512	0.238	20.630	0.329	6.7
SE574630-113940	1985-01-04	5.50	18.394	8.500	0.486	0.606	5.461	0.236	20.538	0.334	6.7
SE574630-113940	1985-01-04	6.50	18.639	8.439	0.495	0.613	5.288	0.229	20.113	0.363	6.7
