EUCD	YYYY-MM-DD	Djup(m)	Salt (psu o/oo)	O2 (ml/l)	PO4 (µmol/l)	TotP (µmol/l)	NO3 (µmol/l)	NH4 (µmol/l)	TotN (µmol/l)	Chla (ug/l)	Siktdjup (m)
SE554040-125750	1985-01-01	0.00	6.000	8.078	0.501	0.619	3.009	0.102	18.408	0.290	6.8
SE554040-125750	1985-01-01	0.25	6.000	8.078	0.501	0.619	3.009	0.102	18.408	0.290	6.8
SE554040-125750	1985-01-01	0.75	6.000	8.072	0.501	0.621	3.009	0.101	18.436	0.295	6.8
SE554040-125750	1985-01-01	1.25	6.000	8.069	0.501	0.621	3.008	0.101	18.435	0.295	6.8
SE554040-125750	1985-01-01	1.75	6.000	8.067	0.501	0.621	3.008	0.101	18.435	0.295	6.8
SE554040-125750	1985-01-01	2.25	6.000	8.065	0.501	0.621	3.008	0.101	18.435	0.295	6.8
SE554040-125750	1985-01-01	2.75	6.000	8.064	0.501	0.621	3.008	0.101	18.435	0.295	6.8
SE554040-125750	1985-01-01	3.25	6.000	8.063	0.501	0.621	3.009	0.101	18.435	0.295	6.8
SE554040-125750	1985-01-01	3.75	6.000	8.062	0.501	0.621	3.009	0.101	18.436	0.295	6.8
SE554040-125750	1985-01-01	4.50	6.000	8.061	0.501	0.621	3.009	0.101	18.436	0.295	6.8
SE554040-125750	1985-01-01	5.50	6.000	8.059	0.501	0.621	3.008	0.101	18.435	0.295	6.8
SE554040-125750	1985-01-01	6.50	6.000	8.058	0.501	0.621	3.008	0.101	18.435	0.295	6.8
SE554040-125750	1985-01-01	7.50	6.000	8.057	0.501	0.621	3.009	0.101	18.436	0.295	6.8
SE554040-125750	1985-01-01	8.50	6.000	8.057	0.501	0.621	3.009	0.101	18.436	0.295	6.8
SE554040-125750	1985-01-01	9.50	6.000	8.056	0.501	0.621	3.009	0.101	18.436	0.295	6.8
SE554040-125750	1985-01-01	17.50	6.000	8.036	0.503	0.623	3.031	0.101	18.452	0.295	6.8
SE554040-125750	1985-01-01	18.00	6.000	8.036	0.503	0.623	3.031	0.101	18.452	0.295	6.8
SE554040-125750	1985-01-02	0.00	6.000	8.235	0.502	0.620	3.029	0.103	18.420	0.292	6.9
SE554040-125750	1985-01-02	0.25	6.000	8.235	0.502	0.620	3.029	0.103	18.420	0.292	6.9
