EUCD	YYYY-MM-DD	Djup(m)	Salt (psu o/oo)	O2 (ml/l)	PO4 (µmol/l)	TotP (µmol/l)	NO3 (µmol/l)	NH4 (µmol/l)	TotN (µmol/l)	Chla (ug/l)	Siktdjup (m)
SE574160-163610	1985-01-01	0.00	6.000	8.004	0.501	0.618	3.017	0.110	18.405	0.286	6.9
SE574160-163610	1985-01-01	0.25	6.000	8.004	0.501	0.618	3.017	0.110	18.405	0.286	6.9
SE574160-163610	1985-01-01	0.75	6.000	8.003	0.501	0.619	3.016	0.109	18.427	0.291	6.9
SE574160-163610	1985-01-01	1.25	6.000	8.003	0.501	0.620	3.015	0.108	18.426	0.291	6.9
SE574160-163610	1985-01-01	1.75	6.000	8.002	0.501	0.620	3.014	0.107	18.427	0.292	6.9
SE574160-163610	1985-01-01	2.25	6.000	8.001	0.501	0.620	3.012	0.105	18.428	0.292	6.9
SE574160-163610	1985-01-01	2.75	6.000	8.000	0.501	0.620	3.010	0.103	18.430	0.294	6.9
SE574160-163610	1985-01-01	3.25	6.000	7.998	0.501	0.621	3.007	0.100	18.436	0.296	6.9
SE574160-163610	1985-01-01	3.75	6.000	7.998	0.501	0.621	3.007	0.100	18.439	0.296	6.9
SE574160-163610	1985-01-01	4.50	6.000	7.998	0.501	0.621	3.006	0.100	18.438	0.296	6.9
SE574160-163610	1985-01-01	5.50	6.000	7.998	0.501	0.621	3.006	0.100	18.439	0.296	6.9
SE574160-163610	1985-01-01	6.50	6.000	7.998	0.501	0.621	3.007	0.100	18.440	0.296	6.9
SE574160-163610	1985-01-01	7.50	6.000	7.997	0.501	0.621	3.008	0.100	18.440	0.296	6.9
SE574160-163610	1985-01-01	8.50	6.000	7.996	0.501	0.622	3.011	0.100	18.444	0.296	6.9
SE574160-163610	1985-01-01	9.50	6.000	7.993	0.502	0.623	3.019	0.100	18.452	0.296	6.9
SE574160-163610	1985-01-01	47.50	6.000	7.982	0.505	0.625	3.053	0.100	18.469	0.296	6.9
SE574160-163610	1985-01-01	48.00	6.000	7.982	0.505	0.625	3.053	0.100	18.469	0.296	6.9
SE574160-163610	1985-01-02	0.00	6.000	8.039	0.503	0.620	3.040	0.109	18.429	0.287	6.9
SE574160-163610	1985-01-02	0.25	6.000	8.039	0.503	0.620	3.040	0.109	18.429	0.287	6.9
SE574160-163610	1985-01-02	0.75	6.000	8.036	0.503	0.622	3.039	0.109	18.452	0.292	6.9
SE574160-163610	1985-01-02	1.25	6.000	8.034	0.503	0.622	3.039	0.109	18.452	0.292	6.9
SE574160-163610	1985-01-02	1.75	6.000	8.033	0.503	0.622	3.039	0.109	18.452	0.292	6.9
SE574160-163610	1985-01-02	2.25	6.000	8.032	0.503	0.622	3.039	0.109	18.452	0.292	6.9
SE574160-163610	1985-01-02	2.75	6.000	8.031	0.503	0.622	3.039	0.109	18.452	0.292	6.9
SE574160-163610	1985-01-02	3.25	6.000	8.031	0.503	0.622	3.039	0.109	18.452	0.292	6.9
SE574160-163610	1985-01-02	3.75	6.000	8.030	0.503	0.622	3.039	0.109	18.452	0.292	6.9
SE574160-163610	1985-01-02	4.50	6.000	8.029	0.503	0.622	3.038	0.108	18.451	0.292	6.9
SE574160-163610	1985-01-02	5.50	6.000	8.028	0.503	0.622	3.039	0.108	18.452	0.292	6.9
SE574160-163610	1985-01-02	6.50	6.000	8.027	0.503	0.622	3.039	0.108	18.452	0.292	6.9
SE574160-163610	1985-01-02	7.50	6.000	8.027	0.503	0.622	3.038	0.108	18.452	0.292	6.9
SE574160-163610	1985-01-02	8.50	6.000	8.026	0.503	0.622	3.038	0.108	18.452	0.292	6.9
SE574160-163610	1985-01-02	9.50	6.000	8.024	0.503	0.622	3.041	0.108	18.455	0.292	6.9
SE574160-163610	1985-01-02	47.50	6.000	7.949	0.513	0.632	3.148	0.100	18.552	0.285	6.9
SE574160-163610	1985-01-02	48.00	6.000	7.949	0.513	0.632	3.148	0.100	18.552	0.285	6.9
SE574160-163610	1985-01-03	0.00	5.984	8.294	0.504	0.622	3.122	0.119	18.581	0.279	6.8
SE574160-163610	1985-01-03	0.25	5.984	8.294	0.504	0.622	3.122	0.119	18.581	0.279	6.8
SE574160-163610	1985-01-03	0.75	5.984	8.288	0.504	0.624	3.122	0.119	18.608	0.284	6.8
SE574160-163610	1985-01-03	1.25	5.985	8.285	0.504	0.624	3.121	0.119	18.607	0.284	6.8
SE574160-163610	1985-01-03	1.75	5.985	8.283	0.504	0.624	3.121	0.119	18.606	0.284	6.8
SE574160-163610	1985-01-03	2.25	5.985	8.281	0.504	0.624	3.121	0.119	18.605	0.284	6.8
SE574160-163610	1985-01-03	2.75	5.985	8.280	0.504	0.624	3.120	0.119	18.605	0.284	6.8
SE574160-163610	1985-01-03	3.25	5.985	8.279	0.504	0.624	3.120	0.119	18.604	0.284	6.8
SE574160-163610	1985-01-03	3.75	5.985	8.278	0.504	0.624	3.120	0.118	18.604	0.284	6.8
SE574160-163610	1985-01-03	4.50	5.985	8.277	0.504	0.624	3.119	0.118	18.602	0.284	6.8
SE574160-163610	1985-01-03	5.50	5.985	8.275	0.504	0.624	3.119	0.118	18.602	0.284	6.8
SE574160-163610	1985-01-03	6.50	5.985	8.274	0.504	0.624	3.119	0.118	18.602	0.284	6.8
SE574160-163610	1985-01-03	7.50	5.985	8.273	0.504	0.624	3.119	0.118	18.601	0.284	6.8
SE574160-163610	1985-01-03	8.50	5.985	8.272	0.504	0.624	3.119	0.118	18.601	0.284	6.8
SE574160-163610	1985-01-03	9.50	5.985	8.270	0.505	0.624	3.121	0.118	18.603	0.284	6.8
SE574160-163610	1985-01-03	47.50	6.003	8.005	0.518	0.637	3.214	0.104	18.599	0.280	6.8
SE574160-163610	1985-01-03	48.00	6.003	8.005	0.518	0.637	3.214	0.104	18.599	0.280	6.8
SE574160-163610	1985-01-04	0.00	5.974	8.729	0.506	0.624	3.189	0.128	18.692	0.272	6.8
SE574160-163610	1985-01-04	0.25	5.974	8.729	0.506	0.624	3.189	0.128	18.692	0.272	6.8
