EUCD	YYYY-MM-DD	Djup(m)	Salt (psu o/oo)	O2 (ml/l)	PO4 (µmol/l)	TotP (µmol/l)	NO3 (µmol/l)	NH4 (µmol/l)	TotN (µmol/l)	Chla (ug/l)	Siktdjup (m)
SE575170-183550	1985-01-01	0.00	6.000	8.004	0.500	0.619	3.008	0.104	18.403	0.289	6.8
SE575170-183550	1985-01-01	0.25	6.000	8.004	0.500	0.619	3.008	0.104	18.403	0.289	6.8
SE575170-183550	1985-01-01	0.75	6.000	8.003	0.500	0.620	3.007	0.103	18.429	0.294	6.8
SE575170-183550	1985-01-01	1.25	6.000	8.003	0.500	0.620	3.007	0.103	18.429	0.294	6.8
SE575170-183550	1985-01-01	1.75	6.000	8.002	0.500	0.620	3.006	0.103	18.429	0.294	6.8
SE575170-183550	1985-01-01	2.25	6.000	8.002	0.500	0.620	3.006	0.103	18.429	0.294	6.8
SE575170-183550	1985-01-01	2.75	6.000	8.002	0.500	0.620	3.006	0.103	18.429	0.294	6.8
SE575170-183550	1985-01-01	3.25	6.000	8.002	0.500	0.620	3.006	0.102	18.429	0.294	6.8
SE575170-183550	1985-01-01	3.75	6.000	8.001	0.500	0.620	3.006	0.102	18.430	0.294	6.8
SE575170-183550	1985-01-01	4.50	6.000	8.001	0.500	0.620	3.005	0.102	18.430	0.294	6.8
SE575170-183550	1985-01-01	5.50	6.000	8.001	0.500	0.621	3.005	0.102	18.431	0.295	6.8
SE575170-183550	1985-01-01	6.50	6.000	8.000	0.500	0.621	3.005	0.101	18.432	0.295	6.8
SE575170-183550	1985-01-01	7.50	6.000	7.999	0.500	0.621	3.004	0.100	18.434	0.296	6.8
SE575170-183550	1985-01-01	8.50	6.000	7.999	0.500	0.621	3.004	0.100	18.436	0.296	6.8
SE575170-183550	1985-01-01	9.50	6.000	7.999	0.500	0.621	3.004	0.100	18.437	0.296	6.8
SE575170-183550	1985-01-01	53.50	6.000	7.979	0.505	0.625	3.061	0.100	18.480	0.296	6.8
SE575170-183550	1985-01-01	54.00	6.000	7.979	0.505	0.625	3.061	0.100	18.480	0.296	6.8
SE575170-183550	1985-01-02	0.00	6.000	8.034	0.501	0.619	3.016	0.104	18.407	0.285	6.9
SE575170-183550	1985-01-02	0.25	6.000	8.034	0.501	0.619	3.016	0.104	18.407	0.285	6.9
SE575170-183550	1985-01-02	0.75	6.000	8.032	0.501	0.620	3.015	0.104	18.433	0.290	6.9
SE575170-183550	1985-01-02	1.25	6.000	8.031	0.501	0.620	3.015	0.104	18.433	0.290	6.9
SE575170-183550	1985-01-02	1.75	6.000	8.030	0.501	0.620	3.015	0.104	18.433	0.290	6.9
