EUCD	YYYY-MM-DD	Djup(m)	Salt (psu o/oo)	O2 (ml/l)	PO4 (µmol/l)	TotP (µmol/l)	NO3 (µmol/l)	NH4 (µmol/l)	TotN (µmol/l)	Chla (ug/l)	Siktdjup (m)
SE582600-165680	1985-01-01	0.00	6.000	8.004	0.500	0.619	3.008	0.103	18.404	0.289	6.8
SE582600-165680	1985-01-01	0.25	6.000	8.004	0.500	0.619	3.008	0.103	18.404	0.289	6.8
SE582600-165680	1985-01-01	0.75	6.000	8.003	0.500	0.621	3.008	0.102	18.431	0.294	6.8
SE582600-165680	1985-01-01	1.25	6.000	8.003	0.500	0.621	3.008	0.102	18.431	0.294	6.8
SE582600-165680	1985-01-01	1.75	6.000	8.002	0.500	0.621	3.008	0.102	18.431	0.294	6.8
SE582600-165680	1985-01-01	2.25	6.000	8.002	0.500	0.621	3.007	0.102	18.431	0.294	6.8
SE582600-165680	1985-01-01	2.75	6.000	8.002	0.500	0.621	3.007	0.102	18.431	0.294	6.8
SE582600-165680	1985-01-01	3.25	6.000	8.002	0.500	0.621	3.007	0.102	18.431	0.294	6.8
SE582600-165680	1985-01-01	3.75	6.000	8.002	0.500	0.621	3.007	0.102	18.432	0.294	6.8
SE582600-165680	1985-01-01	4.50	6.000	8.001	0.500	0.621	3.007	0.102	18.431	0.295	6.8
SE582600-165680	1985-01-01	5.50	6.000	8.001	0.500	0.621	3.007	0.101	18.432	0.295	6.8
SE582600-165680	1985-01-01	6.50	6.000	8.001	0.500	0.621	3.007	0.101	18.433	0.295	6.8
SE582600-165680	1985-01-01	7.50	6.000	8.000	0.500	0.621	3.007	0.101	18.433	0.295	6.8
SE582600-165680	1985-01-01	8.50	6.000	8.000	0.501	0.621	3.007	0.101	18.434	0.295	6.8
SE582600-165680	1985-01-01	9.50	6.000	7.999	0.501	0.621	3.007	0.101	18.436	0.296	6.8
SE582600-165680	1985-01-01	34.50	6.000	7.975	0.507	0.627	3.072	0.100	18.493	0.296	6.8
SE582600-165680	1985-01-01	35.00	6.000	7.975	0.507	0.627	3.072	0.100	18.493	0.296	6.8
SE582600-165680	1985-01-02	0.00	6.000	8.079	0.502	0.620	3.031	0.104	18.419	0.284	6.9
SE582600-165680	1985-01-02	0.25	6.000	8.079	0.502	0.620	3.031	0.104	18.419	0.284	6.9
SE582600-165680	1985-01-02	0.75	6.000	8.076	0.502	0.622	3.031	0.104	18.444	0.289	6.9
SE582600-165680	1985-01-02	1.25	6.000	8.074	0.502	0.622	3.031	0.104	18.444	0.289	6.9
SE582600-165680	1985-01-02	1.75	6.000	8.073	0.502	0.622	3.031	0.104	18.444	0.289	6.9
SE582600-165680	1985-01-02	2.25	6.000	8.072	0.502	0.622	3.031	0.104	18.444	0.289	6.9
SE582600-165680	1985-01-02	2.75	6.000	8.071	0.502	0.622	3.031	0.104	18.443	0.289	6.9
SE582600-165680	1985-01-02	3.25	6.000	8.070	0.502	0.622	3.031	0.104	18.443	0.289	6.9
SE582600-165680	1985-01-02	3.75	6.000	8.069	0.502	0.622	3.031	0.104	18.444	0.289	6.9
SE582600-165680	1985-01-02	4.50	6.000	8.068	0.502	0.622	3.031	0.104	18.444	0.289	6.9
SE582600-165680	1985-01-02	5.50	6.000	8.067	0.502	0.622	3.031	0.104	18.444	0.289	6.9
SE582600-165680	1985-01-02	6.50	6.000	8.066	0.502	0.622	3.031	0.104	18.444	0.289	6.9
SE582600-165680	1985-01-02	7.50	6.000	8.066	0.502	0.622	3.031	0.104	18.444	0.289	6.9
SE582600-165680	1985-01-02	8.50	6.000	8.065	0.502	0.622	3.031	0.104	18.444	0.289	6.9
SE582600-165680	1985-01-02	9.50	6.000	8.064	0.502	0.622	3.031	0.104	18.444	0.289	6.9
SE582600-165680	1985-01-02	34.50	6.000	7.933	0.518	0.637	3.195	0.100	18.613	0.285	6.9
SE582600-165680	1985-01-02	35.00	6.000	7.933	0.518	0.637	3.195	0.100	18.613	0.285	6.9
SE582600-165680	1985-01-03	0.00	5.998	8.377	0.504	0.621	3.060	0.108	18.428	0.277	6.9
SE582600-165680	1985-01-03	0.25	5.998	8.377	0.504	0.621	3.060	0.108	18.428	0.277	6.9
SE582600-165680	1985-01-03	0.75	5.998	8.371	0.504	0.622	3.060	0.108	18.450	0.281	6.9
SE582600-165680	1985-01-03	1.25	5.998	8.368	0.504	0.622	3.060	0.108	18.450	0.281	6.9
SE582600-165680	1985-01-03	1.75	5.998	8.366	0.504	0.622	3.060	0.108	18.450	0.281	6.9
SE582600-165680	1985-01-03	2.25	5.999	8.365	0.504	0.622	3.059	0.108	18.450	0.281	6.9
SE582600-165680	1985-01-03	2.75	5.999	8.363	0.504	0.622	3.059	0.108	18.450	0.281	6.9
SE582600-165680	1985-01-03	3.25	5.999	8.362	0.504	0.622	3.059	0.108	18.450	0.281	6.9
SE582600-165680	1985-01-03	3.75	5.999	8.361	0.504	0.622	3.060	0.108	18.450	0.281	6.9
SE582600-165680	1985-01-03	4.50	5.999	8.360	0.504	0.622	3.059	0.108	18.450	0.281	6.9
SE582600-165680	1985-01-03	5.50	5.999	8.358	0.504	0.622	3.059	0.108	18.450	0.281	6.9
SE582600-165680	1985-01-03	6.50	5.999	8.357	0.504	0.622	3.059	0.107	18.450	0.281	6.9
SE582600-165680	1985-01-03	7.50	5.999	8.356	0.504	0.622	3.060	0.107	18.450	0.281	6.9
SE582600-165680	1985-01-03	8.50	5.999	8.355	0.504	0.622	3.060	0.107	18.450	0.281	6.9
SE582600-165680	1985-01-03	9.50	5.999	8.354	0.504	0.622	3.060	0.107	18.450	0.281	6.9
SE582600-165680	1985-01-03	34.50	6.123	8.274	0.503	0.613	3.201	0.133	18.187	0.460	6.9
SE582600-165680	1985-01-03	35.00	6.123	8.274	0.503	0.613	3.201	0.133	18.187	0.460	6.9
SE582600-165680	1985-01-04	0.00	6.004	8.936	0.506	0.621	3.092	0.112	18.433	0.275	6.9
