EUCD	YYYY-MM-DD	Djup(m)	Salt (psu o/oo)	O2 (ml/l)	PO4 (µmol/l)	TotP (µmol/l)	NO3 (µmol/l)	NH4 (µmol/l)	TotN (µmol/l)	Chla (ug/l)	Siktdjup (m)
SE581570-113040	1985-01-01	0.00	20.000	8.032	0.501	0.619	3.009	0.101	18.406	0.290	6.8
SE581570-113040	1985-01-01	0.25	20.000	8.032	0.501	0.619	3.009	0.101	18.406	0.290	6.8
SE581570-113040	1985-01-01	0.75	20.000	8.030	0.501	0.621	3.008	0.101	18.434	0.295	6.8
SE581570-113040	1985-01-01	1.25	20.000	8.029	0.501	0.621	3.008	0.101	18.433	0.295	6.8
SE581570-113040	1985-01-01	1.75	20.000	8.028	0.501	0.621	3.008	0.101	18.433	0.295	6.8
SE581570-113040	1985-01-01	2.25	20.000	8.027	0.501	0.621	3.008	0.101	18.433	0.295	6.8
SE581570-113040	1985-01-01	2.75	20.000	8.026	0.501	0.621	3.008	0.101	18.433	0.295	6.8
SE581570-113040	1985-01-01	3.25	20.000	8.026	0.501	0.621	3.008	0.101	18.433	0.295	6.8
SE581570-113040	1985-01-01	3.75	20.000	8.025	0.501	0.621	3.008	0.101	18.434	0.295	6.8
SE581570-113040	1985-01-01	4.50	20.000	8.024	0.501	0.621	3.008	0.101	18.433	0.295	6.8
SE581570-113040	1985-01-01	5.50	20.000	8.024	0.501	0.621	3.008	0.101	18.434	0.295	6.8
SE581570-113040	1985-01-01	6.50	20.000	8.023	0.501	0.621	3.008	0.101	18.434	0.295	6.8
SE581570-113040	1985-01-01	7.50	20.000	8.022	0.501	0.621	3.008	0.101	18.434	0.295	6.8
SE581570-113040	1985-01-01	8.50	20.000	8.022	0.501	0.621	3.008	0.101	18.434	0.295	6.8
SE581570-113040	1985-01-01	9.50	20.000	8.021	0.501	0.621	3.009	0.101	18.435	0.295	6.8
SE581570-113040	1985-01-01	25.50	20.000	7.976	0.506	0.626	3.069	0.100	18.488	0.296	6.8
SE581570-113040	1985-01-01	26.00	20.000	7.976	0.506	0.626	3.069	0.100	18.488	0.296	6.8
SE581570-113040	1985-01-02	0.00	20.000	8.058	0.503	0.620	3.030	0.101	18.415	0.289	6.9
SE581570-113040	1985-01-02	0.25	20.000	8.058	0.503	0.620	3.030	0.101	18.415	0.289	6.9
SE581570-113040	1985-01-02	0.75	20.000	8.057	0.502	0.622	3.030	0.101	18.440	0.293	6.9
