EUCD	YYYY-MM-DD	Djup(m)	Salt (psu o/oo)	O2 (ml/l)	PO4 (µmol/l)	TotP (µmol/l)	NO3 (µmol/l)	NH4 (µmol/l)	TotN (µmol/l)	Chla (ug/l)	Siktdjup (m)
SE585750-105940	1985-01-01	0.00	20.000	8.043	0.500	0.619	3.003	0.100	18.402	0.290	6.8
SE585750-105940	1985-01-01	0.25	20.000	8.043	0.500	0.619	3.003	0.100	18.402	0.290	6.8
SE585750-105940	1985-01-01	0.75	20.000	8.039	0.500	0.621	3.003	0.100	18.431	0.295	6.8
SE585750-105940	1985-01-01	1.25	20.000	8.038	0.500	0.621	3.004	0.100	18.431	0.295	6.8
SE585750-105940	1985-01-01	1.75	20.000	8.037	0.500	0.621	3.003	0.100	18.431	0.295	6.8
SE585750-105940	1985-01-01	2.25	20.000	8.036	0.500	0.621	3.003	0.100	18.431	0.295	6.8
SE585750-105940	1985-01-01	2.75	20.000	8.035	0.500	0.621	3.003	0.100	18.431	0.295	6.8
SE585750-105940	1985-01-01	3.25	20.000	8.034	0.500	0.621	3.003	0.100	18.431	0.295	6.8
SE585750-105940	1985-01-01	3.75	20.000	8.034	0.500	0.621	3.003	0.100	18.431	0.295	6.8
SE585750-105940	1985-01-01	4.50	20.000	8.033	0.500	0.621	3.003	0.100	18.431	0.295	6.8
SE585750-105940	1985-01-01	5.50	20.000	8.032	0.500	0.621	3.003	0.100	18.431	0.295	6.8
SE585750-105940	1985-01-01	6.50	20.000	8.031	0.500	0.621	3.002	0.100	18.431	0.295	6.8
SE585750-105940	1985-01-01	7.50	20.000	8.031	0.500	0.621	3.002	0.100	18.431	0.295	6.8
SE585750-105940	1985-01-01	8.50	20.000	8.030	0.500	0.621	3.002	0.100	18.431	0.295	6.8
SE585750-105940	1985-01-01	9.50	20.000	8.029	0.500	0.621	3.002	0.100	18.431	0.295	6.8
SE585750-105940	1985-01-01	234.50	20.000	7.991	0.502	0.623	3.027	0.100	18.458	0.297	6.8
SE585750-105940	1985-01-01	236.00	20.000	7.991	0.502	0.623	3.027	0.100	18.458	0.297	6.8
SE585750-105940	1985-01-02	0.00	20.000	8.043	0.501	0.619	3.009	0.100	18.404	0.282	6.8
SE585750-105940	1985-01-02	0.25	20.000	8.043	0.501	0.619	3.009	0.100	18.404	0.282	6.8
SE585750-105940	1985-01-02	0.75	20.000	8.041	0.501	0.621	3.009	0.100	18.433	0.287	6.8
SE585750-105940	1985-01-02	1.25	20.000	8.040	0.501	0.621	3.009	0.100	18.433	0.287	6.8
SE585750-105940	1985-01-02	1.75	20.000	8.039	0.501	0.621	3.009	0.100	18.433	0.287	6.8
SE585750-105940	1985-01-02	2.25	20.000	8.039	0.501	0.621	3.009	0.100	18.433	0.287	6.8
SE585750-105940	1985-01-02	2.75	20.000	8.038	0.501	0.621	3.009	0.100	18.433	0.287	6.8
SE585750-105940	1985-01-02	3.25	20.000	8.038	0.501	0.621	3.008	0.100	18.433	0.287	6.8
SE585750-105940	1985-01-02	3.75	20.000	8.038	0.501	0.621	3.008	0.100	18.433	0.287	6.8
SE585750-105940	1985-01-02	4.50	20.000	8.037	0.501	0.621	3.008	0.100	18.433	0.287	6.8
SE585750-105940	1985-01-02	5.50	20.000	8.037	0.501	0.621	3.008	0.100	18.433	0.287	6.8
SE585750-105940	1985-01-02	6.50	20.000	8.037	0.501	0.621	3.008	0.100	18.433	0.287	6.8
SE585750-105940	1985-01-02	7.50	20.000	8.036	0.501	0.621	3.008	0.100	18.433	0.287	6.8
SE585750-105940	1985-01-02	8.50	20.000	8.036	0.501	0.621	3.008	0.100	18.433	0.287	6.8
SE585750-105940	1985-01-02	9.50	20.000	8.036	0.501	0.621	3.008	0.100	18.433	0.287	6.8
SE585750-105940	1985-01-02	234.50	20.000	7.965	0.509	0.629	3.101	0.100	18.516	0.285	6.8
SE585750-105940	1985-01-02	236.00	20.000	7.965	0.509	0.629	3.101	0.100	18.516	0.285	6.8
SE585750-105940	1985-01-03	0.00	22.569	8.021	0.530	0.622	4.541	0.240	16.412	0.350	8.4
SE585750-105940	1985-01-03	0.25	22.569	8.021	0.530	0.622	4.541	0.240	16.412	0.350	8.4
SE585750-105940	1985-01-03	0.75	22.577	8.015	0.530	0.624	4.546	0.240	16.428	0.356	8.4
SE585750-105940	1985-01-03	1.25	22.883	8.006	0.534	0.624	4.754	0.261	16.182	0.370	8.4
SE585750-105940	1985-01-03	1.75	23.297	7.997	0.539	0.626	5.036	0.290	15.849	0.390	8.4
SE585750-105940	1985-01-03	2.25	23.485	7.988	0.541	0.626	5.154	0.302	15.700	0.399	8.4
SE585750-105940	1985-01-03	2.75	23.655	7.968	0.542	0.626	5.223	0.306	15.579	0.400	8.4
SE585750-105940	1985-01-03	3.25	23.900	7.964	0.546	0.627	5.387	0.322	15.384	0.412	8.4
SE585750-105940	1985-01-03	3.75	24.135	7.944	0.548	0.627	5.501	0.331	15.216	0.416	8.4
SE585750-105940	1985-01-03	4.50	24.630	7.923	0.553	0.628	5.779	0.356	14.851	0.432	8.4
SE585750-105940	1985-01-03	5.50	25.042	7.896	0.556	0.627	5.972	0.372	14.579	0.446	8.4
SE585750-105940	1985-01-03	6.50	25.433	7.843	0.555	0.625	6.038	0.369	14.365	0.449	8.4
SE585750-105940	1985-01-03	7.50	25.819	7.784	0.554	0.621	6.071	0.357	14.159	0.452	8.4
SE585750-105940	1985-01-03	8.50	26.205	7.717	0.551	0.616	6.072	0.337	13.942	0.451	8.4
SE585750-105940	1985-01-03	9.50	26.570	7.657	0.548	0.611	6.090	0.316	13.714	0.451	8.4
SE585750-105940	1985-01-03	234.50	34.512	5.888	0.842	0.875	9.417	0.191	10.300	0.019	8.4
SE585750-105940	1985-01-03	236.00	34.512	5.888	0.842	0.875	9.417	0.191	10.300	0.019	8.4
SE585750-105940	1985-01-04	0.00	25.386	8.049	0.523	0.611	5.890	0.387	14.192	0.511	***
SE585750-105940	1985-01-04	0.25	25.386	8.049	0.523	0.611	5.890	0.387	14.192	0.511	***
SE585750-105940	1985-01-04	0.75	25.387	8.046	0.523	0.613	5.891	0.387	14.214	0.519	***
SE585750-105940	1985-01-04	1.25	25.396	8.044	0.523	0.613	5.896	0.388	14.208	0.519	***
SE585750-105940	1985-01-04	1.75	25.404	8.042	0.523	0.613	5.900	0.388	14.203	0.520	***
SE585750-105940	1985-01-04	2.25	25.411	8.041	0.523	0.613	5.903	0.389	14.198	0.520	***
SE585750-105940	1985-01-04	2.75	25.419	8.040	0.523	0.613	5.906	0.389	14.194	0.520	***
SE585750-105940	1985-01-04	3.25	25.427	8.038	0.523	0.612	5.909	0.390	14.188	0.520	***
SE585750-105940	1985-01-04	3.75	25.437	8.036	0.523	0.612	5.912	0.390	14.183	0.521	***
SE585750-105940	1985-01-04	4.50	25.454	8.032	0.522	0.612	5.917	0.390	14.173	0.521	***
SE585750-105940	1985-01-04	5.50	25.488	8.025	0.522	0.612	5.923	0.390	14.155	0.522	***
SE585750-105940	1985-01-04	6.50	25.554	8.010	0.521	0.611	5.931	0.390	14.119	0.523	***
SE585750-105940	1985-01-04	7.50	25.707	7.977	0.519	0.608	5.943	0.386	14.033	0.525	***
SE585750-105940	1985-01-04	8.50	25.995	7.915	0.515	0.604	5.963	0.377	13.868	0.528	***
SE585750-105940	1985-01-04	9.50	26.275	7.852	0.512	0.599	5.973	0.365	13.702	0.526	***
SE585750-105940	1985-01-04	234.50	34.938	5.697	1.022	1.091	10.271	0.251	10.729	0.003	***
SE585750-105940	1985-01-04	236.00	34.938	5.697	1.022	1.091	10.271	0.251	10.729	0.003	***
SE585750-105940	1985-01-05	0.00	25.510	8.122	0.490	0.599	5.673	0.382	13.979	0.575	***
SE585750-105940	1985-01-05	0.25	25.510	8.122	0.490	0.599	5.673	0.382	13.979	0.575	***
SE585750-105940	1985-01-05	0.75	25.510	8.118	0.490	0.600	5.673	0.382	14.001	0.584	***
SE585750-105940	1985-01-05	1.25	25.518	8.116	0.490	0.600	5.675	0.382	13.998	0.584	***
SE585750-105940	1985-01-05	1.75	25.525	8.114	0.490	0.600	5.676	0.383	13.995	0.584	***
SE585750-105940	1985-01-05	2.25	25.532	8.112	0.489	0.599	5.677	0.384	13.992	0.584	***
SE585750-105940	1985-01-05	2.75	25.539	8.111	0.489	0.599	5.678	0.384	13.989	0.584	***
SE585750-105940	1985-01-05	3.25	25.546	8.109	0.489	0.599	5.679	0.385	13.986	0.583	***
SE585750-105940	1985-01-05	3.75	25.554	8.107	0.488	0.599	5.680	0.385	13.983	0.583	***
SE585750-105940	1985-01-05	4.50	25.567	8.103	0.488	0.599	5.682	0.386	13.977	0.583	***
SE585750-105940	1985-01-05	5.50	25.597	8.095	0.487	0.598	5.685	0.387	13.963	0.583	***
SE585750-105940	1985-01-05	6.50	25.668	8.075	0.485	0.597	5.688	0.388	13.929	0.583	***
SE585750-105940	1985-01-05	7.50	25.830	8.030	0.481	0.593	5.680	0.384	13.854	0.580	***
SE585750-105940	1985-01-05	8.50	26.014	7.984	0.476	0.588	5.670	0.379	13.754	0.577	***
SE585750-105940	1985-01-05	9.50	26.263	7.927	0.471	0.583	5.666	0.370	13.599	0.574	***
SE585750-105940	1985-01-05	234.50	34.990	5.663	1.046	1.147	10.403	0.255	10.806	0.001	***
SE585750-105940	1985-01-05	236.00	34.990	5.663	1.046	1.147	10.403	0.255	10.806	0.001	***
SE585750-105940	1985-01-06	0.00	24.599	8.174	0.500	0.609	5.453	0.341	14.195	0.643	***
SE585750-105940	1985-01-06	0.25	24.599	8.174	0.500	0.609	5.453	0.341	14.195	0.643	***
SE585750-105940	1985-01-06	0.75	24.591	8.173	0.500	0.611	5.453	0.340	14.215	0.655	***
SE585750-105940	1985-01-06	1.25	24.760	8.160	0.488	0.605	5.429	0.355	14.174	0.653	***
SE585750-105940	1985-01-06	1.75	24.886	8.150	0.478	0.601	5.409	0.365	14.149	0.652	***
SE585750-105940	1985-01-06	2.25	24.987	8.142	0.471	0.598	5.384	0.373	14.141	0.647	***
SE585750-105940	1985-01-06	2.75	25.077	8.134	0.465	0.595	5.371	0.380	14.120	0.645	***
SE585750-105940	1985-01-06	3.25	25.147	8.132	0.458	0.592	5.348	0.387	14.121	0.641	***
SE585750-105940	1985-01-06	3.75	25.208	8.129	0.452	0.589	5.330	0.394	14.118	0.639	***
SE585750-105940	1985-01-06	4.50	25.291	8.122	0.446	0.587	5.317	0.401	14.097	0.636	***
SE585750-105940	1985-01-06	5.50	25.357	8.116	0.440	0.584	5.296	0.407	14.096	0.631	***
SE585750-105940	1985-01-06	6.50	25.444	8.096	0.436	0.581	5.282	0.409	14.064	0.626	***
SE585750-105940	1985-01-06	7.50	25.600	8.047	0.433	0.577	5.266	0.399	13.977	0.617	***
SE585750-105940	1985-01-06	8.50	25.817	7.990	0.428	0.571	5.240	0.389	13.845	0.609	***
SE585750-105940	1985-01-06	9.50	26.095	7.923	0.422	0.564	5.217	0.377	13.679	0.595	***
SE585750-105940	1985-01-06	234.50	35.002	5.648	1.054	1.187	10.455	0.254	11.489	0.000	***
SE585750-105940	1985-01-06	236.00	35.002	5.648	1.054	1.187	10.455	0.254	11.489	0.000	***
SE585750-105940	1985-01-07	0.00	24.773	8.251	0.423	0.580	4.952	0.383	14.237	0.675	9.9
SE585750-105940	1985-01-07	0.25	24.773	8.251	0.423	0.580	4.952	0.383	14.237	0.675	9.9
SE585750-105940	1985-01-07	0.75	24.773	8.248	0.423	0.581	4.952	0.383	14.257	0.685	9.9
