EUCD	YYYY-MM-DD	Djup(m)	Salt (psu o/oo)	O2 (ml/l)	PO4 (µmol/l)	TotP (µmol/l)	NO3 (µmol/l)	NH4 (µmol/l)	TotN (µmol/l)	Chla (ug/l)	Siktdjup (m)
SE603190-174000	1985-01-01	0.00	4.000	8.010	0.501	0.619	3.035	0.104	18.421	0.287	6.9
SE603190-174000	1985-01-01	0.25	4.000	8.010	0.501	0.619	3.035	0.104	18.421	0.287	6.9
SE603190-174000	1985-01-01	0.75	4.000	8.009	0.501	0.621	3.034	0.104	18.446	0.292	6.9
SE603190-174000	1985-01-01	1.25	4.000	8.008	0.501	0.621	3.034	0.104	18.445	0.292	6.9
SE603190-174000	1985-01-01	1.75	4.000	8.008	0.501	0.621	3.034	0.104	18.445	0.292	6.9
SE603190-174000	1985-01-01	2.25	4.000	8.007	0.501	0.621	3.035	0.104	18.446	0.292	6.9
SE603190-174000	1985-01-01	2.75	4.000	8.007	0.501	0.621	3.035	0.104	18.446	0.292	6.9
SE603190-174000	1985-01-01	3.25	4.000	8.006	0.501	0.621	3.035	0.104	18.447	0.292	6.9
SE603190-174000	1985-01-01	3.75	4.000	8.005	0.502	0.621	3.038	0.104	18.449	0.292	6.9
SE603190-174000	1985-01-01	4.50	4.000	8.005	0.502	0.621	3.037	0.104	18.448	0.292	6.9
SE603190-174000	1985-01-01	5.50	4.000	8.003	0.502	0.621	3.040	0.103	18.451	0.292	6.9
SE603190-174000	1985-01-01	6.50	4.000	8.001	0.502	0.621	3.044	0.103	18.452	0.292	6.9
SE603190-174000	1985-01-01	7.00	4.000	8.001	0.502	0.621	3.044	0.103	18.452	0.292	6.9
SE603190-174000	1985-01-02	0.00	4.000	8.199	0.505	0.620	3.133	0.117	18.483	0.271	7.0
SE603190-174000	1985-01-02	0.25	4.000	8.199	0.505	0.620	3.133	0.117	18.483	0.271	7.0
SE603190-174000	1985-01-02	0.75	4.000	8.196	0.505	0.621	3.133	0.116	18.497	0.276	7.0
SE603190-174000	1985-01-02	1.25	4.000	8.194	0.505	0.621	3.132	0.116	18.497	0.276	7.0
SE603190-174000	1985-01-02	1.75	4.000	8.193	0.505	0.621	3.133	0.116	18.497	0.276	7.0
SE603190-174000	1985-01-02	2.25	4.000	8.192	0.505	0.621	3.133	0.116	18.498	0.276	7.0
SE603190-174000	1985-01-02	2.75	4.000	8.191	0.505	0.621	3.133	0.116	18.498	0.276	7.0
