EUCD	YYYY-MM-DD	Djup(m)	Salt (psu o/oo)	O2 (ml/l)	PO4 (µmol/l)	TotP (µmol/l)	NO3 (µmol/l)	NH4 (µmol/l)	TotN (µmol/l)	Chla (ug/l)	Siktdjup (m)
SE590000-183000	1985-01-01	0.00	4.000	8.005	0.500	0.618	3.006	0.103	18.400	0.289	6.8
SE590000-183000	1985-01-01	0.25	4.000	8.005	0.500	0.618	3.006	0.103	18.400	0.289	6.8
SE590000-183000	1985-01-01	0.75	4.000	8.004	0.500	0.620	3.006	0.103	18.426	0.294	6.8
SE590000-183000	1985-01-01	1.25	4.000	8.003	0.500	0.620	3.005	0.103	18.426	0.294	6.8
SE590000-183000	1985-01-01	1.75	4.000	8.003	0.500	0.620	3.005	0.102	18.426	0.294	6.8
SE590000-183000	1985-01-01	2.25	4.000	8.003	0.500	0.620	3.005	0.102	18.426	0.294	6.8
SE590000-183000	1985-01-01	2.75	4.000	8.003	0.500	0.620	3.005	0.102	18.427	0.294	6.8
SE590000-183000	1985-01-01	3.25	4.000	8.002	0.500	0.620	3.004	0.102	18.427	0.294	6.8
SE590000-183000	1985-01-01	3.75	4.000	8.002	0.500	0.620	3.004	0.102	18.427	0.294	6.8
SE590000-183000	1985-01-01	4.50	4.000	8.002	0.500	0.620	3.004	0.102	18.428	0.294	6.8
SE590000-183000	1985-01-01	5.50	4.000	8.001	0.500	0.620	3.003	0.101	18.429	0.295	6.8
SE590000-183000	1985-01-01	6.50	4.000	8.000	0.500	0.621	3.003	0.101	18.431	0.295	6.8
SE590000-183000	1985-01-01	7.50	4.000	8.000	0.500	0.621	3.002	0.100	18.434	0.296	6.8
SE590000-183000	1985-01-01	8.50	4.000	7.999	0.500	0.621	3.002	0.100	18.434	0.296	6.8
SE590000-183000	1985-01-01	9.50	4.000	7.999	0.500	0.621	3.002	0.100	18.435	0.296	6.8
SE590000-183000	1985-01-01	101.00	4.000	7.987	0.502	0.623	3.039	0.100	18.470	0.297	6.8
SE590000-183000	1985-01-01	102.00	4.000	7.987	0.502	0.623	3.039	0.100	18.470	0.297	6.8
SE590000-183000	1985-01-02	0.00	4.000	8.037	0.500	0.618	3.010	0.103	18.400	0.283	6.9
SE590000-183000	1985-01-02	0.25	4.000	8.037	0.500	0.618	3.010	0.103	18.400	0.283	6.9
SE590000-183000	1985-01-02	0.75	4.000	8.035	0.500	0.620	3.010	0.103	18.426	0.288	6.9
SE590000-183000	1985-01-02	1.25	4.000	8.033	0.500	0.620	3.010	0.103	18.426	0.288	6.9
SE590000-183000	1985-01-02	1.75	4.000	8.032	0.500	0.620	3.010	0.103	18.426	0.288	6.9
SE590000-183000	1985-01-02	2.25	4.000	8.032	0.500	0.620	3.010	0.103	18.426	0.288	6.9
SE590000-183000	1985-01-02	2.75	4.000	8.031	0.500	0.620	3.010	0.103	18.426	0.288	6.9
SE590000-183000	1985-01-02	3.25	4.000	8.030	0.500	0.620	3.010	0.103	18.426	0.288	6.9
SE590000-183000	1985-01-02	3.75	4.000	8.030	0.500	0.620	3.010	0.103	18.426	0.288	6.9
SE590000-183000	1985-01-02	4.50	4.000	8.029	0.500	0.620	3.009	0.103	18.426	0.288	6.9
SE590000-183000	1985-01-02	5.50	4.000	8.028	0.500	0.620	3.009	0.103	18.426	0.288	6.9
SE590000-183000	1985-01-02	6.50	4.000	8.027	0.500	0.620	3.009	0.102	18.427	0.288	6.9
SE590000-183000	1985-01-02	7.50	4.000	8.026	0.500	0.620	3.009	0.102	18.427	0.288	6.9
SE590000-183000	1985-01-02	8.50	4.000	8.026	0.500	0.620	3.009	0.102	18.427	0.288	6.9
SE590000-183000	1985-01-02	9.50	4.000	8.025	0.500	0.620	3.009	0.102	18.427	0.288	6.9
SE590000-183000	1985-01-02	101.00	4.000	7.955	0.506	0.626	3.130	0.100	18.544	0.285	6.9
SE590000-183000	1985-01-02	102.00	4.000	7.955	0.506	0.626	3.130	0.100	18.544	0.285	6.9
SE590000-183000	1985-01-03	0.00	4.000	8.154	0.501	0.618	3.022	0.103	18.408	0.270	6.9
SE590000-183000	1985-01-03	0.25	4.000	8.154	0.501	0.618	3.022	0.103	18.408	0.270	6.9
SE590000-183000	1985-01-03	0.75	4.000	8.147	0.501	0.620	3.022	0.103	18.436	0.275	6.9
SE590000-183000	1985-01-03	1.25	4.000	8.144	0.501	0.620	3.022	0.103	18.436	0.275	6.9
SE590000-183000	1985-01-03	1.75	4.000	8.142	0.501	0.620	3.022	0.103	18.436	0.275	6.9
SE590000-183000	1985-01-03	2.25	4.000	8.140	0.501	0.620	3.022	0.103	18.436	0.275	6.9
SE590000-183000	1985-01-03	2.75	4.000	8.138	0.501	0.620	3.022	0.103	18.435	0.275	6.9
SE590000-183000	1985-01-03	3.25	4.000	8.137	0.501	0.620	3.022	0.103	18.435	0.275	6.9
SE590000-183000	1985-01-03	3.75	4.000	8.136	0.501	0.620	3.022	0.103	18.436	0.275	6.9
