EUCD	YYYY-MM-DD	Djup(m)	Salt (psu o/oo)	O2 (ml/l)	PO4 (µmol/l)	TotP (µmol/l)	NO3 (µmol/l)	NH4 (µmol/l)	TotN (µmol/l)	Chla (ug/l)	Siktdjup (m)
SE654860-219880	1985-01-01	0.00	3.000	8.131	0.501	0.619	3.016	0.100	18.408	0.289	6.8
SE654860-219880	1985-01-01	0.25	3.000	8.131	0.501	0.619	3.016	0.100	18.408	0.289	6.8
SE654860-219880	1985-01-01	0.75	3.000	8.125	0.501	0.621	3.016	0.100	18.435	0.294	6.8
SE654860-219880	1985-01-01	1.25	3.000	8.122	0.501	0.621	3.016	0.100	18.434	0.294	6.8
SE654860-219880	1985-01-01	1.75	3.000	8.120	0.501	0.621	3.016	0.100	18.435	0.294	6.8
SE654860-219880	1985-01-01	2.25	3.000	8.118	0.501	0.621	3.016	0.100	18.435	0.294	6.8
SE654860-219880	1985-01-01	2.75	3.000	8.116	0.501	0.621	3.016	0.100	18.435	0.294	6.8
SE654860-219880	1985-01-01	3.25	3.000	8.115	0.501	0.621	3.016	0.100	18.435	0.294	6.8
SE654860-219880	1985-01-01	3.75	3.000	8.113	0.501	0.621	3.018	0.100	18.436	0.294	6.8
SE654860-219880	1985-01-01	4.50	3.000	8.112	0.501	0.621	3.017	0.100	18.435	0.294	6.8
SE654860-219880	1985-01-01	5.50	3.000	8.111	0.501	0.621	3.017	0.100	18.436	0.294	6.8
SE654860-219880	1985-01-01	6.50	3.000	8.109	0.501	0.621	3.018	0.100	18.437	0.294	6.8
SE654860-219880	1985-01-01	7.50	3.000	8.107	0.501	0.621	3.018	0.100	18.437	0.294	6.8
SE654860-219880	1985-01-01	8.50	3.000	8.106	0.501	0.621	3.018	0.100	18.437	0.294	6.8
SE654860-219880	1985-01-01	9.50	3.000	8.104	0.501	0.621	3.018	0.100	18.437	0.294	6.8
SE654860-219880	1985-01-01	24.50	3.000	7.978	0.503	0.623	3.064	0.100	18.483	0.296	6.8
SE654860-219880	1985-01-01	25.00	3.000	7.978	0.503	0.623	3.064	0.100	18.483	0.296	6.8
SE654860-219880	1985-01-02	0.00	3.000	8.514	0.503	0.619	3.063	0.101	18.420	0.270	6.9
SE654860-219880	1985-01-02	0.25	3.000	8.514	0.503	0.619	3.063	0.101	18.420	0.270	6.9
SE654860-219880	1985-01-02	0.75	3.000	8.510	0.503	0.620	3.063	0.101	18.440	0.275	6.9
SE654860-219880	1985-01-02	1.25	3.000	8.508	0.503	0.620	3.063	0.101	18.439	0.275	6.9
SE654860-219880	1985-01-02	1.75	3.000	8.506	0.503	0.620	3.063	0.101	18.440	0.275	6.9
SE654860-219880	1985-01-02	2.25	3.000	8.505	0.503	0.620	3.063	0.101	18.440	0.275	6.9
SE654860-219880	1985-01-02	2.75	3.000	8.503	0.503	0.620	3.063	0.101	18.440	0.275	6.9
SE654860-219880	1985-01-02	3.25	3.000	8.502	0.503	0.620	3.064	0.101	18.440	0.275	6.9
SE654860-219880	1985-01-02	3.75	3.000	8.501	0.503	0.620	3.065	0.101	18.441	0.275	6.9
SE654860-219880	1985-01-02	4.50	3.000	8.500	0.503	0.620	3.064	0.101	18.440	0.275	6.9
SE654860-219880	1985-01-02	5.50	3.000	8.499	0.503	0.620	3.064	0.101	18.441	0.275	6.9
SE654860-219880	1985-01-02	6.50	3.000	8.498	0.503	0.620	3.065	0.101	18.441	0.275	6.9
SE654860-219880	1985-01-02	7.50	3.000	8.497	0.503	0.620	3.065	0.101	18.442	0.275	6.9
SE654860-219880	1985-01-02	8.50	3.000	8.496	0.503	0.620	3.065	0.101	18.442	0.275	6.9
SE654860-219880	1985-01-02	9.50	3.000	8.495	0.503	0.620	3.065	0.101	18.442	0.275	6.9
SE654860-219880	1985-01-02	24.50	3.000	8.469	0.504	0.621	3.076	0.101	18.452	0.275	6.9
SE654860-219880	1985-01-02	25.00	3.000	8.469	0.504	0.621	3.076	0.101	18.452	0.275	6.9
SE654860-219880	1985-01-03	0.00	2.998	9.078	0.505	0.619	3.115	0.102	18.434	0.247	7.0
SE654860-219880	1985-01-03	0.25	2.998	9.078	0.505	0.619	3.115	0.102	18.434	0.247	7.0
SE654860-219880	1985-01-03	0.75	2.998	9.078	0.505	0.620	3.115	0.102	18.448	0.251	7.0
SE654860-219880	1985-01-03	1.25	2.998	9.078	0.505	0.620	3.115	0.102	18.448	0.251	7.0
SE654860-219880	1985-01-03	1.75	2.998	9.078	0.505	0.620	3.115	0.102	18.448	0.251	7.0
SE654860-219880	1985-01-03	2.25	2.998	9.078	0.505	0.620	3.115	0.102	18.449	0.252	7.0
SE654860-219880	1985-01-03	2.75	2.998	9.077	0.505	0.620	3.115	0.102	18.449	0.252	7.0
SE654860-219880	1985-01-03	3.25	2.998	9.077	0.505	0.620	3.115	0.102	18.449	0.252	7.0
SE654860-219880	1985-01-03	3.75	2.998	9.077	0.505	0.620	3.116	0.102	18.450	0.252	7.0
SE654860-219880	1985-01-03	4.50	2.998	9.077	0.505	0.620	3.115	0.102	18.449	0.252	7.0
SE654860-219880	1985-01-03	5.50	2.998	9.076	0.505	0.620	3.116	0.102	18.450	0.252	7.0
SE654860-219880	1985-01-03	6.50	2.998	9.075	0.505	0.620	3.116	0.102	18.451	0.252	7.0
SE654860-219880	1985-01-03	7.50	2.998	9.073	0.505	0.620	3.116	0.102	18.451	0.252	7.0
SE654860-219880	1985-01-03	8.50	2.998	9.070	0.505	0.620	3.116	0.102	18.451	0.252	7.0
SE654860-219880	1985-01-03	9.50	2.998	9.064	0.505	0.620	3.116	0.102	18.452	0.252	7.0
SE654860-219880	1985-01-03	24.50	3.000	8.420	0.510	0.626	3.223	0.101	18.577	0.262	7.0
SE654860-219880	1985-01-03	25.00	3.000	8.420	0.510	0.626	3.223	0.101	18.577	0.262	7.0
SE654860-219880	1985-01-04	0.00	2.993	9.062	0.507	0.618	3.167	0.107	18.453	0.221	7.1
SE654860-219880	1985-01-04	0.25	2.993	9.062	0.507	0.618	3.167	0.107	18.453	0.221	7.1
SE654860-219880	1985-01-04	0.75	2.992	9.062	0.507	0.618	3.166	0.107	18.462	0.224	7.1
SE654860-219880	1985-01-04	1.25	2.993	9.062	0.507	0.618	3.166	0.107	18.461	0.224	7.1
SE654860-219880	1985-01-04	1.75	2.993	9.062	0.507	0.618	3.165	0.106	18.462	0.225	7.1
SE654860-219880	1985-01-04	2.25	2.994	9.061	0.507	0.619	3.165	0.106	18.463	0.226	7.1
SE654860-219880	1985-01-04	2.75	2.994	9.059	0.507	0.619	3.165	0.105	18.466	0.228	7.1
SE654860-219880	1985-01-04	3.25	2.995	9.056	0.507	0.620	3.166	0.104	18.470	0.230	7.1
SE654860-219880	1985-01-04	3.75	2.996	9.052	0.507	0.620	3.168	0.104	18.476	0.233	7.1
SE654860-219880	1985-01-04	4.50	2.997	9.044	0.507	0.621	3.167	0.103	18.482	0.235	7.1
SE654860-219880	1985-01-04	5.50	2.998	9.024	0.507	0.621	3.169	0.102	18.491	0.238	7.1
SE654860-219880	1985-01-04	6.50	2.998	8.988	0.508	0.622	3.171	0.102	18.498	0.239	7.1
SE654860-219880	1985-01-04	7.50	2.999	8.936	0.507	0.622	3.166	0.102	18.500	0.241	7.1
SE654860-219880	1985-01-04	8.50	2.999	8.879	0.507	0.622	3.156	0.101	18.494	0.242	7.1
SE654860-219880	1985-01-04	9.50	3.000	8.838	0.507	0.622	3.150	0.101	18.492	0.243	7.1
SE654860-219880	1985-01-04	24.50	3.012	8.545	0.493	0.608	3.159	0.100	18.422	0.281	7.1
SE654860-219880	1985-01-04	25.00	3.012	8.545	0.493	0.608	3.159	0.100	18.422	0.281	7.1
SE654860-219880	1985-01-05	0.00	2.984	9.043	0.508	0.617	3.222	0.113	18.497	0.198	7.1
SE654860-219880	1985-01-05	0.25	2.984	9.043	0.508	0.617	3.222	0.113	18.497	0.198	7.1
SE654860-219880	1985-01-05	0.75	2.984	9.043	0.508	0.618	3.222	0.113	18.502	0.201	7.1
SE654860-219880	1985-01-05	1.25	2.985	9.042	0.508	0.618	3.221	0.112	18.501	0.201	7.1
SE654860-219880	1985-01-05	1.75	2.985	9.041	0.508	0.618	3.220	0.112	18.500	0.202	7.1
SE654860-219880	1985-01-05	2.25	2.988	9.037	0.509	0.619	3.218	0.110	18.499	0.205	7.1
SE654860-219880	1985-01-05	2.75	2.990	9.029	0.509	0.619	3.217	0.108	18.500	0.209	7.1
SE654860-219880	1985-01-05	3.25	2.992	9.018	0.509	0.620	3.218	0.106	18.504	0.213	7.1
SE654860-219880	1985-01-05	3.75	2.994	9.005	0.509	0.621	3.220	0.105	18.510	0.216	7.1
SE654860-219880	1985-01-05	4.50	2.996	8.984	0.509	0.622	3.218	0.104	18.515	0.220	7.1
SE654860-219880	1985-01-05	5.50	2.997	8.945	0.510	0.622	3.219	0.102	18.524	0.224	7.1
SE654860-219880	1985-01-05	6.50	2.998	8.896	0.510	0.623	3.219	0.102	18.532	0.227	7.1
SE654860-219880	1985-01-05	7.50	2.999	8.846	0.509	0.623	3.213	0.101	18.532	0.229	7.1
SE654860-219880	1985-01-05	8.50	3.000	8.807	0.509	0.623	3.213	0.101	18.537	0.231	7.1
SE654860-219880	1985-01-05	9.50	3.000	8.772	0.509	0.623	3.217	0.101	18.545	0.233	7.1
SE654860-219880	1985-01-05	24.50	3.030	8.455	0.476	0.588	3.210	0.100	18.346	0.310	7.1
SE654860-219880	1985-01-05	25.00	3.030	8.455	0.476	0.588	3.210	0.100	18.346	0.310	7.1
SE654860-219880	1985-01-06	0.00	2.974	9.018	0.510	0.617	3.280	0.120	18.553	0.179	7.1
SE654860-219880	1985-01-06	0.25	2.974	9.018	0.510	0.617	3.280	0.120	18.553	0.179	7.1
SE654860-219880	1985-01-06	0.75	2.973	9.018	0.510	0.618	3.280	0.120	18.557	0.181	7.1
SE654860-219880	1985-01-06	1.25	2.974	9.017	0.510	0.618	3.279	0.119	18.555	0.182	7.1
SE654860-219880	1985-01-06	1.75	2.976	9.015	0.510	0.618	3.278	0.118	18.554	0.183	7.1
SE654860-219880	1985-01-06	2.25	2.981	9.003	0.510	0.619	3.274	0.114	18.547	0.188	7.1
SE654860-219880	1985-01-06	2.75	2.986	8.989	0.511	0.620	3.271	0.111	18.544	0.193	7.1
SE654860-219880	1985-01-06	3.25	2.989	8.973	0.511	0.621	3.271	0.108	18.545	0.198	7.1
SE654860-219880	1985-01-06	3.75	2.992	8.954	0.511	0.621	3.271	0.107	18.548	0.202	7.1
SE654860-219880	1985-01-06	4.50	2.995	8.926	0.511	0.622	3.269	0.104	18.550	0.206	7.1
SE654860-219880	1985-01-06	5.50	2.997	8.879	0.511	0.623	3.269	0.103	18.555	0.211	7.1
SE654860-219880	1985-01-06	6.50	2.999	8.829	0.511	0.623	3.267	0.102	18.558	0.215	7.1
SE654860-219880	1985-01-06	7.50	3.000	8.781	0.510	0.623	3.268	0.101	18.562	0.219	7.1
SE654860-219880	1985-01-06	8.50	3.002	8.732	0.509	0.622	3.274	0.101	18.566	0.224	7.1
SE654860-219880	1985-01-06	9.50	3.004	8.682	0.507	0.620	3.283	0.101	18.567	0.230	7.1
SE654860-219880	1985-01-06	24.50	3.045	8.456	0.462	0.570	3.249	0.101	18.267	0.325	7.1
SE654860-219880	1985-01-06	25.00	3.045	8.456	0.462	0.570	3.249	0.101	18.267	0.325	7.1
SE654860-219880	1985-01-07	0.00	2.962	8.989	0.511	0.617	3.339	0.127	18.615	0.163	7.1
SE654860-219880	1985-01-07	0.25	2.962	8.989	0.511	0.617	3.339	0.127	18.615	0.163	7.1
SE654860-219880	1985-01-07	0.75	2.962	8.989	0.511	0.618	3.339	0.127	18.619	0.165	7.1
SE654860-219880	1985-01-07	1.25	2.963	8.987	0.511	0.618	3.338	0.126	18.616	0.166	7.1
SE654860-219880	1985-01-07	1.75	2.967	8.981	0.511	0.618	3.335	0.123	18.610	0.168	7.1
SE654860-219880	1985-01-07	2.25	2.975	8.966	0.512	0.620	3.332	0.118	18.601	0.174	7.1
SE654860-219880	1985-01-07	2.75	2.981	8.948	0.512	0.621	3.327	0.114	18.593	0.179	7.1
SE654860-219880	1985-01-07	3.25	2.985	8.928	0.513	0.621	3.325	0.111	18.589	0.184	7.1
SE654860-219880	1985-01-07	3.75	2.989	8.905	0.513	0.622	3.324	0.109	18.588	0.188	7.1
SE654860-219880	1985-01-07	4.50	2.993	8.872	0.513	0.623	3.320	0.106	18.584	0.194	7.1
SE654860-219880	1985-01-07	5.50	2.997	8.821	0.512	0.623	3.318	0.103	18.582	0.200	7.1
SE654860-219880	1985-01-07	6.50	3.000	8.768	0.511	0.622	3.321	0.102	18.583	0.206	7.1
SE654860-219880	1985-01-07	7.50	3.003	8.713	0.510	0.621	3.329	0.101	18.583	0.213	7.1
SE654860-219880	1985-01-07	8.50	3.007	8.657	0.507	0.618	3.335	0.101	18.574	0.221	7.1
SE654860-219880	1985-01-07	9.50	3.011	8.603	0.502	0.613	3.345	0.100	18.561	0.232	7.1
