EUCD	YYYY-MM-DD	Djup(m)	Salt (psu o/oo)	O2 (ml/l)	PO4 (µmol/l)	TotP (µmol/l)	NO3 (µmol/l)	NH4 (µmol/l)	TotN (µmol/l)	Chla (ug/l)	Siktdjup (m)
SE560700-155801	1985-01-01	0.00	6.000	8.075	0.501	0.619	3.010	0.103	18.410	0.290	6.8
SE560700-155801	1985-01-01	0.25	6.000	8.075	0.501	0.619	3.010	0.103	18.410	0.290	6.8
SE560700-155801	1985-01-01	0.75	6.000	8.070	0.501	0.621	3.009	0.103	18.438	0.295	6.8
SE560700-155801	1985-01-01	1.25	6.000	8.067	0.501	0.621	3.009	0.103	18.437	0.295	6.8
SE560700-155801	1985-01-01	1.75	6.000	8.064	0.501	0.621	3.009	0.103	18.437	0.295	6.8
SE560700-155801	1985-01-01	2.25	6.000	8.063	0.501	0.621	3.009	0.103	18.437	0.295	6.8
SE560700-155801	1985-01-01	2.75	6.000	8.061	0.501	0.621	3.009	0.103	18.437	0.295	6.8
SE560700-155801	1985-01-01	3.25	6.000	8.060	0.501	0.621	3.009	0.103	18.437	0.295	6.8
SE560700-155801	1985-01-01	3.75	6.000	8.059	0.501	0.621	3.010	0.103	18.438	0.295	6.8
SE560700-155801	1985-01-01	4.50	6.000	8.058	0.501	0.621	3.009	0.103	18.437	0.295	6.8
SE560700-155801	1985-01-01	5.50	6.000	8.056	0.501	0.621	3.009	0.102	18.437	0.295	6.8
SE560700-155801	1985-01-01	6.50	6.000	8.055	0.501	0.621	3.009	0.102	18.437	0.295	6.8
SE560700-155801	1985-01-01	7.50	6.000	8.054	0.501	0.621	3.009	0.102	18.437	0.295	6.8
SE560700-155801	1985-01-01	8.50	6.000	8.052	0.501	0.621	3.010	0.102	18.438	0.295	6.8
SE560700-155801	1985-01-01	9.50	6.000	8.051	0.501	0.621	3.010	0.102	18.438	0.295	6.8
SE560700-155801	1985-01-01	24.50	6.000	7.976	0.506	0.626	3.069	0.100	18.489	0.296	6.8
SE560700-155801	1985-01-01	25.00	6.000	7.976	0.506	0.626	3.069	0.100	18.489	0.296	6.8
SE560700-155801	1985-01-02	0.00	6.000	8.142	0.502	0.620	3.036	0.110	18.431	0.290	6.9
SE560700-155801	1985-01-02	0.25	6.000	8.142	0.502	0.620	3.036	0.110	18.431	0.290	6.9
SE560700-155801	1985-01-02	0.75	6.000	8.141	0.502	0.622	3.035	0.110	18.456	0.295	6.9
SE560700-155801	1985-01-02	1.25	6.000	8.140	0.502	0.622	3.035	0.110	18.455	0.295	6.9
SE560700-155801	1985-01-02	1.75	6.000	8.139	0.502	0.622	3.035	0.109	18.455	0.295	6.9
SE560700-155801	1985-01-02	2.25	6.000	8.139	0.502	0.622	3.035	0.109	18.455	0.295	6.9
SE560700-155801	1985-01-02	2.75	6.000	8.138	0.502	0.622	3.035	0.109	18.455	0.295	6.9
SE560700-155801	1985-01-02	3.25	6.000	8.138	0.502	0.622	3.035	0.109	18.455	0.295	6.9
SE560700-155801	1985-01-02	3.75	6.000	8.137	0.502	0.622	3.035	0.109	18.456	0.295	6.9
SE560700-155801	1985-01-02	4.50	6.000	8.137	0.502	0.622	3.035	0.109	18.455	0.295	6.9
SE560700-155801	1985-01-02	5.50	6.000	8.136	0.502	0.622	3.035	0.109	18.455	0.295	6.9
SE560700-155801	1985-01-02	6.50	6.000	8.136	0.502	0.622	3.034	0.108	18.455	0.296	6.9
