EUCD	YYYY-MM-DD	Djup(m)	Salt (psu o/oo)	O2 (ml/l)	PO4 (µmol/l)	TotP (µmol/l)	NO3 (µmol/l)	NH4 (µmol/l)	TotN (µmol/l)	Chla (ug/l)	Siktdjup (m)
SE605390-171558	1985-01-01	0.00	4.000	8.035	0.500	0.619	3.007	0.101	18.405	0.290	6.8
SE605390-171558	1985-01-01	0.25	4.000	8.035	0.500	0.619	3.007	0.101	18.405	0.290	6.8
SE605390-171558	1985-01-01	0.75	4.000	8.031	0.500	0.620	3.007	0.101	18.432	0.295	6.8
SE605390-171558	1985-01-01	1.25	4.000	8.029	0.500	0.621	3.007	0.101	18.432	0.295	6.8
SE605390-171558	1985-01-01	1.75	4.000	8.027	0.500	0.621	3.007	0.101	18.432	0.295	6.8
SE605390-171558	1985-01-01	2.25	4.000	8.026	0.500	0.621	3.007	0.101	18.432	0.295	6.8
SE605390-171558	1985-01-01	2.75	4.000	8.025	0.500	0.621	3.007	0.101	18.432	0.295	6.8
SE605390-171558	1985-01-01	3.25	4.000	8.024	0.500	0.621	3.007	0.101	18.432	0.295	6.8
SE605390-171558	1985-01-01	3.75	4.000	8.023	0.500	0.621	3.007	0.101	18.433	0.295	6.8
SE605390-171558	1985-01-01	4.50	4.000	8.022	0.500	0.621	3.007	0.101	18.433	0.295	6.8
SE605390-171558	1985-01-01	5.50	4.000	8.021	0.500	0.621	3.007	0.101	18.433	0.295	6.8
SE605390-171558	1985-01-01	6.50	4.000	8.019	0.500	0.621	3.007	0.101	18.433	0.295	6.8
SE605390-171558	1985-01-01	7.50	4.000	8.018	0.500	0.621	3.008	0.101	18.434	0.295	6.8
SE605390-171558	1985-01-01	8.50	4.000	8.017	0.500	0.621	3.008	0.101	18.434	0.295	6.8
SE605390-171558	1985-01-01	9.50	4.000	8.015	0.500	0.621	3.008	0.101	18.435	0.295	6.8
SE605390-171558	1985-01-01	18.50	4.000	7.975	0.503	0.623	3.073	0.100	18.494	0.296	6.8
SE605390-171558	1985-01-01	19.00	4.000	7.975	0.503	0.623	3.073	0.100	18.494	0.296	6.8
SE605390-171558	1985-01-02	0.00	4.000	8.185	0.501	0.619	3.036	0.104	18.419	0.279	6.9
SE605390-171558	1985-01-02	0.25	4.000	8.185	0.501	0.619	3.036	0.104	18.419	0.279	6.9
SE605390-171558	1985-01-02	0.75	4.000	8.181	0.501	0.620	3.036	0.104	18.444	0.284	6.9
SE605390-171558	1985-01-02	1.25	4.000	8.178	0.501	0.620	3.036	0.104	18.444	0.284	6.9
SE605390-171558	1985-01-02	1.75	4.000	8.176	0.501	0.620	3.036	0.104	18.444	0.284	6.9
SE605390-171558	1985-01-02	2.25	4.000	8.175	0.501	0.620	3.036	0.104	18.444	0.284	6.9
SE605390-171558	1985-01-02	2.75	4.000	8.174	0.501	0.620	3.036	0.104	18.444	0.284	6.9
SE605390-171558	1985-01-02	3.25	4.000	8.173	0.501	0.620	3.036	0.104	18.444	0.284	6.9
SE605390-171558	1985-01-02	3.75	4.000	8.172	0.501	0.620	3.036	0.104	18.444	0.284	6.9
